name,class,gal_l2,gal_b2,hard_hm,hard_hs
2CXO J174505.6-292036,YSO,9.988694175224543,4.989350843457197,0.0,0.0
2CXO J015741.5-010630,AGN,4.364139780148738,1.6711942890907845,7.993750000000001,4.949999999999998
2CXO J181838.4-134556,STAR,0.4714385514455376,5.043057514953607,4.781250000000001,5.224999999999998
2CXO J053523.7-044816,STAR,5.7909208167876125,3.929180220753995,0.0,0.0
2CXO J001823.5+300347,AGN,3.179858933537965,3.1932415604141116,0.0,0.0
2CXO J190150.4-365637,STAR,9.998278108183897,3.999193975351221,6.068749999999995,8.8125
2CXO J122503.1+155242,AGN,7.584329921138643,9.30811878774295,5.806250000000013,3.900000000000012
2CXO J100508.0-074533,LMXB,6.883316507193617,7.047976846288339,5.249999999999997,5.0
2CXO J203259.0+411759,STAR,2.2272938419550874,5.041520995551054,6.193750000000019,8.843749999999991
2CXO J123632.7+622028,STAR,3.497831140757384,8.051614404020246,3.081250000000013,1.3937500000000171
2CXO J203305.4+401216,YSO,2.203167662051692,5.004217830675271,5.0062500000000005,5.231250000000001
2CXO J042335.3+250302,STAR,4.7809446831615166,4.048208407985678,2.706249999999992,1.3750000000000109
2CXO J190123.4-365641,STAR,9.997313689877721,4.003860013384212,0.0,0.0
2CXO J174026.8-365537,HMXB,9.795173624017387,4.812934461000625,8.831250000000006,9.012499999999998
2CXO J100141.3+021031,AGN,6.585939084985334,7.361660488987916,4.912499999999999,3.7500000000000133
2CXO J004118.6+405159,STAR,3.3574329020803786,3.768692378078297,0.0,0.0
2CXO J180400.0-241954,YSO,0.16800375782861054,4.927827386480717,6.093750000000019,8.48125000000001
2CXO J013653.0+154510,STAR,3.852525660404734,2.441386259603735,5.156250000000002,7.2500000000000275
2CXO J034425.3+321012,STAR,4.457240577308982,4.0004188780715655,2.131249999999972,1.1875000000000004
2CXO J102411.7-574820,YSO,7.897647676001049,4.9757852944300005,4.631249999999997,7.081250000000023
2CXO J111703.5+174440,AGN,6.42560375685972,8.70036279488991,6.399999999999987,5.943750000000023
2CXO J161439.5-504313,YSO,9.231011331608157,5.005737981542883,3.374999999999991,10.0
2CXO J060108.9-234046,HMXB,6.376013728112228,3.815104213657537,7.343750000000008,10.0
2CXO J130940.6+573310,AGN,3.2812326058732086,8.314424807726978,5.1062499999999975,4.1687500000000135
2CXO J071838.0-245549,STAR,6.615330746062268,4.685886026840934,4.400000000000006,2.349999999999976
2CXO J010153.0-715757,STAR,8.382953806577026,2.4740423806508947,5.681249999999987,4.706249999999996
2CXO J002410.9-015647,AGN,2.979069981085636,1.4212081576532365,7.287499999999987,6.693750000000013
2CXO J001710.9-271435,AGN,0.8363928107566676,0.3934044413030744,5.318750000000003,4.5624999999999964
2CXO J164658.6-455316,STAR,9.430877754714407,4.972514324842347,10.0,10.0
2CXO J234807.1-091202,AGN,2.225770422698608,1.2720939886862692,8.056249999999986,10.0
2CXO J140742.7+022854,AGN,9.519812128125064,8.310174351712442,5.0062500000000005,3.5500000000000145
2CXO J163700.2+222114,AGN,1.1305190607712925,7.173285634789382,5.887500000000004,7.831250000000013
2CXO J132531.8+301714,AGN,1.6069941207788945,9.570426403687065,4.99375,3.6062499999999824
2CXO J221438.8+300038,PULSAR,2.4126459070535984,3.785420741458879,3.1874999999999805,0.9312499999999836
2CXO J171111.1-393326,YSO,9.645290674771925,4.996640986688583,5.943750000000023,5.318750000000003
2CXO J140305.1+542522,HMXB,2.8374195736132752,8.331977687172941,6.612500000000021,6.349999999999987
2CXO J114927.0+591418,AGN,3.809243086824359,8.132467815857,0.0,0.0
2CXO J002733.7-013452,AGN,3.0362524671847497,1.4304529162444417,7.656249999999992,10.0
2CXO J142532.8+330124,AGN,1.5228818944547766,8.84243307489856,3.318749999999973,1.76249999999997
2CXO J075230.4+272619,AGN,5.3725278277417505,6.376479767233846,5.43125,3.968750000000016
2CXO J142644.3+333053,AGN,1.5563571458071481,8.823776688044275,6.749999999999982,5.612499999999981
2CXO J102315.7+360435,AGN,5.2126258336861415,8.203610720038444,4.99375,3.7437499999999937
2CXO J104512.8+590324,AGN,4.123805538247193,7.8647647285669535,5.737500000000005,7.243750000000008
2CXO J145600.0-684339,PULSAR,8.718581599366496,4.518486360792567,3.818750000000018,2.8937500000000025
2CXO J122814.6+120010,AGN,7.833966234409269,9.125628840844598,0.0,0.0
2CXO J064042.7+093334,STAR,5.644603568048288,5.106753908909495,8.400000000000016,10.0
2CXO J090943.5+513115,AGN,4.629303869816578,7.351005075530733,4.55,2.8749999999999964
2CXO J172556.4-341451,YSO,9.813031071041713,5.032585339703244,0.0,0.0
2CXO J053520.9-052234,STAR,5.8057488419952525,3.9141145765043817,9.781249999999996,9.793750000000037
2CXO J174947.2-264858,STAR,0.06362338593753387,5.012999689333029,4.69375,3.218749999999974
2CXO J203259.7+411419,STAR,2.2259689785917085,5.039392136298835,5.631249999999987,7.881250000000016
2CXO J083859.9-530127,STAR,7.505978565719117,4.60372486403362,1.7187499999999885,0.4999999999999946
2CXO J171907.5-360700,YSO,9.748324294373523,5.037511319009505,10.0,10.0
2CXO J120857.2+142437,STAR,7.303079526346308,9.12325948144593,10.0,0.0
2CXO J123757.9+223430,AGN,7.453852088215218,9.717324954580109,5.2875,3.881250000000005
2CXO J103705.9-583521,YSO,7.949337180539874,4.986933272298623,3.068749999999976,1.6999999999999824
2CXO J213627.5-543312,HMXB,9.480636728193552,2.460390966646904,0.0,0.0
2CXO J143250.5+340719,AGN,1.5825724125953238,8.747798697410984,7.624999999999997,8.38125000000001
2CXO J034403.6+320233,STAR,4.457907245108983,3.992208633234595,2.7312500000000166,1.2499999999999871
2CXO J181913.0-133316,YSO,0.4784404244598328,5.0417347362154725,10.0,10.0
2CXO J004719.7-730823,HMXB,8.426285324685054,2.5385091571897225,6.381249999999981,8.800000000000011
2CXO J034427.2+320717,STAR,4.458305579119486,3.998583982064556,3.600000000000014,2.3187499999999823
2CXO J064055.1+093318,STAR,5.645360402668241,5.1091620946965,0.0,0.0
2CXO J182102.2-160101,STAR,0.4238948872879751,4.955179711150666,1.5437500000000162,0.6124999999999812
2CXO J104233.9+591035,AGN,4.129781770629012,7.846107838924901,4.69375,3.862499999999999
2CXO J174716.6-282739,YSO,0.01651572252117273,4.992202432185524,9.425000000000033,10.0
2CXO J143143.5+330134,AGN,1.5074381737560063,8.770997268912739,3.937499999999973,1.431249999999979
2CXO J172453.7-341603,YSO,9.80920534231575,5.041958029847381,0.0,0.0
2CXO J102405.4-574503,YSO,7.89650353516712,4.977964711785017,7.156249999999997,7.062500000000018
2CXO J145255.4+134945,AGN,0.38634443456331663,8.275827411284915,4.88125,3.5374999999999766
2CXO J171229.4-382832,YSO,9.673707223080056,5.020872954638432,5.281250000000001,7.4250000000000025
2CXO J064056.5+095410,STAR,5.636832388170617,5.118316072163898,4.6999999999999975,3.1625000000000068
2CXO J231344.2+612809,STAR,3.09833318383308,5.039192138499928,8.124999999999995,10.0
2CXO J115938.4+292056,AGN,5.524677891952417,9.374730792068936,4.875000000000001,3.7874999999999748
2CXO J203510.1+413542,YSO,2.2406714758081763,5.0330106981504175,0.0,0.0
2CXO J180227.3-225937,YSO,0.1955176657133651,4.981827127377425,3.212500000000005,2.4374999999999885
2CXO J111509.8-611530,STAR,8.100618187717588,4.966770309846312,1.7687499999999885,1.1562500000000069
2CXO J113645.8+070647,AGN,7.166864767003439,8.530364609953734,3.981250000000004,2.499999999999975
2CXO J031937.9-192441,ULX,5.782170801912588,1.910077079039968,3.5874999999999764,2.468749999999982
2CXO J121836.0+054627,AGN,7.815798397968388,8.753319418775112,5.649999999999992,5.587500000000008
2CXO J141104.1+521755,AGN,2.7140157249378443,8.389738839187077,5.3000000000000025,3.8312500000000047
2CXO J064044.5+094512,STAR,5.639906171173824,5.1120740179563375,10.0,2.1562499999999973
2CXO J140304.7+541534,HMXB,2.8325542042310365,8.339661066299996,7.981250000000013,10.0
