name,Jmag,Hmag,Kmag
2CXO J172459.1-341646,14.039,12.352,11.213
2CXO J172501.2-341734,15.08,13.663,13.188
2CXO J172504.9-340408,5.837999999999999,4.837,4.259
2CXO J172514.3-341638,14.88,13.614,13.053
2CXO J172552.5-342208,15.19,14.047,13.528
2CXO J172553.1-341546,14.93,14.138,13.263
2CXO J172554.9-342214,12.065,11.369000000000002,10.989
2CXO J172555.0-341847,15.011,13.324000000000002,12.403
2CXO J172557.7-341652,11.413,10.597,10.433
2CXO J172558.0-341605,10.996,10.262,9.897
2CXO J172558.5-353231,14.258,13.706,13.586
2CXO J172558.7-341914,15.189,13.595,12.962
2CXO J172558.8-341622,14.421,12.315,9.029
2CXO J172559.1-341640,14.087,12.638,11.682
2CXO J172559.4-341733,9.179,8.432,8.003
2CXO J172600.6-341426,15.808,13.361,12.099
2CXO J172601.0-341343,18.352,15.833,13.849
2CXO J172602.2-341706,14.436,13.092,12.435
2CXO J172602.9-340916,15.844,14.569,13.893
2CXO J172603.1-341016,15.062,13.729,13.118
2CXO J172604.0-341842,13.237,11.742,11.1
2CXO J172604.4-341723,16.907,15.225,14.336
2CXO J172604.8-341744,13.807,12.294,11.602
2CXO J172605.5-341825,14.871,13.32,12.522
2CXO J172606.4-341848,13.995,12.424,11.292
2CXO J172608.0-341523,14.752,13.931,13.745
2CXO J172619.3-342955,15.436,13.537,12.418
2CXO J172621.0-353532,16.265,15.298,14.955
2CXO J172735.6-350536,6.497000000000001,6.064,5.84
2CXO J175847.6-290835,10.406,10.173,10.135
2CXO J175915.5-290559,13.654000000000002,13.427,12.632
2CXO J175918.2-290952,13.547,12.878,12.535
2CXO J175949.0-285446,12.705,12.884,11.292
2CXO J180043.1-284242,8.668,8.686,8.673
2CXO J180043.4-285356,10.27,10.108,10.027
2CXO J180306.9-283338,7.784,7.306,7.169
2CXO J180448.7-283350,9.841,9.769,9.734
2CXO J180450.4-283211,9.688,9.69,9.572
2CXO J170004.3-415805,15.843,14.672,14.45
2CXO J170025.2-421900,7.445,7.093,6.729
2CXO J171111.1-393326,14.473,13.475,12.854
2CXO J171312.0-394136,8.291,8.096,8.004
2CXO J171537.7-395625,8.717,8.521,8.4
2CXO J171609.1-395949,8.844,8.519,8.515
2CXO J174203.4-302929,7.63,7.3679999999999986,7.17
2CXO J171810.0-371853,14.95,13.541,12.461
2CXO J171926.0-361156,15.719,13.167,11.764
2CXO J171928.4-360926,16.316,13.929,12.447
2CXO J171929.2-361003,18.433,16.54,13.464
2CXO J171929.3-360739,13.472,12.234000000000002,11.65
2CXO J171932.4-360446,15.451,14.291,13.93
2CXO J171942.1-360520,16.59,14.803,14.273
2CXO J171943.1-361235,16.354,14.569,13.512
2CXO J171944.2-360712,14.863,13.244000000000002,12.084
2CXO J171945.6-361142,18.079,15.536,14.079
2CXO J171946.1-360552,7.67,7.294,7.028
2CXO J171948.5-361124,13.844,11.653,10.103
2CXO J171948.9-360602,9.387,8.881,8.634
2CXO J171950.5-360645,16.293,14.688,13.527
2CXO J171951.6-360826,17.011,15.319,14.574000000000002
2CXO J171953.4-361036,16.111,13.925,12.642
2CXO J171955.6-360433,12.389,11.021,9.967
2CXO J171956.3-361056,16.549,15.135,14.337
2CXO J171957.3-355723,14.085,13.034,10.332
2CXO J171959.1-355752,16.083,14.079,12.866
2CXO J171959.2-361304,14.630999999999998,13.008,11.755
2CXO J172000.0-360051,14.143,12.829,12.186
2CXO J172000.3-355718,10.941,9.64,8.568
2CXO J172002.1-361002,13.137,11.659,10.821
2CXO J172002.9-355754,15.821,14.084,12.963
2CXO J172003.1-355705,16.619,13.612,11.781
2CXO J172006.3-361144,16.652,14.955,13.197
2CXO J172006.4-360953,15.422,13.746,12.725
2CXO J172006.7-355829,15.797,14.39,13.711
2CXO J172007.5-355738,13.822,13.262,12.802
2CXO J172008.1-355322,14.205,12.339,11.13
2CXO J172009.3-360415,16.552,14.578,13.264
2CXO J172009.6-360148,14.809,13.782,13.267
2CXO J172009.9-355248,16.401,13.853,13.351
2CXO J172011.2-355457,17.232,14.485,12.9
2CXO J172013.4-355038,13.979,12.715,11.791
2CXO J172013.7-360023,15.098,13.534,12.309
2CXO J172014.7-355218,15.464,13.566,12.393
2CXO J172015.1-355633,14.99,13.783,13.578
2CXO J172015.5-355449,16.992,14.723,13.848
2CXO J172016.4-354616,13.918,12.213,11.115
2CXO J172016.7-355055,17.643,15.435,14.246
2CXO J172021.1-354727,9.568,8.716000000000001,8.265
2CXO J172021.3-355619,16.714000000000002,16.762,14.880999999999998
2CXO J172021.7-355457,13.287,12.236,11.703
2CXO J172026.4-360938,15.03,14.189,13.625
2CXO J172028.9-355638,14.605,13.211,12.24
2CXO J172030.1-360024,13.425,12.434,11.821
2CXO J172031.9-361114,14.761,13.103,11.947
2CXO J172032.1-355441,15.159,13.981,12.571
2CXO J172033.8-355328,15.205,13.996,13.567
2CXO J172036.1-355452,14.146,12.802,11.876
2CXO J172039.1-354511,11.233,9.967,9.175
2CXO J172039.9-354847,18.058,16.482,14.187
2CXO J172049.6-354717,18.297,15.69,13.505999999999998
2CXO J172050.6-355146,7.8679999999999986,7.561,7.392
2CXO J172051.4-355253,11.796,11.02,10.315
2CXO J172052.6-360422,7.176,6.916,6.756
2CXO J172054.9-354419,16.514,13.818,12.251
2CXO J172059.8-354535,17.602,15.369000000000002,13.619000000000002
2CXO J172115.3-355244,14.625,13.128,12.181
2CXO J172145.9-360921,14.047,12.928,12.302
2CXO J180245.2-300108,12.629,11.96,11.742
2CXO J180253.0-295431,10.682,9.668,9.291
2CXO J180317.9-295637,13.966,13.239,13.174
2CXO J180317.9-300319,12.815,12.158,11.924
2CXO J180318.4-295346,8.993,7.854,7.298999999999999
2CXO J180322.3-300256,8.718,7.715,7.2810000000000015
2CXO J180323.8-300135,12.539,11.799,11.575
2CXO J180329.3-295955,13.481,13.331,13.085
2CXO J180331.8-295903,14.445,13.624,13.559
2CXO J180334.9-295948,10.918,9.962,9.602
2CXO J180338.1-295318,10.906,10.821,10.701
2CXO J180350.9-295621,9.213,8.128,7.314
2CXO J180443.4-301412,12.884,12.892,11.906
2CXO J180453.5-300205,11.515,10.864,10.718
2CXO J171155.9-373141,8.373,8.175,8.104
2CXO J164656.1-455314,7.277,7.166,7.016
2CXO J164659.0-455028,11.057,10.265999999999998,9.75
2CXO J164659.4-455046,11.2,9.923,9.772
2CXO J164701.4-455151,9.175,8.422,7.431
2CXO J164701.4-455235,10.438,9.708,9.275
2CXO J164702.1-455112,10.297,9.121,8.603
2CXO J164703.0-455023,9.682,8.645,8.038
2CXO J164703.0-455043,8.658,7.837999999999999,6.956
2CXO J164703.3-455034,9.378,8.167,7.394
2CXO J164704.1-455031,7.041,6.96,6.0310000000000015
2CXO J164705.0-455055,9.96,8.968,8.215
2CXO J164706.1-454922,6.834,5.484,4.752
2CXO J164706.4-455026,9.051,8.189,7.63
2CXO J164707.0-455013,10.626,9.747,9.341
2CXO J164707.6-454922,12.233,10.422,10.167
2CXO J164707.6-455236,9.976,8.814,8.332
2CXO J164709.2-455048,8.287,7.25,6.7029999999999985
2CXO J164711.9-455137,15.286,13.793,13.262
2CXO J180133.8-255437,8.406,8.205,8.037
2CXO J180306.9-242119,13.65,11.905,10.823
2CXO J180309.7-242233,14.51,13.522,13.014
2CXO J180332.7-242144,13.703,12.515999999999998,11.981
2CXO J180333.0-241623,14.25,13.061,12.380999999999998
2CXO J180336.7-242123,13.477,12.479,11.868
2CXO J180336.8-242415,13.151,12.255999999999998,11.89
2CXO J180340.5-242332,13.349,12.091,11.3
2CXO J180341.0-242241,11.602,10.99,9.886
2CXO J180342.9-242012,13.622,12.63,12.112
2CXO J180343.6-242339,13.106,12.462,11.414
2CXO J180343.8-241618,14.371,13.219,12.602
2CXO J180344.9-241608,13.449000000000002,13.071,12.556
2CXO J180345.5-242359,14.571,12.81,12.118
2CXO J180346.3-242137,15.047,13.898,13.194
2CXO J180346.6-242149,13.764,12.808,12.421
2CXO J180347.2-242421,13.022,12.142,11.608
2CXO J180347.3-241815,16.209,14.481,13.364
2CXO J180347.8-241801,14.584,12.648,11.220999999999998
2CXO J180348.2-242634,13.421,12.917,12.85
2CXO J180348.6-242210,15.018,14.137,13.989
2CXO J180350.6-242100,11.531,11.389,11.291
2CXO J180351.0-242751,14.638,13.71,13.289
2CXO J180351.6-242827,12.380999999999998,11.581,10.945
2CXO J180355.6-242225,14.85,13.943,13.449000000000002
2CXO J180358.2-241649,13.258,12.242,11.53
2CXO J180358.9-241817,14.022,12.996,12.409
2CXO J180359.2-242308,12.401,11.158,10.23
2CXO J180400.0-241954,14.01,13.02,12.462
2CXO J180400.3-242530,13.394,12.422,11.423
2CXO J180401.6-241632,14.365,13.079,12.553
2CXO J180403.7-242145,8.334,6.627999999999999,5.801
2CXO J180404.3-241710,13.732,12.925,12.36
2CXO J180404.9-242731,14.558,13.771,12.679
2CXO J180405.1-241642,13.412,12.585,12.269
2CXO J180405.4-241702,14.219,13.259,12.762
2CXO J180405.6-241539,13.901,13.099,12.723
2CXO J180406.3-241616,13.747,12.729,12.205
2CXO J180406.8-242309,14.143,13.106,12.519
2CXO J180407.1-242140,14.394,13.336,12.734000000000002
2CXO J180407.3-241926,9.835,9.566,9.452
2CXO J180409.6-242151,14.694,13.825,12.630999999999998
2CXO J180409.7-242008,10.763,10.608,10.233
2CXO J180409.9-242532,12.086,11.147,10.77
2CXO J180410.0-241930,13.597,12.397,11.543
2CXO J180410.1-242419,15.207,14.405,13.914
2CXO J180410.2-242052,11.408,11.125,11.026
2CXO J180411.1-242145,10.026,9.948,9.899
2CXO J180411.3-242336,13.878,12.753,13.220999999999998
2CXO J180412.4-241943,12.83,12.086,11.952
2CXO J180413.0-242317,14.034,13.126,12.771
2CXO J180413.3-242451,12.46,11.724,11.541
2CXO J180414.7-242432,14.682,13.655,13.269
2CXO J180414.8-242255,14.488,13.597,13.371
2CXO J180415.8-241846,13.55,12.444,11.638
2CXO J180415.8-242507,14.065,13.262,13.104
2CXO J180416.0-241635,9.068,8.112,7.671
2CXO J180416.1-241952,12.373,11.449000000000002,10.829
2CXO J180416.3-242438,12.977,11.880999999999998,11.1
2CXO J180416.5-241848,14.105,12.979,12.36
2CXO J180417.1-241627,13.87,12.088,11.706
2CXO J180417.2-242228,13.56,12.632,12.259
2CXO J180417.4-241909,12.934,11.367,10.385
2CXO J180419.1-242639,15.374,14.159,13.539
2CXO J180432.2-242410,11.924,11.244000000000002,11.059
2CXO J180432.9-241844,10.045,9.834,9.871
2CXO J180433.6-242320,14.098,13.428,13.018
2CXO J180433.9-241827,14.308,12.348,11.569
2CXO J180434.7-242313,13.339,12.617,11.996
2CXO J180435.2-241742,12.102,11.302,10.143
2CXO J180435.9-241951,8.501,8.308,8.23
2CXO J180436.4-241913,12.95,12.05,11.57
2CXO J180436.9-242432,13.707,12.579,12.048
2CXO J180437.8-241920,13.752,13.164,12.859000000000002
2CXO J180438.9-242533,14.255,13.454,13.115
2CXO J180439.3-242234,13.954,13.106,12.876
2CXO J180440.5-242035,14.462,13.413,13.026
2CXO J180440.6-242315,14.755,13.713,13.351
2CXO J180440.7-242616,13.709,12.606,12.187
2CXO J180441.9-242618,12.773,11.792,11.383
2CXO J180443.7-242538,11.965,9.89,8.954
2CXO J180445.9-241814,12.375,11.254,10.774
2CXO J180447.5-242556,14.895,13.762,13.175999999999998
2CXO J180451.5-242417,13.489,12.28,11.667
2CXO J180451.6-242515,12.982,12.015,11.548
2CXO J180452.3-242526,14.003,13.265,12.723
2CXO J180452.8-242428,13.837,12.755,11.284
2CXO J180458.6-242436,12.819,11.461,10.517
2CXO J171201.3-383144,16.777,14.719,13.689
2CXO J171206.5-382726,15.693,14.392,13.165
2CXO J171206.7-382754,16.852,14.788,14.263
2CXO J171207.1-383049,16.02,14.119000000000002,13.317
2CXO J171207.5-383056,16.458,14.568,12.959
2CXO J171208.0-383052,16.236,13.67,12.178
2CXO J171208.3-383131,15.755999999999998,14.818,14.16
2CXO J171209.0-383212,16.0,14.361,13.135
2CXO J171209.4-383053,17.392,15.223,13.196
2CXO J171210.6-383204,14.981,13.292,12.025
2CXO J171211.2-382447,16.475,14.606,13.467
2CXO J171213.1-383049,13.576,12.416,11.718
2CXO J171216.1-382917,15.42,13.991,13.26
2CXO J171217.6-382847,15.229,13.701,12.947
2CXO J171218.5-383412,13.209,12.574000000000002,12.49
2CXO J171218.8-382829,14.198,12.902,12.137
2CXO J171219.4-382917,14.011,13.213,11.251
2CXO J171219.7-383343,15.747,14.347,13.379
2CXO J171220.2-383346,16.213,14.567,13.739
2CXO J171220.3-382915,14.434,13.117,12.499
2CXO J171221.6-382707,15.622,14.314,13.338
2CXO J171221.7-383340,12.282,11.958,11.89
2CXO J171223.2-382716,12.82,11.647,10.859000000000002
2CXO J171223.5-382956,11.816,10.902,10.065
2CXO J171223.6-382825,15.03,13.505,12.751
2CXO J171224.3-383023,14.008,13.269,13.754
2CXO J171224.9-382635,15.944,13.907,12.831
2CXO J171224.9-382807,14.869000000000002,12.922,11.701
2CXO J171225.2-382841,13.41,12.277,11.653
2CXO J171226.5-382818,15.396,13.880999999999998,13.261
2CXO J171226.7-383011,14.068,12.858,12.083
2CXO J171227.6-382838,14.734000000000002,13.509,13.186
2CXO J171228.8-382815,13.706,12.537,11.968
2CXO J171229.4-382832,14.228,12.864,12.339
2CXO J171230.0-382410,16.677,13.495,11.844
2CXO J171230.2-382701,13.253,12.219,11.644
2CXO J171230.8-382511,14.663,12.809,11.83
2CXO J171232.7-382604,15.999,14.295,13.316
2CXO J171233.0-382855,15.323,13.706,12.729
2CXO J171233.3-382440,14.831,13.303,12.567
2CXO J171233.5-382746,15.595,14.251,13.547
2CXO J171233.8-383043,16.06,15.525,15.082
2CXO J171234.5-382634,14.718,13.347,12.672
2CXO J171234.8-382713,14.422,13.124,12.472
2CXO J171234.9-382941,15.144,13.982,13.271
2CXO J171237.1-382553,15.984000000000002,13.837,13.106
2CXO J171238.0-382701,15.729,13.733,12.685
2CXO J171240.6-382133,17.84,14.562,13.098
2CXO J171240.6-382542,15.378,14.028,13.556
2CXO J171241.0-382802,14.461,12.876,11.979
2CXO J171242.7-382705,17.781,14.333,12.214
2CXO J171243.1-382241,14.451,12.719,11.791
2CXO J171244.6-382328,16.344,14.149,12.399
2CXO J171248.5-382509,16.814,14.278,12.959
2CXO J174803.8-244641,11.075,9.536,7.479
2CXO J174804.3-244703,11.96,10.355,10.029
2CXO J174804.5-244634,10.492,9.172,7.612999999999999
2CXO J174804.7-244642,9.391,6.816,6.1960000000000015
2CXO J174805.0-244641,9.901,7.205,6.6
2CXO J174805.7-244603,15.093,13.4,12.74
2CXO J175621.2-215722,6.195,5.5310000000000015,4.779
2CXO J180918.1-232802,17.038,14.813,13.512
2CXO J180918.2-233437,13.442,12.630999999999998,12.38
2CXO J180920.2-232648,14.764,13.864,13.198
2CXO J180921.9-232753,13.494000000000002,12.413,11.987
2CXO J180923.6-232748,11.384,10.216,9.342
2CXO J180926.0-233142,14.464,13.804,12.571
2CXO J180926.2-233016,14.482,13.373,12.92
2CXO J180927.6-233001,14.114,13.092,12.656
2CXO J180930.6-233638,12.919,11.996,11.411
2CXO J180932.4-233020,14.326,12.982,12.371
2CXO J180936.3-233709,14.241,13.26,12.773
2CXO J180946.3-234051,8.836,8.812999999999997,8.769
2CXO J180948.0-233854,14.451,13.545,13.248
2CXO J180949.0-233816,12.212,11.389,11.022
2CXO J180949.3-233615,14.678,13.717,13.436
2CXO J180949.5-233707,13.545,12.617,12.27
2CXO J180950.2-233222,14.436,13.133,12.615
2CXO J180951.1-233945,13.404000000000002,12.509,12.142
2CXO J180951.5-234009,13.196,12.140999999999998,11.437
2CXO J180951.6-233651,9.194,9.117,9.051
2CXO J180952.0-233906,13.31,12.296,11.912
2CXO J180953.5-233733,13.148,11.92,11.024
2CXO J180955.1-233434,14.513,13.390999999999998,12.720999999999998
2CXO J180955.8-233435,14.785,14.19,12.957
2CXO J180956.0-234053,15.417,13.373,12.099
2CXO J180957.5-234001,13.407,12.344,11.79
2CXO J180958.7-233910,15.875,14.175,13.407
2CXO J181003.2-233933,15.515999999999998,13.679,12.628
2CXO J181003.4-233712,16.794,15.035,13.783
2CXO J181052.4-233716,15.064,14.066,13.292
2CXO J165351.6-415032,8.12,8.076,8.062000000000001
2CXO J165354.5-415215,9.09,9.049,8.975
2CXO J165355.6-415251,7.181,7.171,7.112
2CXO J165359.0-414839,13.83,12.957,12.659
2CXO J165403.5-414729,6.17,6.145,6.098
2CXO J165405.1-415007,9.108,9.064,9.079
2CXO J165406.7-415107,8.308,8.287,8.271
2CXO J165406.9-414923,9.133,9.09,9.094
2CXO J165408.6-414841,12.299,14.297,13.754
2CXO J165409.1-415012,12.04,11.925,11.835
2CXO J165410.7-414747,10.07,10.018,9.991
2CXO J165410.7-414850,13.957,13.31,13.143
2CXO J165413.2-415032,7.414,7.46,7.398
2CXO J165414.1-415008,8.385,8.399,8.361
2CXO J165414.7-415111,10.733,10.709,10.647
2CXO J165416.4-415610,14.389,13.749,13.431
2CXO J165417.0-415100,14.536,13.713,13.461
2CXO J165417.4-415635,14.969,13.733,12.973
2CXO J165418.1-415016,12.107,11.923,11.771
2CXO J165418.3-415135,9.14,9.092,9.099
2CXO J165418.4-414800,12.731,14.264,12.497
2CXO J165419.7-414911,5.962999999999999,5.808,5.3889999999999985
2CXO J165420.8-415046,13.524,12.02,11.316
2CXO J165422.6-415253,12.739,12.138,11.9
2CXO J165423.2-414855,12.387,12.145,12.03
2CXO J165425.9-414955,6.975,6.9270000000000005,6.908
2CXO J165428.3-415243,15.098,14.136,13.684
2CXO J165432.0-414818,7.294,7.2429999999999986,7.1320000000000014
2CXO J165435.8-415012,9.066,9.024,9.011
2CXO J165436.9-415318,15.477,14.463,14.074000000000002
2CXO J172731.0-304751,12.961,11.699000000000002,11.376
2CXO J171807.6-382130,12.271,10.841,10.139
2CXO J171808.7-382604,7.704,7.532,7.412000000000001
2CXO J171824.5-382311,13.435,12.433,11.613
2CXO J171833.1-382750,8.115,7.94,7.809
2CXO J142428.1+351922,16.959,16.267,15.187
2CXO J142507.3+323137,17.149,16.12,15.087
2CXO J142511.3+332026,16.755,16.046,15.465
2CXO J142538.9+331009,17.105,16.514,15.814
2CXO J142539.9+344844,16.677,15.973,15.316
2CXO J142543.1+344953,16.644000000000002,16.079,15.401
2CXO J142614.8+350616,16.455,15.577,14.755
2CXO J142616.5+335326,16.934,15.606,15.703
2CXO J142734.8+352543,17.099,15.957,15.436
2CXO J142745.2+325705,8.101,8.011000000000001,7.994
2CXO J142754.9+330009,16.974,16.160999999999998,15.498
2CXO J142915.1+343820,16.566,16.127,15.328
2CXO J143044.7+352714,6.756,6.308,6.135
2CXO J143057.2+324441,16.592,15.75,14.963
2CXO J143102.2+341958,16.345,16.032,15.097
2CXO J143132.1+341417,16.614,16.177,15.344
2CXO J143143.5+330134,16.727999999999998,16.012999999999998,15.431
2CXO J143232.4+340624,15.647,15.285,14.855
2CXO J143250.5+340719,16.389,15.85,15.244000000000002
2CXO J143445.3+332820,16.089000000000002,15.402,14.583
2CXO J143457.6+334449,7.107,6.4670000000000005,6.347
2CXO J143651.5+343602,16.604,15.525,15.009
2CXO J143709.9+343531,16.432000000000002,15.878,15.374
2CXO J143239.8+361808,12.389,11.731,11.119000000000002
2CXO J004126.8-732632,15.114,14.809,14.584
2CXO J004632.5-730605,14.193,14.300999999999998,14.208
2CXO J004641.6-730117,9.391,8.905,8.728
2CXO J004706.1-730759,16.457,15.591,14.793
2CXO J004750.1-730820,12.84,12.893,12.942
2CXO J004814.1-731003,15.017,14.872,14.686
2CXO J004927.0-731212,15.731,14.901,14.844
2CXO J004941.2-724848,15.458,15.138,14.628
2CXO J004959.3-732212,14.586,14.61,14.466
2CXO J005011.2-730026,15.365,15.436,15.621
2CXO J005012.3-731156,14.917,14.66,12.385
2CXO J005020.4-731116,16.326,15.433,16.648
2CXO J005031.4-725317,15.886,15.099,14.886
2CXO J005035.5-731401,16.048,15.893,15.697
2CXO J005036.0-731739,15.441,15.467,14.855
2CXO J005049.6-724153,10.925,10.215,10.027
2CXO J005057.1-731247,15.649,15.598,15.164
2CXO J005057.8-731959,16.01,15.487,14.983
2CXO J005117.0-731606,14.942,14.949000000000002,14.48
2CXO J005130.8-730123,9.871,9.731,9.684
2CXO J005135.6-732308,15.815,15.678,15.692
2CXO J005142.8-732007,15.753,15.607,15.094
2CXO J005153.0-723148,14.468,14.259,14.258
2CXO J005205.6-722603,14.82,14.614,14.449000000000002
2CXO J005207.3-722125,14.678,14.219,13.939
2CXO J005237.2-722733,14.789,14.692,14.34
2CXO J005245.1-722843,14.968,14.81,14.901
2CXO J005245.4-724401,15.352,14.734000000000002,14.257
2CXO J005246.2-730425,12.416,12.365,12.326
2CXO J005252.2-724830,14.238,14.173,13.976
2CXO J005254.0-722555,16.733,15.907,16.723
2CXO J005302.7-722852,14.459,13.892,13.535
2CXO J005314.3-721848,16.407,14.704,14.327
2CXO J005329.4-723349,14.593,14.456,14.393
2CXO J005335.7-723425,14.242,13.758,13.609000000000002
2CXO J005352.4-722639,12.794,12.482,12.449000000000002
2CXO J005355.3-722645,14.413,14.214,13.998
2CXO J005403.8-722632,15.085,14.919,14.619000000000002
2CXO J005409.4-724143,12.349,11.931,11.109000000000002
2CXO J005446.3-722522,15.293,15.205,14.84
2CXO J005518.4-723852,15.421,15.081,14.882
2CXO J005605.5-722159,15.845999999999998,14.186,14.095
2CXO J005619.2-723503,15.58,15.617,15.171
2CXO J005709.0-721635,15.122,15.015999999999998,14.69
2CXO J005710.5-722135,15.892,15.652,15.282
2CXO J005724.4-723105,16.686,16.285,15.431
2CXO J005749.5-720236,15.443,15.427,14.884
2CXO J005847.0-721301,14.108,13.61,13.324000000000002
2CXO J005850.4-721713,14.956,14.799,14.529000000000002
2CXO J005905.6-721036,13.013,13.262,11.949000000000002
2CXO J005909.6-720525,16.386,16.142,15.439
2CXO J005910.0-721334,12.182,11.839,11.726
2CXO J005938.6-721627,11.07,10.526,10.448
2CXO J005945.4-721535,15.119000000000002,14.479,14.432
2CXO J010147.8-715549,14.235,14.207,14.04
2CXO J010153.0-715757,15.799,14.607,15.23
2CXO J010156.1-721026,15.577,15.74,15.326
2CXO J010237.4-714920,10.924,10.723,10.657
2CXO J010247.5-720451,15.889,15.897,15.446
2CXO J010354.1-720606,15.376,15.243,15.085
2CXO J010405.0-720448,14.140999999999998,14.214,14.294
2CXO J010416.6-722400,9.641,9.387,9.356
2CXO J010429.9-720204,14.67,14.467,14.572
2CXO J010435.4-722148,14.991,14.82,14.526
2CXO J010448.7-714540,15.697,15.593,15.751
2CXO J010507.3-715941,15.595,14.138,13.189
2CXO J010527.4-721959,16.079,15.449000000000002,15.191
2CXO J010541.0-722748,11.989,11.422,11.269
2CXO J010541.9-722616,14.981,14.653,14.712
2CXO J010550.1-721237,10.673,10.057,9.896
2CXO J010550.4-715802,10.068,9.474,9.355
2CXO J010628.3-720842,14.974,14.838,14.662
2CXO J010631.9-720815,14.806,14.717,14.601
2CXO J010744.3-722741,15.217,15.144,15.002
2CXO J010829.6-715521,15.287,15.284,14.895
2CXO J011020.0-720336,8.442,7.76,7.601
2CXO J011043.3-714848,9.802,9.313,9.211
2CXO J011135.7-715103,10.531,10.254,10.212
2CXO J011350.7-731757,15.075,14.597,14.174
2CXO J011426.0-730956,16.434,15.805,15.374
2CXO J011438.0-731828,14.461,13.5,13.292
2CXO J011447.6-732015,15.526,14.956,14.242
2CXO J011449.9-731918,11.866,11.54,11.486
2CXO J012013.9-724459,6.801,6.723,6.627999999999999
2CXO J002335.6-720126,9.558,8.791,8.552999999999999
2CXO J002350.7-720541,15.139,12.775,12.640999999999998
2CXO J002354.5-720530,12.67,12.138,11.935
2CXO J002359.4-720358,11.163,10.534,10.4
2CXO J002359.4-720438,11.724,11.277,11.157
2CXO J002401.3-720445,9.295,8.299,8.175
2CXO J002401.5-721513,8.007,7.832999999999998,7.762
2CXO J002404.2-720420,10.614,9.96,9.818
2CXO J002406.7-720406,9.905,9.178,9.046
2CXO J002407.3-720519,9.373,8.21,8.317
2CXO J002410.0-720441,9.813,9.208,9.099
2CXO J002410.7-720425,13.057,12.675999999999998,13.681
2CXO J002414.4-715848,7.678,7.337999999999999,7.186
2CXO J002416.9-720427,10.921,10.356,10.258
2CXO J122502.5+125320,15.407,12.602,12.367
2CXO J122709.8+124854,16.180999999999994,15.31,14.726
2CXO J123355.6+130431,16.85,16.328,15.576
2CXO J123527.7+121338,16.296,15.82,14.85
2CXO J123050.5+103859,16.719,16.015,15.066
2CXO J095759.4+022810,16.152,15.683,15.045
2CXO J095844.7+020249,15.322,14.68,14.099
2CXO J095848.8+023440,16.718,17.748,15.298
2CXO J095910.3+020732,17.343,16.152,15.305
2CXO J095915.6+020856,16.666,16.024,15.198
2CXO J095933.8+014906,16.367,15.828,14.687
2CXO J095945.2+023439,16.038,15.213,14.78
2CXO J100003.5+015043,9.219,8.927,8.721
2CXO J100007.9+014212,15.72,14.939,14.467
2CXO J100010.1+024141,16.678,15.630999999999998,15.111
2CXO J100015.7+025545,15.954,15.470999999999998,14.833
2CXO J100100.7+021640,16.357,15.276,15.191
2CXO J100204.8+013355,15.839,14.937,14.292
2CXO J220750.4+455231,8.383,7.767,7.604
2CXO J180949.9-194347,13.247,12.362,12.088
2CXO J181035.1-191251,14.194,13.356,12.34
2CXO J181125.9-192119,13.632,13.441,13.33
2CXO J181128.3-193051,15.243,14.684,13.137
2CXO J181132.9-193039,14.634,14.018,13.329
2CXO J181216.6-192704,10.152,10.092,10.06
2CXO J181852.9-155750,14.05,12.836,12.24
2CXO J181954.2-155536,14.82,14.011,13.638
2CXO J182005.3-160447,17.032,14.603,13.38
2CXO J182010.8-161222,17.381,15.289,14.253
2CXO J182011.9-160824,15.44,12.864,11.464
2CXO J182013.0-161308,16.236,13.793,12.184
2CXO J182015.2-161231,14.972,13.54,12.903
2CXO J182016.3-160225,13.687,12.031,11.1
2CXO J182017.3-160342,17.602,15.261,13.973
2CXO J182020.9-161001,14.872,13.470999999999998,12.887
2CXO J182028.7-160458,16.253,13.386,11.841
2CXO J182031.8-161138,12.117,11.53,11.179
2CXO J182031.8-161617,12.61,10.84,9.5
2CXO J182032.9-160354,15.673,15.216,15.332
2CXO J182035.3-161048,8.041,7.807,7.576
2CXO J182037.6-160430,16.069000000000006,14.293,12.789
2CXO J182039.6-161146,15.068,13.249,12.358
2CXO J182043.1-161323,12.656,11.076,9.928
2CXO J182044.2-161333,15.27,14.189,13.574000000000002
2CXO J182044.9-161313,16.636,14.534,13.518
2CXO J182101.1-160547,9.239,9.023,8.934
2CXO J182101.3-155945,13.061,12.001,11.133
2CXO J182102.2-160101,7.752999999999999,7.459,7.272
2CXO J182117.8-160256,13.715,10.363,9.38
2CXO J182118.1-155736,14.718,13.443,12.722
2CXO J182120.2-155911,8.099,7.705,7.4689999999999985
2CXO J182123.0-155939,15.039,11.901,11.004
2CXO J182124.3-160519,15.917,14.347,13.691
2CXO J182125.9-160117,8.996,8.949,8.855
2CXO J182127.8-155732,8.168,7.989,7.883999999999999
2CXO J182127.9-155434,13.963,12.544,12.505
2CXO J182158.6-160501,15.534,14.076,13.628
2CXO J182741.9-113708,11.19,9.417,8.527999999999999
2CXO J182818.8-114036,16.968,15.005999999999998,13.258
2CXO J182108.8-143402,14.916,13.736,12.899
2CXO J182118.5-143124,8.67,8.416,8.306000000000001
2CXO J182120.3-143149,14.338,13.044,12.265
2CXO J182132.3-143745,13.48,12.691,12.311
2CXO J182147.9-142906,14.538,13.315,13.027
2CXO J182222.3-143709,8.592,8.388,8.324
