name,Jmag,Hmag,Kmag
2CXO J183320.7-083400,7.1629999999999985,7.027,6.952000000000001
2CXO J183345.2-081829,8.515,8.193,8.049
2CXO J183430.3-084021,13.329,11.688,10.937
2CXO J183442.6-084501,13.374,11.183,10.056
2CXO J183514.4-083741,14.713,11.763,10.424
2CXO J183723.5-060550,8.654,8.47,8.384
2CXO J183903.4-054245,7.835,7.38,7.291
2CXO J183924.6-054959,10.983,10.528,10.557
2CXO J183936.0-054109,13.917,12.577,11.737
2CXO J184126.6-034849,15.673,13.95,13.169
2CXO J184134.4-035234,8.445,8.175,8.062999999999999
2CXO J184137.9-052439,9.497,9.182,9.058
2CXO J184147.0-052756,10.672,10.462,10.282
2CXO J184223.4-034750,9.631,9.346,9.315
2CXO J184317.6-030857,13.468,12.517,12.411
2CXO J184320.8-032618,8.854,8.452,8.27
2CXO J184342.1-035053,13.161,12.009,11.622
2CXO J184343.7-035109,15.783,14.439,13.586
2CXO J184359.0-033156,8.628,7.5,7.053
2CXO J184604.0-023921,13.805,11.05,8.969
2CXO J184605.0-023844,12.601,10.94,10.252
2CXO J184605.7-023707,15.053,14.135,13.614
2CXO J184607.6-023753,13.851,13.022,12.735
2CXO J184611.6-023656,16.930999999999994,14.749,13.962
2CXO J184621.2-024354,9.591,9.392,9.338
2CXO J184650.6-022908,7.815,7.235,7.042999999999998
2CXO J184741.2-022503,16.619,15.302,13.601
2CXO J184941.4-005441,15.328,13.264,12.06
2CXO J185205.1+003734,15.565,14.512,12.833
2CXO J185229.5+005108,12.18,11.145,10.58
2CXO J185625.6+022818,4.421,4.137,3.865
2CXO J185759.7+015920,15.106,14.115,13.622
2CXO J185822.2+020454,15.388,13.906,13.415
2CXO J185830.6+020226,14.518,13.352,12.252
2CXO J185840.6+015906,15.161,14.826,14.057
2CXO J190447.4+090241,15.177,14.168,13.503
2CXO J190620.8+075642,13.771,12.565,11.784
2CXO J190704.0+081205,15.698,13.668,12.799
2CXO J190706.7+043427,8.867,7.8679999999999986,7.5379999999999985
2CXO J190725.1+081101,8.236,7.965,7.939
2CXO J191001.2+050222,9.315,9.148,9.068
2CXO J191111.9+010152,11.943,9.601,10.835
2CXO J191112.9+010150,11.395,10.581,9.267
2CXO J193219.0+300827,10.402,10.156,10.134
2CXO J193535.7+293638,10.213,9.877,9.783
2CXO J193551.1+292529,10.705,10.507,10.425
2CXO J193601.3+292417,8.03,7.691,7.6389999999999985
2CXO J193621.7+293455,9.165,9.087,9.006
2CXO J193650.1+293154,9.889,9.64,9.544
2CXO J194935.4+301231,11.831,11.434,11.054
2CXO J195204.5+280600,7.007999999999999,6.716,6.6320000000000014
2CXO J195221.4+292453,7.996,7.334,7.164
2CXO J195840.0+284554,15.552,14.640999999999998,14.285
2CXO J201740.2+362520,7.428,7.262,7.2189999999999985
2CXO J201809.4+363411,6.718,6.325,6.222
2CXO J202115.3+372431,5.551,5.083,4.825
2CXO J202119.2+372324,8.401,8.103,7.981
2CXO J202127.8+372431,9.951,9.686,9.633
2CXO J202128.4+372623,10.889,10.425999999999998,10.225
2CXO J202131.6+372040,9.163,8.904,8.792
2CXO J202134.9+372442,16.188,14.544,13.28
2CXO J202138.1+372517,8.761000000000001,8.455,8.307
2CXO J202138.6+372515,7.8679999999999986,7.566,7.415
2CXO J202139.5+372634,16.148,14.485,12.857
2CXO J202139.6+372505,8.972999999999997,8.642000000000001,8.462
2CXO J202143.0+372321,16.471,15.057,14.604
2CXO J202144.3+372230,9.538,8.889,8.596
2CXO J202148.1+372635,15.386,14.764,14.372
2CXO J202214.9+372156,12.7,12.242,12.031
2CXO J202820.2+411936,8.792,8.78,8.786
2CXO J202902.2+401327,12.613,11.49,10.717
2CXO J202916.2+401105,13.965,12.994000000000002,12.419
2CXO J202939.0+400203,12.969,12.111,11.665
2CXO J202954.5+401012,16.508,15.959,14.983
2CXO J203012.6+413208,14.773,13.171,12.2
2CXO J203145.6+401844,12.988,11.397,10.701
2CXO J203147.1+401857,18.21,16.951,12.39
2CXO J203151.0+401839,13.42,12.773,12.578
2CXO J203151.8+402129,14.077,12.519,11.663
2CXO J203152.1+401831,18.648,17.433,14.309
2CXO J203152.6+401215,17.317,14.951,14.084
2CXO J203156.6+401614,13.127,12.093,11.357
2CXO J203157.7+401718,15.208,13.591,12.827
2CXO J203158.6+401915,17.307000000000002,14.625,12.981
2CXO J203159.0+401647,14.476,13.553,13.129
2CXO J203200.4+402020,13.611,12.768,12.569
2CXO J203203.1+401738,17.063,16.054000000000002,14.220999999999998
2CXO J203203.1+402216,14.904000000000002,13.172,12.095
2CXO J203204.0+401856,17.992,15.023,13.271
2CXO J203204.9+401108,17.049,15.197,14.31
2CXO J203205.0+401715,12.892,11.862,11.351
2CXO J203205.2+402411,15.39,13.748,13.002
2CXO J203207.8+401758,16.206,13.979,12.693
2CXO J203208.0+401740,15.439,14.094,13.311
2CXO J203209.1+401739,13.958,12.898,12.390999999999998
2CXO J203210.1+402028,13.633,12.14,11.403
2CXO J203210.7+401624,13.438,12.508,11.911
2CXO J203211.7+401805,13.322,12.151,11.517
2CXO J203212.9+401257,14.302,12.895,12.215
2CXO J203215.0+401645,14.88,13.195,12.112
2CXO J203216.0+401023,14.802,13.72,13.084
2CXO J203217.3+401949,17.455,14.938,12.458
2CXO J203218.4+401725,12.914,11.802,11.073
2CXO J203219.9+401953,17.771,17.345,14.878
2CXO J203220.6+401852,17.192999999999998,15.765999999999998,13.699000000000002
2CXO J203221.1+402026,17.814,15.358,11.876
2CXO J203221.5+401104,13.952,13.09,12.798
2CXO J203223.0+401922,12.204,10.916,10.071
2CXO J203224.4+401818,16.4,14.475,13.238
2CXO J203226.1+402217,15.18,13.728,13.069
2CXO J203229.4+401858,15.107,13.762,13.208
2CXO J203230.2+403434,7.892,7.365,7.07
2CXO J203231.1+401608,15.473,13.449000000000002,12.042
2CXO J203231.5+401352,18.27,16.45,14.374
2CXO J203232.9+401334,14.606,12.965,12.118
2CXO J203234.9+401810,13.589,12.529000000000002,11.896
2CXO J203244.8+401751,16.032,13.615,12.143
2CXO J203244.8+401834,15.407,13.304,12.165
2CXO J203251.5+401946,16.418,14.354,13.284
2CXO J203252.9+401929,16.383,14.377,13.56
2CXO J203254.5+401950,14.390999999999998,13.376,12.951
2CXO J203255.1+401617,13.473,12.375,11.68
2CXO J203305.4+401216,14.167,13.086,12.53
2CXO J203506.2+422021,15.115,14.464,14.204
2CXO J203510.5+422022,7.845,7.504,7.318
2CXO J203513.0+422225,16.090999999999998,14.23,13.366
2CXO J203514.3+422051,15.637,13.7,12.893
2CXO J203518.9+422221,14.96,13.189,12.337
2CXO J203519.9+422222,15.694,14.092,13.22
2CXO J203521.4+422650,15.382,13.305,11.973
2CXO J203522.3+422141,14.637,13.026,12.337
2CXO J203523.6+422141,14.65,13.041,12.206
2CXO J203523.9+422417,15.957,13.859000000000002,12.761
2CXO J203524.1+422031,15.563,13.727,12.725
2CXO J203527.7+422249,16.91,14.828,14.922
2CXO J203529.3+422058,15.977,14.308,13.575
2CXO J203529.6+422608,15.947,14.163,13.209
2CXO J203548.6+422703,11.806,10.898,10.431
2CXO J203554.3+422013,13.752,12.376,11.495
2CXO J203558.1+421811,16.102,14.174,13.135
2CXO J203605.9+422033,15.809,14.385,13.793
2CXO J203606.3+422737,14.916,13.361,12.819
2CXO J203606.7+422634,14.463,12.916,12.041
2CXO J203611.0+422528,16.112000000000002,14.322,13.407
2CXO J203613.2+421714,14.319,13.229,12.806
2CXO J203626.6+422141,14.402,12.954,12.289
2CXO J203806.4+423945,16.869,15.005,14.114
2CXO J203807.4+423724,15.675,13.987,12.918
2CXO J203822.8+423741,15.671,14.019,12.928
2CXO J203831.9+423841,15.255999999999998,13.703,13.079
2CXO J203832.2+423945,18.482,17.298,14.735
2CXO J203833.0+424056,13.364,12.213,11.65
2CXO J203833.5+423804,14.68,13.35,12.726
2CXO J203833.6+423653,16.787,14.363,12.969
2CXO J203834.3+423918,15.99,14.084,13.152
2CXO J203834.5+423839,16.607,14.817,14.334
2CXO J203839.3+423711,16.287,13.657,12.261
2CXO J203842.6+423543,14.527,12.64,11.737
2CXO J203843.8+423652,18.441,16.070999999999998,14.213
2CXO J203918.4+423243,15.071,13.04,11.879
2CXO J205000.6+452049,7.1389999999999985,6.693,6.6110000000000015
2CXO J205032.3+284219,6.5760000000000005,6.124,6.033
2CXO J205120.7+451900,9.182,8.981,8.965
2CXO J205127.1+452025,9.452,9.412,9.377
2CXO J205621.3+301718,8.64,8.616,8.596
2CXO J205722.3+435754,12.904000000000002,12.322,12.195
2CXO J205759.7+435326,11.853,10.868,10.247
2CXO J205803.2+450158,7.746,7.553,7.529
2CXO J205817.0+435343,13.252,12.213,11.459
2CXO J205819.5+435354,12.688,11.488,10.918
2CXO J205821.5+435344,12.804,11.49,10.71
2CXO J205823.7+435311,10.56,9.622,8.835
2CXO J205824.0+435354,12.226,11.159,10.694
2CXO J205833.7+440337,13.550999999999998,12.569,11.859000000000002
2CXO J205849.8+445727,10.037,9.859,9.79
2CXO J205855.7+440337,5.095,4.464,4.452
2CXO J213315.7+575947,12.275,11.386,11.119000000000002
2CXO J213652.9+124718,14.135,14.125,14.185
2CXO J213805.2+133953,15.822,15.181,14.364
2CXO J213930.6+565910,11.829,11.414,10.925999999999998
2CXO J213956.3+581347,13.338,12.273,11.528
2CXO J213956.5+581113,13.109000000000002,12.273,11.921
2CXO J213958.5+581214,13.416,12.353,11.758
2CXO J214010.3+580859,13.33,12.43,12.09
2CXO J214010.5+580926,13.41,12.532,12.305
2CXO J214027.3+581420,14.303,13.303,12.878
2CXO J214030.1+580935,13.419,12.527,12.125
2CXO J214035.4+581230,12.581,11.837,11.547
2CXO J214036.9+581437,11.902,10.886,10.234
2CXO J214041.1+581201,13.55,12.833,13.055
2CXO J214041.1+581358,12.956,12.079,11.769
2CXO J214041.1+581511,12.968,11.614,10.675999999999998
2CXO J214041.5+581425,13.65,12.618,12.166
2CXO J214045.1+581950,14.668,13.121,12.214
2CXO J214047.6+581132,14.057,12.77,12.034
2CXO J214115.8+581453,10.647,10.263,10.229
2CXO J214239.2+581315,12.938,12.18,11.948
2CXO J214515.9+381938,7.983,7.768,7.7570000000000014
2CXO J221649.5+001510,8.812999999999997,8.476,8.422
2CXO J222202.2+195231,16.274,14.787,13.224
2CXO J222554.2+195837,15.548,14.768,13.645
2CXO J225512.2+620101,14.148,12.946,12.469
2CXO J225707.3+620208,9.694,9.44,9.372
2CXO J225714.2+624135,10.472,10.368,10.23
2CXO J230846.8-221948,15.395,14.63,14.16
2CXO J231844.3+003013,9.428,9.26,9.18
2CXO J232710.7+001703,17.061,16.221,15.857
2CXO J232734.7+002234,16.969,16.387,15.789
2CXO J232801.4+001705,17.292,16.465,15.554
2CXO J232820.3+002238,16.983,16.285,15.907
2CXO J233032.9+000026,15.779000000000002,14.997,14.15
2CXO J233149.4+000718,17.074,16.354,15.425
2CXO J233231.8-000439,14.991,14.348,14.042
2CXO J233314.7+000109,16.503,15.928,15.183
2CXO J233853.8+004811,16.455,16.156,15.24
2CXO J234405.5-541225,7.792000000000002,7.568,7.491
2CXO J235232.1-001501,15.561,14.935,14.541
2CXO J235321.6-002840,16.745,16.433,15.5
2CXO J235833.2+003453,16.544,15.878,15.415
2CXO J235936.1-350152,8.501,8.218,8.086
2CXO J235942.1-345953,7.459,7.035,6.902
2CXO J000031.8-245458,14.342,13.748,13.629
2CXO J000111.1-100155,16.287,15.468,15.003
2CXO J000338.9+160220,15.398,14.466,13.675999999999998
2CXO J000513.5+000627,12.453,11.85,11.584
2CXO J000703.6+155423,15.264,14.278,13.165
2CXO J000749.0+511220,8.266,8.007,7.9689999999999985
2CXO J000818.2+512316,13.948,14.135,14.186
2CXO J000833.8+512412,8.828,8.793,8.757
2CXO J001128.9+501653,7.072,6.69,6.539
2CXO J001306.1+000431,17.338,16.245,15.884
2CXO J001504.3-005439,16.772000000000002,16.322,15.61
2CXO J001822.5+300446,13.213,12.547,12.175
2CXO J001823.5+300347,12.81,12.213,11.901
2CXO J001826.4+300400,12.8,12.559,12.425
2CXO J002010.8+213252,16.094,15.489,15.105
2CXO J002016.7-771320,6.862,6.634,6.566
2CXO J002034.6-705526,16.937,15.924,14.914
2CXO J002038.9-693729,5.5360000000000005,5.565,5.497000000000001
2CXO J002101.0+005248,16.628,16.496,15.287
2CXO J002507.3+682539,8.764,8.583,8.593
2CXO J002532.2+682145,13.244000000000002,12.592,12.02
2CXO J002716.1-014646,12.849,12.1,11.664
2CXO J002733.7-013452,16.206,15.736,14.942
2CXO J002734.8-753648,6.654,6.234,6.1110000000000015
2CXO J002752.4+002615,16.455,15.396,14.623
2CXO J003039.5+262056,16.054000000000002,15.456,14.776
2CXO J003047.8+261648,17.139,16.195,15.804
2CXO J003135.5+003421,17.188,16.430999999999994,15.564
2CXO J003151.5+003233,12.697,12.140999999999998,11.857
2CXO J003318.3+612743,15.665,14.379,13.081
2CXO J003413.0-010027,16.21,15.613,14.945
2CXO J003413.6-212618,12.886,12.217,11.474
2CXO J004026.1-352939,9.282,9.041,8.986
2CXO J004243.4+851414,8.611,8.457,8.39
2CXO J004309.1+520336,16.368,15.582,14.755999999999998
2CXO J004341.2+005253,16.229,15.481,14.424
2CXO J004446.5+330254,10.384,10.151,10.058
2CXO J004524.7+144246,16.402,15.666,14.81
2CXO J004527.6+143816,15.809,15.175999999999998,14.653
2CXO J004610.3+010643,16.07,15.353,14.431
2CXO J004613.5+010425,16.442,15.848,15.019
2CXO J004617.7-420751,14.991,14.21,13.685
2CXO J004637.6-420937,8.88,8.791,8.721
2CXO J004703.3-115219,12.612,12.795,12.869000000000002
2CXO J004756.7+851456,9.966,9.398,9.26
2CXO J004944.3-002302,15.639,14.951,14.567
2CXO J005018.8-005438,16.53,16.117,15.536
2CXO J005055.6+293328,15.39,14.289,13.253
2CXO J005056.2+511203,16.852999999999998,16.367,15.653
2CXO J005105.1+225252,8.087,8.175,8.192
2CXO J005203.1+473538,8.772,8.78,8.783999999999999
2CXO J005644.6+021630,17.325,16.567,16.037
2CXO J005834.2+604853,8.139,7.0120000000000005,6.5360000000000005
2CXO J005916.1+153816,17.086,15.929,15.202
2CXO J005928.9+610013,15.523,15.149,15.153
2CXO J010002.5-615627,12.689,12.091,11.727
2CXO J010112.0-094500,16.737000000000002,15.95,15.105
2CXO J010448.3+020710,15.834,14.972,14.475
2CXO J010523.0+602518,10.036,9.783,9.445
2CXO J010642.8+594028,10.575,10.342,10.276
2CXO J010715.9-083429,16.831,16.535,15.366
2CXO J010821.7+062327,15.363,14.885,14.468
2CXO J010835.1+214818,16.317,14.877,13.632
2CXO J011227.5-011221,16.63,16.262,15.32
2CXO J011522.1+001518,17.077,15.746,15.062
2CXO J011827.9-005241,16.875,16.44,15.714
2CXO J011840.3-005228,8.012,7.369,7.19
2CXO J011841.3-005205,6.537000000000001,6.155,6.039
2CXO J011956.0-201022,14.364,14.139,13.41
2CXO J012156.0+144823,15.555,15.1,14.709
2CXO J012227.8-042126,15.446,14.89,14.365
2CXO J012250.2+004243,6.763,6.334,6.202000000000001
2CXO J012315.5+620655,9.241,8.982000000000003,8.899
2CXO J012325.0+615321,11.696,11.101,13.124
2CXO J012333.2+614603,8.88,8.726,8.686
2CXO J012345.0+620656,9.411,9.132,9.053
2CXO J012349.3+034756,16.705,16.279,15.189
2CXO J012433.1+034334,16.825,16.195999999999998,14.956
2CXO J012435.1+034731,14.889,14.07,11.847
2CXO J012803.0+631658,7.8210000000000015,7.772,7.715
2CXO J012857.5-175615,5.789,5.5760000000000005,5.521
2CXO J012930.7-522857,8.235,8.022,7.907
2CXO J012937.1-522950,7.622000000000001,7.204,7.04
2CXO J013120.2+061959,9.516,9.407,9.349
2CXO J013120.9+004138,15.696,14.957,14.444
2CXO J013253.3-095239,16.936,16.002,14.708
2CXO J013343.2+035735,16.866,16.176,15.041
2CXO J013435.6-093102,16.187,14.793,13.579
2CXO J013621.2+660928,10.423,9.544,9.261
2CXO J013644.7+661301,12.77,12.005999999999998,11.832
2CXO J013858.4-454629,6.603,6.207000000000002,6.0310000000000015
2CXO J014209.0-005050,15.853,14.927,14.585
2CXO J014333.6-391659,15.142,14.869000000000002,14.428
2CXO J014403.8-155613,2.149,1.8,1.794
2CXO J014424.2+170349,7.6,7.063,6.919
2CXO J014430.5+170608,13.48,12.675999999999998,12.302
2CXO J014603.1+614504,9.773,9.429,9.402
2CXO J015611.1+374510,10.419,10.235,10.194
2CXO J015655.7+374759,10.385,10.216,10.155
2CXO J015714.2+374651,9.032,8.878,8.79
2CXO J015720.7+375142,9.213,9.022,8.937000000000003
2CXO J015721.0+171248,15.886,14.557,13.18
2CXO J015726.0+373920,10.419,10.225,10.184
2CXO J015726.0+374319,9.565,9.401,9.322
2CXO J015731.8+375340,10.72,10.533,10.452
2CXO J015737.6+374900,9.072,8.841000000000003,8.774
2CXO J015738.9+374612,7.263,6.813,6.669
2CXO J015742.7+374010,5.114,4.462,4.447
2CXO J015743.9+375142,9.557,9.371,9.279
2CXO J015747.1+374730,10.126,9.985,9.897
2CXO J015749.5+374914,9.119,8.896,8.797
2CXO J015755.2+375247,10.75,10.553,10.52
2CXO J015756.4+375000,9.807,9.64,9.556
2CXO J015757.7+374822,10.393,10.225,10.163
2CXO J015758.8+374126,11.144,10.87,10.797
2CXO J015759.7+374038,8.791,8.58,8.517999999999999
2CXO J015818.7+374811,8.467,8.325,8.279
2CXO J020356.6-165659,14.463,13.684,12.833
2CXO J020429.4-291748,5.167000000000002,5.048,5.015
2CXO J020724.9+331658,15.712,14.682,14.632
2CXO J020929.4-074640,8.515,7.859,7.7029999999999985
2CXO J020944.6+051713,16.647000000000002,16.042,15.791
2CXO J020950.7-000506,15.759,15.307,14.928
2CXO J021027.8+890427,15.255999999999998,10.978,11.04
2CXO J021340.6+134756,17.009,16.320999999999998,15.345
2CXO J021358.9+602513,14.179,13.511,13.255
2CXO J021500.8+890851,10.773,10.397,10.285
2CXO J021520.0-130059,8.632,7.995,7.774
2CXO J021543.5-521223,6.323,6.15,6.0360000000000005
2CXO J021602.7-525320,6.274,6.101,5.997999999999998
2CXO J021839.8+342919,6.682,6.4689999999999985,6.415
2CXO J021920.7-025840,-0.732,-1.574,-2.213
2CXO J022036.7+570536,14.78,14.185,13.941
2CXO J022054.3-015650,16.053,15.407,14.504
2CXO J022105.5+372046,15.735,14.929,14.022
2CXO J022150.6+132740,15.646,14.532,13.281
2CXO J022152.4+565419,8.127,8.132,8.124
2CXO J022231.6+150628,14.937,14.351,14.012
2CXO J022313.3+861913,16.756,15.851,14.938
2CXO J022412.3+275011,17.222,16.217,15.531
2CXO J022849.5-090154,16.493,15.691,15.262
2CXO J022850.0+672103,16.352999999999998,15.492,14.652
2CXO J023145.8+132254,16.688,15.981,15.380999999999998
2CXO J023149.6+891550,0.795,0.46,0.456
2CXO J023150.9-364019,12.722,11.956,11.446
2CXO J023228.8+342346,16.683,15.859000000000002,15.021
2CXO J023250.1-364624,15.461,14.639,13.53
2CXO J023430.6+243835,15.983,14.942,13.823
2CXO J023452.3-010031,12.970999999999998,12.380999999999998,12.13
2CXO J023724.3-523235,4.564,4.6,4.525
2CXO J023954.5-013233,13.806,13.077,12.501
2CXO J024023.9-082600,14.279000000000002,13.534,13.293
2CXO J024040.2-080127,17.292,16.576,15.66
2CXO J024322.0+012852,11.909,11.354,11.158
2CXO J024341.0-002600,16.644000000000002,15.696,14.755
2CXO J024401.8-013403,17.061,16.518,15.762
2CXO J024610.8-082320,15.887,15.013,14.67
2CXO J024912.8-081525,16.135,15.298,14.725
2CXO J025127.7+341441,15.532,14.979,14.179
2CXO J025134.5+431515,15.746,15.116,14.584
2CXO J025140.4-163902,12.934,12.124,11.622
2CXO J025647.8-331524,16.48,16.067999999999998,15.839
2CXO J025843.7+194037,13.215,12.586,12.277
2CXO J025937.4+003737,15.339,14.535,13.654000000000002
2CXO J025938.1+004217,15.77,15.214,14.334
2CXO J025951.7+004619,12.556,11.943,11.649
2CXO J030114.1+445350,10.746,9.871,9.496
2CXO J030116.1-003150,15.316,14.757,14.476
2CXO J030117.9-003842,15.755999999999998,15.018,14.19
2CXO J030119.4+603420,8.539,8.44,8.316
2CXO J030130.9+602918,12.38,10.918,11.536
2CXO J030138.8+603439,9.08,9.075,9.015
2CXO J030341.0-002321,16.104,15.771,15.225
2CXO J030417.7+002827,14.789,13.994000000000002,13.342
2CXO J030421.8-273106,16.861,16.085,15.324000000000002
2CXO J030439.9-122029,12.972,12.055,11.382
2CXO J030504.8+171654,17.081,15.918,15.128
2CXO J030641.0-283559,16.711,15.843,15.045
2CXO J030722.9-494548,16.512,15.614,15.267
2CXO J030939.4-000339,16.519000000000002,15.957,14.871
2CXO J030944.3-465208,8.796,8.58,8.494
2CXO J031000.1+170558,16.059,15.684,14.688
2CXO J031115.2-172247,16.559,15.953,15.095999999999998
2CXO J031427.4-011152,16.463,16.066,15.008
2CXO J031445.1-340819,10.575,9.999,9.714
2CXO J032208.0+473612,10.729,10.55,10.457
2CXO J032242.4-371221,11.709,11.007,12.08
2CXO J032244.2-371246,12.83,12.258,12.135
2CXO J032509.3+304620,12.546,10.896,9.819
2CXO J033314.6-255217,12.083,12.289,12.371
2CXO J033337.6-465854,8.238999999999999,7.915,7.831
2CXO J033403.2-390035,14.005999999999998,13.314,12.96
2CXO J033413.4-161205,17.109,15.957,15.871
2CXO J033446.6-534430,8.146,7.97,7.9129999999999985
2CXO J033459.9+531023,11.817,11.206,10.744000000000002
2CXO J033518.1-150616,15.825,14.949000000000002,13.897
2CXO J034141.0-055315,16.52,15.758,14.857
2CXO J034222.5-055727,16.430999999999994,16.137999999999998,15.363
2CXO J034313.7+010336,16.435,15.677,14.887
2CXO J034338.8+010802,16.593,15.653,14.824000000000002
2CXO J034348.5+321350,13.711,13.021,12.709
2CXO J034631.1+240702,11.284,10.614,10.461
2CXO J034639.3+240146,10.454,9.986,9.859
2CXO J034639.3+240611,8.432,8.23,8.191
2CXO J034655.3+241116,13.804,13.206,12.871
2CXO J034703.5+240934,11.598,10.941,10.732
2CXO J034704.1+235940,7.77,7.657999999999999,7.642
2CXO J034716.5+240742,7.77,7.542000000000002,7.4860000000000015
2CXO J034740.3+240856,9.604,9.069,8.942
2CXO J034759.5+240553,8.817,8.514,8.436
2CXO J034807.2+240830,8.22,7.987,7.939
2CXO J034846.9+335315,16.582,15.538,15.012
2CXO J035057.9-380536,16.493,15.597,14.984000000000002
2CXO J035117.5-381237,8.324,8.103,8.007
2CXO J035135.7-274435,15.152,14.418,13.915
2CXO J035435.5-202740,7.739,7.547999999999999,7.4929999999999986
2CXO J035449.8-380954,15.57,14.829,13.993
2CXO J035504.8-381142,16.458,15.585,15.276
2CXO J035752.5-461839,9.404,9.234,9.13
2CXO J035937.2-673802,13.592,11.866,11.498
2CXO J040107.5+003632,16.804000000000002,15.435,14.579
2CXO J040148.9-054056,15.512,14.987,14.388
2CXO J040350.8+261052,10.373,9.752,9.532
2CXO J040636.4+273558,5.3610000000000015,5.408,5.433
2CXO J040643.0+033728,6.385,5.747000000000001,5.5360000000000005
2CXO J040716.4+034225,15.696,14.818,14.322
2CXO J040813.0+431128,6.48,6.549,6.54
2CXO J040821.2-210743,6.615,6.141,6.024
2CXO J040916.9+304633,8.19,8.097999999999999,8.002
2CXO J041307.0-005017,14.014,13.24,12.712
2CXO J041515.4+054621,9.402,9.147,9.049
2CXO J041535.9+052733,8.93,8.702,8.639
2CXO J041739.4-480021,8.261000000000001,7.851,7.746
2CXO J042140.7+324940,15.92,15.364,15.294
2CXO J042142.4+192807,7.544,7.342,7.314
2CXO J042143.2+193413,10.185,8.725,8.021
2CXO J042149.6+192908,12.711,12.06,11.668
2CXO J042214.1+153052,12.757,11.767,11.276
2CXO J042335.3+250302,10.781,9.945,9.324
2CXO J042610.3-220217,16.997,16.391,15.77
2CXO J042923.7+243300,11.544,9.587,8.054
2CXO J043029.5+242643,9.388,8.398,7.923999999999999
2CXO J043139.1-052556,14.501,13.771,13.26
2CXO J043600.1+163226,8.357999999999999,7.822,7.627000000000002
2CXO J043649.4+505243,10.917,13.517,10.224
2CXO J043704.3+294013,16.828,15.642,15.004
2CXO J043917.7+222103,9.424,8.6,8.163
2CXO J043947.4+260140,12.168,11.008,10.332
2CXO J044001.6+255628,13.22,11.640999999999998,10.763
2CXO J044049.5+255121,10.75,9.919,9.492
2CXO J044116.8+283959,10.163,9.077,8.656
2CXO J044148.2+253430,13.73,12.799,12.22
2CXO J044754.1-101043,14.619000000000002,14.159,14.092
2CXO J044822.1-485511,9.946,9.747,9.668
2CXO J044835.5-202546,7.7570000000000014,7.565,7.497999999999998
2CXO J045055.4-532742,5.077,4.879,4.805
2CXO J045120.5-532419,7.466,7.051,6.95
2CXO J045140.9-000512,7.114,6.603,6.462999999999999
2CXO J045209.1+000248,6.7029999999999985,6.185,6.059
2CXO J045305.2-683155,9.998,9.766,9.725
2CXO J045311.9-683944,16.334,15.497,15.217
2CXO J045357.9-671335,13.784,13.902,13.885
2CXO J045419.6-030420,16.825,16.325,15.336
2CXO J045422.0-025125,17.185,16.417,15.432
2CXO J045423.6+170953,10.693,10.077,9.789
2CXO J045439.7-682723,10.359000000000002,10.215,10.153
2CXO J045455.1-683450,9.664,9.164,9.024
2CXO J045534.9-661526,9.159,8.743,8.689
2CXO J045807.2-700856,7.733,7.5539999999999985,7.46
2CXO J045846.2+295036,6.865,6.2620000000000005,5.527
2CXO J045918.9-701125,14.619000000000002,14.53,14.709
2CXO J050010.2-701109,13.501,13.563,13.613
2CXO J050033.9+033657,6.752999999999999,6.785,6.776
2CXO J050645.5-043917,5.228,5.221,5.2029999999999985
2CXO J051100.5-220154,15.679,14.833,14.415
2CXO J051338.5-492115,9.393,9.083,8.964
2CXO J051408.3+005632,15.693,15.036,14.831
2CXO J051603.1+245825,14.845999999999998,13.965,13.26
2CXO J051746.2+162658,5.324,4.275,4.15
2CXO J051819.7-485214,9.514,9.167,9.095
2CXO J052021.6-323712,7.347,7.0379999999999985,6.926
2CXO J052108.7-251913,16.075,15.617,15.258
2CXO J052109.8+163821,16.767,16.157,15.432
2CXO J052208.2-680427,8.344,8.152000000000001,8.075
2CXO J052213.4-675337,13.169,13.171,13.168
2CXO J052219.2-675130,9.483,9.066,8.995
2CXO J052239.6+793430,8.2,7.582999999999998,7.345
2CXO J052321.8-140259,11.251,10.604,10.425
2CXO J052410.8-243128,10.965,5.468,10.441
2CXO J052414.8-242203,9.365,9.303,9.285
2CXO J052441.0+015438,12.505999999999998,11.492,10.751
2CXO J052444.8+015046,5.369,5.417000000000002,5.355
2CXO J052541.6-471905,10.794,10.513,10.492
2CXO J052643.4+014353,11.04,10.568,10.459
2CXO J052655.3+014022,12.854,11.959,11.416
2CXO J052728.2-124150,9.787,9.749,9.057
2CXO J052751.9-293425,7.726,7.539,7.496
2CXO J053258.6-113851,16.266,15.595,14.882
2CXO J053259.6-751412,8.115,8.173,8.152999999999999
2CXO J053337.5-622923,2.613,2.245,2.089
2CXO J053508.2+095603,3.735,3.769,3.876
2CXO J053808.2-023555,12.142,11.376,11.047
2CXO J053820.2-023801,12.577,11.858,11.606
2CXO J053827.2-024509,11.955,10.792,9.944
2CXO J053829.5+261941,9.582,9.411,9.34
2CXO J053831.3-023633,12.174,11.473,10.986
2CXO J053831.5-023514,11.515999999999998,10.705,10.352
2CXO J053833.5-024413,10.131,9.28,8.666
2CXO J053834.0-023637,11.98,11.33,11.077
2CXO J053834.2-023415,8.779,8.818999999999997,8.79
2CXO J053834.7-023415,8.346,8.38,8.374
2CXO J053835.8-023043,11.245,10.598,10.424
2CXO J053835.8-024350,10.445,9.726,9.311
