name,fuv_mag,nuv_mag
2CXO J013847.5-103127,20.134,19.651
2CXO J013858.4-454629,21.16,14.933
2CXO J013928.8-103427,20.644,21.169
2CXO J014010.1+062826,,20.64
2CXO J014040.8-075848,20.353,20.208
2CXO J014156.0-004614,22.182,20.099
2CXO J014200.8-005329,,21.204
2CXO J014209.0-005050,19.566,19.571
2CXO J014210.9-005902,,20.811
2CXO J014220.8-005331,,20.908
2CXO J014309.3-005331,21.706,20.584
2CXO J014333.6-391659,19.091,17.945999999999994
2CXO J014424.2+170349,,17.962
2CXO J015234.7-135929,,21.719
2CXO J015243.8-135901,22.149,20.638
2CXO J015257.7-284837,21.512,20.623
2CXO J015259.3-285253,,22.438
2CXO J020052.2-092431,15.417,15.739
2CXO J020356.6-165659,19.501,18.718
2CXO J020856.9-100318,,22.657
2CXO J020929.4-074640,,19.906
2CXO J020930.4+001915,,21.398000000000003
2CXO J021040.4+000259,,22.217
2CXO J021114.2-001404,22.324,21.368
2CXO J021122.6-001005,,21.396
2CXO J021340.6+134756,20.357,19.965
2CXO J021520.0-130059,,20.095
2CXO J021920.7-025840,15.129,12.880999999999998
2CXO J022054.3-015650,,21.114
2CXO J022105.5+372046,21.571,22.597
2CXO J022231.6+150628,19.605,18.477
2CXO J022412.3+275011,21.815,21.733
2CXO J022849.5-090154,20.709,20.17
2CXO J023145.8+132254,21.375,21.051
2CXO J023150.9-364019,16.935,16.496
2CXO J023250.1-364624,17.271,17.53
2CXO J024040.2-080127,19.367,18.706
2CXO J024105.8-081153,,20.306
2CXO J024524.9-302334,21.337,20.592
2CXO J024547.5-300459,,21.09
2CXO J024602.5-300312,20.969,20.097
2CXO J024604.6-082100,,21.372
2CXO J024610.8-082320,,21.84
2CXO J024912.8-081525,19.44,19.093
2CXO J025127.7+341441,19.6,19.366
2CXO J025134.5+431515,,20.966
2CXO J025140.4-163902,17.857,16.866
2CXO J025642.5-331521,,21.69
2CXO J025647.8-331524,21.464,19.461
2CXO J025937.4+003737,17.46,17.067
2CXO J025938.1+004217,19.651,19.716
2CXO J025951.2+003744,20.566,19.927
2CXO J030041.3-002746,,21.025
2CXO J030044.3-003820,21.979,21.239
2CXO J030056.5-003044,,21.416
2CXO J030129.7+015738,,21.428
2CXO J030144.8-004405,20.264,20.258
2CXO J030313.0-001457,19.413,18.682
2CXO J030417.7+002827,18.029,17.576
2CXO J030439.9-122029,,18.607
2CXO J030441.6-272523,,20.288
2CXO J030722.9-494548,,22.634
2CXO J030939.4-000339,18.804,17.891
2CXO J030944.3-465208,18.807,13.821
2CXO J031056.9-305900,,20.853
2CXO J031117.7-305641,,22.234
2CXO J031427.4-011152,18.976,18.729
2CXO J031640.4-000955,20.884,20.292
2CXO J031712.2-075850,21.332,20.694000000000006
2CXO J031854.8-010308,,22.142
2CXO J031937.0-005820,21.771,21.547
2CXO J031950.4-005850,,21.741
2CXO J031956.0-010150,21.829,21.335
2CXO J032159.9-370508,20.517,19.81
2CXO J032208.0+473612,20.249,16.408
2CXO J032215.4-371655,20.019,20.495
2CXO J032515.5+003408,21.387,21.523000000000003
2CXO J032842.3+004704,,20.929
2CXO J032845.3+004758,,21.438
2CXO J032912.3+005626,20.727,20.014
2CXO J032939.9+005119,21.329,21.4
2CXO J033403.2-390035,,21.022
2CXO J033446.6-534430,18.975,13.339
2CXO J033514.4-150606,21.153,20.272
2CXO J034524.4-055747,,20.892
2CXO J035057.9-380536,17.755,17.278
2CXO J035110.9-115323,20.032,19.276
2CXO J035117.5-381237,,13.351
2CXO J035135.7-274435,20.79,20.184
2CXO J035435.5-202740,17.813,12.814
2CXO J035449.8-380954,19.654,18.623
2CXO J040148.9-054056,18.138,17.555999999999994
2CXO J040350.8+261052,,21.131
2CXO J040821.2-210743,19.344,14.235
2CXO J040916.9+304633,13.011,12.728
2CXO J041515.4+054621,20.17,15.189
2CXO J041535.9+052733,20.65,14.45
2CXO J041604.3-205627,21.163,19.839
2CXO J041739.4-480021,,16.512999999999998
2CXO J043139.1-052556,21.452,20.43
2CXO J044154.6-580118,,14.745
2CXO J044223.1+020208,,21.772
2CXO J044822.1-485511,20.562,14.688
2CXO J044835.5-202546,18.137,13.017
2CXO J045055.4-532742,,10.703
2CXO J045120.5-532419,20.977,15.785
2CXO J045140.9-000512,,16.695999999999998
2CXO J045305.9-532740,,22.925
2CXO J045407.0-025401,,21.781
2CXO J045419.6-030420,21.352,19.837
2CXO J045422.0-025125,21.41,20.979
2CXO J045846.2+295036,13.314,12.591
2CXO J051406.8-400248,14.695,11.323
2CXO J051746.2+162658,,20.428
2CXO J051819.7-485214,20.352,13.969
2CXO J052021.6-323712,20.085,13.421
2CXO J052414.8-242203,,13.046
2CXO J052541.6-471905,21.025,15.859000000000002
2CXO J052751.9-293425,17.342,12.723
2CXO J053259.6-751412,,11.845999999999998
2CXO J053337.5-622923,17.122,11.871
2CXO J054034.1-283108,,21.549
2CXO J054754.6-195806,,21.407
2CXO J060107.8-234021,,13.536
2CXO J060108.9-234046,15.134,15.101
2CXO J061607.5+710637,,21.889
2CXO J062423.7+820937,,22.188
2CXO J062603.0+820225,20.524,19.019
2CXO J062741.0+820406,,21.609
2CXO J063020.5+815937,,21.459
2CXO J064438.6-742507,18.474,13.799
2CXO J070625.1+390151,21.536,20.141
2CXO J070948.9-562219,15.768,13.17
2CXO J071046.0+473211,,18.359
2CXO J071100.0-563258,,19.54
2CXO J071619.2+372703,,22.166
2CXO J072132.0+274212,,20.721
2CXO J072506.1+750158,21.083,16.281
2CXO J072739.9+242010,,19.731
2CXO J072910.3+333634,,22.765
2CXO J073106.8+392644,,18.939
2CXO J073502.3+265911,19.811,18.428
2CXO J073725.8+385206,,12.529000000000002
2CXO J073733.0+392037,19.401,17.928
2CXO J073733.8+384206,,21.095
2CXO J073739.9+384413,,20.517
2CXO J074013.4+292645,19.911,18.792
2CXO J074248.6+742746,,21.313
2CXO J074312.5+742936,17.521,17.296
2CXO J074409.1+291451,19.573,18.944000000000006
2CXO J074542.6+393511,,20.871
2CXO J074720.4+385539,,20.179
2CXO J074820.6+444514,21.367,20.307
2CXO J075001.3+310634,,21.828000000000007
2CXO J075054.4+425024,21.382,21.213
2CXO J075054.6+425219,18.816,17.746
2CXO J075147.1-013646,21.579,16.89
2CXO J075214.3+273650,,21.813
2CXO J075230.4+272619,,21.769
2CXO J075535.8+405805,,21.87
2CXO J075545.5+405643,22.022,22.369
2CXO J075643.7+445123,19.199,18.695
2CXO J075825.8+374629,,20.988000000000003
2CXO J075841.8+323703,19.36,18.897
2CXO J075928.2+301028,19.392,18.04
2CXO J075939.4+140543,19.188,19.392
2CXO J075941.5+141200,,20.176
2CXO J075952.6+141359,19.213,18.309
2CXO J080120.7+133957,,21.386
2CXO J080133.5+141442,,21.411
2CXO J080137.0+134022,21.878,19.29
2CXO J080154.2+441233,22.282,21.126
2CXO J080203.0+435940,,21.35
2CXO J080323.0+481618,21.214,20.824
2CXO J080500.6+102958,21.259,14.482
2CXO J080525.1+242218,21.298,19.946
2CXO J080534.9+240950,21.324,20.547
2CXO J080612.0+194853,20.598000000000006,19.613
2CXO J080629.8+241955,18.746,18.334
2CXO J080642.3+195811,,20.153
2CXO J081011.7+345857,,21.564
2CXO J081013.0+345137,20.86,20.836
2CXO J081038.2+421820,20.9,20.444000000000006
2CXO J081303.8+254210,22.037,20.613000000000003
2CXO J081420.2+383410,19.553,18.682
2CXO J081525.9+363516,22.239,19.605
2CXO J081550.2+250641,20.307,20.024
2CXO J081855.9+312712,20.1,19.69
2CXO J081949.2+495410,19.804,19.778
2CXO J081951.4+364952,20.205,19.468
2CXO J082020.1+364004,21.218000000000004,20.604
2CXO J082053.5+074323,21.759,15.866
2CXO J082106.9+404836,,21.354
2CXO J082231.9+055706,20.025,19.362
2CXO J082255.8+060527,,21.741
2CXO J082443.3+295923,19.62,18.998
2CXO J082636.6+431104,21.198,21.005
2CXO J082655.7+430449,21.681,21.48
2CXO J082714.8+291211,21.719,21.313
2CXO J082902.4+270018,20.495,19.665
2CXO J083116.5+321329,,20.227
2CXO J083130.4+320535,20.967,20.957
2CXO J083205.2+182237,21.525,20.183
2CXO J083238.8+181114,20.082,19.214
2CXO J083706.4+304610,,20.549
2CXO J083710.0+694155,21.656,14.198
2CXO J083722.4+582501,,21.867
2CXO J083755.6+150149,19.455,13.983
2CXO J083756.4+145903,20.451,19.451
2CXO J083835.8+441351,20.447,20.719
2CXO J083846.2+441923,21.512,21.571
2CXO J084019.3+130112,20.512,19.789
2CXO J084035.4+412645,18.785,18.085
2CXO J084058.6+412520,19.289,18.108
2CXO J084102.8+131715,,21.512
2CXO J084143.9+130356,,16.926
2CXO J084621.1+013755,18.946,18.741
2CXO J084653.4+175246,12.672,13.52
2CXO J084702.6+013000,19.887,19.725
2CXO J084846.1+611234,,21.589
2CXO J084849.6+111729,19.217,18.574
2CXO J085001.7+540959,21.399,22.208
2CXO J085119.9+114700,,15.803
2CXO J085123.7+114949,,17.458
2CXO J085127.1+114656,,21.964
2CXO J085128.1+114927,20.582,16.54
2CXO J085131.2+114550,,17.226
2CXO J085136.0+114633,,18.167
2CXO J085137.8+115057,22.373,17.675
2CXO J085145.8+110917,19.107,19.571
2CXO J085150.2+114606,22.268,17.673
2CXO J085156.0+115126,17.387999999999998,13.896
2CXO J085301.9+281606,,20.944000000000006
2CXO J085317.8+281350,,19.115
2CXO J085441.7+305754,19.043,18.925
2CXO J085515.7+370922,,21.972
2CXO J085547.3+425020,21.596,19.88
2CXO J085554.4+370900,,21.272
2CXO J085723.9+090348,19.522,17.917
2CXO J085957.6+422418,21.18,20.447
2CXO J090021.8+203654,19.914,19.328
2CXO J090029.0+390145,20.242,19.317
2CXO J090053.2+422054,,21.564
2CXO J090103.9+421553,20.821,19.409
2CXO J090256.2+011706,,17.168
2CXO J090312.2+070832,21.891,21.051
2CXO J090321.8+010316,,21.089
2CXO J090331.9+011804,,21.824
2CXO J090345.7+012535,21.176,19.745
2CXO J090450.5-014524,,21.675
2CXO J090508.8+074150,,19.875
2CXO J090516.6+340921,,20.025
2CXO J090525.3+341500,,20.884
2CXO J090610.7+345920,19.876,19.597
2CXO J090657.0+025132,20.14,19.794
2CXO J090807.2+374545,20.9,19.729
2CXO J090843.2+285230,19.548,19.049
2CXO J090851.3+444611,18.381,18.392
2CXO J090948.8+330755,21.602,20.288
2CXO J091059.6+531608,21.166,20.061
2CXO J091159.6+593009,21.687,20.737
2CXO J091223.3+532706,21.011,20.907
2CXO J091227.9+531545,21.169,19.703
2CXO J091302.6+530322,,19.835
2CXO J091343.8+762835,,14.855
2CXO J091400.1+372445,19.197,18.988
2CXO J091432.7+561238,,17.241
2CXO J091446.3+084408,,22.955
2CXO J091457.4+085757,21.271,20.898000000000003
2CXO J091501.7+241812,21.892,20.85
2CXO J091715.0+114014,18.621,14.31
2CXO J091718.8+113359,20.766,20.31
2CXO J091736.1+113840,21.693,20.009
2CXO J091748.4+592656,20.521,19.411
2CXO J091819.5+063746,20.659,20.314
2CXO J091836.4+591535,20.438,19.461
2CXO J091848.6+211717,,21.677
2CXO J091949.1+005611,,22.247
2CXO J092013.1+640439,16.719,16.458
2CXO J092013.6+640606,,15.683
2CXO J092014.0+453156,21.744,21.166
2CXO J092020.6+640607,,15.892
2CXO J092056.5+500334,19.734,18.824
2CXO J092354.2+275352,17.899,13.796
2CXO J092405.3+141021,21.701,20.89
2CXO J092411.4+022323,20.88,20.423
2CXO J092456.4+020712,22.254,20.296
2CXO J092603.2+124402,16.71,16.354
2CXO J092627.4+023021,17.952,13.118
2CXO J092712.3+124459,20.195,18.634
2CXO J092712.6+294344,19.529,18.58
2CXO J092713.8+294335,20.038,19.53
2CXO J092923.1+374859,18.901,18.334
2CXO J093041.2+363152,20.086,19.911
2CXO J093105.8+363316,,21.075
2CXO J093209.7+363002,21.958,20.729
2CXO J093455.5+051409,22.465,21.257
2CXO J093502.5+051924,18.036,14.211
2CXO J093510.1+052122,21.492,20.704
2CXO J093514.7+033545,19.882,18.372
2CXO J093531.3+612902,21.635,20.631
2CXO J093532.9+612738,,21.234
2CXO J093535.4+483256,,21.75
2CXO J093543.6+232447,21.373,19.507
2CXO J093605.4+232604,21.292,20.338
2CXO J093701.7+232435,20.049,18.758
2CXO J093845.6+005926,21.313,20.884
2CXO J093856.9+412821,,18.226
2CXO J093952.7+355358,21.407,20.474
2CXO J094057.1+032401,19.401,19.109
2CXO J094124.0+394442,20.163,20.567
2CXO J094130.9+152219,,21.863000000000003
2CXO J094133.7+594811,18.178,17.077
2CXO J094149.6+412104,21.648000000000003,21.0
2CXO J094209.1+520714,18.329,17.865
2CXO J094214.5+595936,20.521,19.934
2CXO J094325.8+520126,19.701,19.514
2CXO J094336.9-081930,,21.163
2CXO J094345.3+042822,21.724,19.512
2CXO J094423.4+093827,20.776,19.749
2CXO J094424.1+092424,20.573,19.195
2CXO J094432.7+042656,20.065,20.353
2CXO J094434.9+043207,21.514,21.633000000000006
2CXO J094502.8+041809,20.636,19.61
2CXO J094548.1-084826,20.99,20.493
2CXO J094646.9+392719,,19.895
2CXO J094649.3+025636,,21.954
2CXO J094941.1+295519,18.701,17.441
2CXO J094951.0+580519,20.919,19.608
2CXO J095048.4+392651,16.197,16.180999999999994
2CXO J095059.6+580318,,20.895
2CXO J095113.7+731835,,20.385
2CXO J095115.1+263320,21.947,20.742
2CXO J095207.6+255257,20.397,19.827
2CXO J095241.3+254636,,21.164
2CXO J095438.7+403204,19.715,19.487
2CXO J095448.8-013108,20.809,20.297
2CXO J095504.5+170556,20.923,19.65
2CXO J095700.4+284041,19.956,18.729
2CXO J095713.7+361102,19.937,19.132
2CXO J095750.8+074544,,20.259
2CXO J095752.1+330916,19.677,18.794
2CXO J095820.5+073435,22.01,20.945
2CXO J095836.5+074556,21.162,20.412
2CXO J095845.3+470324,20.912,21.515
2CXO J095855.9+331614,19.932,18.611
2CXO J095929.8+633359,,20.076
2CXO J095948.5+344915,19.643,18.688
2CXO J095953.5-301557,20.224,14.121
2CXO J100149.5+284708,18.861,19.109
2CXO J100247.0+002103,19.886,19.242
2CXO J100248.8+325130,,20.388
2CXO J100358.2+000414,21.258000000000006,20.986
2CXO J100401.2+423123,18.718,18.164
2CXO J100403.7+001018,,15.311
2CXO J100420.1+051300,17.011,16.807000000000002
2CXO J100441.7+423234,21.929,20.388
2CXO J100443.4+480156,21.373,20.869
2CXO J100621.4+320749,,21.214
2CXO J100627.8+320219,,20.709
2CXO J100634.2+315900,21.824,21.691
2CXO J100647.4+053642,19.547,13.741
2CXO J100701.3+052313,19.949,19.001
2CXO J100711.8+053209,,19.707
2CXO J100714.2+321058,20.61,20.425
2CXO J101108.3+002908,21.439,21.764
2CXO J101205.8-011318,,20.888
2CXO J101215.6-030700,,20.004
2CXO J101230.1-010743,,21.983
2CXO J101246.5+061604,20.837,19.633
2CXO J101317.1-011057,18.81,19.005
2CXO J101616.7+391144,19.266,18.787
2CXO J101709.1+015420,21.008000000000006,20.823
2CXO J101720.6+385737,20.765,19.426
2CXO J101723.9-204658,,19.75
2CXO J101843.2+413515,19.921,19.051
2CXO J101950.6+632003,20.048,19.146
2CXO J101957.5+253429,20.619,20.068
2CXO J101957.7+452949,,21.344
2CXO J102124.9+130115,19.987,18.859
2CXO J102129.0+215610,21.205,20.269
2CXO J102134.2+215436,,20.927
2CXO J102147.8+131228,19.22,18.636
2CXO J102223.7+383424,,20.688
2CXO J102315.7+360435,21.183000000000003,19.873
2CXO J102326.0+361527,22.404,20.688
2CXO J102700.5+364016,22.867,21.563
2CXO J102712.6+283123,,21.328000000000007
2CXO J102741.3+003003,,15.915
2CXO J102750.9+002833,,20.691
2CXO J102753.8+003055,20.021,19.13
2CXO J102758.4+003103,20.751,20.461
2CXO J102924.3+262455,21.879,20.316
2CXO J103021.5+430908,,20.11
2CXO J103031.6+052455,,18.663
2CXO J103100.2+284152,22.026,20.495
2CXO J103110.7-013725,,22.104
2CXO J103149.5-014111,,20.893
2CXO J103436.3+233303,,20.319000000000006
2CXO J103451.4+233435,21.152,19.517
2CXO J103518.7+073406,,21.195
2CXO J103623.0+622849,18.638,18.276
2CXO J103638.3+622438,21.751,21.07
2CXO J103715.3+465014,,21.236
2CXO J103715.4+212815,20.127,19.867
2CXO J103808.7+472735,21.997,19.45
2CXO J103859.5+422742,,20.7
2CXO J103922.6+643417,,20.806
2CXO J103951.4+643004,21.371,21.342
2CXO J104022.8+444937,20.214,19.554
2CXO J104106.0+144417,,22.509
2CXO J104127.7+000305,21.184,20.739
2CXO J104127.7+000639,,23.433000000000003
2CXO J104133.4-000236,19.119,19.597
2CXO J104229.3+010153,,22.183000000000003
2CXO J104230.1+010223,19.554,19.733
2CXO J104230.6+010001,,19.303
2CXO J104231.4+050238,18.508,17.507
2CXO J104239.2+051645,,21.985
2CXO J104248.6+010721,21.145,20.531
2CXO J104314.8+010539,,21.7
2CXO J104332.9+010107,18.837,18.37
2CXO J104431.7+384146,,20.617
2CXO J104452.0+384007,21.628,20.495
2CXO J104459.6+365604,,20.143
2CXO J104522.3+384750,,19.366
2CXO J104542.0+525111,19.608,18.835
2CXO J104600.7+042527,20.929,19.57
2CXO J104618.6+555627,19.974,20.127
2CXO J104912.6+330502,,21.238000000000003
2CXO J105144.2+353930,,22.393
2CXO J105208.0+362223,,21.618
2CXO J105211.9+161004,17.996,13.241
2CXO J105233.8+454949,20.241,19.701
2CXO J105239.5+520416,15.87,13.009
2CXO J105305.1+520405,22.301,21.007
2CXO J105343.8+454042,19.186,18.785
2CXO J105348.5+515713,20.584,20.114
2CXO J105416.4+512326,,21.956
2CXO J105421.9+512254,16.46,16.817
2CXO J105440.5-484702,,13.248
2CXO J105455.6+173532,,21.531
2CXO J105646.4-033905,,22.673
2CXO J105655.6-034030,,22.08
2CXO J105744.7+012921,,20.966
2CXO J105807.4+012843,21.366,20.456
2CXO J105832.3+124832,20.288,19.57
2CXO J105851.4+410644,,20.604
2CXO J110049.6+103841,21.035,21.468000000000004
2CXO J110055.1+032735,,16.06
2CXO J110516.4+111801,21.837,21.01
2CXO J110524.8-001152,,21.855
2CXO J110556.1+031243,,21.237
2CXO J110600.6+195426,19.633,18.804
2CXO J110610.7+640009,19.306,18.638
2CXO J110653.3+035010,,20.511
2CXO J110731.6+645753,,20.479
2CXO J110905.2+090049,,21.827
2CXO J110921.7+085659,20.142,19.878
2CXO J110930.2+650231,19.643,18.714
2CXO J111023.0-372501,18.769,14.194
2CXO J111056.8+353907,21.028,20.911
2CXO J111108.0+354016,22.077,20.435
2CXO J111239.1+353928,18.417,17.76
2CXO J111330.7+092536,19.127,18.724
2CXO J111346.0+090945,21.014,18.854
2CXO J111355.2+092628,20.464,20.718000000000004
2CXO J111357.4+553859,19.692,19.53
2CXO J111504.4+550143,,19.072
2CXO J111725.5+075332,21.941,20.189
2CXO J111747.5+075359,20.879,20.421
2CXO J111750.8+075711,,21.291
2CXO J111853.5+074945,,21.359
2CXO J111955.8+064527,,22.013
2CXO J112104.9+432142,20.664,19.331
2CXO J112117.1-344645,19.792,17.745
2CXO J112148.7-131309,,22.212
2CXO J112322.6+084806,21.003,20.274
2CXO J112326.3+090117,20.865,14.937
2CXO J112401.1-365319,,22.083
2CXO J112432.6-001835,21.978,21.265
2CXO J112455.9+384633,21.421,20.749
2CXO J112506.6-000759,,20.366
2CXO J112748.5+243555,,22.046
2CXO J112751.1+243207,21.934,20.836
2CXO J112820.8-011441,,22.214
2CXO J112943.9-013752,,19.901
2CXO J112945.3-014009,,22.14
2CXO J112948.5-013110,,21.703000000000007
2CXO J112951.2-015037,,21.865
2CXO J112952.7-013128,19.632,18.956
2CXO J112956.5+364919,19.563,19.363
2CXO J113000.6+583248,21.842,20.962
2CXO J113008.7-144737,,22.128
2CXO J113110.7-020855,,21.441
2CXO J113140.5-015117,,20.166
2CXO J113200.9+591534,20.421,19.902
2CXO J113228.6+343352,21.232,21.562
2CXO J113234.7-195244,21.131,20.018
2CXO J113244.6+343551,20.442,19.72
2CXO J113550.8+395335,,21.19
2CXO J113621.2+015928,19.966,19.469
2CXO J113631.8+015801,19.966,18.843
2CXO J113633.0+020748,20.523000000000003,19.461
2CXO J113638.3+424552,19.181,19.335
2CXO J113645.8+070647,20.586,20.097
2CXO J113724.0+300337,,20.665
2CXO J113839.2+030525,22.036,20.451
2CXO J113859.2+031144,20.65,19.831
2CXO J114008.7+030711,19.341,19.093
2CXO J114018.1+175330,,21.818
2CXO J114050.2+175201,,22.79
2CXO J114254.2+265457,,20.452
2CXO J114308.9+345222,20.681,19.916
2CXO J114358.5+052444,,21.172
2CXO J114427.5+672203,19.929,19.67
2CXO J114438.9+441313,21.126,20.167
2CXO J114445.9+055054,20.293,19.299
2CXO J114455.2+442754,20.001,19.719
2CXO J114528.9+313347,,19.453
2CXO J114538.5+442021,,20.432
2CXO J114551.5+313349,,20.676
2CXO J114559.4+442350,,20.063
2CXO J114608.1-244732,,19.811
2CXO J114745.7+125404,20.168,17.67
2CXO J114851.6+124949,21.705,20.848000000000006
2CXO J114900.1+592224,,21.332
2CXO J114927.0+591418,,20.938
2CXO J115108.8+471509,,21.396
2CXO J115115.3+003827,,20.507
2CXO J115122.0-283605,,20.597
2CXO J115129.3+382552,19.102,17.762999999999995
2CXO J115145.8+003418,,21.139
2CXO J115314.3+032658,,21.827
2CXO J115351.1+113649,,19.563
2CXO J115440.1+184830,,22.169
2CXO J115711.8+082623,19.167,19.019
2CXO J115822.7+123518,20.543000000000006,19.489
2CXO J115856.9+123611,,19.516
2CXO J115946.7-010449,20.354,20.563
2CXO J120006.3+312630,,20.436
2CXO J120017.0-011417,20.487,19.968
2CXO J120041.3+290510,20.053,14.548
2CXO J120059.7+313859,19.052,18.559
2CXO J120155.5+580632,20.866,20.199
2CXO J120239.7+575249,,21.116
2CXO J120414.6-003009,21.007,20.341
2CXO J120422.1-012203,19.214,19.081
2CXO J120427.0+391631,,21.048
2CXO J120432.7+202437,,20.673
2CXO J120439.7-002347,21.334,20.417
2CXO J120501.6-003215,,19.96
2CXO J120829.5+001642,21.224,19.776
2CXO J120831.2+360351,19.571,19.43
2CXO J120837.6+000920,,20.908
2CXO J120841.9+355025,,19.395
2CXO J120850.8+300719,20.396,19.395
2CXO J120921.0-010716,21.688,21.322
2CXO J120938.7-005741,21.604,21.884
2CXO J120945.1-050113,20.673,19.364
2CXO J121016.6+391816,21.313,20.913
2CXO J121018.7+300450,20.765,19.692
2CXO J121049.5+392821,18.076,16.361
2CXO J121127.9+095526,,22.153
2CXO J121238.7+363231,,19.315
2CXO J121249.8+065945,20.481,19.998
2CXO J121303.0+070220,17.224,16.289
2CXO J121345.5+364412,18.711,13.114
2CXO J121451.8+092839,18.927,18.866
2CXO J121515.6+331013,20.625,19.71
2CXO J121516.1+602057,21.223000000000006,20.385
2CXO J121518.2+014750,20.965,20.136
2CXO J121532.7+204417,19.786,19.153
2CXO J121651.8+375438,18.879,18.215
2CXO J121740.1+374749,21.277,20.159
2CXO J121742.0+034630,20.191,19.098
2CXO J121836.0+054627,21.221,20.3
2CXO J121845.0+401025,18.672,13.545
2CXO J121856.7+401457,21.595,15.4
2CXO J121948.9+054530,19.568,19.081
2CXO J122222.6+041623,,20.148
2CXO J122354.2+372555,19.022,18.5
2CXO J122358.8+373025,,21.602
2CXO J122430.4+374226,19.162,13.66
2CXO J122430.7-184705,10.649,11.371
2CXO J122556.6+003535,,20.064
2CXO J122640.6+042708,20.021,19.12
2CXO J122644.7+043125,19.864,18.928
2CXO J122653.9+042919,22.396,21.331
2CXO J122711.6+630646,21.706,21.137
2CXO J122903.5+294646,20.71,19.287
2CXO J122908.9+401602,,20.112
2CXO J123005.8+400036,20.327,20.236
2CXO J123011.8+401442,,19.446
2CXO J123017.2+401512,21.2,21.129
2CXO J123253.0+364358,,18.931
2CXO J123307.1+320650,22.621,20.95
2CXO J123322.2+320229,17.211,12.752
2CXO J123324.8+320438,,20.362
2CXO J123404.7-022627,20.665,19.191
2CXO J123444.6-022807,21.451,20.434
2CXO J123521.6+255614,20.148,20.363
2CXO J123530.3+262058,19.346,18.941
2CXO J123631.3+263508,22.185,21.398000000000003
2CXO J123633.2+192618,,22.05
2CXO J123741.2+264227,17.840999999999994,17.427
2CXO J123849.9+530639,,22.136
2CXO J123906.2-161047,18.029,17.414
2CXO J123907.9-453344,15.508,13.445
2CXO J123915.4+531414,,20.844
2CXO J124035.8-002919,20.333,20.07
2CXO J124119.2+172639,19.854,19.822
2CXO J124139.0+074348,20.247,20.287
2CXO J124310.3+155348,,20.694000000000006
2CXO J124321.8-024254,,16.557000000000002
2CXO J124345.0+744235,19.815,18.821
2CXO J124502.8-003239,,21.213
2CXO J124538.6-001232,20.776,20.334
2CXO J124557.8+223205,,20.756
2CXO J124602.5+011318,22.629,21.986
2CXO J124643.7+223549,21.965,21.295
2CXO J124823.9-195918,,22.098000000000006
2CXO J124828.4+083112,19.424,19.289
2CXO J124903.4-061046,19.729,19.1
2CXO J124913.8+151510,,21.518
2CXO J124914.6-060909,21.56,20.348
2CXO J124932.6+150751,21.049,20.667
2CXO J124938.4+050924,21.454,18.564
2CXO J124955.4+051627,20.301,20.088
2CXO J124958.1+021124,,21.931
2CXO J124958.9+302849,,21.491
2CXO J125000.6+021401,,20.375
2CXO J125011.6+022720,,20.472
2CXO J125025.6+253129,16.011,15.613
2CXO J125045.7+051050,,20.758000000000006
2CXO J125128.6+253015,,21.513
2CXO J125131.8-262706,,17.687
2CXO J125138.3+253030,20.616,15.784
2CXO J125329.1+021006,18.191,16.676
2CXO J125421.1-000549,21.117,20.113
2CXO J125507.3+085239,20.327,19.914
2CXO J125521.2+001719,21.521,21.567
2CXO J125541.4+355655,18.658,13.435
2CXO J125543.1+084145,20.737,19.088
2CXO J125640.5-465534,,19.952
2CXO J125659.9+042734,19.419,16.709
2CXO J125704.2-302229,19.189,18.837
2CXO J125844.3+120224,19.074,17.89
2CXO J125848.5+120530,,20.843000000000004
2CXO J125900.3+345043,13.939,13.991
2CXO J125904.0+344702,20.281,19.236
2CXO J130005.3+163214,21.952,20.379
2CXO J130205.2+155134,,21.529
2CXO J130307.8+191942,21.12,19.838
2CXO J130327.5-242515,19.149,13.848
2CXO J130412.4+192347,18.261,13.236
2CXO J130416.7+192804,21.001,20.685
2CXO J130423.0+020952,,19.986
2CXO J130436.2+533646,19.892,19.608
2CXO J130456.9+395529,18.157,17.629
2CXO J130619.6+262437,,20.885
2CXO J130650.2-460956,20.709,18.521
2CXO J130705.5+262631,,19.22
2CXO J130803.8+505226,,20.448
2CXO J130905.6+113802,19.67,17.746
2CXO J130955.3+573404,21.44,14.564
2CXO J131014.7+301756,,21.348000000000006
2CXO J131028.1+482204,,21.158
2CXO J131042.2+481331,22.253,17.053
2CXO J131053.4+300429,,20.857
2CXO J131054.7+012415,20.763,20.229
2CXO J131055.0+300411,21.84,21.827
2CXO J131057.7+011553,,19.457
2CXO J131058.1+010822,,20.62
2CXO J131059.0+300106,,19.026
2CXO J131108.4+003151,18.986,18.614
2CXO J131127.4+011353,,21.965
2CXO J131130.8+011104,21.987,21.667
2CXO J131157.0+220039,21.265,21.314
2CXO J131212.9+215644,21.427,19.819000000000006
2CXO J131213.5+231958,,19.063
2CXO J131310.1+051942,20.258,20.065
2CXO J131420.1+131958,,21.01
2CXO J131458.4+560342,,20.365
2CXO J131651.2+055647,20.161,20.086
2CXO J131704.3-173912,19.941,20.357
2CXO J131726.0+320300,,19.612
2CXO J131747.5+411745,19.874,18.927
2CXO J131804.3+411734,18.392,17.875
2CXO J131926.5+105611,19.96,19.038
2CXO J132118.8+110650,,21.865
2CXO J132146.9+003418,,22.68
2CXO J132317.4-002434,,21.66
