name,fuv_mag,nuv_mag
2CXO J132323.7-002155,,20.016
2CXO J132344.3-451152,19.607,14.203
2CXO J132403.6-451414,21.171,14.723
2CXO J132621.0+021005,,19.672
2CXO J132956.0+114239,21.576,19.505
2CXO J133124.4+110051,20.961,19.358
2CXO J133134.3+623800,21.635,19.467
2CXO J133143.3+111132,20.928,17.41
2CXO J133202.1+624922,,21.291
2CXO J133206.9+624202,,17.849
2CXO J133212.2+060401,21.33,20.26
2CXO J133215.8+623626,20.759,19.952
2CXO J133226.3+060628,,22.118
2CXO J133238.7+020042,20.893,19.772
2CXO J133245.6+020547,19.516,13.934
2CXO J133439.6-232647,18.898,18.348
2CXO J133526.7+405956,,20.62
2CXO J133712.8-024752,18.888,18.249
2CXO J133715.4-024706,,23.007
2CXO J133736.7-025709,19.236,18.925
2CXO J133851.1+222211,,20.302
2CXO J134035.3+554932,19.245,19.091
2CXO J134039.0+004956,,22.348000000000006
2CXO J134047.9+401118,22.132,19.436
2CXO J134105.1+395945,19.951,19.53
2CXO J134105.7+674019,18.939,18.154
2CXO J134115.3+281603,,21.229
2CXO J134117.3+601621,20.469,18.693
2CXO J134213.2+602142,19.538,18.769
2CXO J134254.3+282806,19.481,18.635
2CXO J134313.3-000502,21.755,21.476
2CXO J134322.0+000009,,21.028
2CXO J134331.5+001104,21.082,20.289
2CXO J134332.6-000203,,20.905
2CXO J134349.5-003424,,21.182
2CXO J134351.0+000434,18.548,18.731
2CXO J134353.5-000521,,20.882
2CXO J134355.7-000601,21.951,20.926
2CXO J134359.1-003539,,22.216
2CXO J134359.8+000045,,21.152
2CXO J134412.8-003005,21.716,20.871
2CXO J134414.0-002950,21.852,20.251
2CXO J134420.0-003110,,21.241
2CXO J134424.4-001306,21.664,20.895
2CXO J134424.5-000617,,22.418000000000006
2CXO J134438.3-000050,,21.81
2CXO J134440.2+555648,21.073,20.228
2CXO J134452.9+000520,18.304,18.403
2CXO J134455.8-000118,21.792,21.771
2CXO J134459.3-271403,19.2,13.27
2CXO J134507.2+000407,,21.646
2CXO J134831.7-302122,21.393,19.839
2CXO J135022.3+240612,,21.177
2CXO J135024.6+240251,20.856,20.443
2CXO J135025.6+350141,20.402,20.471
2CXO J135026.2+241155,20.793000000000006,19.851
2CXO J135353.1-021557,,20.479
2CXO J135415.7+161051,,19.774
2CXO J135422.1+162342,20.471,19.53
2CXO J135430.7+162709,19.896,19.504
2CXO J135454.7+414412,20.783,19.418
2CXO J135531.3+401550,20.589,19.636
2CXO J135605.7+180502,20.819000000000006,20.894
2CXO J135607.3+413615,18.182,17.25
2CXO J135609.4+413717,21.615,20.913
2CXO J135626.1+772721,19.323,14.207
2CXO J135646.0+102608,18.764,18.394
2CXO J135714.6+052331,19.887,19.197
2CXO J135932.2+623546,21.47,20.452
2CXO J140016.6-010822,19.388,19.421
2CXO J140034.7+004733,20.01,19.117
2CXO J140040.5-015518,18.704,18.271
2CXO J140052.5-014511,20.474,19.62
2CXO J140251.2+263117,18.607,18.006
2CXO J140326.0-060150,16.229,15.274
2CXO J140345.0+292143,19.601,18.466
2CXO J140528.4+222334,18.914,18.49
2CXO J140706.3-000833,,21.768
2CXO J140708.9+341231,,21.052
2CXO J140731.5-001504,,20.592
2CXO J140829.2+562823,20.507,19.528
2CXO J140931.7+413807,,21.0
2CXO J140935.3+084912,,20.988000000000003
2CXO J140953.0+425939,20.061,19.252
2CXO J141028.1+135950,,20.078
2CXO J141042.2+425328,,21.253
2CXO J141043.8+140801,20.361,19.614
2CXO J141105.4+294211,20.901,20.458
2CXO J141112.0+134925,18.61,18.438
2CXO J141118.3+481257,20.35,19.563
2CXO J141141.9+140233,,19.913
2CXO J141334.3+421201,,21.811
2CXO J141349.1+422104,,20.495
2CXO J141407.5-022335,,20.771
2CXO J141434.5+293428,19.45,19.294
2CXO J141730.4+264456,,21.459
2CXO J141823.6+244800,21.5,20.011
2CXO J141835.2+564416,21.358,20.09
2CXO J141855.4+244108,21.262,19.715
2CXO J141925.5+074953,19.524,19.284
2CXO J141927.0+075749,20.055,19.465
2CXO J141947.0+005904,19.583,18.526
2CXO J141949.3+060654,18.643,18.33
2CXO J141951.7+244110,21.655,19.535
2CXO J141956.6+060626,,20.883000000000006
2CXO J141956.6+060749,20.56,20.883000000000006
2CXO J142020.9+010143,,22.092
2CXO J142148.6+462521,19.789,19.364
2CXO J142214.5-002915,,19.925
2CXO J142220.1+294255,17.334,16.847
2CXO J142231.3+441455,,20.775
2CXO J142310.5-003243,20.619,20.087
2CXO J142312.7+452858,19.61,18.549
2CXO J142339.8+043635,,22.305
2CXO J142339.9+042042,,20.372
2CXO J142342.0+454111,,20.957
2CXO J142351.8+421334,,21.086
2CXO J142414.1+421400,,20.319000000000006
2CXO J142435.9+421030,,22.253
2CXO J142452.0+263715,19.266,19.004
2CXO J142844.5+154306,,20.06
2CXO J142845.4+003915,20.351,19.903
2CXO J142903.8+155713,,20.258
2CXO J142904.6+294342,,19.174
2CXO J142921.9+155446,19.403,13.554
2CXO J142958.5+000319,15.704,15.323
2CXO J143019.8-000445,,21.366
2CXO J143215.0-011022,,21.049
2CXO J143228.3-005827,,21.063
2CXO J143229.2-010616,,20.843000000000004
2CXO J143310.5+525830,,22.293000000000006
2CXO J143352.2+052729,17.274,17.198
2CXO J143357.1+052950,21.112,19.755
2CXO J143536.1-012212,20.865,20.442
2CXO J143543.5-012459,,21.084
2CXO J143738.4-150021,19.334,18.684
2CXO J143759.9-003220,,20.755
2CXO J144156.4+010421,21.357,20.16
2CXO J144214.4+520346,,19.891
2CXO J144214.4+520825,21.764,21.589
2CXO J144240.6+091814,19.111,13.953
2CXO J144250.1+092001,,21.462
2CXO J144300.6+520137,,22.239
2CXO J144344.7+423327,20.294,19.537
2CXO J144351.9+310546,,19.63
2CXO J144429.4+311321,,19.201
2CXO J144500.0-003255,20.756,19.921
2CXO J144507.2+593650,21.686,20.971
2CXO J144544.4-001713,,19.898
2CXO J144707.4+520340,22.351,22.512
2CXO J144709.5+114715,19.363,18.729
2CXO J144741.7-020338,21.578000000000007,19.068
2CXO J144802.0+473738,21.173,21.479
2CXO J144824.6+183101,20.447,19.599
2CXO J144838.0+042811,22.464,20.352
2CXO J144842.4+042403,20.655,19.343
2CXO J144852.1+473509,,21.202
2CXO J144856.7+001510,20.517,19.298
2CXO J144913.4+002407,20.48,20.092
2CXO J144920.7+422101,20.136,19.64
2CXO J144921.3+041650,19.859,19.408
2CXO J144922.8+003249,21.295,21.853
2CXO J144927.6+632931,21.591,20.656
2CXO J144932.7+002236,20.146,19.639
2CXO J144934.7+632722,20.867,20.593000000000004
2CXO J144936.7+043025,,20.737
2CXO J144941.3+003110,,22.157
2CXO J144948.4+581046,,19.932
2CXO J145049.9+000143,21.078000000000007,20.594
2CXO J145053.2+352508,,20.141
2CXO J145116.0-000628,21.851,22.111
2CXO J145125.9+580840,20.45,19.475
2CXO J145149.1+430125,,22.155
2CXO J145210.5+292409,19.81,19.093
2CXO J145210.6+340251,20.083,19.36
2CXO J145211.0+581323,,21.853
2CXO J145249.3+425315,22.195,20.818
2CXO J145255.4+134945,19.541,18.277
2CXO J145305.1+511541,20.495,15.268
2CXO J145319.1+430543,20.638,19.221
2CXO J145345.3+511110,20.667,21.425
2CXO J145442.1+182936,20.351,19.517
2CXO J145503.9+515539,,21.915
2CXO J145900.8+331921,18.904,18.452
2CXO J150017.5+121036,19.018,17.442999999999998
2CXO J150140.9+421834,20.182,19.422
2CXO J150228.7+285815,19.73,19.223
2CXO J150229.8+574720,19.936,19.897
2CXO J150243.0+111557,20.103,19.812
2CXO J150247.1+113114,19.994,19.908
2CXO J150313.6+575151,19.088,18.108
2CXO J150424.9+102939,20.634,20.522
2CXO J150454.6+042402,19.569000000000006,14.462
2CXO J150457.1+260058,,21.243
2CXO J150620.8+293957,20.45,19.625
2CXO J150628.5+540401,19.705,19.088
2CXO J150706.3-122515,,20.596
2CXO J150707.4+614119,22.281,20.908
2CXO J150722.3+523039,18.54,18.563
2CXO J150722.3+540937,,20.515
2CXO J151015.9+112211,21.259,20.874
2CXO J151501.9+365613,,20.563
2CXO J151503.2+364948,18.522,13.004
2CXO J151820.4+423455,20.598000000000006,19.791
2CXO J152005.4+201605,,22.571
2CXO J152050.5+074547,20.604,19.517
2CXO J152135.1+074835,,21.737
2CXO J152151.4+074825,,21.744
2CXO J152204.7+534716,20.073,19.4
2CXO J152307.3+535358,,20.322
2CXO J152325.2+534218,,20.425
2CXO J152424.5+095829,17.898,16.667
2CXO J152553.9+513649,,20.423
2CXO J152741.4+203753,21.598000000000006,20.406
2CXO J152806.5+204020,19.393,19.18
2CXO J152919.8+592911,,19.808
2CXO J152922.2+592854,20.354,19.527
2CXO J153150.2+473439,,19.491
2CXO J153425.5+040806,20.78,21.176
2CXO J153924.6+032453,20.043,19.06
2CXO J153939.2+214726,21.194000000000006,20.109
2CXO J153947.6+431341,20.15,19.659
2CXO J154010.2+290454,,20.758000000000006
2CXO J154037.2-031206,,16.739
2CXO J154257.4+030653,21.646,20.096
2CXO J154316.4+540525,19.05,18.875
2CXO J154321.3+662154,,21.1
2CXO J154321.6+384821,,20.839
2CXO J154341.6+385319,19.619,19.149
2CXO J154359.4+535903,19.98,19.237
2CXO J154509.5+361558,,20.842
2CXO J154555.5+484928,,22.851
2CXO J154704.5+555929,20.188,19.475
2CXO J154749.6+205056,22.035,21.079
2CXO J154750.7+210351,20.67,20.159
2CXO J154756.9-380204,16.612000000000002,14.563
2CXO J154926.3+212359,,20.229
2CXO J154950.6+305109,20.188,20.391
2CXO J155222.4+315158,,21.435
2CXO J155251.2+314948,,17.986
2CXO J155252.4+320150,21.453000000000007,20.649
2CXO J155309.3+315422,19.984,19.113
2CXO J155324.8+315210,19.569000000000006,19.205
2CXO J155507.0+243817,18.563,17.804000000000006
2CXO J155551.6+351404,,20.896
2CXO J155604.9+243235,,21.555
2CXO J155705.4+055327,20.719,20.016
2CXO J155709.9+395358,,21.671
2CXO J155722.1+055319,21.48,20.729
2CXO J155811.4+401112,18.697,18.138
2CXO J155855.9+395651,19.258,18.883
2CXO J155948.5+411522,19.226,18.2
2CXO J160002.4+413035,,22.576
2CXO J160047.6+331311,20.414,19.772
2CXO J160149.9+401715,21.701,19.78
2CXO J160207.6+380743,,20.765
2CXO J160229.5+381847,20.503,19.87
2CXO J160232.3+160421,,21.018
2CXO J160244.2+072625,21.372,21.24
2CXO J160246.3+524358,21.402,20.29
2CXO J160326.1+814221,20.575,14.74
2CXO J160339.4+500956,,20.286
2CXO J160353.8+072637,20.435,19.563
2CXO J160433.1+164638,22.159,21.232
2CXO J160441.4+164538,21.007,19.561
2CXO J160454.7+235239,,21.313
2CXO J160455.3+381201,19.702,20.008
2CXO J160502.4+330546,18.598,18.289
2CXO J160517.7-010955,,21.102
2CXO J160918.9+082416,19.682,18.396
2CXO J160934.9+655637,,21.159
2CXO J161027.4+130806,,21.222
2CXO J161046.8+522805,20.211,19.814
2CXO J161111.6+513131,19.653,19.663
2CXO J161112.1+115733,20.569000000000006,19.277
2CXO J161156.0+293450,,20.329
2CXO J161235.7+283721,21.456,20.543000000000006
2CXO J161347.7+290911,,21.208
2CXO J161534.3+304723,,20.908
2CXO J161556.3+192305,21.789,20.399
2CXO J161732.3+321146,,20.428
2CXO J161751.9-001957,20.161,19.8
2CXO J161801.7+070450,,22.205
2CXO J162036.3+410252,18.362,12.985
2CXO J162115.2-003140,20.987,21.122
2CXO J162122.6+151915,20.439,20.119
2CXO J162128.7-003850,21.585,20.099
2CXO J162131.4+152940,,21.465
2CXO J162143.7+355534,,20.963
2CXO J162156.7+152048,,20.887
2CXO J162252.1+263852,,22.554
2CXO J162343.7+263244,20.639,19.771
2CXO J162348.5+310315,,20.68
2CXO J162424.6+564634,19.647,14.255
2CXO J162432.1+565228,20.67,19.573
2CXO J162439.0+234512,,18.999
2CXO J162544.3+154938,22.144,19.837
2CXO J162559.6+375638,18.657,18.738
2CXO J162622.0+295237,,18.524
2CXO J162744.4+272917,20.302,19.873
2CXO J162806.6+434028,18.766,17.678
2CXO J162807.0+442738,21.608,20.07
2CXO J162829.2+432951,18.996,19.16
2CXO J162845.6+442413,19.906,19.458
2CXO J163159.6+243740,20.093,19.736
2CXO J163228.7+351352,21.557,20.447
2CXO J163252.4+350431,20.573,14.295
2CXO J163318.4+351511,20.881,20.07
2CXO J163629.6+410222,21.109,20.127
2CXO J163647.1+410335,,21.066
2CXO J163700.2+222114,,21.396
2CXO J163700.6+410555,,23.001
2CXO J163710.0+405642,,21.264
2CXO J163820.8+282948,,21.402
2CXO J164154.2+400032,19.694000000000006,18.69
2CXO J164200.5+533950,,21.866
2CXO J164217.2+533718,,15.932
2CXO J164223.4+272706,21.773000000000003,19.479
2CXO J164302.0+441421,,19.99
2CXO J164407.6+415748,,20.737
2CXO J164435.3+420029,21.818,20.727
2CXO J164442.5+261913,19.28,19.207
2CXO J164455.5+420158,21.395,20.301
2CXO J164517.0+444736,,21.825
2CXO J164717.1-015845,,15.455
2CXO J165054.1+432111,21.846,19.88
2CXO J165119.5+431917,,21.76
2CXO J165157.4+305613,21.294,20.798
2CXO J165637.0+371439,19.948,20.405
2CXO J165713.3+352439,21.862,22.327
2CXO J165939.7+183436,20.924,20.322
2CXO J170124.8+514920,17.993,16.257
2CXO J170342.4+514848,22.192,21.138
2CXO J170343.9+514707,,22.757
2CXO J170348.9+514455,,22.66
2CXO J170355.7+604511,19.781,19.585
2CXO J170546.9+631058,20.133,19.58
2CXO J170817.8+615448,,20.031
2CXO J170819.6+614206,19.608,18.621
2CXO J170917.2+615322,21.092,20.584
2CXO J170931.4+343310,21.21,20.426
2CXO J170942.5+342316,,21.111
2CXO J170958.7+342129,18.862,18.618
2CXO J171029.2+342453,20.503,19.067
2CXO J171304.5+611943,21.549,20.29
2CXO J171419.2+611944,,21.661
2CXO J171516.5+632944,20.442,19.338
2CXO J171712.8+304616,,20.391
2CXO J171900.4+264141,,21.437
2CXO J171927.0+273433,19.521,19.312
2CXO J171927.2+273245,,19.447
2CXO J172120.6+263654,20.375,20.134
2CXO J172858.1+603512,,20.958
2CXO J172958.7+575838,20.149,18.439
2CXO J173435.9+565806,,21.657
2CXO J173442.6+160032,,20.477
2CXO J173541.7+534319,,20.923
2CXO J173551.9+535515,20.571,19.196
2CXO J173638.6+535432,21.82,21.852
2CXO J173716.1+582840,,21.656
2CXO J173809.3+584253,,18.713
2CXO J174819.5+701609,19.786,19.438
2CXO J175210.6+231145,,22.949
2CXO J175636.3+512920,16.934,13.606
2CXO J181056.2+495812,,18.477
2CXO J181429.7+612335,15.93,15.681
2CXO J181635.9+451033,19.863,19.107
2CXO J183114.8+290710,,21.801
2CXO J183346.3+472702,,20.708
2CXO J183826.2+171149,,21.438
2CXO J184103.5+795306,21.239,15.355
2CXO J184229.6-482632,,15.231
2CXO J184538.2+795632,12.986,11.364
2CXO J190109.3-220005,17.637999999999995,17.503
2CXO J193925.0-634245,,21.786
2CXO J193939.0-634223,18.423,13.947
2CXO J194726.8+475427,19.182,16.348
2CXO J195233.9-550943,17.48,13.349
2CXO J195944.9-551555,,17.402
2CXO J200907.1-485534,21.52,14.975
2CXO J202223.4+095916,14.607,13.48
2CXO J202536.8-454634,21.747,15.52
2CXO J204640.1-363148,20.081,19.084
2CXO J204812.1+070117,,22.305
2CXO J205114.9-523726,19.145,13.527
2CXO J205448.6-582715,17.261,13.300999999999998
2CXO J205822.1-065004,20.245,19.968
2CXO J205829.9-423634,,22.517
2CXO J210211.5-064644,20.134,19.821
2CXO J210434.3-111621,19.363,14.376
2CXO J210451.8-071209,19.812,19.549
2CXO J210755.0-062519,20.211,19.4
2CXO J211452.5+060742,17.005,16.535999999999998
2CXO J211455.7-432343,,13.274
2CXO J211507.0-432309,21.199,18.635
2CXO J211614.2-001036,20.777,19.726
2CXO J211816.9+001718,,21.518
2CXO J211817.4+001316,20.312,19.723
2CXO J212034.1-064122,,22.034
2CXO J212203.6+170753,20.934,15.925
2CXO J212246.3+170437,21.604,20.33
2CXO J212328.4-060013,21.27,20.27
2CXO J212407.6+115056,,21.796
2CXO J212416.0-074129,21.646,19.57
2CXO J212419.3-004646,21.44,19.925
2CXO J212512.4-071329,20.087,19.467
2CXO J212630.7-460547,21.388,19.011
2CXO J212912.4+000235,,21.8
2CXO J212947.2-000509,,22.269
2CXO J213315.5-425426,21.047,21.567
2CXO J213409.9-004619,,21.7
2CXO J213426.3-422958,,22.656
2CXO J213455.3-010132,21.263,20.911
2CXO J213506.0-543459,20.355,14.056
2CXO J213520.5-010318,20.236,18.93
2CXO J213627.8+003119,,15.186
2CXO J214832.2+044215,21.92,18.42
2CXO J214843.5+001054,20.714,19.077
2CXO J215033.6-054733,,21.864
2CXO J215339.9+175419,19.703,14.245
2CXO J215922.1-001618,,21.253
2CXO J215942.2-001334,21.621,21.094
2CXO J215954.4-002150,19.021,18.245
2CXO J220501.1+003123,22.257,21.521
2CXO J220647.9-274825,,20.637
2CXO J220728.1+001619,21.785,20.522
2CXO J220735.1+000401,20.528,20.055
2CXO J221009.9-360519,,18.258
2CXO J221014.9-355843,21.179,14.343
2CXO J221038.3-301138,21.085,20.762
2CXO J221437.8-190057,,20.514
2CXO J221724.5-364024,20.452,18.492
2CXO J221909.9-271934,20.864,19.919
2CXO J222135.1+230747,,18.726
2CXO J222301.0-285454,,21.642
2CXO J222554.3+172310,13.918,13.91
2CXO J222741.5-303809,21.491,20.518
2CXO J222852.6-075346,18.59,18.14
2CXO J222906.0-080251,,20.462
2CXO J223715.5+821027,17.396,16.923
2CXO J223925.4+032038,20.396,15.178
2CXO J224007.1+031813,21.538,20.728
2CXO J224021.4+075403,,19.942
2CXO J224649.3-004954,19.781,19.192
2CXO J225228.2-174916,21.069000000000006,20.634
2CXO J225636.4+052516,16.92,16.743
2CXO J225654.0-103548,20.183,20.081
2CXO J225654.3-102650,,20.677
2CXO J225848.2+251543,13.104,13.244000000000002
2CXO J230204.2+084653,,21.563
2CXO J230257.4+084833,,21.022
2CXO J230440.4+121021,21.522,14.646
2CXO J230912.7+003956,21.785,20.715
2CXO J230923.3-000537,21.912,21.288
2CXO J230946.1+000048,19.759,19.141
2CXO J230956.0-000240,21.321,20.38
2CXO J231129.6-282720,21.783,21.149
2CXO J231309.7+002633,20.692,20.233
2CXO J231331.4+003332,21.16,20.729
2CXO J231836.9+304836,20.282,19.819000000000006
2CXO J232428.4+144323,,19.889
2CXO J232444.7+143113,,20.093
2CXO J233119.0+194511,,21.375
2CXO J233154.2+193834,21.671,20.516
2CXO J233212.5+194217,19.22,14.369000000000002
2CXO J233901.2+362108,20.332,19.015
2CXO J234053.0-090314,,19.934
2CXO J234053.7-091210,21.7,22.188
2CXO J234100.9-085531,22.327,21.512
2CXO J234421.1+095602,20.21,16.883
2CXO J234449.5+122143,19.975,19.006
2CXO J234806.6+010043,,22.07
2CXO J234807.1-091202,21.553,21.355
2CXO J234810.5+010552,,21.312
2CXO J234819.5+005721,22.003,20.521
2CXO J234820.2+005437,21.341,22.065
2CXO J234820.8+010024,22.767,21.833
2CXO J234849.5+010719,21.296,20.915
2CXO J235129.8-851404,16.552,13.174
2CXO J235425.4-101402,,18.913
2CXO J235614.4+192629,,21.476
2CXO J235939.7-250056,,22.695
2CXO J235953.6-124148,,20.133
2CXO J142428.1+351922,,21.64
2CXO J142455.6+351356,,20.347
2CXO J142507.3+323137,20.493,19.729
2CXO J142511.3+332026,19.11,19.228
2CXO J142530.1+335217,,20.356
2CXO J142538.9+331009,,22.036
2CXO J142616.5+335326,21.459,20.129
2CXO J142620.2+351711,,20.356
2CXO J142622.6+334202,20.899,19.26
2CXO J142640.8+332159,,20.848000000000006
2CXO J142730.3+324106,,20.649
2CXO J142734.8+352543,19.515,19.404
2CXO J142738.2+351132,20.374,19.162
2CXO J142738.3+325319,21.387,19.057
2CXO J142745.2+325705,15.214,12.226
2CXO J142746.6+330117,21.276,21.454
2CXO J142811.7+332008,20.181,20.266
2CXO J142813.9+334759,,21.767
2CXO J142838.2+322816,,18.951
2CXO J142848.3+350315,21.08,20.348
2CXO J142911.1+330942,,19.704
2CXO J142917.2+342130,,19.969
2CXO J142942.6+335655,,19.626
2CXO J142949.6+324652,22.186,22.182
2CXO J142954.6+330135,,20.869
2CXO J143016.1+351923,19.48,18.735
2CXO J143031.7+330042,21.127,19.409
2CXO J143052.8+324438,21.697,20.179
2CXO J143057.2+324441,19.128,19.077
2CXO J143102.9+323927,19.969,19.012
2CXO J143132.1+341417,21.451,19.729
2CXO J143143.5+330134,20.113,19.705
2CXO J143201.7+343526,21.679,20.531
2CXO J143219.5+341728,19.886,19.388
2CXO J143232.4+340624,19.906,19.327
2CXO J143244.2+350100,20.648000000000003,20.019
2CXO J143247.6+324850,19.975,19.585
2CXO J143250.5+340719,21.368,20.896
2CXO J143307.8+342316,21.373,20.38
2CXO J143457.6+334449,21.941,18.285
2CXO J143559.1+334640,20.078,19.188
2CXO J143624.2+353710,19.481,18.789
2CXO J143624.6+352536,20.27,19.284
2CXO J143627.8+343417,,21.077
2CXO J143628.0+335524,21.118,19.554
2CXO J143633.0+344253,,20.854
2CXO J143651.5+343602,19.927,19.9
2CXO J143709.9+343531,21.056,19.798
2CXO J143239.8+361808,18.836,17.507
2CXO J010314.6-705053,,10.765
2CXO J122448.1+125413,19.752,18.933
2CXO J122703.3+125401,21.515,19.826
2CXO J123133.0+121054,20.075,19.197
2CXO J123346.2+130905,,20.759
2CXO J123355.6+130431,20.111,19.892
2CXO J122922.1+075332,,21.907
2CXO J124105.5+112941,20.853,19.974
2CXO J124107.2+113702,20.89,19.78
2CXO J124347.7+113149,,20.947
2CXO J122859.3+114725,,18.705
2CXO J123320.9+110701,21.44,19.601
2CXO J123410.7+111732,19.959,19.071
2CXO J123050.5+103859,20.385,19.672
2CXO J095746.6+020712,,21.386
2CXO J095752.3+022020,22.689,21.27
2CXO J095754.7+023832,,20.299
2CXO J095755.4+022400,,22.313
2CXO J095759.4+020436,,22.328000000000007
2CXO J095759.4+022810,20.582,20.438
2CXO J095810.8+014004,,23.161
2CXO J095817.5+021938,,22.235
2CXO J095820.4+020304,,20.507
2CXO J095829.2+021543,22.317,21.637
2CXO J095834.7+014502,21.716,21.22
2CXO J095839.2+020506,21.645,21.28
2CXO J095840.3+020807,22.455,21.479
2CXO J095842.0+015857,,21.46
2CXO J095844.7+020249,21.306,20.736
2CXO J095849.0+013219,,21.897
2CXO J095849.5+021640,,22.105
2CXO J095900.2+022811,,21.73
2CXO J095903.2+022002,,22.072
2CXO J095910.3+020732,21.957,22.086
2CXO J095915.6+020856,22.089,21.362
2CXO J095917.2+015018,,21.706
2CXO J095920.9+020031,,22.628
2CXO J095923.5+022226,22.688,22.518
2CXO J095928.3+022105,22.758000000000006,21.601
2CXO J095928.5+015934,,22.237
2CXO J095933.8+014906,20.403,19.844
2CXO J095934.8+021421,,22.481
2CXO J095935.4+013100,,22.309
2CXO J095935.6+024839,,21.927
2CXO J095938.9+021200,22.371,21.309
2CXO J095943.3+013544,,22.57
2CXO J095945.2+023439,21.313,20.87
2CXO J095945.6+013032,,21.425
2CXO J095954.7+013206,21.568,20.874
2CXO J095958.0+014327,21.262,20.568
2CXO J100001.0+021413,,22.957
2CXO J100003.5+015043,,16.61
2CXO J100007.9+014212,,21.809
2CXO J100008.1+013306,22.063,20.884
2CXO J100012.4+014057,,22.294
2CXO J100013.5+013738,,21.391
2CXO J100013.6+013034,,20.911
2CXO J100013.7+021221,21.788,21.33
2CXO J100014.0+022838,,21.808000000000003
2CXO J100015.7+025545,21.104,20.412
2CXO J100024.4+020619,22.108,21.185
2CXO J100030.0+025142,21.406,21.279
2CXO J100033.4+015237,,20.884
2CXO J100033.5+013811,22.432,21.86
2CXO J100037.3+024950,,22.32
2CXO J100037.9+020822,,22.911
2CXO J100040.1+024751,,20.993
2CXO J100041.5+013658,21.492,21.826
2CXO J100057.7+023932,,22.771
2CXO J100100.6+022910,22.265,21.036
2CXO J100112.6+020940,,22.146
2CXO J100113.8+014000,,22.747
2CXO J100114.2+022356,,21.952
2CXO J100114.8+020208,,22.076
2CXO J100118.5+015542,,21.887
2CXO J100118.5+022738,,21.449
2CXO J100120.2+020341,21.334,20.757
2CXO J100120.2+023341,21.63,21.16
2CXO J100123.0+020851,,21.169
2CXO J100132.1+013420,21.427,20.708
2CXO J100135.8+024118,21.771,21.093000000000004
2CXO J100136.3+024726,,22.606
2CXO J100141.0+021259,,21.655
2CXO J100141.3+021031,,22.308000000000003
2CXO J100141.8+024927,,22.345
2CXO J100148.4+020841,,21.791
2CXO J100148.9+024821,,21.719
2CXO J100153.2+022436,,22.034
2CXO J100156.7+025312,,22.076
2CXO J100158.9+022445,21.9,22.215
2CXO J100159.8+013134,,21.891
2CXO J100201.5+020329,21.962,20.836
2CXO J100202.5+020145,,22.191
2CXO J100202.7+022434,,21.608
2CXO J100204.8+013355,,21.892
2CXO J100207.6+021120,22.26,22.418000000000006
2CXO J100216.1+023012,,22.617
2CXO J100218.3+021053,22.143,21.799
2CXO J100219.4+025049,22.072,21.205
2CXO J100226.7+014051,,22.022
2CXO J100230.8+022452,21.203000000000007,20.978
2CXO J100231.9+023507,,22.399
2CXO J100232.1+023537,20.569000000000006,19.65
2CXO J100238.7+013936,22.363000000000003,22.56
2CXO J100243.8+020502,22.292,20.861
2CXO J100248.8+013854,,21.652
2CXO J100249.3+023746,,22.255
2CXO J100302.9+015208,,21.54
2CXO J100305.0+015156,22.619,21.872
2CXO J100316.1+022615,,22.587
2CXO J003956.5+404059,18.343,14.211
2CXO J004007.2+404140,,19.988
2CXO J004020.3+404358,,20.38
2CXO J104445.3+585407,,21.92
2CXO J104505.0+585947,,22.676
2CXO J104546.9+591856,,22.685
2CXO J104616.6+591626,,21.704
2CXO J104630.0+591841,,22.869
2CXO J104737.2+592238,22.156,22.086
2CXO J104748.7+592328,,20.623
2CXO J104844.0+590706,,22.326
2CXO J104852.1+584520,17.864,13.549
2CXO J160630.6+542007,19.915,19.178
2CXO J160803.6+545303,19.277,18.345
2CXO J160856.7+540314,,20.099
2CXO J160913.1+535429,19.362,18.454
2CXO J161109.5+535807,,19.034
2CXO J140247.7+541034,,22.483
2CXO J140251.4+542747,,20.583
2CXO J140315.6+542731,,19.694000000000006
2CXO J140347.4+541704,,21.586
2CXO J140357.6+541856,17.637,17.899
2CXO J140416.7+541615,21.619,19.401
2CXO J140421.8+541921,,17.007
2CXO J140505.5+534016,,17.008
2CXO J150558.4+014104,,22.291
2CXO J150204.6+011016,,19.96
2CXO J134815.6+264442,21.421,19.783
2CXO J134834.2+262205,20.284,19.215
2CXO J134848.2+262219,19.833,19.094
2CXO J134949.8+263347,19.947,19.443
2CXO J232619.4+002111,,22.041
2CXO J232619.6+001826,,21.213
2CXO J232757.2-000036,,20.927
2CXO J233020.6+001727,20.47,20.188
2CXO J233023.4+000811,21.186,20.07
2CXO J233050.5+001555,,22.451
2CXO J231906.1+003404,19.302,19.683
2CXO J233722.0+002239,,20.229
2CXO J233731.7+002600,20.75,20.994
2CXO J233739.1+002656,20.938,20.123
2CXO J233741.3+001744,21.053,20.496
2CXO J122424.6+164545,20.341,19.529
2CXO J033341.8-360731,16.474,16.345
2CXO J033407.5-360401,,21.492
2CXO J033553.6-354922,,20.382
2CXO J033737.4-350004,20.019,19.48
2CXO J033739.6-353418,21.044,20.336
2CXO J022813.6+003231,22.546,21.897
2CXO J022838.6+003320,20.982,20.059
2CXO J022842.0+004536,,22.004
2CXO J022916.4+002659,19.924,19.827
2CXO J022938.2+002717,21.027,20.628
2CXO J022408.2+000301,20.952,20.846
2CXO J022430.5-000038,20.96,20.259
