name,W1mag,W2mag,W3mag,W4mag
2CXO J005759.8-274733,15.764,14.67,11.654000000000002,8.952
2CXO J005759.9-272126,10.315,10.211,10.084,8.587
2CXO J005801.6-275316,15.376,14.798,11.849,8.988
2CXO J005811.4-272635,17.014,15.991,12.271,8.584
2CXO J005818.1-272848,16.301,15.279000000000002,12.064,8.741
2CXO J005822.9-274014,10.173,10.172,10.124,9.195
2CXO J005855.0-273140,16.491,15.416,12.464,8.466000000000001
2CXO J005859.2-273037,17.075,15.985,12.111,8.67
2CXO J005900.7-273108,15.692,15.362,12.681,9.099
2CXO J005929.0-263108,11.646,11.433,11.414,8.764
2CXO J100056.5+554059,16.025,14.968,12.481,8.872
2CXO J100104.3+553521,15.577,14.217,10.882,8.167
2CXO J100119.7+554558,16.378,15.511,12.765999999999998,9.259
2CXO J100123.8+555532,16.031,15.477,12.406,9.116
2CXO J100132.9+555906,15.714,14.259,11.393,8.673
2CXO J100158.7+553958,10.461,10.16,5.7970000000000015,3.564
2CXO J100203.0+553939,13.98,13.088,10.112,7.237
2CXO J100204.9+553929,16.129,15.591,11.912,9.072
2CXO J100205.3+554257,14.470999999999998,13.085,10.07,7.936
2CXO J132432.6+304557,14.578,13.548,10.771,8.818
2CXO J132500.3+310055,15.692,14.344,11.146,9.331
2CXO J132531.8+301714,16.264,14.994000000000002,12.291,8.664
2CXO J033121.1-275857,15.375,15.317,13.470999999999998,9.565
2CXO J033122.2-275755,16.607,16.162,13.429,9.357
2CXO J033130.5-275143,15.942,15.642,12.856,9.728
2CXO J033131.8-275121,15.97,16.033,13.269,9.739
2CXO J033132.8-280116,14.494000000000002,14.16,10.379,8.334
2CXO J033135.4-280315,16.962,15.457,12.199000000000002,9.225
2CXO J033137.8-273724,18.102,17.168,13.249,9.465
2CXO J033139.2-273752,17.608,16.584,13.474,9.736
2CXO J033144.6-274519,15.933,15.519,12.718,9.462
2CXO J033150.0-280102,16.814,16.246,13.189,9.728
2CXO J033152.5-274642,16.897000000000002,16.616,13.513,9.867
2CXO J033158.8-273516,17.759,16.861,13.476,9.855
2CXO J033204.7-274614,17.509,17.208,13.432,9.675
2CXO J033205.2-280324,16.922,16.583,12.826,9.672
2CXO J033206.9-275610,16.882,17.342,12.73,9.738
2CXO J033209.4-274807,17.073,15.949000000000002,12.214,9.434
2CXO J033210.9-274343,16.961,16.622,12.687,9.206
2CXO J033213.2-275528,16.449,16.095,12.84,9.651
2CXO J033214.9-275127,16.592,16.407,13.311,9.672
2CXO J033216.1-274942,15.587,15.48,13.093,9.65
2CXO J033216.7-274327,16.962,16.906,13.447,9.754
2CXO J033220.3-280214,16.859,15.606,12.729,9.655
2CXO J033229.2-280145,17.631,16.75,12.689,9.65
2CXO J033234.9-275511,17.845,17.032,12.719,9.646
2CXO J033239.6-274709,17.601,16.727999999999998,13.258,9.565
2CXO J033249.1-274050,16.258,14.849,11.509,8.94
2CXO J033250.1-274135,16.908,16.354,12.845,9.498
2CXO J033257.1-274534,15.46,15.353,13.439,9.274
2CXO J033259.1-273611,17.048,15.821,12.849,9.54
2CXO J033259.5-280123,17.412,16.145,12.744000000000002,9.617
2CXO J033300.6-273457,16.671,15.68,12.956,9.654
2CXO J033301.4-280251,16.746,14.844,11.46,8.954
2CXO J033301.5-274542,15.616,15.354,12.898,9.71
2CXO J033309.1-275826,17.851,17.212,12.992,9.601
2CXO J033309.7-275614,17.564,16.285,12.802,9.55
2CXO J033318.4-273551,17.297,17.214000000000002,13.487,9.734
2CXO J033318.6-280111,16.88,16.383,13.039,9.273
2CXO J033318.9-273342,17.074,16.939,13.167,9.805
2CXO J033319.5-274950,16.926,16.23,13.428,9.58
2CXO J033322.7-275523,16.974,15.666,12.967,9.303
2CXO J033334.1-273424,16.793,16.477999999999998,13.284,9.738
2CXO J083452.6-451521,10.13,10.178,10.041,8.888
2CXO J235653.8-010731,16.079,15.127,12.077,8.506
2CXO J091758.7+514116,13.779000000000002,13.251,9.794,7.183
2CXO J091828.5+513932,13.272,12.322,9.406,6.9529999999999985
2CXO J111422.4+531912,14.719,13.457,10.877,8.128
2CXO J111452.8+531531,15.037,13.800999999999998,10.769,7.864
2CXO J111511.2+532037,14.484000000000002,13.68,10.372,7.786
2CXO J111518.5+531452,15.123,13.704,10.720999999999998,8.585
2CXO J122338.6+065715,9.733,9.722,7.1770000000000005,5.19
2CXO J122349.6+072659,13.14,12.685,10.025,8.147
2CXO J122418.0+070948,15.139,13.81,11.159,8.355
2CXO J085200.7-461418,13.382,11.923,8.685,5.582999999999998
2CXO J103934.1+395257,14.513,13.404000000000002,10.081,8.472999999999999
2CXO J013256.2+303546,14.341,14.165,10.805,7.936
2CXO J013256.6+301542,7.393,7.528,7.437,7.586
2CXO J013323.2+305653,8.281,8.318,8.326,8.224
2CXO J013334.5+303556,14.084,13.675999999999998,10.603,8.662
2CXO J013337.0+302321,7.4860000000000015,7.515,7.3820000000000014,6.891
2CXO J013346.5+305430,9.686,9.709,9.569,9.364
2CXO J013346.8+305453,11.152,11.201,10.815,9.176
2CXO J013351.1+303823,13.542,13.367,11.278,8.822000000000003
2CXO J013452.8+302810,12.035,12.071,12.817,8.988999999999997
2CXO J013502.7+303711,17.365,16.73,12.649,9.283
2CXO J022511.3+620942,11.515999999999998,11.145,6.157,2.822
2CXO J022518.5+620116,7.997000000000001,7.871,4.269,4.728
2CXO J022525.4+620218,10.712,10.761,7.502999999999999,4.166
2CXO J022531.6+620322,9.141,8.382,3.953,-0.456
2CXO J022534.7+620140,11.432,10.527,6.223,0.3720000000000001
2CXO J022536.5+620117,11.72,11.062,5.502000000000002,0.581
2CXO J022538.8+620816,8.691,7.621,2.969,-1.278
2CXO J022605.8+615846,10.421,10.265999999999998,7.726,4.734
2CXO J022618.8+615952,9.829,9.286,6.002000000000002,1.973
2CXO J022634.3+620152,11.428,11.547,7.496,2.573
2CXO J022635.3+621937,11.017,10.931,8.951,3.894
2CXO J022645.2+620307,7.035,6.874,7.249,3.913
2CXO J022645.7+615950,11.626,11.617,8.011000000000001,3.969
2CXO J022655.3+621051,9.774,9.675,7.286,3.64
2CXO J022701.4+621440,9.694,9.512,10.261,1.256
2CXO J022709.3+615443,10.947,10.4,6.4220000000000015,2.589
2CXO J022720.2+620202,9.01,8.613999999999999,7.838999999999999,5.922999999999999
2CXO J022736.3+622000,7.8210000000000015,7.825,9.125,6.0070000000000014
2CXO J022743.9+622247,10.594,10.625,8.089,5.983
2CXO J024014.2+610916,10.239,10.304,9.618,7.327000000000001
2CXO J005614.6-011828,14.868,13.633,10.199,8.309
2CXO J142352.4+224744,13.65,12.725,9.88,7.015
2CXO J142305.0+240508,16.889,16.158,12.661,9.221
2CXO J142354.9+240925,14.935,14.705,13.008,9.225
2CXO J133355.8+375258,16.322,15.338,13.012,9.544
2CXO J133401.0+375405,16.953,15.6,12.536,9.573
2CXO J133402.5+375129,16.456,15.666,12.46,9.115
2CXO J133410.6+375956,15.726,14.925999999999998,11.82,9.444
2CXO J133417.5+375722,15.534,13.973,10.928,8.339
2CXO J133424.5+374615,16.861,15.544,12.78,9.523
2CXO J133431.3+374831,16.24,15.16,12.513,9.239
2CXO J133441.8+380011,14.986,14.466,12.774,8.812999999999997
2CXO J133442.7+375914,16.328,14.965,12.046,9.083
2CXO J133452.1+375744,16.248,15.127,12.303,9.435
2CXO J133530.3+375750,17.590999999999998,16.454,12.904000000000002,9.539
2CXO J133544.6+375140,16.244,14.908,11.667,9.31
2CXO J151345.2+552646,15.244000000000002,14.479,11.95,9.229
2CXO J151413.6+553501,14.890999999999998,13.534,10.944,8.963
2CXO J151451.3+552602,17.092,15.976,12.674,8.982999999999997
2CXO J151545.0+553518,16.980999999999998,15.744000000000002,13.134,9.436
2CXO J103307.6-360156,14.813,13.722,10.723,8.53
2CXO J171517.5+601637,17.464000000000002,16.733,12.914,10.052
2CXO J171520.1+601313,16.991,16.125,13.053,9.389
2CXO J171521.8+601647,16.154,15.143,11.54,8.972000000000003
2CXO J171544.0+600835,14.108,13.73,11.114,7.657
2CXO J171545.5+601119,16.476,15.295,12.552,9.656
2CXO J171856.3+595548,17.475,17.012999999999998,13.226,9.728
2CXO J132851.7+472221,16.212,14.845999999999998,11.644,9.096
2CXO J132933.2+471440,16.759,16.662,12.263,9.505
2CXO J132937.0+471330,16.672,15.598,11.202,8.297
2CXO J132938.6+471336,12.638,12.624,10.61,8.202
2CXO J132938.9+471103,13.765999999999998,13.646,9.852,8.458
2CXO J132943.3+471525,15.053,14.671,11.088,8.37
2CXO J132943.8+471434,17.097,16.669,10.882,9.19
2CXO J132953.3+471042,12.244000000000002,11.686,7.4289999999999985,4.845
2CXO J132955.4+471143,11.815,11.173,6.238,3.4210000000000003
2CXO J133004.0+471003,13.178,12.942,8.42,6.183
2CXO J133011.0+471041,15.813,15.11,11.001,8.895
2CXO J191147.8+050036,7.398,7.403,7.31,6.695
2CXO J153150.1+242108,14.26,13.113,10.479,8.344
2CXO J153159.1+242048,13.262,12.23,9.317,6.646
2CXO J153304.0+302508,14.958,14.156,11.177,7.95
2CXO J123428.1+620632,16.31,15.082,12.142,9.267
2CXO J123529.3+621257,17.861,16.122,12.664,9.544
2CXO J123536.0+621647,11.864,11.923,11.71,9.616
2CXO J123537.0+621724,17.704,16.526,13.082,9.303
2CXO J123549.3+621537,17.285,16.357,12.964,8.932
2CXO J123555.0+621800,15.323,15.177,13.147,9.358
2CXO J123618.5+621115,16.117,15.86,12.603,8.935
2CXO J123622.9+621527,17.405,16.38,13.05,8.823
2CXO J123624.9+622116,10.731,10.800999999999998,10.727,9.188
2CXO J123625.3+621405,14.114,13.964,13.113,9.475
2CXO J123629.1+621046,16.541,16.503,12.892,9.254
2CXO J123629.2+621614,16.552,16.649,13.177,9.373
2CXO J123632.7+622028,13.828,13.806,12.402,9.389
2CXO J123635.5+621424,17.254,15.674,12.993,8.652999999999999
2CXO J123636.6+621346,16.635,15.949000000000002,13.058,9.492
2CXO J123636.7+621156,17.500999999999998,16.881,13.182,9.197
2CXO J123639.9+621250,17.022000000000002,16.727999999999998,13.066,9.513
2CXO J123640.0+621942,11.786,11.682,11.687,9.461
2CXO J123642.1+621545,16.18,16.081,12.685,8.892999999999997
2CXO J123646.3+621404,16.598,16.175,13.03,9.445
2CXO J123652.9+620727,10.27,10.209,10.052,9.147
2CXO J123658.8+621434,16.539,16.547,12.619000000000002,9.399
2CXO J123702.7+621543,15.973,15.418,12.376,9.439
2CXO J123704.1+620754,16.563,15.54,12.48,9.484
2CXO J123704.6+621651,17.049,17.015,12.465,9.229
2CXO J123707.8+621605,16.647000000000002,16.012999999999998,13.149,9.046
2CXO J123715.9+621213,16.750999999999998,16.747,12.999,9.314
2CXO J123716.1+620322,15.94,14.597,11.225,9.291
2CXO J123716.1+620708,16.597,16.465,12.708,9.479
2CXO J123716.6+621733,17.153,15.868,12.257,8.902000000000003
2CXO J123717.0+620552,17.738,16.305,12.768,9.228
2CXO J123725.6+621649,15.767,15.595999999999998,12.852,8.693
2CXO J123726.3+620432,17.118,16.791,12.67,9.444
2CXO J123748.4+622129,14.91,14.803,12.821,9.536
2CXO J123849.8+631728,15.031,13.75,10.669,7.862
2CXO J083205.9+524359,15.999,14.594,11.33,8.488999999999999
2CXO J111354.6+124439,11.332,9.861,7.069,5.209
2CXO J111358.8+123043,15.184,13.844,11.144,8.376
2CXO J085331.5+512646,8.901,8.935,8.936,9.028
2CXO J144958.5+085911,16.105999999999998,15.261,11.797,8.897
2CXO J160410.2+432614,14.998,13.873,10.615,8.423
2CXO J160421.7+432354,16.671,15.606,12.215,9.522
2CXO J133045.0-013816,14.901,13.86,11.462,9.219
2CXO J031818.8-663230,11.617,11.62,10.884,9.082
2CXO J030514.1+034853,15.904000000000002,15.449000000000002,11.461,9.058
2CXO J030517.9+035046,17.034000000000002,15.718,12.169,8.251
2CXO J030518.4+034600,8.627,8.663,8.665,8.432
2CXO J030532.4+035139,16.791,15.611,12.157,9.005
2CXO J030539.9+034149,16.825,15.783,12.56,9.005
2CXO J030550.0+035008,16.945999999999998,15.858,12.51,9.058
2CXO J102554.6+471424,13.474,13.194,10.264,7.985
2CXO J205018.9+442629,9.129,9.156,8.673,6.707000000000002
2CXO J205033.0+441538,11.308,10.759,8.541,5.77
2CXO J205037.0+441824,8.85,8.095,6.515,4.78
2CXO J205042.8+442155,8.066,6.657,3.242,0.298
2CXO J205044.9+441554,9.503,8.9,7.134,5.037
2CXO J205052.6+441644,9.831,9.342,7.5870000000000015,5.454
2CXO J205103.3+442415,10.558,9.932,7.645,5.053
2CXO J205104.6+442350,8.992,8.205,5.952000000000001,3.65
2CXO J205115.1+441817,10.67,9.943,7.502000000000002,5.526
2CXO J205115.8+441456,10.176,9.718,7.763,5.3370000000000015
2CXO J205116.5+442258,11.289,11.113,8.532,5.926
2CXO J205121.0+442620,9.212,8.573,6.747999999999998,4.837
2CXO J205122.6+442108,10.244000000000002,9.799,8.536,6.4129999999999985
2CXO J205133.3+442637,9.196,8.647,7.105,5.232
2CXO J205141.8+441607,10.479,9.965,7.53,5.565
2CXO J122645.3+332801,16.816,17.052,12.630999999999998,8.777999999999999
2CXO J061754.3+222432,6.69,6.666,6.649,6.365
2CXO J003309.1-432652,15.761,15.32,12.53,9.065
2CXO J003357.2-433601,16.753,15.565,12.272,8.59
2CXO J003417.9-433924,17.355,15.781,12.109000000000002,9.035
2CXO J003436.7-433846,16.882,16.721,12.293,9.054
2CXO J003452.0-431928,16.660999999999998,15.932,12.528,8.652000000000001
2CXO J003452.2-434616,16.752,16.022000000000002,12.241,9.003
2CXO J003455.1-433544,16.663,15.533,12.489,8.816
2CXO J003502.5-433419,16.816,15.868,12.387,9.163
2CXO J003504.5-434106,16.855999999999998,15.814,12.638,8.994
2CXO J003516.1-432451,16.148,15.095999999999998,12.4,8.557
2CXO J003529.3-433611,16.718,15.547,12.377,8.907
2CXO J003536.2-433008,16.589000000000002,15.489,12.845999999999998,9.058
2CXO J003541.4-432101,16.788,16.531,12.61,9.137
2CXO J003544.8-433119,15.93,14.711,11.988,8.497
2CXO J003547.3-430558,17.11,16.11,12.169,9.063
2CXO J003548.4-431444,16.457,15.065,12.483,8.675
2CXO J003554.1-433418,17.032,16.756,12.338,9.097
2CXO J003616.5-433918,16.007,15.41,12.398,9.019
2CXO J003620.1-433926,16.869,16.929000000000002,12.789,9.264
2CXO J003630.4-433709,17.401,16.199,12.775,8.644
2CXO J034606.6+680705,9.804,9.827,10.54,8.567
2CXO J034626.0+680420,13.268,13.103,10.800999999999998,7.865
2CXO J145710.8+221844,15.668,14.591,11.599,8.889
2CXO J150108.1+225001,10.352,10.053,9.618,9.072
2CXO J163950.3+463326,16.097,14.869000000000002,11.581,9.248
2CXO J164104.4+463850,15.36,13.909,10.954,8.847999999999997
2CXO J145111.7+580002,14.533,14.118,12.581,9.82
2CXO J145256.5+580844,8.466000000000001,8.502,8.484,8.359
2CXO J145447.1+580058,15.312,14.341,12.259,9.249
2CXO J054528.5-001440,9.689,9.665,9.573,8.201
2CXO J054553.1-001325,11.457,11.319,10.586,6.615
2CXO J054600.1+000307,10.561,10.083,7.677,5.61
2CXO J054604.5+000458,8.494,7.9060000000000015,5.827000000000001,3.853
2CXO J054619.4-000519,8.273,7.707000000000002,5.231,3.103
2CXO J054622.4-000852,9.767,9.517,7.277,4.839
2CXO J054645.3+000240,8.356,8.016,4.587,1.3330000000000002
2CXO J054646.8+000907,9.267,8.641,4.433,3.27
2CXO J054650.2+000439,9.276,8.63,6.466,1.3090000000000002
2CXO J144452.1-622001,6.956,7.051,6.945,6.624
2CXO J144603.6-623209,6.5870000000000015,6.613,6.579,6.301
2CXO J201932.6+403913,6.942,6.9289999999999985,7.1160000000000005,6.948
2CXO J201947.0+405303,12.511,12.09,9.101,5.229
2CXO J201948.7+405220,11.656,11.337,7.61,3.247
2CXO J201949.1+405209,7.814,7.803,7.691,4.149
2CXO J202001.0+405231,12.73,12.206,10.781,6.4110000000000005
2CXO J202005.9+405028,10.235,9.3,5.5139999999999985,2.958
2CXO J202009.8+404627,12.339,11.74,7.92,4.85
2CXO J202025.7+403549,7.835,7.89,7.6960000000000015,6.721
2CXO J083632.7+552846,16.695999999999998,16.993,12.886,9.192
2CXO J083633.5+553245,15.262,14.238,11.107,8.74
2CXO J162118.0+381629,16.053,15.779000000000002,12.119000000000002,8.892999999999997
2CXO J205357.5+322314,8.493,8.525,8.486,7.875
2CXO J074758.8-192411,7.112,7.152,7.082000000000002,6.574
2CXO J192241.9+141011,11.515999999999998,7.992000000000001,7.104,2.526
2CXO J192300.0+140153,10.425999999999998,10.089,8.198,4.11
2CXO J192353.4+142528,11.112,10.262,4.527,-0.35200000000000004
2CXO J132014.7+330836,11.5,11.545,10.821,9.156
2CXO J132753.8-265701,7.394,7.292999999999998,7.226,7.167999999999998
2CXO J112306.3+013749,15.345999999999998,14.130999999999998,11.47,8.704
2CXO J002410.9-015647,14.915,13.586,10.038,7.437
2CXO J111928.4+130251,15.291,14.572,11.129,8.905
2CXO J111946.9+133800,15.882,14.608,11.5,8.61
2CXO J112011.8+133122,16.19,14.905,11.763,9.086
2CXO J112039.8+133620,14.669,13.904000000000002,11.082,8.488
2CXO J112041.5+133550,16.25,15.149,12.18,8.871
2CXO J112048.9+133822,14.685,13.748,10.737,8.105
2CXO J133604.5-300828,14.701,13.712,10.612,8.696
2CXO J133620.0-295106,10.859000000000002,10.925,11.049,9.449
2CXO J133705.5-295032,14.049,14.138,10.746,8.984
2CXO J133724.2-295056,16.609,15.48,11.387,8.939
2CXO J152156.5+520238,12.771,11.738,8.396,6.4620000000000015
2CXO J142555.1+373901,15.97,14.975,12.089,8.947000000000003
2CXO J142652.2+380248,14.583,13.734000000000002,11.259,9.102
2CXO J141429.9-002309,15.047,14.336,11.975,9.112
2CXO J141430.2-001358,16.468,15.299,12.625,9.456
2CXO J141509.9-000711,15.564,14.958,12.050999999999998,8.876
2CXO J141525.6-003042,17.012,15.449000000000002,12.65,9.426
2CXO J141528.7-002634,13.338,11.932,8.74,6.113
2CXO J225152.1+623850,10.985,10.961,12.005999999999998,9.027
2CXO J225204.2+624732,8.956,8.993,8.949,8.561
2CXO J225248.0+623056,9.917,9.946,9.958,8.657
2CXO J225250.9+623043,11.59,11.549,11.092,8.642999999999999
2CXO J225253.3+623706,6.579,6.667999999999998,6.582000000000002,6.31
2CXO J225302.6+623706,10.823,10.586,8.818,6.3439999999999985
2CXO J225338.4+623657,7.866,7.643,6.335,3.821
2CXO J225357.3+623650,12.331,12.419,12.95,9.362
2CXO J225358.8+623540,10.265999999999998,10.05,8.783,7.7429999999999986
2CXO J225424.0+623515,10.542,10.524,10.713,8.777999999999999
2CXO J225500.5+623522,9.079,8.525,7.077000000000001,5.261
2CXO J225505.8+623450,8.674,8.029,5.935,4.064
2CXO J225525.0+623651,11.573,11.573,11.735,9.48
2CXO J225533.0+624059,10.278,10.29,10.742,9.314
2CXO J225610.1+623942,7.555,7.004,6.169,4.651
2CXO J225613.2+623533,8.994,8.47,6.5760000000000005,3.987
2CXO J225628.8+623841,10.422,10.058,7.13,4.126
2CXO J225636.5+624007,8.37,7.9289999999999985,5.3820000000000014,3.327
2CXO J201546.6+371532,10.779000000000002,10.816,10.41,8.431000000000001
2CXO J201559.6+371434,9.511,9.547,9.903,8.214
2CXO J201636.4+372214,9.279,9.32,9.388,8.93
2CXO J201657.1+371128,6.63,6.675,6.669,6.3870000000000005
2CXO J202229.2+364613,10.1,10.133,10.81,9.041
2CXO J081739.5-073308,13.028,12.173,9.545,7.315
2CXO J133223.2+503431,15.236,14.744000000000002,10.999,9.002
2CXO J133240.6+502434,15.168,13.984000000000002,11.283,8.738999999999999
2CXO J022224.4+422138,14.337,12.958,9.924,7.526
2CXO J021013.6-001159,16.934,15.619000000000002,12.347,8.924
2CXO J021025.7-001623,15.534,14.722,11.748,8.689
2CXO J020845.5+002236,13.702,12.434,9.216,7.075
2CXO J020847.2+002014,14.984000000000002,13.727,10.985,8.535
2CXO J020913.3+002503,15.953,15.02,12.375,9.102
2CXO J020923.5+002746,15.904000000000002,14.84,12.135,8.808
2CXO J020925.1+002356,13.313,13.106,9.627,7.504
2CXO J043115.8+182008,10.161,9.944,9.537,7.94
2CXO J043124.0+180020,10.352,10.05,9.663,8.376
2CXO J043158.6+181840,9.069,9.088,9.067,8.074
2CXO J043216.0+181244,9.59,9.026,7.01,5.654
2CXO J043332.8+180043,9.386,8.982999999999997,6.4689999999999985,4.704
2CXO J043339.3+175152,7.282999999999999,6.421,4.172,2.16
2CXO J222221.1+195947,11.366,10.379,7.795,5.499
2CXO J110502.0+594103,11.889,11.634,8.234,5.631
2CXO J022439.6-042401,15.415,14.78,11.803,8.917
2CXO J221550.4-172946,16.636,16.203,12.577,8.807
2CXO J123551.7+275604,16.404,16.45,12.11,9.12
2CXO J123558.9+280548,16.313,14.906,11.645,8.844
2CXO J122719.0+752413,7.572999999999999,7.648,7.582000000000002,7.347
2CXO J222403.9-013413,7.774,7.816,7.757999999999999,7.75
2CXO J121451.2+363013,14.806,14.255999999999998,11.687,8.743
2CXO J121526.3+361944,15.298,14.778,12.454,9.082
2CXO J121535.1+361957,13.261,12.914,8.987,6.047999999999999
2CXO J121537.2+362219,13.234000000000002,13.115,11.843,8.799
2CXO J121537.9+362222,13.013,12.782,11.502,8.317
2CXO J121538.1+361944,11.991,11.85,8.607000000000001,8.39
2CXO J121541.3+362114,15.097,14.33,10.787,7.301
2CXO J121544.7+361846,14.954,14.119000000000002,10.747,7.947999999999999
2CXO J121545.8+362137,16.623,15.896,12.914,9.319
2CXO J121549.2+362145,16.334,16.215,12.470999999999998,9.226
2CXO J010645.9+005612,17.118,15.726,12.057,9.157
2CXO J010702.1+005541,15.252,14.618,12.269,8.801
2CXO J114356.8+195649,14.194,13.449000000000002,11.726,8.671
2CXO J114405.6+195735,14.300999999999998,13.186,10.851,8.946
2CXO J114933.8+222226,13.939,12.925999999999998,10.34,8.128
2CXO J120507.6-074527,16.605999999999998,15.081,11.817,8.741
2CXO J120523.1-074232,14.707,14.117,10.866,7.769
2CXO J120534.5-074121,15.630999999999998,14.592,11.135,8.689
2CXO J120608.9-074550,15.609000000000002,14.017,11.012,8.19
2CXO J110659.1-771854,9.274,8.656,6.534,4.939
2CXO J110709.2-771846,10.64,9.829,7.546,5.2810000000000015
2CXO J110757.2-771725,8.736,7.845,6.144,4.097
2CXO J110759.8-771531,10.947,10.593,10.415,9.053
2CXO J110759.9-771730,8.747,8.355,7.233,5.6789999999999985
2CXO J110838.9-771603,8.294,7.786,7.506,4.954
2CXO J110904.8-770957,10.833,10.607,10.399,9.458
2CXO J110937.6-771040,8.812000000000003,8.542,8.415,7.815
2CXO J111028.6-771659,10.504,10.242,10.048,8.913
2CXO J111035.5-772207,9.802,9.499,9.417,8.981
2CXO J080731.7+211753,15.316,13.818,11.021,8.712
2CXO J080749.1+212121,15.543,14.211,11.179,8.41
2CXO J131119.2-012030,14.879,13.729,9.953,7.678
2CXO J131129.6-011602,15.932,14.831,11.882,8.666
2CXO J131135.6-012012,15.307,14.604,12.144,8.86
2CXO J131155.8-012557,16.022000000000002,14.975,12.504,9.05
2CXO J193426.9+303258,10.445,10.491,9.727,6.1770000000000005
2CXO J193840.1+303028,11.108,11.098,11.143,9.153
2CXO J130729.5+462719,15.618,14.388,11.42,8.696
2CXO J024149.9-000431,16.544,15.649,12.186,8.987
2CXO J024224.4+000008,17.503,17.195999999999998,12.75,8.783999999999999
2CXO J024227.3+000845,16.049,15.081,12.331,8.379
2CXO J024230.6-000029,14.848,13.618,9.24,6.316
2CXO J024250.9-000031,16.535999999999998,15.497,10.065,6.579
2CXO J024300.7-001055,17.164,15.918,12.704,8.923
2CXO J052514.4-655445,13.653,12.247,8.34,5.7620000000000005
2CXO J031845.5-441831,9.302,9.325,9.305,9.131
2CXO J031851.9-441816,15.477,14.045,11.142,8.934
2CXO J163443.7+562917,6.76,6.859,6.7639999999999985,6.682
2CXO J122654.4-005430,14.765999999999998,13.916,11.068,7.561
2CXO J170212.5-300122,9.217,9.197,9.305,8.693
2CXO J084825.2+444808,16.735,15.831,12.806,9.145
2CXO J084827.3+445434,15.722,14.854,12.414,8.926
2CXO J084840.3+445801,17.04,16.676,12.545,9.178
2CXO J084854.4+445150,16.657,15.774,12.695,9.184
2CXO J084856.7+445226,16.459,15.968,12.439,9.137
2CXO J084902.2+450004,14.409,13.34,10.36,7.892
2CXO J084905.0+445714,16.258,14.955,12.509,8.874
2CXO J084906.3+450109,17.338,16.12,12.819,8.787
2CXO J084922.5+445357,15.035,14.663,11.393,8.773
2CXO J084944.4+445840,6.72,6.738,6.765,6.675
2CXO J085008.9+445315,16.525,15.273,12.264,8.964
2CXO J084304.8+292953,15.297,13.85,10.755999999999998,8.293
2CXO J084309.8+292919,15.787,14.519,11.154000000000002,8.371
2CXO J083925.4+295319,9.279,9.086,8.941,9.002
2CXO J155209.2+200523,13.362,13.259,11.463,8.701
2CXO J155229.9+200721,13.092,12.232,9.211,6.876
2CXO J013629.5+154656,16.211,15.27,10.89,9.275
2CXO J013643.7+154244,16.475,15.673,12.345,9.343
2CXO J013643.9+154757,13.789,13.635,9.342,7.419
2CXO J013647.4+154744,9.944,9.802,9.658,7.99
2CXO J013648.7+154643,13.657,13.572,11.752,9.113
2CXO J221722.7+002108,14.161,13.945,11.311,8.033
2CXO J221736.5+001622,16.965,16.441,12.539,8.964
2CXO J221739.7+000652,17.089000000000002,16.298,12.119000000000002,9.225
2CXO J221805.7+000912,17.339000000000002,15.717,12.681,8.967
2CXO J020022.0-084511,14.59,13.574000000000002,10.694,8.703
2CXO J020039.1-084554,14.402,13.382,10.804,8.541
2CXO J020011.5-093126,13.719,12.712,10.241,7.776
2CXO J142123.9+463318,14.187,13.514,9.765,7.465
2CXO J142355.3+460734,16.846,15.892,12.958,9.029
2CXO J142433.8+461543,15.228,14.025,11.518,8.709
2CXO J142437.9+453453,15.015,14.045,11.822,9.448
2CXO J141531.4+113157,14.130999999999998,13.327,10.194,7.8610000000000015
2CXO J141531.9+112850,15.687,14.722,11.573,8.935
2CXO J141634.8+113329,15.939,15.01,11.816,9.053
2CXO J213612.8+572956,12.887,12.726,8.452,5.369
2CXO J213623.6+573244,12.595,12.245,7.0779999999999985,6.187
2CXO J213623.6+573804,10.155,10.19,10.221,8.515
2CXO J213625.5+573137,13.679,13.347,9.469,8.629
2CXO J213628.3+573213,13.001,12.652,12.261,8.639
2CXO J213634.8+572612,13.72,13.495,11.036,8.525
2CXO J213636.8+573132,11.222,10.614,7.15,4.342
2CXO J213636.8+573406,9.699,9.685,9.252,7.183
2CXO J213639.1+572953,8.291,7.54,5.582000000000002,3.455
2CXO J213641.0+573008,8.583,8.595,9.018,4.444
2CXO J213641.3+572202,14.052,13.887,12.104,8.355
2CXO J213643.9+572928,11.84,11.322,8.477,5.3610000000000015
2CXO J213644.4+572355,12.443,12.337,12.111,8.69
2CXO J213646.0+572932,9.796,8.976,7.419,4.744
2CXO J213648.1+573919,7.5539999999999985,7.5939999999999985,7.561,7.319
2CXO J213648.2+573402,13.526,13.423,11.39,9.124
2CXO J213649.3+573122,9.456,8.776,8.401,6.261
2CXO J213649.6+572227,11.451,11.267,8.541,5.725
2CXO J213650.6+573110,8.302999999999999,8.144,8.557,7.056
2CXO J213657.6+572733,9.857,9.242,6.987,4.802
2CXO J213700.8+572522,12.418,12.416,11.719,8.378
2CXO J213701.2+573418,13.173,12.847,10.13,7.29
2CXO J213701.9+572822,11.058,10.640999999999998,8.571,6.192
2CXO J213702.4+572614,12.838,12.704,12.628,9.109
2CXO J213703.1+572718,13.289,13.239,11.325,7.707999999999998
