name,W1mag,W2mag,W3mag,W4mag
2CXO J143303.8+023158,15.764,14.353,11.441,8.787
2CXO J143335.3+022718,16.726,15.466,12.319,9.05
2CXO J143353.0+354928,15.425999999999998,14.3,11.675,9.282
2CXO J143407.4+022704,16.445999999999998,14.984000000000002,12.142,8.917
2CXO J143411.2+334015,15.847,14.617,11.36,8.692
2CXO J143421.3+340446,16.567,15.121,11.671,9.066
2CXO J143528.0+350928,16.14,14.94,11.699000000000002,8.972000000000003
2CXO J143543.7+342906,15.03,14.35,11.104,9.268
2CXO J143605.0+334241,15.523,14.136,10.689,8.674
2CXO J143642.1+353928,14.909,13.793,10.845,8.704
2CXO J143728.7+344547,13.304,11.946,8.776,6.2360000000000015
2CXO J143740.0+342619,16.498,15.434,12.143,9.635
2CXO J143756.4+351937,13.681,12.706,10.296,8.329
2CXO J143827.5+344209,16.125,15.383,11.208,8.232000000000001
2CXO J143830.2+353915,13.949000000000002,13.038,10.876,8.942
2CXO J143853.3+354920,15.528,14.214,11.053,8.728
2CXO J144024.8+033608,14.639,13.392,11.015,8.548
2CXO J144038.4-600136,7.654,7.701,7.705,7.869
2CXO J144105.5+045455,13.907,12.577,8.876,6.247999999999998
2CXO J144649.7+100350,16.227999999999998,15.099,11.643,9.019
2CXO J144654.6+091801,15.483,14.056,10.988,8.701
2CXO J144738.2+082546,14.679,13.728,11.411,8.95
2CXO J145344.6+033330,14.659,13.521,10.804,8.737
2CXO J145353.5+032450,16.102,15.401,11.486,9.179
2CXO J145453.5+032456,15.663,14.664,10.973,8.685
2CXO J145528.6+031300,15.417,14.805,12.233,8.743
2CXO J145721.9+025342,15.432,14.177,11.206,9.076
2CXO J145725.1+223131,15.1,13.674,10.299,8.269
2CXO J145837.8+022524,15.194,14.015,11.461,9.298
2CXO J145843.1+025157,14.579,13.924,10.713,8.103
2CXO J150020.0+224311,16.382,15.364,11.814,9.057
2CXO J150031.9+022047,15.800999999999998,14.502,11.095999999999998,9.061
2CXO J150113.1+232908,11.796,10.701,8.033999999999999,5.513
2CXO J150130.1+225118,14.25,12.925,10.238,7.693
2CXO J150130.6-413405,7.847,7.859,7.838999999999999,7.769
2CXO J150353.2+005837,14.944,13.852,10.509,8.251
2CXO J150354.5+011619,16.447,15.106,12.603,8.91
2CXO J150401.3+005955,16.342,15.071,12.147,8.985
2CXO J150440.4+010734,12.306,11.482,9.06,7.019
2CXO J150521.9+014149,13.606,12.816,10.163,7.967
2CXO J150545.6+014148,17.492,16.166,12.855,9.415
2CXO J150721.0+554559,14.845999999999998,14.288,11.515,8.664
2CXO J150732.9+022446,15.36,14.165,11.458,8.85
2CXO J150743.4+011324,13.99,12.823,9.952,7.487
2CXO J150822.7+014755,15.705,15.640999999999998,13.095,9.514
2CXO J150827.1+561239,15.195,14.130999999999998,11.692,9.288
2CXO J150838.3+003248,14.823,13.738,10.942,8.908
2CXO J150842.1+332802,13.627,12.479,9.763,7.3279999999999985
2CXO J150854.3-583634,8.24,8.279,7.73,5.521
2CXO J150925.6+565729,16.482,15.609000000000002,13.206,9.029
2CXO J150934.6+571006,17.137999999999998,16.092,12.509,9.733
2CXO J150935.8+565922,15.800999999999998,14.845999999999998,11.572,9.178
2CXO J150935.8+570325,16.160999999999998,15.758,13.058,9.367
2CXO J150940.7+571811,14.742,13.645,10.85,8.418
2CXO J150944.8-584339,11.357,10.906,9.598,6.95
2CXO J150953.2+570547,17.035999999999998,16.448,12.242,9.187
2CXO J150953.7+570048,16.992,16.340999999999998,13.059,9.349
2CXO J151010.3+570609,15.526,15.146,12.066,8.871
2CXO J151026.1+074124,15.045,13.842,10.326,7.55
2CXO J151141.2+051809,10.107,8.884,5.984,3.685
2CXO J151153.0+565601,16.817999999999998,15.644,13.271,9.697
2CXO J151323.0+071043,16.985,15.505999999999998,12.398,9.438
2CXO J152046.7+525924,16.348,15.9,11.862,9.602
2CXO J152144.8+525448,14.378,13.32,10.419,8.261000000000001
2CXO J152157.4+285918,13.294,12.857,10.159,7.854
2CXO J152209.8+525114,17.317999999999998,15.706,12.702,9.08
2CXO J152304.2+541704,14.623,13.665,11.439,9.106
2CXO J152335.5+543127,17.066,16.048,12.859000000000002,9.317
2CXO J152342.9-570923,8.711,7.393,0.882,-2.188
2CXO J152346.8+541720,14.287,13.798,10.498,8.302999999999999
2CXO J152359.4+542957,15.905,14.402,10.844,9.26
2CXO J152442.5+292701,12.939,12.735,9.634,6.982
2CXO J152503.9+542645,15.878,14.992,12.199000000000002,9.102
2CXO J152832.4+285751,12.288,11.61,8.889,6.609
2CXO J152835.9-561144,7.0939999999999985,7.1160000000000005,7.138,6.734
2CXO J153044.1+231013,14.54,13.171,9.773,7.416
2CXO J153059.2+285932,14.753,14.578,11.517,9.646
2CXO J153115.2+230454,14.371,13.372,10.684,8.49
2CXO J153152.3-561040,8.078,8.092,7.21,4.208
2CXO J153202.2+301627,12.447,12.193,10.319,8.168
2CXO J153229.5+300750,12.001,10.806,6.917999999999998,4.085
2CXO J153244.3+240624,15.705,14.53,11.394,9.398
2CXO J153258.2+305908,14.161,13.22,10.065,8.083
2CXO J153338.7+305903,15.992,14.592,11.433,9.006
2CXO J153827.9-554934,5.6629999999999985,5.711,5.898,5.589
2CXO J154012.9+304520,14.941,13.493,10.369000000000002,8.161
2CXO J154018.0+304438,15.287,13.902,10.54,8.337
2CXO J154204.9-522400,9.941,9.992,10.418,8.417
2CXO J155438.2+193333,14.800999999999998,13.254,10.057,7.809
2CXO J155748.3-542453,11.88,11.572,10.564,7.771
2CXO J155751.2-542334,7.697999999999999,7.742000000000001,8.048,7.588999999999999
2CXO J160015.6+552300,14.04,12.874,10.238,8.113
2CXO J160153.5+433048,15.525,13.987,10.775,8.334
2CXO J160253.9+422824,16.107,15.209,12.184,9.526
2CXO J160319.9+422147,14.803,13.897,10.783,8.156
2CXO J160354.2+422217,15.603,14.559,11.892,9.67
2CXO J160550.9+440540,15.162,13.666,10.177,7.136
2CXO J161007.1+535813,15.852,14.462,10.912,8.474
2CXO J161151.4-603755,10.022,9.357,7.015,4.534
2CXO J161245.6+511816,14.899,13.597,10.509,8.312999999999999
2CXO J161324.4+505242,17.680999999999994,16.532,13.323,9.826
2CXO J161328.5-603852,6.515,6.494,6.488,6.4529999999999985
2CXO J161330.8+510400,16.885,15.739,13.115,9.507
2CXO J161418.8-504126,7.326,7.362999999999999,7.445,5.818
2CXO J161439.5-504313,10.806,9.697,8.333,4.774
2CXO J161502.6-504344,9.674,8.98,5.8039999999999985,3.731
2CXO J161626.5+345908,15.679,14.667,12.616,8.965
2CXO J161637.2+344552,14.484000000000002,13.187,10.032,7.754
2CXO J161638.1-520136,7.619,7.586,7.497000000000001,7.393
2CXO J161651.4-515811,7.239,7.235,7.282,5.816
2CXO J161653.0-495124,5.744,5.776,6.021,6.544
2CXO J161713.3-515910,3.22,1.785,-1.38,-5.103
2CXO J161716.4+345058,15.978,14.765999999999998,11.566,8.926
2CXO J161723.5-505151,8.431000000000001,8.476,7.591,4.76
2CXO J161727.1-502322,8.516,8.586,8.413,5.808
2CXO J161752.3-515358,9.985,10.032,10.736,8.508
2CXO J161809.7+350208,11.832,10.469,8.057,5.968
2CXO J161818.8-511024,8.673,8.687000000000001,7.555,5.761
2CXO J161834.0+345625,14.885,13.579,10.550999999999998,8.443
2CXO J161939.9-493848,12.402,10.883,8.273,6.169
2CXO J162000.5-505533,11.739,10.657,6.113,2.253
2CXO J162000.5-510731,9.14,8.987,6.24,1.895
2CXO J162004.8-525517,8.399,8.435,7.78,6.448
2CXO J162009.4-504736,10.45,9.528,6.589,2.261
2CXO J162033.2-504245,10.443,9.839,4.015,0.7979999999999999
2CXO J162036.1-510035,8.258,8.232000000000001,6.1389999999999985,4.306
2CXO J162036.3-512935,9.805,9.812,9.627,4.937
2CXO J162038.2-530159,7.495,7.5710000000000015,7.54,7.9620000000000015
2CXO J162041.0-503930,10.502,9.249,5.954,
2CXO J162105.4-504520,9.134,9.114,7.521,4.8439999999999985
2CXO J162202.6-501343,8.907,8.866,6.956,2.951
2CXO J162620.9-240851,9.277,9.148,8.224,5.978
2CXO J162719.5-244140,8.247,8.129,8.214,6.292000000000002
2CXO J162726.9-244050,7.33,5.007,2.727,-0.6679999999999999
2CXO J162735.2-243833,9.374,9.135,9.728,6.5710000000000015
2CXO J162755.7-242618,8.07,7.582999999999998,5.877000000000002,4.484
2CXO J162759.7-244819,9.051,8.798,8.552999999999999,7.951
2CXO J162825.1-244501,6.492000000000001,6.487,6.455,6.204
2CXO J162841.5+403538,14.428,13.353,10.614,8.347999999999999
2CXO J162845.2-242818,7.274,6.69,4.559,2.648
2CXO J162854.1-244744,8.577,8.347000000000001,6.4460000000000015,3.255
2CXO J162919.9+231919,14.618,13.347,10.759,8.929
2CXO J162933.6+253200,15.927,15.031,11.951,9.015
2CXO J162933.9-245529,8.349,8.351,8.201,7.58
2CXO J162944.1-244120,8.95,8.679,7.46,5.509
2CXO J163023.5+242547,16.234,15.142,11.53,9.047
2CXO J163446.4+461947,14.563,14.085,12.095999999999998,9.044
2CXO J163522.6+461051,14.033,13.222,10.121,7.415
2CXO J163926.0-485147,10.172,10.268,9.342,7.19
2CXO J163930.6-485102,8.467,8.508,8.41,4.659
2CXO J164016.1-485816,7.872999999999998,7.919,7.6389999999999985,5.337999999999999
2CXO J164039.1-484845,10.723,10.737,9.03,5.612
2CXO J164219.9-463849,8.131,8.18,7.722,6.1
2CXO J164634.7+350317,14.944,13.854,11.331,9.339
2CXO J164912.2+345252,14.336,13.079,9.978,7.355
2CXO J165043.4+344529,16.730999999999998,15.227,11.871,9.05
2CXO J165046.3+345138,15.701,14.319,11.345999999999998,8.932
2CXO J165103.1+350947,15.603,14.597,12.209,9.4
2CXO J165150.6+345817,15.939,14.485,11.352,9.078
2CXO J165240.9+350604,16.509,15.365,12.988,8.711
2CXO J165249.2+350058,16.005,14.726,12.192,9.127
2CXO J165433.6-440041,12.944,11.104,8.904,6.695
2CXO J165441.7-433336,5.586,5.28,5.364,4.668
2CXO J165457.6-435626,8.065,8.049,8.112,6.5360000000000005
2CXO J171046.6+584244,8.927999999999997,8.961,8.916,8.574
2CXO J171104.5+584430,15.983,14.764,11.817,9.036
2CXO J171144.8+584919,16.058,14.754,11.787,9.427
2CXO J171150.0+584041,16.066,15.444,12.238,9.003
2CXO J171207.4+584754,13.237,12.118,9.274,6.935
2CXO J171228.1+583905,8.439,8.484,8.454,8.183
2CXO J171354.1-381743,5.479,5.322,5.676,6.0
2CXO J171404.3-381137,9.99,9.388,8.03,3.787
2CXO J171441.1+601342,16.765,15.696,13.277,9.699
2CXO J171446.6+594750,17.311,16.261,12.654000000000002,9.561
2CXO J171450.4+601409,15.894,14.617,12.014,9.054
2CXO J171456.2+593700,17.308,15.758,12.533,9.97
2CXO J171500.1+595611,14.875,13.731,11.05,9.191
2CXO J171513.8+594638,14.36,13.741,10.386,7.971
2CXO J171705.5+601203,18.503,16.698,13.16,9.949
2CXO J171746.0+643139,10.147,9.97,9.833,9.159
2CXO J171754.7+600912,14.619000000000002,13.932,10.017,7.3279999999999985
2CXO J171900.0+595042,15.75,14.841,12.864,9.801
2CXO J171924.9-370613,8.258,8.323,7.858,4.967
2CXO J171951.5-282658,8.783,8.777000000000001,8.783999999999999,7.762
2CXO J172212.1-382232,12.668,11.666,9.353,6.644
2CXO J172328.4+592947,15.225,13.576,10.353,7.625
2CXO J172354.0+592047,7.444,7.516,7.463999999999999,7.427
2CXO J172458.1+591546,14.8,13.849,10.955,8.709
2CXO J172459.1-374530,6.818,6.803,6.691,5.819
2CXO J172621.1-281557,8.815,9.015,9.221,8.56
2CXO J172645.2-282203,7.93,7.947,8.035,8.39
2CXO J172816.9-290931,7.987999999999999,8.023,8.137,7.807
2CXO J173304.9-332328,7.4289999999999985,7.405,7.351,6.729
2CXO J175422.1+673736,16.563,15.999,12.835,10.221
2CXO J175911.9+663512,16.945999999999998,15.970999999999998,11.737,8.149
2CXO J175944.9+662912,15.246,14.543,11.142,8.812000000000003
2CXO J180313.0-300055,7.397,7.391,6.5870000000000015,6.039
2CXO J181328.0-163548,12.156,11.019,7.876,4.931
2CXO J181342.3-163418,9.123,9.173,8.911,5.229
2CXO J181410.6-171115,11.295,10.555,8.162,5.809
2CXO J181809.3-134654,8.548,8.101,5.934,2.001
2CXO J181811.9-134910,10.709,10.575,7.002000000000002,2.95
2CXO J181818.0-134158,9.185,9.088,5.119,0.614
2CXO J181818.4-134421,11.116,10.321,5.855,1.828
2CXO J181819.0-134327,10.359000000000002,9.793,7.436,3.347
2CXO J181823.2-134749,9.403,8.811,5.462999999999999,0.66
2CXO J181826.2-135005,8.496,8.527000000000001,7.206,2.081
2CXO J181830.1-134956,8.323,8.37,7.1320000000000014,3.168
2CXO J181830.9-134308,7.295,7.274,5.464,-0.257
2CXO J181831.7-134535,11.26,10.532,5.675,0.575
2CXO J181832.2-134847,8.478,8.507,6.456,1.712
2CXO J181832.8-134909,10.656,10.358,6.727,2.414
2CXO J181833.3-134928,9.085,8.376,6.266,3.07
2CXO J181833.7-134058,8.683,8.585,6.3420000000000005,1.6869999999999998
2CXO J181836.0-134736,7.2120000000000015,7.2360000000000015,5.0680000000000005,0.7020000000000001
2CXO J181836.4-134802,6.212999999999999,6.0360000000000005,4.931,0.988
2CXO J181837.0-134529,9.404,9.428,5.025,-0.843
2CXO J181837.4-134607,10.451,9.842,3.69,-0.503
2CXO J181837.9-134840,9.819,9.928,7.1160000000000005,2.962
2CXO J181838.1-134425,10.079,10.001,2.547,-2.738
2CXO J181838.4-134556,10.12,10.137,3.895,0.132
2CXO J181839.7-134551,10.527,9.947,5.025,1.317
2CXO J181839.8-134744,8.597999999999999,7.809,5.996,1.389
2CXO J181840.0-134700,8.231,7.592,6.24,1.126
2CXO J181840.1-134518,6.52,6.431,4.081,-1.166
2CXO J181840.1-134631,10.798,10.389,5.216,2.574
2CXO J181840.4-135300,11.24,10.116,6.8,2.974
2CXO J181841.6-134248,10.264,10.11,6.316,0.564
2CXO J181842.0-134942,10.932,10.264,7.483,2.656
2CXO J181842.7-134650,8.671,8.746,7.324,2.619
2CXO J181842.9-134717,11.642,10.913,6.957999999999998,2.301
2CXO J181843.0-134950,11.069,10.55,8.832,3.823
2CXO J181843.2-134639,10.969,10.615,9.659,4.213
2CXO J181843.7-134608,10.421,9.696,9.938,2.826
2CXO J181844.8-134748,9.71,9.258,5.812,1.614
2CXO J181845.0-134919,10.829,10.679,6.403,1.818
2CXO J181845.1-134723,9.342,8.835,4.5139999999999985,0.747
2CXO J181845.8-134630,7.687,7.716,5.317,0.703
2CXO J181845.8-134653,7.974,7.837999999999999,5.464,1.287
2CXO J181846.1-135437,10.79,11.017,7.316,1.6269999999999998
2CXO J181846.8-134916,10.431,9.662,5.098,0.373
2CXO J181846.8-134931,9.98,9.355,5.183,1.016
2CXO J181847.0-132754,8.744,7.954,5.987,3.648
2CXO J181847.3-134114,10.668,9.833,6.374,1.6469999999999998
2CXO J181848.2-134908,9.811,9.185,5.615,1.705
2CXO J181848.6-134749,11.582,10.949000000000002,5.73,2.739
2CXO J181849.1-134803,11.15,10.733,5.5520000000000005,1.929
2CXO J181849.8-135015,10.378,9.504,5.052,3.028
2CXO J181849.9-134659,9.97,9.206,4.354,1.061
2CXO J181850.3-134521,11.659,10.684,6.1610000000000005,2.753
2CXO J181850.6-134812,9.599,9.618,5.051,0.228
2CXO J181852.2-134638,10.688,10.086,6.057,1.031
2CXO J181852.4-134443,11.841,11.323,5.7,1.689
2CXO J181852.6-134942,8.651,8.513,6.501,1.16
2CXO J181853.0-134644,10.949000000000002,10.826,6.438,2.627
2CXO J181853.2-134607,10.198,10.124,6.028,1.864
2CXO J181853.4-134440,10.661,10.143,9.602,5.24
2CXO J181855.6-134844,10.32,10.205,4.992,2.232
2CXO J181855.8-134654,9.659,9.439,6.103,1.602
2CXO J181858.5-134828,9.883,9.495,4.561,-0.239
2CXO J181858.6-134957,11.532,11.323,6.029,1.775
2CXO J181900.1-132520,8.262,8.189,8.815,4.624
2CXO J181905.7-135333,11.081,10.281,5.175,2.096
2CXO J181906.1-133552,11.439,10.327,7.249,4.3180000000000005
2CXO J181907.7-133647,11.617,9.447,8.625,4.364
2CXO J181908.5-133624,9.07,7.548999999999999,5.587999999999999,2.604
2CXO J181909.0-132530,10.271,9.787,7.324,4.618
2CXO J181911.1-133545,11.647,9.801,6.981,2.9360000000000004
2CXO J181912.9-133343,10.627,6.903,5.169,1.318
2CXO J181913.7-132517,11.431,11.065,8.324,5.529
2CXO J181914.1-133355,9.432,8.367,6.725,4.0539999999999985
2CXO J181919.7-132837,9.923,9.24,7.903,5.549
2CXO J181920.8-132733,11.781,10.69,7.808,4.615
2CXO J181926.2-133512,10.271,9.606,6.847,3.652
2CXO J181935.1-133238,9.139,8.577,6.876,4.51
2CXO J182800.8-113336,8.717,8.775,9.514,7.372000000000001
2CXO J182809.2-114057,8.244,8.221,8.101,5.933
2CXO J182810.9-113504,9.138,8.197000000000001,6.894,5.855
2CXO J183053.2-123209,10.648,10.259,8.458,6.079
2CXO J183320.7-083400,6.885,6.891,6.8439999999999985,4.4510000000000005
2CXO J183345.2-081829,7.971,8.009,7.506,4.226
2CXO J183430.3-084021,10.29,10.025,7.849,4.232
2CXO J183442.6-084501,9.265,8.897,6.069,0.901
2CXO J183514.4-083741,9.507,9.283,8.578,6.502000000000002
2CXO J183723.5-060550,8.309,8.332,8.346,5.315
2CXO J183903.4-054245,7.18,7.245,7.342,7.0
2CXO J183924.6-054959,9.837,9.796,7.91,6.197
2CXO J184126.6-034849,11.291,11.246,10.111,6.26
2CXO J184134.4-035234,7.931,7.965,8.104,7.478
2CXO J184137.9-052439,9.061,9.103,7.952000000000001,5.024
2CXO J184147.0-052756,10.099,10.024,8.996,6.231
2CXO J184223.4-034750,9.237,9.238,9.149,7.167000000000002
2CXO J184320.8-032618,7.939,7.951,8.448,5.267
2CXO J184359.0-033156,6.815,6.98,7.186,5.704
2CXO J184604.0-023921,5.659,4.017,,-6.807
2CXO J184605.0-023844,9.464,8.951,3.665,5.307
2CXO J184621.2-024354,9.234,9.25,8.298,4.5
2CXO J184650.6-022908,6.897,6.942,7.016,4.538
2CXO J184741.2-022503,12.281,10.601,9.238,8.097999999999999
2CXO J184825.4-004635,11.419,9.626,6.997999999999998,4.143
2CXO J184935.9-005927,11.175999999999998,11.143,9.969,7.7120000000000015
2CXO J184941.4-005441,11.082,10.345999999999998,8.389,6.835
2CXO J185205.1+003734,12.242,12.126,9.241,7.954
2CXO J185229.5+005108,9.441,8.955,6.432,4.546
2CXO J185625.6+022818,3.832,3.401,3.849,3.391
2CXO J190620.8+075642,10.527,10.168,9.97,8.406
2CXO J190704.0+081205,11.363,11.18,10.78,7.282999999999999
2CXO J190706.7+043427,7.276,7.4460000000000015,7.325,6.877999999999999
2CXO J190725.1+081101,7.858,7.896,7.652,5.433
2CXO J191001.2+050222,8.999,9.021,9.15,8.521
2CXO J193219.0+300827,9.63,9.698,9.849,8.58
2CXO J193535.7+293638,9.732,9.758,9.685,8.383
2CXO J193551.1+292529,10.337,10.372,10.532,9.251
2CXO J193601.3+292417,7.558,7.593,7.614,7.751
2CXO J193621.7+293455,8.964,9.006,8.806000000000003,7.341
2CXO J193650.1+293154,9.453,9.45,9.518,8.82
2CXO J194935.4+301231,10.796,10.534,9.957,8.892999999999997
2CXO J195204.5+280600,6.585,6.645,6.646,6.61
2CXO J195221.4+292453,7.002000000000002,7.09,6.9929999999999986,6.7639999999999985
2CXO J201740.2+362520,7.16,7.198,7.185,6.959
2CXO J201809.4+363411,6.172999999999999,6.182,6.15,5.86
2CXO J202115.3+372431,4.588,3.994,4.184,3.663
2CXO J202119.2+372324,7.8279999999999985,7.819,7.597,5.9910000000000005
2CXO J202127.8+372431,9.54,9.55,7.859,4.633
2CXO J202128.4+372623,9.608,9.353,4.993,1.871
2CXO J202131.6+372040,8.681000000000001,8.657,8.229,4.551
2CXO J202134.9+372442,10.529000000000002,9.077,7.7189999999999985,2.745
2CXO J202139.5+372634,10.3,9.15,4.56,4.444
2CXO J202144.3+372230,7.711,7.268,6.185,4.09
2CXO J202214.9+372156,11.935,11.842,9.889,7.249
2CXO J202820.2+411936,8.738,8.793,8.62,4.46
2CXO J202902.2+401327,10.024,9.308,6.881,3.933
2CXO J202916.2+401105,11.614,10.553,12.158,3.222
2CXO J202939.0+400203,11.084,10.784,8.792,5.065
2CXO J202954.5+401012,11.759,11.127,6.134,4.07
2CXO J203012.6+413208,11.254,10.744000000000002,9.392,5.5
2CXO J203144.9+401822,12.709,10.573,9.575,5.8020000000000005
2CXO J203145.6+401844,10.287,9.735,8.457,6.073
2CXO J203147.1+401857,9.778,7.681,5.5539999999999985,2.95
2CXO J203151.0+401839,12.651,12.565,11.542,5.039
2CXO J203151.8+402129,10.847,10.269,8.314,1.706
2CXO J203152.1+401831,10.872,8.32,7.117000000000001,5.114
2CXO J203152.6+401215,13.458,13.235,9.118,5.457999999999998
2CXO J203156.6+401614,10.591,9.969,6.589,3.3310000000000004
2CXO J203157.7+401718,10.428,10.342,7.387,3.384
2CXO J203158.6+401915,11.300999999999998,10.536,6.291,4.297
2CXO J203159.0+401647,12.764,11.851,8.378,4.063
2CXO J203203.1+402216,10.165,9.244,5.931,3.626
2CXO J203204.0+401856,12.204,10.883,10.096,4.048
2CXO J203204.9+401108,11.724,10.795,9.337,5.325
2CXO J203205.0+401715,10.668,10.153,7.785,4.134
2CXO J203205.2+402411,11.319,10.648,8.662,5.182
2CXO J203207.8+401758,12.058,10.981,7.766,3.59
2CXO J203208.0+401740,12.577,11.85,7.5710000000000015,4.372
2CXO J203209.1+401739,11.375,10.644,8.002,4.266
2CXO J203210.1+402028,10.591,10.021,6.602,4.675
2CXO J203210.7+401624,11.345,10.817,8.718,4.084
2CXO J203211.7+401805,10.359000000000002,9.73,6.431,3.912
2CXO J203212.9+401257,11.793,11.640999999999998,8.838,5.204
2CXO J203215.0+401645,11.255999999999998,10.755,7.675,3.543
2CXO J203216.0+401023,12.48,11.959,10.649,5.334
2CXO J203217.3+401949,10.244000000000002,9.111,5.292999999999998,1.96
2CXO J203218.4+401725,10.043,9.419,7.775,2.029
2CXO J203220.6+401852,10.546,9.724,5.807,7.474
2CXO J203220.6+401950,10.425999999999998,7.3820000000000014,5.3039999999999985,2.214
2CXO J203221.1+402026,9.877,7.896,5.655,7.155
2CXO J203221.5+401104,12.62,12.439,8.557,4.401
2CXO J203223.0+401922,8.914,7.941,5.319,2.897
2CXO J203226.1+402217,12.304,11.587,9.332,4.383
2CXO J203230.2+403434,6.8370000000000015,6.797999999999999,7.016,8.496
2CXO J203231.5+401352,8.734,7.108,4.238,0.928
2CXO J203232.9+401334,10.327,9.228,5.516,5.731
2CXO J203244.8+401751,10.873,10.003,6.685,2.676
2CXO J203244.8+401834,11.383,10.831,7.637,4.626
2CXO J203251.5+401946,11.668,11.077,8.437999999999999,4.5310000000000015
2CXO J203254.5+401950,12.341,11.882,9.698,5.627000000000002
2CXO J203255.1+401617,10.909,10.453,7.791,3.875
2CXO J203305.4+401216,11.683,11.16,8.65,6.303
2CXO J203510.5+422022,7.2360000000000015,7.229,6.587999999999999,4.083
2CXO J203518.9+422221,11.467,10.812,8.152999999999999,4.093
2CXO J203519.9+422222,11.697,10.962,8.009,3.883
2CXO J203521.4+422650,10.706,9.757,8.311,2.506
2CXO J203523.9+422417,11.837,11.167,6.153,4.37
2CXO J203524.1+422031,11.922,11.283,9.043,6.485
2CXO J203548.6+422703,9.965,9.804,6.827000000000001,2.418
2CXO J203554.3+422013,10.629,9.952,7.117000000000001,5.185
2CXO J203558.1+421811,11.916,11.012,7.648,5.227
2CXO J203606.3+422737,12.489,12.202,8.482999999999999,5.189
2CXO J203606.7+422634,10.986,10.237,7.466,4.522
2CXO J203611.0+422528,11.627,10.921,7.16,4.692
2CXO J203612.1+422537,12.783,11.724,7.576,5.596
2CXO J203613.2+421714,12.12,11.784,7.831,7.885
2CXO J203626.6+422141,11.753,11.445,9.828,6.439
2CXO J203806.4+423945,12.874,12.237,10.227,5.966
2CXO J203807.4+423724,11.163,10.2,8.22,5.867000000000001
2CXO J203822.8+423741,11.845,11.234000000000002,7.114,4.543
2CXO J203832.2+423945,10.834,8.443999999999999,6.194,2.967
2CXO J203833.0+424056,10.821,10.272,7.2120000000000015,4.855
2CXO J203834.3+423918,11.84,11.101,10.572,2.445
2CXO J203842.6+423543,10.505999999999998,9.825,7.575,3.761
2CXO J203918.4+423243,10.606,9.891,7.3889999999999985,4.912
2CXO J205000.6+452049,6.511,6.603,6.579,6.549
2CXO J205032.3+284219,6.005,6.0120000000000005,6.009,5.97
2CXO J205120.7+451900,8.902999999999997,8.92,8.982999999999997,6.582999999999998
2CXO J205127.1+452025,9.323,9.36,8.808,6.57
2CXO J205621.3+301718,8.561,8.585,8.628,8.435
2CXO J205722.3+435754,11.964,11.95,11.527,8.725
2CXO J205759.7+435326,9.529,8.839,6.327000000000001,3.737
2CXO J205803.2+450158,7.484,7.523,7.512,7.002000000000002
2CXO J205817.0+435343,9.496,8.471,6.6960000000000015,4.751
2CXO J205819.5+435354,9.39,8.658,7.005,4.807
2CXO J205821.5+435344,9.654,8.869,7.119,4.948
2CXO J205823.7+435311,7.843,7.237,5.2879999999999985,3.393
2CXO J205824.0+435354,10.148,9.616,8.071,5.882999999999999
2CXO J205833.7+440337,10.835,10.236,8.616,7.289
2CXO J205849.8+445727,9.762,9.792,9.746,8.566
2CXO J205855.7+440337,4.15,3.695,4.159,4.104
2CXO J213315.7+575947,10.892,10.835,9.177,7.193
2CXO J213652.9+124718,14.283,14.116,9.84,5.371
2CXO J213805.2+133953,13.845,12.931,9.836,7.624
2CXO J213930.6+565910,10.424,10.052,9.162,7.808
2CXO J213956.3+581347,10.629,9.995,7.875,6.1110000000000015
2CXO J213956.5+581113,11.578,11.366,9.498,7.084
2CXO J213958.5+581214,10.995,10.546,8.597000000000001,6.734
2CXO J214010.3+580859,11.723,11.462,10.456,7.596
2CXO J214010.5+580926,12.101,12.004,12.009,9.206
2CXO J214027.3+581420,11.746,11.068,9.515,7.452000000000001
2CXO J214030.1+580935,11.704,11.29,9.956,8.277000000000001
2CXO J214035.4+581230,11.287,11.237,11.314,7.42
2CXO J214036.9+581437,9.329,8.855,7.235,4.766
2CXO J214041.1+581201,12.11,11.732,9.926,8.133
2CXO J214041.1+581358,11.659,11.523,11.015999999999998,7.52
2CXO J214041.1+581511,9.285,8.527000000000001,5.063,2.449
2CXO J214041.5+581425,11.489,10.979,9.047,6.224
2CXO J214045.1+581950,11.066,10.507,7.737999999999999,5.632999999999999
2CXO J214047.6+581132,11.438,10.890999999999998,9.019,7.307
2CXO J214115.8+581453,9.802,9.825,10.464,9.249
2CXO J214239.2+581315,11.591,11.623,10.176,8.635
2CXO J214515.9+381938,7.7,7.7360000000000015,7.728,8.071
2CXO J221406.1-171218,15.611,14.562,11.425,8.491
2CXO J221512.1-005151,15.175999999999998,14.554,12.585,8.689
2CXO J221601.7-004213,16.658,15.097,11.718,8.575
2CXO J221640.1+001619,14.466,13.283,10.774,8.576
2CXO J221649.5+001510,8.342,8.387,8.398,8.702
2CXO J221814.3+002048,17.009,16.187,12.113,9.007
2CXO J222202.2+195231,11.019,9.773,7.395,5.728
2CXO J222344.9-020638,14.317,13.351,10.557,7.883999999999999
2CXO J222554.2+195837,11.937,10.784,7.963999999999999,5.62
2CXO J223706.6+342619,13.412,13.063,8.676,6.474
2CXO J224749.5+134248,15.53,14.145,11.068,8.547
2CXO J225215.7+132141,15.735,14.550999999999998,11.936,8.357000000000001
2CXO J225503.8+131334,14.888,14.033,11.27,8.166
