name,class,cat_name,var_flag,ra,dec,acis_time,acis_num,hrc_time,hrc_num
2CXO J100226.9+015940,AGN,COSM J10024+0159 ,0,150.61225392355405,1.994481178265297,292361.42061649397,9,,0
2CXO J100143.4+015606,AGN,COSM J10017+0156 ,1,150.43103413842266,1.9352543021818756,291887.261281342,8,79298.88475836901,1
2CXO J100049.5+021708,AGN,COSM J10008+0217 ,0,150.20626691407082,2.2858094027777582,290981.407031116,9,79298.88475836901,1
2CXO J100033.4+015237,AGN,SDSS J10005+0152 ,0,150.13918419270487,1.8770234271109552,290971.749109427,6,79298.88475836901,1
2CXO J100156.2+020943,AGN,COSM J10019+0209 ,0,150.4844041675289,2.1620226040444543,290233.633372184,8,,0
2CXO J100049.9+015231,AGN,COSM J10008+0152 ,0,150.20828528475838,1.8753512023478291,290202.843250281,8,79298.88475836901,1
2CXO J100243.8+020502,AGN,COSM J10027+0205 ,1,150.6826560935785,2.084108570490356,290176.893965876,7,,0
2CXO J100202.5+020145,AGN,COSM J10020+0201 ,1,150.51057631481137,2.0293185282586026,290058.746577466,9,,0
2CXO J100207.6+021120,AGN,COSM J10021+0211 ,1,150.53193551246625,2.1889219572981693,289791.306219585,8,,0
2CXO J100209.6+021004,AGN,COSM J10021+0210 ,1,150.540337091234,2.1678667324894496,289791.306219585,8,,0
2CXO J100051.9+015919,AGN,SDSS J10008+0159 ,0,150.21636670909876,1.9886971611778144,288418.016434423,8,79298.88475836901,1
2CXO J095846.7+023911,AGN,COSM J09587+0239 ,0,149.69468117321082,2.6531496726708617,288010.401943251,9,,0
2CXO J100127.5+020837,AGN,XMM J10014+0208  ,1,150.36475179633857,2.1438332830468694,287589.595042188,8,79298.88475836901,1
2CXO J095926.4+023240,AGN,COSM J09594+0232 ,1,149.8601976027179,2.5446474865869977,286394.92818621005,10,,0
2CXO J100200.3+022115,AGN,COSM J10020+0221 ,0,150.50141522502804,2.3541788602694167,286037.964643149,6,,0
2CXO J100002.8+023131,AGN,COSM J10000+0231 ,0,150.01204285526143,2.5255399272979795,285021.816859745,11,,0
2CXO J095831.6+022217,AGN,COSM J09585+0222 ,1,149.63167859157932,2.371423624082454,284253.357574487,6,,0
2CXO J095845.2+022442,AGN,COSM J09587+0224 ,0,149.68859836163222,2.4117375141219357,284051.97938113194,8,,0
2CXO J095855.2+022713,AGN,COSM J09589+0227 ,0,149.73025556378482,2.4536346701358105,284048.779420512,8,,0
2CXO J095807.0+022248,AGN,COSM J09581+0222 ,0,149.5292620319897,2.3800627753931773,281363.401859893,6,,0
2CXO J095928.7+021738,AGN,XMM J09594+0217  ,0,149.8696827080371,2.293934494772433,280920.61799913197,7,,0
2CXO J095836.6+022048,AGN,COSM J09586+0220 ,0,149.65288148892563,2.3468997733697297,280753.629996422,6,,0
2CXO J100137.6+022843,AGN,COSM J10016+0228 ,1,150.40704298361646,2.4788439837415552,278184.429698008,10,,0
2CXO J123716.1+620322,AGN,Q 1235+6219      ,1,189.31749163692487,62.05638197014038,267916.8216572089,3,,0
2CXO J123726.3+620432,AGN,CDFN J12374+6204 ,0,189.35991389892231,62.07578721793682,267916.8216572089,3,,0
2CXO J100007.3+024043,AGN,COSM J10001+0240 ,1,150.03053549633208,2.6786919717511077,265160.16773261805,10,,0
2CXO J100025.0+024128,AGN,SDSS J10004+0241 ,0,150.10435665470834,2.691234914783256,264106.079852484,9,,0
2CXO J095848.8+023440,AGN,SDSS J09588+0234 ,0,149.70354622042572,2.577968390685756,258182.55230021503,6,,0
2CXO J100213.1+023827,AGN,COSM J10022+0238 ,0,150.55483546196416,2.6409419269945067,248939.4348526964,8,,0
2CXO J141736.9+522430,AGN,XMM J14176+5224  ,0,214.4038113371776,52.40833722248546,247317.55033837218,6,,0
2CXO J100012.1+014439,AGN,SDSS J10002+0144 ,0,150.05050534032728,1.7443884565222505,246217.39466704198,5,,0
2CXO J033322.7-275523,AGN,ECDF-S 411       ,0,53.344955669260905,-27.923273848025858,246036.967654794,3,,0
2CXO J033316.0-280131,AGN,ECDF-S 422       ,0,53.31701925362933,-28.025419528878285,246030.60566907,3,,0
2CXO J033309.1-275826,AGN,ECDF-S 432       ,1,53.288000516208506,-27.974119139532327,246030.60566907,3,,0
2CXO J033235.3-280042,AGN,ECDF-S 481       ,0,53.147318905682475,-28.01167964640773,246027.58675517602,3,,0
2CXO J033251.5-275842,AGN,ECDF-S 457       ,0,53.214717404156495,-27.978526162848983,246027.58675517602,3,,0
2CXO J033229.2-280145,AGN,ECDF-S 486       ,1,53.12205735261881,-28.029434618321208,246027.58675517602,3,,0
2CXO J095956.0+014727,AGN,COSM J09599+0147 ,0,149.9835051194441,1.7910093054193847,245898.413578445,5,,0
2CXO J100258.2+015908,AGN,COSM J10029+0159 ,1,150.74256221968903,1.985770614612084,244808.19865036602,6,,0
2CXO J095917.2+015018,AGN,SDSS J09592+0150 ,0,149.82198119294858,1.8385857041574647,244436.34388981905,5,,0
2CXO J100157.7+023804,AGN,COSM J10019+0238 ,0,150.4906665245636,2.6345791314666145,244175.75869125535,9,,0
2CXO J100156.4+014811,AGN,COSM J10019+0148 ,0,150.48522149675648,1.8030603466346349,243986.44512736905,5,,0
2CXO J095812.5+023526,AGN,COSM J09582+0235 ,1,149.5524387749075,2.5908023930914035,243811.42499404802,7,,0
2CXO J100024.4+020619,AGN,SDSS J10004+0206 ,0,150.1019496977509,2.1054396692477257,243794.726797499,7,79298.88475836901,1
2CXO J100021.9+022356,AGN,COSM J10003+0223 ,0,150.09153038921974,2.39903935592028,243730.38880624305,9,,0
2CXO J141649.9+521809,AGN,XMM J14168+5218  ,1,214.20792061557015,52.30259613196992,243607.6078731435,13,,0
2CXO J100047.9+021126,AGN,COSM J10007+0211 ,1,150.19977930409118,2.190819735487448,241927.36618109304,7,79298.88475836901,1
2CXO J095938.9+021200,AGN,SDSS J09596+0212 ,1,149.91238688334658,2.20021582413756,241461.91693987302,6,,0
2CXO J100037.9+020822,AGN,SDSS J10006+0208 ,0,150.15828609080646,2.1395154035553707,241355.297966818,7,79298.88475836901,1
2CXO J095921.2+024412,AGN,COSM J09593+0244 ,0,149.83872910768793,2.7368091431591584,240947.75393341802,8,,0
2CXO J095917.4+020522,AGN,COSM J09592+0205 ,0,149.82271084044072,2.089650881100259,240801.545297715,5,,0
2CXO J100148.4+020841,AGN,SDSS J10018+0208 ,0,150.45187067147683,2.144824865353243,240721.42759799102,6,,0
2CXO J033135.4-280315,AGN,ECDF-S 332       ,1,52.897641707365494,-28.054417451460047,240713.70042598,2,,0
2CXO J033220.3-280214,AGN,ECDF-S 260       ,0,53.084871566065424,-28.037484475547284,240670.26070790095,2,,0
2CXO J100141.0+021259,AGN,COSM J10016+0213 ,0,150.42123707377854,2.2166103286195327,240453.56083042198,7,,0
2CXO J100141.3+021031,AGN,COSM J10016+0210 ,1,150.4222057176999,2.1753138566054533,240450.52294117698,7,79298.88475836901,1
2CXO J033300.6-273457,AGN,ECDF-S  55       ,1,53.25251670848451,-27.58264099634913,240092.01236285295,2,,0
2CXO J033259.1-273611,AGN,ECDF-S  59       ,1,53.246606671594584,-27.60328379546441,240092.01236285295,2,,0
2CXO J033318.9-273342,AGN,ECDF-S  25       ,0,53.32915560344861,-27.561764564846808,240076.593626093,2,,0
2CXO J100046.7+020404,AGN,SDSS J10007+0204A,0,150.19468841810138,2.0679473847688783,240000.00258633602,7,79298.88475836901,1
2CXO J100219.6+021715,AGN,COSM J10023+0217 ,1,150.58193360301027,2.287709957071769,239284.600837865,5,,0
2CXO J100209.0+021837,AGN,COSM J10021+0218 ,1,150.53790528707046,2.3104654527418,239284.600837865,5,,0
2CXO J100041.7+022410,AGN,COSM J10006+0224 ,1,150.1739649607373,2.4029326597385463,239240.646695337,7,,0
2CXO J095958.5+021804,AGN,SDSS J09599+0218 ,1,149.99385563353053,2.301379833758331,239202.854667818,7,79298.88475836901,1
2CXO J100135.8+024118,AGN,COSM J10015+0241 ,1,150.39949387039496,2.6883837023952033,239052.244773206,7,,0
2CXO J100006.8+021235,AGN,COSM J10001+0212 ,1,150.02849731471562,2.209888512707065,239051.19351650198,7,79298.88475836901,1
2CXO J100036.0+022830,AGN,COSM J10006+0228 ,0,150.1502211078841,2.475183932387999,238519.912063304,7,,0
2CXO J095958.4+022238,AGN,COSM J09599+0222 ,0,149.99343480619666,2.3772544115166716,238176.02377785605,8,,0
2CXO J100001.0+022321,AGN,COSM J10000+0223 ,1,150.00423624019618,2.3892326435177957,238176.02377785605,8,,0
2CXO J100014.0+022838,AGN,SDSS J10002+0228 ,0,150.0586886279801,2.4774085641227965,237556.92751150497,8,,0
2CXO J100107.5+022456,AGN,COSM J10011+0225 ,1,150.28126168240567,2.4158139419915323,236600.21827041602,5,,0
2CXO J100057.7+023932,AGN,COSM J10009+0239 ,0,150.24082446378955,2.658930948284474,236388.64081994895,8,,0
2CXO J095840.3+020807,AGN,COSM J09586+0208 ,0,149.66802252616316,2.1353563363472343,236250.65241116306,5,,0
2CXO J095900.2+022811,AGN,COSM J09590+0228 ,1,149.7508951778784,2.469749663807656,236177.21431616298,7,,0
2CXO J095817.5+021938,AGN,SDSS J09582+0219 ,0,149.57312819896754,2.327270547758189,235421.40810310602,5,,0
2CXO J095800.4+022452,AGN,COSM J09580+0224 ,0,149.50176261009494,2.414477177081372,234903.386760171,5,,0
2CXO J141905.0+522527,AGN,SDSS J14190+5225 ,0,214.77119232284932,52.42430036670692,232853.93599896203,5,,0
2CXO J100055.6+023109,AGN,COSM J10009+0231 ,0,150.23195095801873,2.5193318768661235,232257.63746108703,8,,0
2CXO J100047.7+023551,AGN,COSM J10007+0235 ,0,150.1989512837841,2.5976043439354237,232248.07811862102,8,,0
2CXO J095849.5+021640,AGN,COSM J09588+0216 ,1,149.7063724577398,2.2779891489682282,231820.58738557398,5,,0
2CXO J100139.8+023132,AGN,COSM J10016+0231 ,0,150.41593973461772,2.525713203646589,228572.902278695,7,,0
2CXO J084906.3+450109,AGN,CXO J08491+4501  ,1,132.27633344402295,45.01933645419003,215287.15713859,3,,0
2CXO J133223.2+503431,AGN,Q J1332+5034     ,0,203.0968428025737,50.57544232384629,212976.5917777768,5,,0
2CXO J125828.9-014037,AGN,2QZ J125828-0140 ,0,194.6207644129854,-1.677055994722743,212362.84933811225,9,,0
2CXO J100111.9+023024,AGN,SDSS J10011+0230 ,1,150.29969567870862,2.5068568738290877,211315.905202285,7,,0
2CXO J100117.7+023309,AGN,COSM J10012+0233 ,0,150.32377151988294,2.5525687284859644,211315.905202285,7,,0
2CXO J104707.2+590012,AGN,CLANS J10471+5900,0,161.78007989096668,59.003513208283465,207552.53975070603,3,,0
2CXO J123540.1+123620,AGN,SDSS J12356+1236 ,0,188.9174769348381,12.605787121322608,206464.68498226212,5,,0
2CXO J100212.2+022614,AGN,COSM J10022+0226 ,0,150.55103869736618,2.4373154224006823,205695.795296288,7,,0
2CXO J140108.7+025649,AGN,HXMM J14011+0256 ,0,210.28647856476812,2.9471686342782166,204411.75200721802,4,,0
2CXO J100434.0+411248,AGN,SDSS J10045+4112D,0,151.14197184387194,41.213561328720154,201286.3300664082,9,,0
2CXO J100434.8+411239,AGN,SDSS J10045+4112A,1,151.14508610817282,41.21086576896132,201286.3300664082,9,,0
2CXO J100433.8+411234,AGN,SDSS J10045+4112C,0,151.14100756689822,41.2096103136368,201286.3300664082,9,,0
2CXO J100434.9+411242,AGN,SDSS J10045+4112B,1,151.14556193465842,41.21185807929007,201286.3300664082,9,,0
2CXO J100441.0+410943,AGN,SDSS J10046+4109 ,0,151.17087355873934,41.16218058250801,201286.33006634944,9,,0
2CXO J141749.2+522811,AGN,XMM J14178+5228  ,1,214.45505179300332,52.46987176642464,201228.87809713327,4,,0
2CXO J104505.0+585947,AGN,SWIRE J10450+5859,1,161.27092387685892,58.996552878645026,199822.279407262,3,,0
2CXO J100201.3+024029,AGN,COSM J10020+0240 ,0,150.5055137752966,2.674773696667045,199327.94790757942,5,,0
2CXO J100016.7+013457,AGN,COSM J10002+0134 ,1,150.06966951288422,1.5826390132846562,199324.10367569397,4,,0
2CXO J100013.5+013738,AGN,SDSS J10002+0137 ,0,150.05647494111582,1.6274340076851723,199324.10367569397,4,,0
2CXO J100141.8+024927,AGN,COSM J10016+0249 ,0,150.42445328537576,2.824285179150952,198260.26460962198,4,,0
2CXO J100148.9+024821,AGN,SDSS J10018+0248 ,0,150.4540947534698,2.805906881060217,198260.26460962198,4,,0
2CXO J100146.1+024549,AGN,COSM J10017+0245 ,0,150.442378733674,2.7637670183847334,198257.164619125,4,,0
2CXO J100131.8+024325,AGN,COSM J10015+0243 ,0,150.38283622344346,2.7236590194524837,198257.164619125,4,,0
2CXO J100130.8+024405,AGN,COSM J10015+0244 ,0,150.37857645322816,2.7349789590114963,198257.164619125,4,,0
2CXO J100136.3+024726,AGN,COSM J10016+0247 ,1,150.40149989173875,2.79073952459489,198257.164619125,4,,0
2CXO J141500.4+520658,AGN,SDSS J14150+5206 ,0,213.75167308525147,52.116238539868824,198022.63058705308,6,,0
2CXO J141530.6+520439,AGN,283_3452         ,1,213.8778290013663,52.07765024190477,198019.5307048525,6,,0
2CXO J033909.7-352707,AGN,CXOMP J03391-3527,0,54.79060726840783,-35.45213590949233,197982.11343257801,4,,0
