name,class,cat_name,var_flag,ra,dec,acis_time,acis_num,hrc_time,hrc_num
2CXO J214020.2-233452,AGN,CXOMP J21403-2334,1,325.08429583501066,-23.581132107882773,91607.56161978,2,,0
2CXO J214010.4-233905,AGN,CXOMP J21401-2339,1,325.0437347022526,-23.651491547639466,91607.56161978,2,,0
2CXO J214001.4-234113,AGN,CXOMP J21400-2341,0,325.0059933468417,-23.6869762581312,91607.56161978,2,,0
2CXO J214018.3-234056,AGN,CXOMP J21403-2340,0,325.0763702684979,-23.682240153920226,91607.56161978,2,,0
2CXO J105347.2+573349,AGN,RX J10537+5733   ,1,163.44677797591885,57.563860369839794,91313.15802782199,1,124531.53375288,1
2CXO J141123.4+521331,AGN,CXO J14113+5213  ,1,212.84764610171302,52.225478311689464,90948.23983718,1,,0
2CXO J141119.4+521400,AGN,CXO J14113+5214  ,0,212.83122024804757,52.233460151245154,90948.23983718,1,,0
2CXO J141104.1+521755,AGN,SDSS J14110+5217 ,0,212.7673001514479,52.29873890633097,90948.23983718,1,,0
2CXO J124551.0+032128,AGN,SDSS J12458+0321 ,0,191.46263272395043,3.3579044017369246,90832.738109536,1,,0
2CXO J033754.9-354820,AGN,Q 0336-3558      ,0,54.479076228638455,-35.80582869710016,90628.275455489,2,,0
2CXO J105700.0-033445,AGN,CXOMP J10570-0334,0,164.25024161840574,-3.5793802762780498,89173.068802038,1,,0
2CXO J105646.4-033905,AGN,CXOMP J10567-0339,0,164.19372856744462,-3.651573070897072,89173.068802038,1,,0
2CXO J105655.6-034030,AGN,CXOMP J10569-0340,1,164.23171376426455,-3.67500099577084,89173.068802038,1,,0
2CXO J105641.3-033853,AGN,CXOMP J10566-0338,0,164.17215766613185,-3.648209016155376,89173.068802038,1,,0
2CXO J105659.4-034715,AGN,CXOMP J10569-0347,0,164.2478711248108,-3.7875984445698254,89169.82838014301,1,,0
2CXO J105646.6-034706,AGN,CXOMP J10567-0347,0,164.1942631690722,-3.7851610742440753,89169.82838014301,1,,0
2CXO J105655.1-034322,AGN,CXOMP J10569-0343,0,164.2297119873621,-3.722820515084478,89169.82838014301,1,,0
2CXO J105612.5-033501,AGN,CXOMP J10562-0335,0,164.0524442021459,-3.58379335549838,89169.78784014199,1,,0
2CXO J105617.9-034242,AGN,CXOMP J10563-0342,0,164.0748297799419,-3.7119039919272505,89166.50686836,1,,0
2CXO J091752.5+414529,AGN,SDSS J09178+4145 ,1,139.46898517337968,41.75807056880681,89084.3849845875,3,,0
2CXO J150925.6+565729,AGN,CXO J15094+5657  ,0,227.3567051221695,56.95815828629182,88983.58559861801,1,,0
2CXO J150935.8+565922,AGN,CXO J15095+5659  ,0,227.39948074566303,56.98967092751546,88983.58559861801,1,,0
2CXO J151010.3+570609,AGN,CXO J15101+5706  ,1,227.54314196770386,57.10256162163355,88983.58559861801,1,,0
2CXO J150953.7+570048,AGN,CXO J15098+5700  ,0,227.4740182421002,57.01338320314755,88983.58559861801,1,,0
2CXO J150953.2+570547,AGN,CXO J15098+5705  ,0,227.47194690583802,57.09659127235944,88983.58559861801,1,,0
2CXO J150941.2+565856,AGN,CXO J15096+5658  ,0,227.4216701494862,56.98234222906193,88983.58559861801,1,,0
2CXO J150935.8+570325,AGN,CXO J15095+5703B ,0,227.39916925778962,57.0569977878438,88983.58559861801,1,,0
2CXO J151015.2+570342,AGN,CXO J15102+5703  ,0,227.56334916504795,57.06176475954974,88983.58559861801,1,,0
2CXO J150934.1+570314,AGN,CXO J15095+5703A ,0,227.39231505564092,57.053930730334166,88983.58559861801,1,,0
2CXO J150934.6+571006,AGN,CXO J15095+5710  ,1,227.39422538551295,57.168410430205384,88980.38567735301,1,,0
2CXO J150940.7+571811,AGN,RGB J1509+573    ,0,227.41994701525368,57.30318041444879,88980.38567735301,1,,0
2CXO J230737.9-224305,AGN,2E 2304-2258     ,0,346.9081107726106,-22.71828043799922,88950.78946570901,2,,0
2CXO J141540.0+112406,AGN,SDSS J14156+1124 ,0,213.91676064279338,11.401904495189731,88861.91611025801,1,,0
2CXO J205624.8-043534,AGN,CXOMP J20564-0435,1,314.10339226842814,-4.592913266563778,88861.10191560003,2,,0
2CXO J205614.9-044136,AGN,CXOMP J20562-0441,0,314.0622094946511,-4.693468434417048,88861.10191560003,2,,0
2CXO J205609.4-043833,AGN,CXO J20561-0438  ,1,314.0392532943498,-4.642668190804087,88861.10191560003,2,,0
2CXO J205631.4-043615,AGN,CXO J20565-0436  ,0,314.13088357167254,-4.604227704845469,88861.10191560003,2,,0
2CXO J205638.2-043754,AGN,CXOMP J20566-0437,0,314.15924900128863,-4.631863008237459,88861.10191560003,2,,0
2CXO J205636.8-043950,AGN,CXO J20566-0439  ,1,314.15360944342626,-4.664146420531887,88861.10191560003,2,,0
2CXO J205606.7-043725,AGN,CXOMP J20561-0437,0,314.02794141275336,-4.623867230008338,88861.10191560003,2,,0
2CXO J205618.7-043429,AGN,CXO J20563-0434  ,0,314.0780775813554,-4.574984402275403,88861.10191560003,2,,0
2CXO J205629.2-043416,AGN,CXO J20564-0434  ,1,314.1216891045949,-4.571284656522463,88861.10191560003,2,,0
2CXO J205605.5-044058,AGN,CXO J20560-0440  ,0,314.02297862954015,-4.682983868134769,88857.92097688699,2,,0
2CXO J153229.5+300750,AGN,IRAS 15304+3017  ,0,233.12297036681437,30.130720496168127,88850.709029921,1,,0
2CXO J065744.0-560817,AGN,XBS J06577-5608  ,1,104.43357826989126,-56.13830967093299,87461.292468105,1,,0
2CXO J160936.2+543811,AGN,EN1-202260       ,1,242.40092601627342,54.63651892987472,87318.53974275151,4,,0
2CXO J102348.4+040553,AGN,ACIS J10212+0421 ,0,155.9518249049196,4.09817961242398,86160.48850013199,2,,0
2CXO J133417.5+375722,AGN,1WGA J1334.2+3757,1,203.5730857448476,37.956271741346974,85592.414389563,3,,0
2CXO J133410.6+375956,AGN,1WGA J1334.1+3759,1,203.54431690271318,37.998997577349314,85592.373869248,3,,0
2CXO J133445.3+375722,AGN,1WGA J1334.7+3757,0,203.6888978842992,37.956355653567314,85393.44508705099,3,,0
2CXO J133452.1+375744,AGN,1WGA J1334.8+3757,1,203.71734272163792,37.96239325438879,84977.037701055,3,,0
2CXO J100523.9+410745,AGN,SDSS J10053+4107 ,0,151.34958423056662,41.129190588456495,84536.5772490114,5,,0
2CXO J021842.9-050437,AGN,XMS J02187-0504  ,1,34.67900335454942,-5.077025576328281,84472.691223495,1,,0
2CXO J021817.1-050258,AGN,XMS J02182-0502  ,0,34.571604636475676,-5.049603453255084,84472.691223495,1,,0
2CXO J021820.4-050426,AGN,XBS J02183-0504  ,0,34.585336533625544,-5.07401755836076,84472.691223495,1,,0
2CXO J021825.9-045945,AGN,VLA J021826-04597,0,34.608171958390024,-4.995848962869479,84472.691223495,1,,0
2CXO J021834.4-051357,AGN,CIRS 16          ,1,34.64368163649357,-5.2325065607193935,84472.691223495,1,,0
2CXO J021827.1-045454,AGN,XMS J02184-0454  ,0,34.613268736819634,-4.915271781829147,84472.691223495,1,,0
2CXO J021808.5-051224,AGN,CIRS 18          ,0,34.53564850330429,-5.206754144307712,84472.691223495,1,,0
2CXO J021905.5-051041,AGN,XMS J02190-0510  ,0,34.773053410696214,-5.1783221822088015,84463.391330478,1,,0
2CXO J103453.2+573447,AGN,CLASXS 435       ,0,158.72201274662143,57.57972348975229,84462.05432804901,2,,0
2CXO J100123.8+555532,AGN,ASV 24           ,0,150.349561658374,55.92579086781785,84353.28933271019,13,,0
2CXO J083318.2+331350,AGN,SDSS J08333+3313 ,0,128.32624644942035,33.23083271660995,84063.98161713601,5,,0
2CXO J115838.5+435505,AGN,SDSS J11586+4355 ,0,179.66070741872932,43.91829890833922,83995.6119075646,2,,0
2CXO J115911.5+440817,AGN,SDSS J11591+4408 ,0,179.79793128239953,44.138200691925285,83995.5308669334,2,,0
2CXO J122703.3+125401,AGN,SDSS J12270+1254 ,0,186.76406951952754,12.900549857210894,83665.96206731099,3,,0
2CXO J122709.8+124854,AGN,SDSS J12271+1248 ,1,186.79100698232426,12.815128343578376,83662.88365779299,3,,0
2CXO J103456.5+573759,AGN,CLASX J10349+5737,0,158.7356563662589,57.6331398076,83247.854506432,2,,0
2CXO J004647.4-252150,AGN,RX J00467-2521   ,0,11.697650621720927,-25.363925366133167,82547.725113956,1,,0
2CXO J084207.5+322645,AGN,SDSS J08421+3226 ,0,130.5314745930057,32.446029433336925,81963.74249646,2,,0
2CXO J033553.6-354922,AGN,Q 0334-359       ,0,53.97339858439857,-35.82295581354716,80803.61144772699,3,,0
2CXO J115606.8+233106,AGN,SDSS J11561+2331 ,0,179.0283915403827,23.51853035932667,80031.7379586675,2,,0
2CXO J112014.7+133227,AGN,1WGA J1120.2+1332,0,170.06146251705636,13.541046683722787,79931.446699913,2,,0
2CXO J112011.8+133122,AGN,WEE  51          ,0,170.04938708910754,13.522988485092352,79931.446699913,2,,0
2CXO J111832.8+074901,AGN,1WGA J1118.5+0749,0,169.63705773851245,7.817151934338755,79631.9151685634,4,,0
2CXO J111840.5+075323,AGN,SDSS J11186+0753 ,1,169.66912784295994,7.88996401112979,79630.9151876834,4,,0
2CXO J103242.3+574427,AGN,CLASXS 129       ,0,158.1766292749663,57.74084651602585,79276.435494826,2,,0
2CXO J103209.7+573850,AGN,CLASXS  62       ,0,158.0405084178169,57.64736262268232,79198.411551336,2,,0
2CXO J103228.9+573455,AGN,CLASXS 102       ,0,158.12071474051842,57.582214153764866,79198.411551336,2,,0
2CXO J103224.8+573153,AGN,CLASXS  94       ,0,158.10372178816078,57.53151195694939,79192.011718575,2,,0
2CXO J115906.3+434643,AGN,SDSS J11591+4346 ,0,179.77652935239337,43.77878192866807,79099.36849420599,1,,0
2CXO J103445.2+572417,AGN,CLASXS 406       ,0,158.68847751921783,57.404953398183686,78938.63869816001,2,,0
2CXO J023108.0-294150,AGN,2QZ J023108-2941 ,1,37.78336230006272,-29.6974927016673,78563.632032435,3,,0
2CXO J023006.7-295037,AGN,2QZ J023006-2950 ,1,37.527998214150784,-29.8437059733954,78554.210638533,3,,0
2CXO J011513.1+002013,AGN,SDSS J01152+0020 ,0,18.80483722781446,0.3371030647160784,78189.13710962799,2,,0
2CXO J221814.3+002048,AGN,CDFS J22182+0020 ,0,334.55961625280753,0.3467020782852804,77934.063395013,1,,0
2CXO J221806.5+000532,AGN,SDSS J22181+0005 ,0,334.5274573993348,0.0924634813135439,77927.623002639,1,,0
2CXO J103150.8+574349,AGN,CLASXS  41       ,0,157.96200724956714,57.73041730722437,76998.43242347799,2,,0
2CXO J103205.7+574427,AGN,CLASXS  58       ,0,158.0241176351741,57.741012143549966,76998.43242347799,2,,0
2CXO J103206.6+574547,AGN,CLASXS  60       ,0,158.027726537945,57.76327791895909,76998.43242347799,2,,0
2CXO J103134.3+574224,AGN,CLASXS  15       ,1,157.89296083209038,57.70674831744941,76998.43242347799,2,,0
2CXO J103150.5+574247,AGN,CLASXS  40       ,1,157.9604879630597,57.71324987151705,76998.43242347799,2,,0
2CXO J162118.0+381629,AGN,SDSS J16213+3816 ,1,245.3252759070353,38.27489932255738,76587.5270674159,4,,0
2CXO J103535.0+575036,AGN,CLASXS 506       ,0,158.8959920455311,57.84356753171002,76515.256220042,2,,0
2CXO J161112.1+115733,AGN,SDSS J16112+1157 ,0,242.80056208691826,11.959422911102632,76303.39567360599,1,,0
2CXO J091416.8+410701,AGN,SDSS J09142+4107 ,0,138.57000123670892,41.11701153574235,76138.218559815,1,,0
2CXO J015234.8-134737,AGN,1WGA J0152.5-1347,0,28.145366344413556,-13.793780954889185,76102.38695900599,2,,0
2CXO J103239.4+575312,AGN,CLASXS 120       ,0,158.1641941187427,57.88666864448186,75529.35533300799,2,,0
2CXO J103203.7+575212,AGN,CLASXS  53       ,0,158.01557329820142,57.87000157956418,75529.35533300799,2,,0
2CXO J103222.8+575551,AGN,SDSS J10323+5755 ,0,158.095047526823,57.93088381862178,75529.35533300799,2,,0
2CXO J103230.9+575540,AGN,CLASXS 106       ,0,158.12886497065574,57.92783145281396,75529.35533300799,2,,0
2CXO J022647.7-044204,AGN,CDFS J02267-0442 ,0,36.698967687576896,-4.701183403101199,74956.359089852,1,,0
2CXO J022651.0-044256,AGN,CDFS J02268-0442 ,0,36.71257837703792,-4.715779712723673,74956.359089852,1,,0
2CXO J022659.9-044430,AGN,CDFS J02269-0444 ,0,36.749632748983224,-4.741824889532649,74950.07816076,1,,0
2CXO J231954.0+003641,AGN,SDSS J23199+0036 ,0,349.9750144550296,0.6116184006610123,74737.373464925,4,,0
2CXO J160454.7+235239,AGN,SDSS J16049+2352 ,0,241.22802206431945,23.8775231719483,74471.198010543,1,,0
2CXO J033422.0-011517,AGN,SDSS J03343-0115 ,0,53.59201070718035,-1.2549286590722937,74252.7816033439,3,,0
2CXO J033739.6-353418,AGN,Q 0335-3544      ,0,54.41538024567018,-35.57170908546643,74190.90046035801,2,,0
2CXO J104455.7+065538,AGN,PKS 1042+071     ,1,161.23241483588663,6.92746432326721,73724.680927655,1,,0
2CXO J001251.5-302231,AGN,2QZ J001251-3022 ,0,3.214586432529416,-30.37549249409495,73719.686890303,2,,0
2CXO J001321.5-301715,AGN,2QZ J001321-3017 ,0,3.339673707019984,-30.28774600549989,73719.565368683,2,,0
2CXO J083322.5+331058,AGN,SDSS J08333+3310 ,1,128.34397416005194,33.18298922150455,73650.630387629,4,,0
2CXO J163647.1+410335,AGN,CIRS 10          ,0,249.1964023255265,41.059727878034955,73385.194005858,1,,0
2CXO J163629.6+410222,AGN,SDSS J16364+4102 ,0,249.1235804803996,41.03958469118222,73385.194005858,1,,0
2CXO J163618.1+410038,AGN,ELAIS J16363+4100,0,249.07579817166925,41.010604977832564,73385.194005858,1,,0
2CXO J163619.1+410436,AGN,ELAIS J16363+4104,0,249.07983505167635,41.07682103386731,73385.194005858,1,,0
2CXO J163655.7+405910,AGN,CXON2_25         ,0,249.23242170811,40.986204933487336,73378.79417323,1,,0
2CXO J163710.0+405642,AGN,CIRS 08          ,0,249.29188408100254,40.945234243870175,73378.79417323,1,,0
2CXO J163700.6+410555,AGN,CIRS 09          ,0,249.25267012296345,41.09879824882453,73375.59426179201,1,,0
2CXO J010032.8-333832,AGN,Q J0100-3338     ,1,15.136823472582364,-33.64235626610737,73260.197395882,5,,0
2CXO J100229.4+685841,AGN,MS 09584+6913    ,0,150.62270012244042,68.97808699503689,73215.298682435,2,,0
2CXO J121700.0+471509,AGN,SDSS J12170+4715 ,0,184.25006539056716,47.25256141121524,72728.062326229,1,,0
2CXO J121537.4+471353,AGN,SDSS J12156+4713 ,1,183.90584549565082,47.23142224096095,72728.062326229,1,,0
2CXO J020039.1-084554,AGN,SDSS J02006-0845 ,1,30.163293668615843,-8.765274197569134,72717.18137329101,3,,0
2CXO J120719.2+640840,AGN,SDSS J12073+6408 ,0,181.83009695021198,64.14458856219699,71697.869777762,2,,0
2CXO J110615.4+000352,AGN,SDSS J11062+0003 ,0,166.56429486806906,0.06461033750636476,71451.313342377,1,,0
2CXO J112108.5+232151,AGN,SDSS J11211+2321 ,1,170.28545547530882,23.364247650685567,71249.38597491,1,,0
2CXO J002342.3+002041,AGN,SDSS J00237+0020 ,1,5.926641821018278,0.3449695503456806,71224.15033907,1,,0
2CXO J104725.9+591025,AGN,CLANS J10474+5910,0,161.85818987041637,59.17375107794522,71145.484477275,1,,0
2CXO J104729.0+590532,AGN,CLANS J10474+5905,0,161.8708335610606,59.09232600523632,71145.484477275,1,,0
2CXO J104811.7+591046,AGN,CLANS J10481+5910,0,162.04875106287,59.179699037062285,71139.28460513901,1,,0
2CXO J104829.3+591249,AGN,CLANS J10484+5912,0,162.12237252694123,59.213786878885664,71139.28460513901,1,,0
2CXO J104839.1+590050,AGN,CLANS J10486+5900,0,162.16323070424826,59.013970246614285,71136.18465432,1,,0
2CXO J104841.3+590258,AGN,CLANS J10486+5902,0,162.17228740142426,59.04950946786172,71136.18465432,1,,0
2CXO J104751.0+585922,AGN,CLANS J10478+5859,0,161.9627868611079,58.98963983910095,71133.08470356,1,,0
2CXO J104736.7+590405,AGN,CLANS J10476+5904,0,161.90323828670668,59.068327486179896,71133.08470356,1,,0
2CXO J104810.7+590037,AGN,CLANS J10481+5900,0,162.04460320675685,59.01041130623898,71133.08470356,1,,0
2CXO J104738.0+590137,AGN,CLANS J10476+5901,0,161.90871162863414,59.02704249932358,71133.08470356,1,,0
2CXO J104321.3+590943,AGN,CLANS J10433+5909,0,160.83893485116766,59.16196054611461,71127.087084781,1,,0
2CXO J104233.9+591035,AGN,CLANS J10425+5910,0,160.6416055072176,59.176396159688984,71127.087084781,1,,0
2CXO J104321.8+591254,AGN,CLANS J10433+5912,0,160.84117898720186,59.21514595930087,71127.087084781,1,,0
2CXO J104251.3+591159,AGN,CLANS J10428+5912,0,160.71403523403038,59.199857899745204,71127.087084781,1,,0
2CXO J104319.8+590836,AGN,CLANS J10433+5908,0,160.8326731611445,59.14359591755199,71127.087055221,1,,0
2CXO J104308.1+590319,AGN,CLANS J10431+5903,0,160.78390397424445,59.05548380143389,71127.087055221,1,,0
2CXO J104255.8+590427,AGN,CLANS J10429+5904,0,160.73256579311726,59.07437784657486,71127.087055221,1,,0
2CXO J104332.2+590340,AGN,CLANS J10435+5903,0,160.88427991062417,59.06130507384172,71127.087055221,1,,0
2CXO J104353.1+591720,AGN,CLANS J10438+5917,0,160.97133517787782,59.28911360966201,71123.98707498901,1,,0
2CXO J104405.6+590525,AGN,CLANS J10440+5905,0,161.0236997852678,59.09038255871542,71114.68736995,1,,0
2CXO J104343.8+590827,AGN,CLANS J10437+5908,0,160.93266822021656,59.14110432854845,71114.68736995,1,,0
2CXO J104418.2+590642,AGN,CLANS J10443+5906,0,161.07615802599128,59.11185872809897,71114.68736995,1,,0
2CXO J151545.0+553518,AGN,SDSS J15157+5535 ,0,228.93785459039,55.58850324575646,70986.769313893,2,,0
2CXO J151345.2+552646,AGN,SDSS J15137+5526 ,0,228.43839373294225,55.44611890538415,70986.728793563,2,,0
2CXO J151451.3+552602,AGN,SDSS J15148+5526 ,0,228.71378583401656,55.433908419468175,70986.688273233,2,,0
2CXO J151413.6+553501,AGN,SDSS J15142+5535 ,1,228.55667038999547,55.58366282041658,70983.60990308599,2,,0
2CXO J074545.0+392701,AGN,SDSS J07457+3927 ,1,116.43777644266686,39.45045899903271,69744.194737941,2,,0
2CXO J104626.4+585215,AGN,CLANS J10464+5852,0,161.61027961417838,58.87095668915451,69257.493754506,1,,0
2CXO J104551.8+584601,AGN,CLANS J10458+5846,0,161.46593741130437,58.76701561945266,69257.493754506,1,,0
2CXO J104612.9+584719,AGN,CLANS J10462+5847,0,161.55404701384143,58.78864835728747,69257.493754506,1,,0
2CXO J104722.6+584257,AGN,CLANS J10473+5842,0,161.84434486135402,58.71592081743314,69251.535007389,1,,0
2CXO J104730.0+584301,AGN,CLANS J10475+5843,0,161.87539975738366,58.71708542071128,69251.535007389,1,,0
2CXO J104714.6+584544,AGN,CLANS J10472+5845,0,161.81106712716,58.76246902525925,69251.535007389,1,,0
2CXO J104705.6+584504,AGN,CLANS J10470+5845,0,161.77336425248825,58.751370052014465,69251.535007389,1,,0
2CXO J104718.7+584857,AGN,CLANS J10473+5848,0,161.82803013928788,58.8160313291429,69242.235184433,1,,0
2CXO J104604.0+584424,AGN,CLANS J10460+5844,0,161.5167737665879,58.74010888908089,69226.735735174,1,,0
2CXO J104630.4+584436,AGN,CLANS J10465+5844,0,161.62703153803352,58.74343286948193,69226.735735174,1,,0
2CXO J104639.4+584048,AGN,SDSS J10466+5840 ,0,161.66432363775232,58.68009963162496,69226.735735174,1,,0
2CXO J095404.9+174218,AGN,SDSS J09540+1742 ,0,148.5206941339893,17.705264337806113,69121.918604829,2,,0
2CXO J104919.4+585850,AGN,SDSS J10493+5858 ,0,162.33114133366033,58.98068060139735,68852.583191393,1,,0
2CXO J104841.8+585814,AGN,CLANS J10487+5858,0,162.17438922551355,58.97061517239891,68852.583191393,1,,0
2CXO J104845.2+585745,AGN,CLANS J10487+5857,0,162.1883811630338,58.96250263626043,68852.583191393,1,,0
2CXO J130110.6+274859,AGN,Q 1258+2805      ,0,195.29435780087329,27.816406085707484,67894.6927029313,2,,0
2CXO J130128.1+275106,AGN,2E 1259+2807     ,0,195.36737192264854,27.85190709041287,67894.6117248613,2,,0
2CXO J001801.6+163426,AGN,CXOMP J00180+1634,0,4.506964313772244,16.574054153849,67416.20747683701,1,,0
2CXO J001833.4+163153,AGN,CXOMP J00185+1631,1,4.63933293214717,16.531578510154407,67416.126436192,1,,0
2CXO J001837.3+163446,AGN,CXOMP J00186+1634,0,4.655608794653516,16.57944601143114,67416.126436192,1,,0
2CXO J001845.7+163345,AGN,CXOMP J00187+1633,0,4.690426378666189,16.56276776132533,67416.126436192,1,,0
2CXO J001828.6+163417,AGN,CXOMP J00184+1634,0,4.619359184003997,16.57144344119056,67416.126436192,1,,0
2CXO J001827.0+162859,AGN,CXOMP J00184+1629,0,4.612764097168906,16.483185645622097,67409.84811523701,1,,0
2CXO J001832.0+162925,AGN,E 0015+162       ,1,4.633406568946555,16.490426566789857,67406.56720254,1,,0
2CXO J001854.8+162952,AGN,CXOMP J00189+1629,0,4.728667684281844,16.49785389865222,67406.56720254,1,,0
2CXO J001850.1+162755,AGN,CXOMP J00188+1627,0,4.70880098158824,16.46550908844108,67406.56720254,1,,0
2CXO J104613.4+585941,AGN,CLANS J10462+5859,0,161.55615795977118,58.994888118348065,67158.620256097,1,,0
2CXO J104649.6+585531,AGN,CLANS J10468+5855,1,161.70676534329343,58.92545693164241,67158.620256097,1,,0
2CXO J104622.0+585629,AGN,CLANS J10463+5856,0,161.59173479877234,58.94164909431883,67158.620256097,1,,0
2CXO J104617.6+590553,AGN,CLANS J10462+5905,0,161.57353845605644,59.098181748859815,67152.501568568,1,,0
2CXO J104614.8+590735,AGN,CLANS J10462+5907,0,161.56185679402472,59.12649353014494,67152.501568568,1,,0
2CXO J104530.1+585237,AGN,CLANS J10455+5852,0,161.37548889409808,58.877130519786654,67149.36091730901,1,,0
2CXO J104611.0+585516,AGN,CLANS J10461+5855,0,161.5462108570349,58.92132153554306,67149.36091730901,1,,0
2CXO J104512.8+590324,AGN,CLANS J10452+5903,0,161.3033723395804,59.05668059386579,67146.342111684,1,,0
2CXO J104539.9+590129,AGN,CLANS J10456+5901,0,161.41648216299458,59.0248165500324,67146.342111684,1,,0
2CXO J120044.9-185943,AGN,POX  42          ,1,180.18735880572117,-18.995358792916225,67104.188528928,1,,0
2CXO J104357.3+584930,AGN,CLANS J10439+5849,0,160.98892893268726,58.82504407932449,67082.513942761,1,,0
2CXO J104353.4+585316,AGN,CLANS J10438+5853,0,160.97265381074317,58.88787197236481,67082.513942761,1,,0
2CXO J104333.0+585052,AGN,CLANS J10435+5850,0,160.8877247802934,58.84791492564171,67082.513942761,1,,0
2CXO J104357.7+585148,AGN,CLANS J10439+5851,0,160.99065975518806,58.86346584687553,67082.513942761,1,,0
2CXO J104351.8+584953,AGN,CLANS J10438+5849,0,160.9662319262687,58.83154994048348,67082.513942761,1,,0
2CXO J104428.8+585118,AGN,CLANS J10444+5851,0,161.12015508125523,58.855259014312715,67076.31410995,1,,0
2CXO J104428.6+585430,AGN,CLANS J10444+5854,0,161.11952525006495,58.908597422211706,67076.31410995,1,,0
2CXO J104318.2+590002,AGN,CLANS J10433+5900,0,160.8260488318059,59.00077941406641,67076.314070683,1,,0
2CXO J104322.7+585955,AGN,CLANS J10433+5859,0,160.8447477736098,58.998767805212566,67076.314070683,1,,0
2CXO J104351.2+585719,AGN,CLANS J10438+5857,0,160.96338775800803,58.95554472058718,67076.314070683,1,,0
2CXO J104351.2+585544,AGN,CLANS J10438+5855,0,160.96347403078718,58.928968190032556,67076.314070683,1,,0
2CXO J104343.1+585535,AGN,CLANS J10437+5855,0,160.92994186838268,58.92658042357449,67076.314070683,1,,0
2CXO J104400.4+585845,AGN,CLANS J10440+5858,0,161.0018162970872,58.97921994979161,67076.314070683,1,,0
2CXO J104332.2+585404,AGN,CLANS J10435+5854,0,160.88447046899682,58.901179730462026,67076.314070683,1,,0
2CXO J104408.1+585926,AGN,CLANS J10441+5859,0,161.0338870809553,58.99059015385546,67076.31406083,1,,0
2CXO J104406.3+590205,AGN,CLANS J10441+5902,0,161.02636158305563,59.03483951112839,67076.31406083,1,,0
2CXO J104409.3+590002,AGN,CLANS J10441+5900,0,161.03914908765296,59.000694730568654,67076.31406083,1,,0
2CXO J003302.5-432652,AGN,XMM J00330-4326  ,0,8.260696180069544,-43.44784425430496,66186.718441511,2,,0
2CXO J003309.1-432652,AGN,XMM J00331-4326  ,0,8.288111843134118,-43.44805126341402,66186.718441511,2,,0
2CXO J104513.5+584056,AGN,CLANS J10452+5840,0,161.306294449834,58.68225950809038,65976.60889468901,1,,0
2CXO J104507.0+583629,AGN,CLANS J10451+5836,1,161.27937374529532,58.60830277748352,65976.60889468901,1,,0
2CXO J104407.9+584437,AGN,CLANS J10441+5844,0,161.03324889430633,58.743612380308505,65975.900543345,1,,0
2CXO J104415.5+584317,AGN,CLANS J10442+5843,0,161.06462634292689,58.721473819238405,65975.900543345,1,,0
2CXO J104417.5+584131,AGN,CLANS J10442+5841,0,161.07320944329715,58.69219491959514,65975.900543345,1,,0
2CXO J104353.3+584525,AGN,CLANS J10438+5845,1,160.9724944710906,58.757120795894956,65975.900543345,1,,0
2CXO J104442.6+591919,AGN,CLANS J10447+5919,0,161.1778110997551,59.322052377537496,65748.492704793,1,,0
2CXO J104511.1+591625,AGN,CLANS J10451+5916,0,161.29656146970672,59.273768176912185,65748.492704793,1,,0
2CXO J104451.3+591946,AGN,CLANS J10448+5919,0,161.21406921219298,59.32956956035665,65748.492704793,1,,0
2CXO J104516.3+591133,AGN,CLANS J10452+5911,0,161.31793853258742,59.19262158274103,65745.392783564,1,,0
2CXO J104511.6+591037,AGN,CLANS J10451+5910,0,161.29844007408803,59.1772024170524,65745.392783564,1,,0
2CXO J104503.3+591242,AGN,CLANS J10450+5912,0,161.26413136027952,59.2117656222287,65745.392783564,1,,0
2CXO J104526.8+591333,AGN,CLANS J10454+5913,0,161.36200016828218,59.22609283134005,65745.392783564,1,,0
2CXO J104539.6+591226,AGN,CLANS J10456+5912,0,161.41504976805936,59.20739037996317,65739.192931075,1,,0
2CXO J104613.1+590941,AGN,CLANS J10462+5909,0,161.55474628936804,59.16139378979386,65739.192931075,1,,0
2CXO J104502.9+584713,AGN,CLANS J10450+5847,0,161.2624087240754,58.786964543811855,65610.741196104,1,,0
2CXO J104514.3+584925,AGN,CLANS J10452+5849,0,161.30963488111706,58.82387759021491,65610.741196104,1,,0
2CXO J144935.9+631835,AGN,SDSS J14495+6318 ,0,222.3998922366859,63.309970667427464,65540.52848206079,3,,0
2CXO J104748.7+592328,AGN,SDSS J10478+5923 ,1,161.95328528879304,59.39134424489561,65396.610235022,1,,0
2CXO J104713.5+591501,AGN,CLANS J10472+5915,0,161.80656123642657,59.250315978263004,65393.510372765,1,,0
2CXO J104720.8+591719,AGN,CLANS J10473+5917,0,161.83673771793156,59.28865651607547,65393.510372765,1,,0
2CXO J104643.9+592146,AGN,CLANS J10467+5921,0,161.68328150193304,59.36297742876477,65393.51030396901,1,,0
2CXO J104704.0+592311,AGN,CLANS J10470+5923,0,161.7668984776484,59.38661099259882,65393.51030396901,1,,0
2CXO J104704.8+592129,AGN,CLANS J10470+5921,0,161.7703381121851,59.358266306445465,65393.51030396901,1,,0
2CXO J104725.8+593209,AGN,SDSS J10474+5932 ,0,161.8578097757188,59.53595150290249,65393.51030391,1,,0
2CXO J104816.8+591801,AGN,CLANS J10482+5918,1,162.0702429815041,59.300393018261424,65393.510264614,1,,0
