name,ok,ra,dec,offset,cat_ra,cat_dec,cat_name,catalog,our_class,mw_class,mw_subclass,mw_ref,sep
2CXO J104748.7+592328,1,161.95328528879304,59.39134424489561,0.2025216647307564,161.9533,59.3914,SDSS J10478+5923 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.183323
2CXO J225525.0+623651,0,343.85426967793063,62.61419307249877,0.20350118141729048,343.854375,62.61422220000001,[PNJ2003] 100              ,SKIFF,STAR,YSO,K,2003MNRAS.341..805P,0.203502
2CXO J053457.1-053329,0,83.73811460594425,-5.558138498177747,0.20466361335922675,83.738125,-5.5581944000000005,[H97b] 173                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.329758
2CXO J053502.5-053310,0,83.76046475479366,-5.552808627042926,0.2048506923787702,83.76041670000002,-5.552777799999999,ESO-HA 1086                ,SKIFF,STAR,YSO,Md_a,2020AJ....160..120J,0.267919
2CXO J002316.8+092323,0,5.820373489576639,9.389989174401896,0.2059799779877393,5.8203229000000025,9.3899612,PSR J0023+0923  ,ATNF,PULSAR,LMXB,HE,2005AJ....129.1993M,0.195268
2CXO J104533.2-601331,1,161.38833694250957,-60.22550808230488,0.20621107985001533,161.388223,-60.225517,8313,SPICY,YSO,YSO,II,2011ApJS..194...14P,0.24068299999999998
2CXO J054622.4-000852,0,86.59350890444881,-0.14791719941999953,0.20682508260401586,86.5934583,-0.1479444,RJHA 14                    ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.331938
2CXO J053514.8-053805,0,83.81204928964638,-5.634891517983518,0.20778270681755506,83.81200000000003,-5.6348610999999975,BA14 375378                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.627087
2CXO J123629.4+621513,1,189.1225553351053,62.253651677723504,0.20787479259579664,189.1225,62.2536,B2.161           ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.17333800000000002
2CXO J080907.5+441641,1,122.2816457149554,44.27814277758269,0.20806874871759692,122.2817,44.2781,SDSS J08091+4416 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.317181
2CXO J053441.7-053648,0,83.6738194160846,-5.613572830544448,0.2085795657816247,83.673875,-5.6135556,[H97b] 57                  ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.202678
2CXO J140708.9+341231,1,211.78714149505646,34.2088532584679,0.20874935717376467,211.7871,34.2089,SDSS J14071+3412 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.21652800000000003
2CXO J160421.7+432354,1,241.0907710038293,43.39854585285878,0.2091655614196738,241.0908,43.3986,SDSS J16043+4323 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.285134
2CXO J213718.4+573121,0,324.32676585773106,57.522523328337634,0.20927098279640488,324.3266667,57.5225,Cl Trumpler 37 448         ,SKIFF,STAR,YSO,A0,1958TrRig...7...33A,0.209271
2CXO J201618.5+370925,1,304.07715614617564,37.15697594632609,0.2094406624210295,304.0770833,37.1569722,[KB61] +36 47              ,SKIFF,STAR,STAR,F8,1961AbaOB..26...35K,0.20944000000000002
2CXO J120534.5-074121,1,181.3941438816272,-7.689382305366831,0.2100990932664968,181.3942,-7.6894,CIRS 05          ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.236921
2CXO J100441.0+410943,1,151.17087355873934,41.16218058250801,0.21126308886405992,151.1708,41.1622,SDSS J10046+4109 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.18524200000000002
2CXO J123612.9+621929,1,189.0538495807064,62.32475421152445,0.21203937853741064,189.0538,62.3247,B01.076          ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.202907
2CXO J034639.3+240146,1,56.664116535582934,24.029635817499123,0.2127254405881316,56.664125,24.0296944,Cl Melotte 22 1124         ,SKIFF,STAR,STAR,GKd_c,2020AJ....160..120J,0.193224
2CXO J053531.0-064517,0,83.87934429655844,-6.754977140773175,0.2128576194792168,83.879375,-6.755027799999999,Kiso A-0976 183            ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.339318
2CXO J100013.6+013034,1,150.05707629214896,1.5096456243969456,0.2135373094813852,150.0571,1.5097,SDSS J10002+0130 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.276011
2CXO J053518.2-052335,0,83.82584337973128,-5.3932552744815005,0.213697716138216,83.825875,-5.3933056,[H97b] 581                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.28320700000000004
2CXO J053522.5-045237,0,83.84381727736495,-4.876959614125178,0.2141709582022529,83.843875,-4.8769444,ESO-HA 1213                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.21417199999999997
2CXO J053524.8-052509,0,83.85369155153639,-5.419442794496937,0.21450920766573087,83.8537083,-5.4195,[HC2000] 51                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.138346
2CXO J141540.0+112406,1,213.91676064279338,11.401904495189733,0.214616522879332,213.9167,11.4019,SDSS J14156+1124 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.359765
2CXO J165338.0-015836,0,253.40853442601173,-1.9768596949940402,0.21471596499684734,253.40855750000003,-1.9769147,PSR J1653-0158  ,ATNF,PULSAR,LMXB,NRAD,2005AJ....129.1993M,0.214848
2CXO J202206.7+613658,1,305.5279788594408,61.6163535969386,0.2147533981970341,305.5279,61.6164,OW 637           ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.165682
2CXO J094629.6+545155,1,146.62333636406098,54.86554408654236,0.21492545073307545,146.6233,54.8656,SDSS J09464+5451 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.043449
2CXO J053448.2-053010,0,83.70096304359572,-5.5027860986776975,0.21543469890098305,83.70100000000002,-5.5028333,[H97b] 3130                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.170772
2CXO J053454.8-052512,0,83.7284829968267,-5.4201120817095205,0.21562914743326306,83.7284583,-5.4201667,[H97b] 151                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.23762800000000003
2CXO J053523.6-052346,0,83.84856230842706,-5.396165485746971,0.21759180224505945,83.8485833,-5.3962222,[HC2000] 227               ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.121741
2CXO J053517.3-054214,0,83.82234059956136,-5.704091493919075,0.2176711191166409,83.82229170000002,-5.7040555999999984,Haro 4-161                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.397375
2CXO J053517.8-044452,0,83.82436218632529,-4.747943561092823,0.2181760073898963,83.8244167,-4.7479167,Haro 4- 23                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.358125
2CXO J005203.1+473538,1,13.01320518354919,47.5941659687004,0.218508561189296,13.0131667,47.594111100000006,BD+46 183                  ,SKIFF,STAR,STAR,A0,1952IzKry...9...82G,0.21850999999999998
2CXO J132344.3-451152,1,200.93487242821288,-45.19804981258074,0.2188310560916694,200.9349583,-45.1980556,HD 116335                  ,SKIFF,STAR,STAR,F6V,1978MSS...C02....0H,0.218831
2CXO J053535.2-044739,0,83.89668938075653,-4.7943681891694165,0.21895811764945214,83.89675,-4.7943611,ESO-HA 1302                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.332403
2CXO J053521.2-054212,0,83.83859538293456,-5.703445843963545,0.21906129023086865,83.83854170000002,-5.7034167,2MASS J05352125-0542123    ,SKIFF,STAR,YSO,Md_a,2020AJ....160..120J,0.15002200000000002
2CXO J165430.7-364923,1,253.628273869394,-36.82331581745487,0.21923267141113548,253.6283333,-36.8232778,HD 152368                  ,SKIFF,STAR,STAR,B9V,1982MSS...C03....0H,0.21923299999999998
2CXO J111508.9-611527,1,168.78715755514352,-61.257523993334964,0.22081697673908046,168.787125,-61.2575833,Cl* NGC 3603 Sher 24       ,SKIFF,STAR,STAR,O6V,2008AJ....135..878M,0.220818
2CXO J134440.2+555648,1,206.16759877547162,55.946726715888175,0.22112938756348746,206.1675,55.9467,CXOMP J13446+5556,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.29302399999999995
2CXO J021429.2-051744,1,33.62204467000737,-5.295772716236415,0.22132629921590813,33.6221,-5.2958,PMN J0214-0518   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.25686
2CXO J053444.4-052438,0,83.68531412445452,-5.410679193367074,0.22276311719984468,83.685375,-5.4106667,[H97b] 71                  ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.16583
2CXO J132533.7-430525,1,201.3906948546508,-43.09039622480232,0.222970611911113,201.390625,-43.0903611,HD 116647                  ,SKIFF,STAR,STAR,A7III/IV,1978MSS...C02....0H,0.22297199999999998
2CXO J152424.5+095829,1,231.10215285382083,9.974966156392556,0.223521958640538,231.1021,9.975,PG 1522+101      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.276019
2CXO J053531.5-051636,0,83.88154242135265,-5.276871145446614,0.2236514936941128,83.8815,-5.2769167,[H97b] 870                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.47958900000000004
2CXO J021829.8+570902,1,34.62437908332595,57.150804111464474,0.22379238942769264,34.624333299999996,57.1508611,[SHM2002] 49               ,SKIFF,STAR,STAR,B0.5I,2002ApJ...576..880S,0.223794
2CXO J001854.8+162952,1,4.728667684281844,16.49785389865222,0.22381328559591374,4.7287,16.4978,CXOMP J00189+1629,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.394198
2CXO J053523.6-052626,0,83.8485829873668,-5.440798920262754,0.2238498580211978,83.8485833,-5.440861099999999,[H97b] 743                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.07604
2CXO J150927.1-585056,1,227.36317619942622,-58.848961668709364,0.22392188132819216,227.3631375,-58.848902777777774,PSR J1509-5850                     ,SIMBAD,PULSAR,PULSAR,HE[waa+10],2005AJ....129.1993M,0.256688
2CXO J183613.7+592530,1,279.05709185480333,59.42502331912297,0.2239815855835892,279.056975,59.4250417,PSR J1836+5925  ,ATNF,PULSAR,PULSAR,"XINS,NRAD",2005AJ....129.1993M,0.22394699999999998
2CXO J053441.6-052652,0,83.67374170703499,-5.448017998244097,0.22455054537520588,83.6737917,-5.4480556,[H97b] 55                  ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.13859100000000002
2CXO J180912.3-202801,1,272.30143975120484,-20.46697329691037,0.22479547301054773,272.3015,-20.467,HD 312684                  ,SKIFF,STAR,STAR,F5,1949AnHar.112....1C,0.224796
2CXO J112019.6+130320,1,170.08176408793008,13.05560438171154,0.22530569708818665,170.0817,13.0556,SDSS J11203+1303 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.382446
2CXO J053519.8-052221,0,83.83256154955751,-5.372607877274059,0.2256556063702073,83.8325833,-5.3726667,[H97b] 624                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.24402100000000002
2CXO J053502.7-051944,0,83.76141613994844,-5.329074796655223,0.2268520900927681,83.7614583,-5.3290277999999995,[H97b] 224                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.39769899999999997
2CXO J192530.1+424840,1,291.3754536857816,42.81127581007974,0.2288555327642628,291.3754167,42.8113333,[BMF2002] RR 6             ,SKIFF,STAR,STAR,G1V,2002AJ....123..473B,0.228856
2CXO J070351.5-113455,0,105.9646533681872,-11.582132824846973,0.2289157145551221,105.96470829999998,-11.582166699999998,HRW 11a                    ,SKIFF,STAR,YSO,B8V,1978ApJ...223..471H,0.22891599999999998
2CXO J095915.4+020058,1,149.81424739774513,2.016357431287635,0.2292682914573297,149.8142,2.0164,COSM J09592+0200 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.31077899999999997
2CXO J181037.3+174437,0,272.6554651676688,17.743714622517906,0.2295604709752436,272.6554,17.7437,J1810+1744,FERMI,PULSAR,LMXB,HE,2005AJ....129.1993M,0.452087
2CXO J132106.3+003714,1,200.27636285801498,0.6206111336298994,0.2297980197493332,200.2763,0.6206,2QZ J132106+0037 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.452158
2CXO J201432.4+411453,1,303.63512333878907,41.24825073084872,0.2299792025114317,303.6352083,41.24825,HD 228527                  ,SKIFF,STAR,STAR,F8,1926AnHar.100...17C,0.229979
2CXO J054149.6-015327,0,85.4569299842455,-1.890918747218452,0.2311892645215105,85.4569583,-1.8908611000000002,Cl* NGC 2024 LSE 13        ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.148072
2CXO J033514.4-150606,1,53.81034280992401,-15.1018669668684,0.2316308362359009,53.8104,-15.1019,Q J033516-1505   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.378679
2CXO J071846.6-245841,0,109.69435317213241,-24.978304457593108,0.231858637023768,109.69441670000002,-24.97833330000001,Cl* NGC 2362 D 86          ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.247425
2CXO J085131.2+114550,1,132.88023045825753,11.764071533831446,0.23191445053717305,132.88016670000002,11.764055599999999,NGC 2682 176               ,SKIFF,STAR,STAR,F8,1940ApJ....91..244E,0.23191399999999998
2CXO J034639.3+240611,1,56.66388644748503,24.103130597499728,0.2327490889360185,56.663875,24.1031944,HD 23511                   ,SKIFF,STAR,STAR,Fd_c,2020AJ....160..120J,0.41631599999999996
2CXO J023247.5+612700,0,38.19829077288307,61.4500261531019,0.23331184204551825,38.1981667,61.45,IC 1805 158                ,SKIFF,STAR,YSO,B1.5V,1999A&AS..136..313S,0.233312
2CXO J101702.2-575446,1,154.2594021072521,-57.91298911406154,0.2333269561864016,154.2595,-57.913027799999995,HD 89358                   ,SKIFF,STAR,STAR,,2001NewAR..45..135V,0.233327
2CXO J104616.7-600134,1,161.56994858590485,-60.02632244213845,0.23351854144444226,161.569875,-60.02626899999999,8436,SPICY,YSO,YSO,II,2011ApJS..194...14P,0.208193
2CXO J013346.5+305430,1,23.44400796575735,30.908563900012112,0.23459983299265105,23.44408330000001,30.908555600000003,[PMH2004] 204              ,SKIFF,STAR,STAR,F4,2006A&A...451..835H,0.23459899999999997
2CXO J162919.9+231919,1,247.33296801826577,23.3221813366114,0.23468194803949105,247.3329,23.3222,SDSS J16293+2319 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.22332600000000002
2CXO J125345.6-392653,1,193.440208741986,-39.448067789622286,0.23475485365015364,193.4402917,-39.4480556,HD 112020                  ,SKIFF,STAR,STAR,G6III/IV,1982MSS...C03....0H,0.23475500000000002
2CXO J053504.8-052057,0,83.77026959495322,-5.349244107523754,0.2351246758527876,83.7702917,-5.3493056,[H97b] 259                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.105609
2CXO J223920.8+611626,1,339.8368361248281,61.27399265453021,0.23541880860229866,339.83685147422995,61.274057631190004,4U 2238+60                         ,simbad,HMXB,HMXB,Be,Simbad,0.23596199999999998
2CXO J132812.9-313307,1,202.0540337145417,-31.552189095965325,0.2362081660407504,202.0540833,-31.552138899999996,HD 117051                  ,SKIFF,STAR,STAR,F5V,1982MSS...C03....0H,0.23620700000000003
2CXO J184631.7-025440,1,281.6321489670345,-2.9112811299461296,0.2364003640837189,281.6320833000001,-2.9112777999999997,BD-03 4376                 ,SKIFF,STAR,STAR,F8,1935MeUpp..61....1S,0.2364
2CXO J053522.4-052200,0,83.84352348018831,-5.366909033926482,0.23658903618889385,83.8435417,-5.3669722,[H97b] 712                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.338118
2CXO J174025.9+100006,1,265.1081314759425,10.001684442864844,0.2371198090681919,265.108125,10.00175,PSR J1740+1000  ,ATNF,PULSAR,PULSAR,HE[sbc+19],2005AJ....129.1993M,0.237119
2CXO J232817.6+001946,1,352.0733653522371,0.3296910266979624,0.2374716096124649,352.0733,0.3297,SDSS J23282+0019 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.161236
2CXO J052643.4+014353,0,81.6811421774518,1.7316142253480915,0.23819834332552844,81.6812083,1.7316111,RX J0526.7+0143            ,SKIFF,STAR,YSO,GKd_b,2020AJ....160..120J,0.170369
2CXO J144920.7+422101,1,222.33638700714073,42.35031611048768,0.2386412392960622,222.3363,42.3503,IRAS 14474+4233  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.389477
2CXO J042208.2+191521,1,65.53430509682681,19.25608988508889,0.23875237593396065,65.534375,19.2560833,TYC 1272-0658-1            ,SKIFF,STAR,STAR,Md_a,2020AJ....160..120J,0.539408
2CXO J053519.0-052349,0,83.82943062533258,-5.3970784023815135,0.2393139991071306,83.8294583,-5.3971389,[H97b] 607                 ,SKIFF,STAR,YSO,P,2012AJ....144..192M,0.41122600000000004
2CXO J090441.4-322247,0,136.17288405195416,-32.37991198340313,0.2405433515706845,136.1729583,-32.3798889,T Pyx                      ,SKIFF,STAR,CV,NRB,2005JAD....11....2D,0.24054299999999998
2CXO J053523.9-052509,0,83.8499156042293,-5.419365031664818,0.2408581700902877,83.8499583,-5.4194167,[H97b] 3087                ,SKIFF,STAR,YSO,P,2012AJ....144..192M,0.18604600000000002
2CXO J095920.9+020031,1,149.8371312630038,2.0088407417626484,0.2411654242139908,149.8371,2.0089,SDSS J09593+0200 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.245627
2CXO J163551.8-473523,1,248.9659189490192,-47.58982054908285,0.24139738651331905,248.9660167,-47.5898083,PSR J1635-4735  ,ATNF,PULSAR,PULSAR,"AXP,NRAD",2005AJ....129.1993M,0.241296
2CXO J091848.6+211717,1,139.70257207931684,21.288101603102163,0.2418488399648331,139.7025,21.2881,2MASS J09188+2117,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.292248
2CXO J042457.0+271156,0,66.23781609867012,27.198990141004696,0.24200323541856225,66.2378333,27.199055600000005,LkCa 8                     ,SKIFF,STAR,YSO,k,2011ApJS..196....4R,0.17363399999999998
2CXO J053513.2-052018,0,83.805410729524,-5.338516174527259,0.2425974558706483,83.8054167,-5.3385833,[H97b] 403                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.442328
2CXO J053529.8-052348,0,83.87443368607433,-5.396712551692778,0.2426548505140823,83.8744167,-5.3967778,2MASS J05352986-0523484    ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.34046
2CXO J043947.4+260140,0,69.94790690501843,26.02801315374825,0.2427670095636153,69.9478333,26.028,[MDM2001] CFHT-BD-Tau 4    ,SKIFF,STAR,YSO,k,2011ApJS..196....4R,0.44738100000000003
2CXO J143308.3-611540,1,218.2847193831468,-61.26111951024233,0.2436819733105201,218.28457999999998,-61.261109999999995,IGR J14331-6112,INTREFCAT,HMXB,HMXB,HMXB,INTEGRAL General Reference Catalog,0.330785
2CXO J053523.5-052350,0,83.8480549784478,-5.397438445005237,0.24373968877735114,83.8480833,-5.3975,[HC2000] 212               ,SKIFF,STAR,YSO,M9,2004ApJ...610.1045S,0.24374
2CXO J055216.5+323446,1,88.06886583341566,32.57946918326359,0.2439431661003541,88.0689167,32.5794167,Cl* NGC 2099 West C        ,SKIFF,STAR,STAR,G8II/III,1987ApJS...64..241S,0.243943
2CXO J044236.2+020326,1,70.6508608405735,2.05723029373278,0.2445488154947111,70.6508,2.0572,CXO J04426+0203  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.104519
2CXO J213126.2+471724,0,322.85921299983727,47.29015118270752,0.24464706543658865,322.8592083000001,47.2900833,V1727 Cyg                  ,SKIFF,STAR,LMXB,DC,2003A&A...404..301R,0.470156
2CXO J194935.4+301231,0,297.3977618708028,30.208834058454556,0.2447031949436725,297.3978333,30.208805600000005,KS 1947+300                ,SKIFF,STAR,HMXB,"HMXB (Be, P, T)",INTEGRAL General Reference Catalog,0.275565
2CXO J110457.9-584742,1,166.2416606885621,-58.79505106946625,0.2449014040377835,166.2417917,-58.7950556,HD 96246                   ,SKIFF,STAR,STAR,A0.5IV,1987ApJS...65..581G,0.24490100000000004
2CXO J053523.5-052526,0,83.84829869925545,-5.423969060136392,0.24514086206531185,83.8483333,-5.4240278,[H97b] 737                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.190158
2CXO J124136.7+071856,1,190.40329255763007,7.315610441675763,0.2452399628547152,190.4033333,7.3155556,AG+07 1662                 ,SKIFF,STAR,STAR,G0,1958PMcCO..13b....V,0.24524
2CXO J034313.7+010336,1,55.80744663629729,1.06025753181874,0.2454940309272612,55.8075,1.0603,SDSS J03432+0103 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.20572600000000002
2CXO J154305.5-522709,1,235.77293898725964,-52.45259950002296,0.24549672220775914,235.7729583333333,-52.45266666666667,2XMM J154305.5-522709,opencv,CV,CV,NL,2003A&A...404..301R,0.644408
2CXO J053525.0-052353,0,83.85449777498502,-5.398209571064432,0.2457535859879753,83.8545,-5.3982778,[H97b] 768                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.380481
2CXO J140229.9+542118,0,210.6246223168532,54.35519686574497,0.24581077046507285,210.62472570804002,54.355164741850004,GSC 03852-01275                    ,simbad,HMXB,STAR,Md_a,2020AJ....160..120J,0.299983
2CXO J053544.1-044804,0,83.93394053037173,-4.801340756638457,0.24622518307377364,83.933875,-4.801361099999999,Kiso A-0976 201            ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.152731
2CXO J053522.1-052233,0,83.84217409319638,-5.376079500046715,0.2464932433579452,83.8422083,-5.3761389,[H97b] 9297                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.276927
2CXO J043000.1+351714,0,67.50042000939828,35.28743157501018,0.2465218514098504,67.5004167,35.2875,[HAD2004] NGC 1579 38      ,SKIFF,STAR,YSO,M2,2004AJ....128.1233H,0.246522
2CXO J104345.9-593329,1,160.9416553796251,-59.55807695326414,0.2471486476275047,160.941693,-59.558011,7936,SPICY,YSO,YSO,II,2011ApJS..194...14P,0.293365
2CXO J083454.9+553421,1,128.7288027476984,55.57253681646545,0.2475865092052811,128.7287,55.5725,4C 55.16         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.17056400000000002
2CXO J100258.2+015908,1,150.74256221968903,1.985770614612084,0.2475937092758743,150.7425,1.9858,COSM J10029+0159 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.317098
2CXO J003502.5-433419,1,8.760421761463308,-43.5721330361927,0.24766138655902056,8.7604,-43.5722,XMM J00350-4334  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.320511
2CXO J193938.5+213459,1,294.91067189044577,21.583163975661925,0.2487939718616693,294.9107,21.5831,J1939+2134,FERMI,PULSAR,PULSAR,HE[tst+01],2005AJ....129.1993M,0.26461399999999996
2CXO J130905.6+113802,1,197.27333612546482,11.634140588618207,0.2489391091942497,197.2733,11.6342,NGC 4992         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.095716
2CXO J084902.2+450004,1,132.25955987942774,45.00133670306776,0.2497085536887064,132.2596,45.0014,CXO J08490+4500  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.19725399999999998
2CXO J053520.7-052154,0,83.83651625081075,-5.365240934236526,0.2500292548711694,83.8365417,-5.3653056,[H97b] 661                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.31199
2CXO J212630.7-460547,1,321.62798509642505,-46.096663271616364,0.2502220978145404,321.6279,-46.0967,PKS 2123-463     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.170524
2CXO J112108.5+232151,1,170.28545547530882,23.364247650685574,0.2510749796999626,170.2854,23.3642,SDSS J11211+2321 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.31696599999999997
2CXO J150842.2+332805,1,227.1758524826157,33.468154295319124,0.2510912655913954,227.1758,33.4681,SDSS J15087+3328B,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.358666
2CXO J203330.2+413557,1,308.37624201051494,41.59940106869842,0.2521204099580822,308.3763333,41.5994167,Schulte 74                 ,SKIFF,STAR,STAR,O8V,1991AJ....101.1408M,0.252119
2CXO J221649.5+001510,1,334.2066010026333,0.2528706048896497,0.2522156150697833,334.2065417,0.2528333,AG+00 2795                 ,SKIFF,STAR,STAR,G0,1958PMcCO..13b....V,0.252217
2CXO J203303.8+411736,1,308.26616579158235,41.29355811560241,0.2525652223515871,308.26625,41.2935278,Schulte 55                 ,SKIFF,STAR,STAR,OB,1956ApJ...124..530S,0.252565
2CXO J103429.6+575217,1,158.62343224325423,57.87140379952223,0.2535564349399207,158.6233,57.8714,CLASXS 372       ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.19733499999999998
2CXO J004610.3+010643,1,11.542970563333313,1.1121996906591989,0.2539825829570828,11.5429,1.1122,SDSS J00461+0106 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.20885
2CXO J053524.4-052439,0,83.85180062659458,-5.4110206271992265,0.2542002321095785,83.8518333,-5.4110833,[H97b] 756                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.183273
2CXO J005759.9-272126,1,14.499703239978206,-27.3572855149944,0.25613195827142426,14.499666699999999,-27.357222200000002,[LM84] 1-35                ,SKIFF,STAR,STAR,M,1984CoVVO...2...33L,0.256132
2CXO J071849.4-245625,0,109.70584016830604,-24.94042767934765,0.2569710756306853,109.70591670000002,-24.9404444,Cl* NGC 2362 D 106         ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.287346
2CXO J195936.7+204814,0,299.90311785376616,20.804126949424592,0.258048853630846,299.9031166666667,20.804055277777774,PSR J1959+2048                     ,SIMBAD,PULSAR,LMXB,HE[aaa+10g],2005AJ....129.1993M,0.402509
2CXO J033151.8-280025,1,52.96588072031233,-28.00720768722385,0.25804955772400195,52.9658,-28.0072,ECDF-S 298       ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.160187
2CXO J053516.9-052300,0,83.82071495653919,-5.383547756008726,0.26033987378127754,83.82075,-5.3836110999999995,[H97b] 533                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.260339
2CXO J145203.0+430542,1,223.01282361244,43.09504604462739,0.2603847719359745,223.0129,43.095,CXO J14520+4305  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.29622
2CXO J093455.5+051409,1,143.73165615745026,5.235857694715515,0.26046795961016256,143.7317,5.2358,SDSS J09349+0514 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.09702899999999999
2CXO J053510.1-052232,0,83.79223313483169,-5.3756794599755064,0.2610392853264913,83.79225,-5.37575,[H97b] 340                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.255698
2CXO J054138.9-015936,0,85.41230551133918,-1.9935115820087257,0.2617053311015905,85.4123333,-1.9934444,Kiso A-0904 123            ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.484713
2CXO J221532.7+513536,0,333.8862787870694,51.5934957575689,0.26176751907647183,333.88619547892995,51.593444681920005,PSR J2215+51                       ,SIMBAD,PULSAR,LMXB,HE,2005AJ....129.1993M,0.2994
2CXO J053508.4-052230,0,83.78504014528687,-5.375024141846957,0.2632108294987293,83.7850833,-5.3750833,[HC2000] 454               ,SKIFF,STAR,YSO,M2V,2004ApJ...610.1045S,0.26321100000000003
2CXO J095759.4+020436,1,149.49785011859169,2.076753581790926,0.2634623500518725,149.4979,2.0767,SDSS J09579+0204 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.393762
2CXO J145344.6+033330,0,223.43620011879864,3.5583866953117576,0.26360595923779384,223.43625,3.558333,NGC 5775 ULX1        ,ULXRBCAT,ULX,AGN,Q,2010A&A...518A..10V,0.26360500000000003
2CXO J053517.3-052400,0,83.8224134755593,-5.4000250918630135,0.2640452840248269,83.8224583,-5.4000832999999995,[H97b] 549                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.190761
