name,ok,ra,dec,offset,cat_ra,cat_dec,cat_name,catalog,our_class,mw_class,mw_subclass,mw_ref,sep
2CXO J033153.5-274843,1,52.97300472250254,-27.811956068860674,0.3897850039070115,52.9729,-27.8119,CDFS J03318-2748 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.282681
2CXO J103202.9+573208,1,158.0121048190681,57.5357083997625,0.3903502394937732,158.0121,57.5356,CLASXS  52       ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.550258
2CXO J032444.2-291821,1,51.184546672054694,-29.30589800843586,0.3905325120210137,51.1846,-29.3058,BR J0324-2918    ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.260337
2CXO J104409.3+590002,1,161.03914908765296,59.000694730568654,0.3905494967254625,161.0392,59.0008,CLANS J10441+5900,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.498875
2CXO J205829.9-423634,1,314.62459888738294,-42.60950887276409,0.3919530367692189,314.6246,-42.6094,XMM J20584-4236  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.237306
2CXO J071827.9-245828,0,109.61634027647972,-24.97453493180551,0.3922771235191015,109.61645829999999,-24.974555600000002,Cl* NGC 2362 D 12          ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.38284
2CXO J114702.5+162534,1,176.76049395810378,16.426161294015056,0.3923694479712829,176.7604,16.4261,SDSS J11470+1625 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.32155900000000004
2CXO J053510.2-051955,0,83.79285008069161,-5.332218687152498,0.3935978410422199,83.7929167,-5.3323056,[H97b] 3047                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.143824
2CXO J101957.7+452949,1,154.9907971433845,45.49700937110109,0.3938019432484683,154.9908,45.4969,SDSS J10199+4529 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.252131
2CXO J132138.3+511743,1,200.40976832365826,51.29533068207572,0.3946849169560575,200.4096,51.2953,SDSS J13216+5117 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.45826999999999996
2CXO J131132.8+220400,1,197.88681785792846,22.066889916338983,0.3948797669518742,197.8867,22.0669,SDSS J13115+2204 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5396529999999999
2CXO J123555.0+621800,1,188.97956131394585,62.300192600457535,0.3951979968781577,188.9795833,62.3000833,[BAH2001] 36               ,SKIFF,STAR,STAR,M4,2004ApJ...611.1107F,0.395196
2CXO J110516.4+111801,1,166.31840053071258,11.300348435991664,0.3954172290470817,166.3183,11.3003,SDSS J11052+1118 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.348039
2CXO J071826.4-245453,0,109.610049533998,-24.914999985709443,0.3954301820311786,109.61016670000001,-24.9150278,Cl* NGC 2362 D 4           ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.441514
2CXO J100038.3+013708,1,150.15970818535834,1.6189194453948437,0.3955555356811703,150.1596,1.6189,COSM J10006+0137 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.46362700000000007
2CXO J115351.1+113649,1,178.4629307682385,11.613705967631926,0.39661247445598136,178.4629,11.6136,SDSS J11538+1136 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.345315
2CXO J124209.8+372005,1,190.54092501617782,37.33495219008042,0.3970835132343484,190.5408,37.335,B3 1239+376      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.314635
2CXO J102827.8-581906,1,157.1161061809952,-58.31849883214303,0.39756246664342254,157.1162,-58.3184,J1028-5819,FERMI,PULSAR,PULSAR,HE[aaa+09],2005AJ....129.1993M,1.7524990000000003
2CXO J080323.0+481618,1,120.8458486073386,48.27180577525968,0.39820491490145377,120.8458,48.2717,RXS J08033+4816  ,VERONCAT,AGN,AGN,B,2010A&A...518A..10V,0.500988
2CXO J033214.4-275111,1,53.060125682795324,-27.853092223276352,0.40101850958877866,53.06,-27.8531,CDFS J03322-2751B,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.42075799999999997
2CXO J095500.1-013006,1,148.75043201066651,-1.5017931128861952,0.4016676344135207,148.7504,-1.5019,BRI 0952-0115    ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5458729999999999
2CXO J053529.4-052536,0,83.87282270959406,-5.4269290346253385,0.4019191309813207,83.872875,-5.427027799999999,[H97b] 3097                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.303398
2CXO J123907.9-453344,0,189.7830191036108,-45.56233566347429,0.4021471382393966,189.7829167,-45.56225,HD 109962                  ,SKIFF,STAR,CV,DN,2003A&A...404..301R,0.483387
2CXO J071847.5-245833,0,109.69826953326056,-24.97594150123525,0.4034929170896603,109.698375,-24.976,Cl* NGC 2362 D 93          ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.428508
2CXO J174931.7-280805,1,267.38220598318526,-28.13473688223177,0.4045411763579049,267.38208,-28.13472,J1749-2808              ,RITTERLMXB    ,LMXB,LMXB,XB,2003A&A...404..301R,0.394084
2CXO J091828.5+513932,1,139.61901922538755,51.65890935648582,0.4051140787358424,139.6192,51.6589,SDSS J09184+5139 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.338054
2CXO J113509.9-605500,1,173.7915331620166,-60.91681422708286,0.405416656264618,173.79166669999995,-60.91672220000001,[L68a] 387                 ,SKIFF,STAR,STAR,F2,1968StoAn..23a...1L,0.405416
2CXO J162845.2-242818,0,247.1886149147192,-24.47184199933474,0.4058180233295843,247.1886667,-24.471944399999998,StHA 130                   ,SKIFF,STAR,YSO,Md_b,2020AJ....160..120J,0.410313
2CXO J100129.8+023238,1,150.37424053418363,2.5440944260996554,0.407064833560944,150.3742,2.5442,COSM J10014+0232 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.371753
2CXO J133441.8+380011,1,203.67434125540137,38.00312074813221,0.4076039913216186,203.6742,38.0031,1WGA J1334.6+3759,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.546514
2CXO J053518.2-051721,0,83.82589089226185,-5.289346616388738,0.4080932350521532,83.8258333,-5.289444400000002,COUP 950                   ,SKIFF,STAR,YSO,M8/9,2005AN....326..977M,0.408094
2CXO J172314.1+654746,1,260.80897992113137,65.79616897768757,0.4088684535637909,260.8092,65.7961,HS 1723+6550     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.346129
2CXO J105655.1-034322,1,164.2297119873621,-3.722820515084478,0.4090266429586219,164.2296,-3.7228,CXOMP J10569-0343,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.487996
2CXO J132323.7-002155,1,200.84909200185368,-0.3653354335694745,0.4091770720846037,200.8492,-0.3653,Q 1320-0006      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.340064
2CXO J022054.3-015650,1,35.2262800598171,-1.9473880571259805,0.40933058718320303,35.2263,-1.9475,3C  63           ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.41725500000000004
2CXO J071826.8-245803,0,109.6117982860697,-24.967566029959173,0.4102275262802759,109.61191670000001,-24.96752780000001,Cl* NGC 2362 D 6           ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.42268100000000003
2CXO J110435.9-584520,1,166.14967521833398,-58.75575801834679,0.4104943815648951,166.149875,-58.755805599999995,Cl* NGC 3532 Fern 160      ,SKIFF,STAR,STAR,G7III,2002AJ....123.3318G,0.410495
2CXO J105348.5+515713,1,163.45236259540957,51.95382363793368,0.4104976518409639,163.4525,51.9539,SDSS J10538+5157 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.38510300000000003
2CXO J143352.2+052729,1,218.46778555621842,5.458294265734417,0.4106486914711572,218.4679,5.4583,NGC 5674         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.491258
2CXO J173442.6+160032,1,263.67751588174326,16.009013085341348,0.4107999088300618,263.6775,16.0089,PKS 1732+16      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.450074
2CXO J033422.0-011517,1,53.59201070718035,-1.2549286590722937,0.41139213314667,53.5921,-1.255,SDSS J03343-0115 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.365596
2CXO J141855.4+244108,1,214.73092576069385,24.685796188100603,0.4115923372988337,214.7308,24.6858,SDSS J14189+2441A,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.3311
2CXO J093949.6+414154,1,144.95673685202343,41.69841100959934,0.4117281475862937,144.9567,41.6983,SDSS J09398+4141 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.33782
2CXO J214851.7-274657,1,327.21571639469744,-27.782712620169946,0.41213962494343337,327.2158,-27.7828,2QZ J214851-2746 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.43968900000000005
2CXO J053452.6-052945,0,83.71932485471433,-5.495847631043099,0.4124899492032366,83.7194167,-5.4959167,[H97b] 135                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.151619
2CXO J133512.5+380246,1,203.80224337053687,38.04638023797322,0.4126408391244073,203.8021,38.0464,1WGA J1335.2+3802,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.45575200000000005
2CXO J105233.8+454949,1,163.14090962820038,45.83038559559238,0.4130069082264505,163.1408,45.8303,SDSS J10525+4549 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.43241599999999997
2CXO J145821.9-314007,0,224.59132226965176,-31.668836833105672,0.414060750666277,224.5913333,-31.6687222,X Cen X-4                  ,SKIFF,STAR,LMXB,XT,2003A&A...404..301R,0.842614
2CXO J125311.8-091337,1,193.29948389470158,-9.227185341396275,0.41593175617655065,193.2996,-9.2272,CXOCY J12531-0913,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.376078
2CXO J043654.8+294018,1,69.22867193503185,29.671731372430468,0.41619823536039663,69.2288,29.6717,CXO J04369+2940  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.33664299999999997
2CXO J054134.5-015213,0,85.3937941921784,-1.870526013160647,0.4179282064256287,85.3938333,-1.8704167,Cl* NGC 2024 LSE 40        ,SKIFF,STAR,YSO,M8,2006ApJ...646.1215L,0.41792799999999997
2CXO J071853.1-245756,0,109.72151051362567,-24.965586828125186,0.41802834319026105,109.721625,-24.9656389,Cl* NGC 2362 D 120         ,SKIFF,STAR,YSO,2,2011A&A...531A.141D,0.45959099999999997
2CXO J100037.9+020822,1,150.15828609080646,2.1395154035553707,0.4184553131686724,150.1583,2.1394,SDSS J10006+0208 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.307498
2CXO J203259.0+411759,1,308.2459129101235,41.29981829558553,0.4185168314766313,308.246,41.2997222,Schulte 43                 ,SKIFF,STAR,STAR,OB,1956ApJ...124..530S,0.41851800000000006
2CXO J054045.7-283907,1,85.19050864892438,-28.65213216931315,0.4212396645768624,85.1904,-28.6522,XMM J05407-2839  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.434065
2CXO J100226.1+024610,1,150.60880962171836,2.769657541045292,0.4227759013681001,150.6087,2.7697,XMM J10024+0246  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.31592800000000004
2CXO J100238.7+013936,1,150.66126074033673,1.6601005937402808,0.4229868694626193,150.6612,1.66,COSM J10026+0139 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.364195
2CXO J171808.7-382604,1,259.53655419690307,-38.43453504815975,0.42381937213148063,259.5364583,-38.4344444,LS 4049                    ,SKIFF,STAR,STAR,OB,1971PW&SO...1a...1S,0.42381899999999995
2CXO J104838.2-411400,1,162.15949188503896,-41.23338523418908,0.4240596561967434,162.1596,-41.2333,PKS 1046-409     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.310176
2CXO J100051.9+015919,1,150.21636670909876,1.9886971611778144,0.4242052716713735,150.2163,1.9886,SDSS J10008+0159 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.522041
2CXO J024145.2+003028,1,40.43838281851095,0.5078839322930404,0.4244794903338449,40.4383,0.5078,SDSS J02417+0030 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.42141999999999996
2CXO J042653.4+260654,0,66.72289453394848,26.11506360970659,0.4245236413405243,66.7229583,26.1151667,FV Tau A                   ,SKIFF,STAR,YSO,k,2011ApJS..196....4R,0.14749
2CXO J014756.9+000021,1,26.98748503859548,0.005982921256505389,0.42491097230030217,26.9875,0.0061,SDSS J01479+0000 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.46421899999999994
2CXO J100035.2+024302,1,150.14708123087416,2.7173833876551465,0.4251953159700973,150.1471,2.7175,COSM J10005+0243 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.41985100000000003
2CXO J215407.7+623221,1,328.53215271777214,62.53919962584784,0.4282190578196579,328.5319583,62.539277799999994,Cl* NGC 7160 Hoag 9        ,SKIFF,STAR,STAR,B8V,1998AJ....116.2530G,0.42821899999999996
2CXO J103623.0+622849,1,159.09616659113613,62.48041800720552,0.4284452373617221,159.0962,62.4803,SDSS J10363+6228 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.522772
2CXO J113244.6+343551,1,173.1859325084616,34.59754817087563,0.42926071817274297,173.1858,34.5975,SDSS J11327+3435 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.342092
2CXO J134332.6-000203,1,205.88621816008103,-0.034281760707290984,0.43065268046433536,205.8862,-0.0344,SDSS J13435-0002 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.595202
2CXO J124955.4+051627,1,192.4809192893049,5.2743848045764326,0.43110795630219295,192.4808,5.2744,SDSS J12499+0516 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.375625
2CXO J053517.8-062438,0,83.82423235084082,-6.410566221944682,0.4312815306420967,83.8241667,-6.4106667,Haro 4-351                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.43128199999999994
2CXO J003331.6-433313,1,8.38175074641407,-43.55371407480873,0.4314843001395964,8.3817,-43.5536,XMM J00335-4333  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.43062
2CXO J124825.8+083020,1,192.10778186539198,8.505770724918461,0.4336095487369903,192.1079,8.5058,XMM J12484+0830  ,VERONCAT,AGN,AGN,B,2010A&A...518A..10V,0.530803
2CXO J123741.2+264227,1,189.4216686231604,26.70768272202107,0.4340913986793519,189.4217,26.7078,IC 3599          ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.343041
2CXO J122645.8-001100,1,186.69104007634246,-0.1834541182498828,0.4349849735454169,186.6910417,-0.18333329999999998,HD 108318                  ,SKIFF,STAR,STAR,F0V,1999A&AS..137..451G,0.43498400000000004
2CXO J133526.7+405956,1,203.86144855528323,40.999154781953905,0.43521311548937225,203.8613,40.9992,SDSS J13354+4059 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.541262
2CXO J235833.2+003453,1,359.6383937006169,0.5814764035851451,0.4352340340232808,359.6383,0.5814,SDSS J23585+0034 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.38308600000000004
2CXO J073733.0+392037,1,114.3875265239817,39.34371916144425,0.4352906637517986,114.3875,39.3436,SDSS J07375+3920 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.39632
2CXO J095756.7+024840,1,149.4866224851211,2.8113062556611363,0.4376940180247797,149.4867,2.8114,COSM J09579+0248 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.338158
2CXO J170212.5-300122,1,255.55238992555192,-30.02293196153377,0.4384364850869564,255.55225,-30.022944399999997,HD 153711                  ,SKIFF,STAR,STAR,B9III/IV,1982MSS...C03....0H,0.438438
2CXO J053513.6-044258,0,83.80697809682259,-4.716367777449527,0.4388298077630304,83.8070833,-4.7163056,Haro 4-347                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.5726220000000001
2CXO J170355.2+514936,1,255.98010392770001,51.82680390100681,0.4397473373629169,255.98,51.8267,CXO J17039+5149A ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.544393
2CXO J133431.2+374953,1,203.6301520025592,37.83142289196902,0.4399830836990313,203.63,37.8314,Q 1332+3805      ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.449089
2CXO J053531.6-051657,0,83.88178666759535,-5.282711101201756,0.4402853971057768,83.88179170000002,-5.2828333,[H97b] 871                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.313895
2CXO J123636.7+621156,1,189.15312885387414,62.19895975297278,0.4403707235212229,189.1529,62.1989,CXOH J12366+6211 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.437504
2CXO J171537.7-395625,1,258.90736006451357,-39.94039972179321,0.440850162923474,258.907375,-39.9402778,LS 3996                    ,SKIFF,STAR,STAR,OB,1971PW&SO...1a...1S,0.44085100000000005
2CXO J133749.0+375356,1,204.45444487714784,37.89889578207867,0.4409260424433585,204.4546,37.8989,SDSS J13378+3753 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.393131
2CXO J103633.5+282821,1,159.13971654167256,28.472567170669908,0.4410106031638122,159.1396,28.4725,FIRST J10365+2828,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.486896
2CXO J033518.1-150616,1,53.825749688578355,-15.104512492974276,0.4411143461297879,53.8258,-15.1044,1AXG J033516-1505,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.38032
2CXO J092636.3+305504,1,141.65137265157585,30.917994238370447,0.4419401912662143,141.6513,30.9181,PSS J0926+3055   ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.439237
2CXO J102741.3+003003,1,156.92240585399745,0.501016323141711,0.4430006320514807,156.92241669999999,0.5011389,AG+00 1386                 ,SKIFF,STAR,STAR,G0,1958PMcCO..13b....V,0.44300100000000003
2CXO J042923.7+243300,0,67.34889365705608,24.55009352747169,0.4432486024865272,67.3489167,24.5499722,Haro 6-10                  ,SKIFF,STAR,YSO,k,2011ApJS..196....4R,0.566606
2CXO J123527.7+121338,1,188.86570559719075,12.22741834866085,0.4435322230804565,188.8658,12.2275,WDM  8           ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.536029
2CXO J105641.3-033853,1,164.17215766613185,-3.6482090161553766,0.4437858507709457,164.1721,-3.6481,CXOMP J10566-0338,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.6127020000000001
2CXO J101853.3-580753,1,154.72235517294496,-58.13148632446488,0.4458535044768166,154.7225,-58.1313889,THA 35-II- 23              ,SKIFF,STAR,STAR,,2001NewAR..45..135V,0.445852
2CXO J143628.0+335524,1,219.1170022990429,33.923393797594144,0.4463195820325188,219.1171,33.9233,SDSS J14364+3355 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.32560900000000004
2CXO J171456.2+593700,1,258.7344691733247,59.61680505127463,0.4469542018332364,258.7346,59.6167,SPIT J17149+5937 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.538469
2CXO J230459.6+121205,1,346.2484159073059,12.20145109854018,0.4474072403296093,346.2483,12.2014,XBS J23049+1212  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.367532
2CXO J123719.8+620955,1,189.33275883585918,62.16532907190237,0.4474930308144969,189.3325,62.1653,SO3-MD12         ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.472336
2CXO J170355.7+604511,1,255.98230791876745,60.75317172789039,0.44767729801350414,255.9821,60.7531,MS 17032+6049    ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.574521
2CXO J084854.4+445150,1,132.2269307762483,44.863933122088454,0.4479567047704259,132.2271,44.8639,CXO J08489+4451  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.419641
2CXO J100033.4+015237,1,150.13918419270487,1.8770234271109552,0.4479628901760701,150.1392,1.8769,SDSS J10005+0152 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.292552
2CXO J221603.1-174316,1,334.01302572229486,-17.721365855676478,0.4483041928999802,334.0129,-17.7214,XMS J22160-1743  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.382023
2CXO J085058.8+115138,1,132.74510187297741,11.860674670331752,0.4484183470511394,132.745,11.8606,LB 3597          ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.557968
2CXO J150903.5-584821,1,227.26480273416541,-58.805896974480106,0.4496904868106679,227.264875,-58.805777799999994,Cl Loden 2045 15           ,SKIFF,STAR,STAR,F8,1979A&AS...38..355L,0.449689
2CXO J103319.9+574820,1,158.33299784057363,57.805714106668546,0.4516205086847468,158.3329,57.8056,CLASXS 212       ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.589928
2CXO J154321.3+662154,1,235.83876754244125,66.36517516430042,0.4518433746820045,235.8388,66.3653,MM J1543+6621    ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.37107399999999996
2CXO J120507.6-074527,1,181.28197373864572,-7.7575112886485496,0.4522107932048531,181.2821,-7.7575,CIRS 06          ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.391853
2CXO J181536.7+612711,1,273.90316656825826,61.453208336241005,0.4525500139851499,273.9033,61.4531,TEX 1815+614     ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6186550000000001
2CXO J053949.9-283832,1,84.95820470402738,-28.64229394985269,0.4528181587361129,84.9583,-28.6422,XMM J05398-2838  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.481038
2CXO J191058.8+090149,1,287.7450335811292,9.030457732805626,0.45296258668178296,287.7450417,9.030583300000002,AG+08 2478                 ,SKIFF,STAR,STAR,K0,1958PMcCO..13b....V,0.452962
2CXO J053459.2-054559,0,83.7468392493455,-5.766478248060875,0.4548238424677605,83.7467917,-5.7663611,2MASS J05345923-0545588    ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.621898
2CXO J133206.9+624202,1,203.02880554026862,62.70072640875054,0.4551634315901642,203.0288,62.7006,SDSS J13321+6242 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.6202880000000001
2CXO J100132.8+013847,1,150.38698661244382,1.6464564178660321,0.4557818977245503,150.3871,1.6464,COSM J10015+0138 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.423336
2CXO J210748.2-062154,1,316.95123303469603,-6.365107734797332,0.4558803154851298,316.9513,-6.365,SDSS J21078-0621 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.392567
2CXO J162719.5-244140,0,246.83134096326103,-24.69467421806528,0.4564130611610823,246.83129169999998,-24.6945556,EM* SR 12                  ,SKIFF,STAR,YSO,III,2005A&A...429..963O,0.305923
2CXO J110610.7+640009,1,166.5447303169731,64.00261329165143,0.4567592587531656,166.5446,64.0025,HS 1103+6416     ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.469449
2CXO J003548.4-431444,1,8.951965288037798,-43.245681379369756,0.4589339220467107,8.9521,-43.2456,XMM J00358-4314  ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.54682
2CXO J223839.8+751419,1,339.6661794202266,75.23875524702589,0.4589655367776079,339.6664583,75.2388611,BD+74 979                  ,SKIFF,STAR,STAR,F8,1956PMcCO..13a....B,0.458966
2CXO J033140.1-274746,1,52.917357092646675,-27.79637888877809,0.4614046274586578,52.9175,-27.7964,ECDF-S 197       ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.45655500000000004
2CXO J121540.4-003433,1,183.91873096341087,-0.5759246640866709,0.4624251565669416,183.9187,-0.5758,SDSS J12156-0034 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.33703099999999997
2CXO J123625.3+621405,1,189.10575233860664,62.2347619667976,0.4633792711826096,189.1058333,62.23463889999999,[BAH2001] 108              ,SKIFF,STAR,STAR,M,2003AJ....126..575H,0.46338
2CXO J100434.9+411242,1,151.14556193465842,41.21185807929007,0.4637918192032687,151.1454,41.2119,SDSS J10045+4112B,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.49974300000000005
2CXO J171651.7+670854,1,259.2157507856334,67.14842742373568,0.4638566840394365,259.2158,67.1483,CXO J17168+6708  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.358833
2CXO J022659.9-044430,1,36.749632748983224,-4.741824889532649,0.4647007729778248,36.7496,-4.7417,CDFS J02269-0444 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5957680000000001
2CXO J110502.0+594103,1,166.25846243357648,59.684300095903644,0.4652681489886664,166.2583,59.6844,SDSS J11050+5941 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.568946
2CXO J015650.2+005308,1,29.209506254238306,0.8856889987600833,0.4653192878557501,29.2096,0.8856,SDSS J01568+0053 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.552776
2CXO J150953.7+570048,1,227.4740182421002,57.01338320314755,0.4654347759673938,227.4742,57.0133,CXO J15098+5700  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.343036
2CXO J033216.1-274942,1,53.067367633533365,-27.82835587136185,0.4669501109370043,53.0675,-27.8283,CDFS J03322-2749 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.42937700000000006
2CXO J142511.3+332026,1,216.29724830936718,33.34056097533408,0.4676429595124658,216.2971,33.3406,SDSS J14251+3320 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.49749
2CXO J153714.2+271610,1,234.3093450306353,27.269716889689327,0.4680489038007609,234.3092,27.2697,FIRST J15372+2716,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5699770000000001
2CXO J095921.2+024412,1,149.83872910768793,2.7368091431591584,0.4683666614925507,149.8388,2.7367,COSM J09593+0244 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.5172
2CXO J164442.5+261913,1,251.17723244885224,26.320355134210445,0.4712246033108349,251.1771,26.3203,RXS J16446+2619  ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.556474
2CXO J130128.8+291503,1,195.37028345457446,29.25101690005857,0.4727570473618306,195.3704,29.2511,SDSS J13014+2915 ,VERONCAT,AGN,AGN,Q,2010A&A...518A..10V,0.5391699999999999
2CXO J161751.9-001957,1,244.4666256027636,-0.3326082867074816,0.4729689445926232,244.4667,-0.3325,SDSS J16178-0019 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.417347
2CXO J082443.3+295923,1,126.18041830923914,29.989830698367015,0.4739647969888285,126.1804,29.9897,NPM1G+30.0129    ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.391334
2CXO J121727.9+115504,1,184.36659105263905,11.917877349677706,0.4741394547344686,184.3667,11.9178,SDSS J12174+1155 ,VERONCAT,AGN,AGN,A,2010A&A...518A..10V,0.44663800000000003
2CXO J124908.7-411225,1,192.28655831352745,-41.20717435905347,0.47417922998985,192.28666669999998,-41.2072778,V1041 Cen                  ,SKIFF,STAR,STAR,A3V,2001IBVS.5030....1P,0.474179
2CXO J235456.4+292832,1,358.7351515217283,29.47560340086461,0.4756825741491758,358.735,29.475611100000002,HD 224083                  ,SKIFF,STAR,STAR,B9V,2004ApJS..155..175A,0.47568299999999997
2CXO J053529.8-052355,0,83.87437013197717,-5.3986453555972425,0.4771189575937591,83.874375,-5.3987777999999995,[H97b] 844                 ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.49473500000000004
2CXO J053526.4-051611,0,83.86003314061048,-5.269950917738178,0.4775628752820189,83.8600417,-5.2700833,[H97b] 3021                ,SKIFF,STAR,YSO,D,2012AJ....144..192M,0.63353
