,true_class,pred_class,pred_prob
1933,STAR,YSO,0.9413856846704868
1937,STAR,STAR,0.9999988163218863
1940,STAR,STAR,0.9999836438074609
1941,STAR,STAR,0.999982423261862
1946,STAR,STAR,0.9972032463999966
1948,STAR,STAR,0.9999843351052426
1950,STAR,STAR,0.999963619974273
1951,YSO,YSO,0.9858968739821752
1954,STAR,STAR,0.9999920991234579
1955,STAR,STAR,0.9999099078733333
1957,STAR,STAR,0.9998676633106648
1959,STAR,STAR,0.9999720572653387
1960,ULX,PULSAR,0.4103452396531023
1963,STAR,STAR,0.9999735542417149
1964,STAR,STAR,0.9999950008316512
1966,STAR,STAR,0.9999707773586697
1970,AGN,AGN,0.9999935344872396
1972,AGN,AGN,0.9999895244445323
1973,STAR,STAR,0.9999501833378852
1974,STAR,ULX,0.918701238271376
1975,AGN,AGN,0.9999796701366509
1976,AGN,AGN,0.9999941366818348
1977,AGN,AGN,0.9999386530276121
1979,ULX,AGN,0.6708339967146909
1980,STAR,AGN,0.9396647465449552
1981,AGN,AGN,0.9999333330392325
1982,AGN,AGN,0.9999961737893414
1984,STAR,STAR,0.9998697813863262
1986,STAR,STAR,0.9999543451546847
1987,STAR,STAR,0.9999682399822772
1989,AGN,AGN,0.9998232457300421
1990,AGN,AGN,0.9467511067982449
1991,AGN,AGN,0.9991771293644176
1992,STAR,STAR,0.9999336426611909
1993,AGN,AGN,0.9991378074218238
1995,AGN,AGN,0.9997215626798227
1996,AGN,AGN,0.9996845578344344
1997,STAR,STAR,0.9999974057877896
1998,STAR,STAR,0.6848692016608319
1999,STAR,STAR,0.9999516065247768
2001,YSO,YSO,0.9999904424303536
2002,YSO,YSO,0.9997668942272573
2003,AGN,AGN,0.9951363161873543
2004,STAR,STAR,0.9999980028180021
2005,YSO,YSO,0.9991655801505354
2006,AGN,AGN,0.9999789208082952
2007,HMXB,HMXB,0.9994263590589414
2008,STAR,STAR,0.9999484013818719
2009,YSO,YSO,0.9995509356316248
2010,AGN,AGN,0.9999994532835852
2011,HMXB,HMXB,0.9999181121388283
2012,AGN,AGN,0.9999949855568555
2013,STAR,STAR,0.9829400463742782
2014,STAR,STAR,0.979947977142692
2015,AGN,AGN,0.9999804236912623
2016,STAR,STAR,0.9999948878710085
2017,HMXB,HMXB,0.9998720452338709
2018,ULX,ULX,0.7744512548073575
2019,STAR,STAR,0.9999924146062797
2020,STAR,STAR,0.9994509511567692
2021,AGN,AGN,0.9999737494734157
2022,STAR,STAR,0.9999966663784934
2023,STAR,STAR,0.999995963641771
2024,YSO,YSO,0.9999958421137708
2025,AGN,AGN,0.9999427442256693
2026,YSO,YSO,0.9998147815403675
2027,STAR,STAR,0.999897477715365
2028,ULX,ULX,0.6947454691437197
2029,STAR,STAR,0.9999933864456568
2030,STAR,STAR,0.9985170678960748
2031,STAR,YSO,0.9938369258012332
2032,HMXB,HMXB,0.9999580396735661
2033,HMXB,HMXB,0.9997781824533594
2034,STAR,STAR,0.999987390190415
2035,STAR,STAR,0.9999741551623754
2036,STAR,STAR,0.9973241081216778
2037,HMXB,HMXB,0.9993504666776984
2038,AGN,AGN,0.9999718486757614
2039,YSO,YSO,0.9997741257944126
2040,STAR,STAR,0.9998109835010728
2041,STAR,STAR,0.9999871629494537
2042,YSO,YSO,0.9947643422282245
2043,STAR,STAR,0.9999368773239806
2044,STAR,STAR,0.9999723457331373
2045,STAR,STAR,0.9999767244176139
2046,AGN,AGN,0.9999959086851261
2047,AGN,AGN,0.9997414633344225
2048,AGN,AGN,0.9999932100473159
2049,STAR,STAR,0.966045868197474
2050,ULX,ULX,0.4274910649578856
2051,AGN,AGN,0.9999730451388302
2052,STAR,STAR,0.9998134787527102
2053,STAR,STAR,0.999992660452393
2054,STAR,STAR,0.9999901039782365
2055,STAR,STAR,0.999818836220491
2056,STAR,STAR,0.999995307790431
2057,STAR,STAR,0.9998851905212972
2058,STAR,STAR,0.9999818698236513
2059,ULX,HMXB,0.7630030927280285
2060,AGN,AGN,0.9895631930161436
2061,HMXB,HMXB,0.9999850027697168
2062,STAR,STAR,0.999983668480364
2063,STAR,STAR,0.4996213104851737
2064,HMXB,HMXB,0.9470500720416848
2065,ULX,AGN,0.9580104977939047
2066,STAR,STAR,0.9999775621106723
2067,STAR,STAR,0.9999947069658112
2068,AGN,AGN,0.9999947500837678
2070,AGN,AGN,0.9999605872891597
2071,YSO,YSO,0.9998878614025558
2072,AGN,AGN,0.9780339900279371
2073,AGN,AGN,0.9985204047031451
2075,HMXB,HMXB,0.9997248334417317
2077,AGN,AGN,0.9996544635009185
2078,STAR,STAR,0.9999676979100561
2079,STAR,STAR,0.9999921650136393
2080,AGN,AGN,0.9999911594930453
2081,YSO,YSO,0.9999278888789296
2082,STAR,STAR,0.9999233616126505
2083,AGN,AGN,0.9999879501931359
2084,AGN,AGN,0.7739713657747196
2085,AGN,AGN,0.9999520980086818
2086,HMXB,HMXB,0.9989720040378638
2087,AGN,AGN,0.9999871854209439
2088,AGN,AGN,0.9999765034118342
2090,AGN,AGN,0.9999941435794004
2091,AGN,AGN,0.9998036885695213
2092,AGN,AGN,0.9999854343658625
2093,STAR,STAR,0.999624314353482
2094,ULX,ULX,0.7692664518182392
2095,STAR,STAR,0.9984993683546151
2096,STAR,STAR,0.9997263705681264
2097,STAR,STAR,0.7530683436165029
2098,STAR,STAR,0.9939004321526018
2099,AGN,AGN,0.9999962706394887
2100,STAR,STAR,0.9999808868318902
2101,AGN,AGN,0.9983544645349187
2102,AGN,AGN,0.9999992469740673
2103,STAR,STAR,0.9999580318881143
2104,AGN,AGN,0.9999694375561561
2105,AGN,AGN,0.9998961578018385
2106,HMXB,HMXB,0.9999884638823984
2107,AGN,AGN,0.9997737681118563
2108,STAR,STAR,0.9999987046584259
2109,STAR,STAR,0.9484525543474428
2110,HMXB,HMXB,0.9999959371764364
2111,AGN,AGN,0.9999903852359165
2113,YSO,YSO,0.9998683368869715
2114,STAR,STAR,0.999995932670668
2115,YSO,YSO,0.9998009129189113
2116,AGN,AGN,0.9999944998441507
2117,AGN,AGN,0.9999934560505637
2118,YSO,YSO,0.9999543491651884
2119,AGN,AGN,0.8132158453115731
2120,AGN,AGN,0.9999884297101156
2121,STAR,STAR,0.9999837148240699
2122,STAR,STAR,0.9999547794700909
2123,AGN,AGN,0.9999986267369798
2124,STAR,STAR,0.9360005675878572
2125,STAR,STAR,0.9999891918582287
2126,HMXB,STAR,0.9417737826613177
2127,STAR,STAR,0.9997992528913563
2128,STAR,STAR,0.9998995043535827
2129,HMXB,HMXB,0.9998868781911587
2130,HMXB,HMXB,0.7905378320256056
2131,AGN,AGN,0.9999979402076188
2132,HMXB,HMXB,0.9998719974193231
2133,STAR,STAR,0.9999856621599182
2134,AGN,AGN,0.999992787867618
2135,STAR,STAR,0.9999823912617802
2136,AGN,AGN,0.9999894602263648
2137,YSO,PULSAR,0.5812348868290848
2138,STAR,STAR,0.9999797523559208
2139,AGN,AGN,0.9999973596649522
2140,AGN,AGN,0.9995086083133288
2141,YSO,YSO,0.9995573229123578
2142,STAR,STAR,0.997823362294829
2143,STAR,STAR,0.9999386182513985
2144,YSO,YSO,0.9999730368976294
2145,AGN,AGN,0.9999941321782204
2146,STAR,STAR,0.9999873557574389
2147,AGN,AGN,0.9999805161545157
2148,STAR,STAR,0.9997784875666489
2149,AGN,AGN,0.9999965457439238
2150,AGN,AGN,0.9610664528684997
2151,STAR,STAR,0.9979500041331472
2152,ULX,ULX,0.9919121029122734
2153,YSO,YSO,0.9999930889804528
2154,AGN,AGN,0.9999843120975961
2155,AGN,AGN,0.9999389642168371
2156,STAR,STAR,0.9999704601086815
2157,STAR,STAR,0.9999792277179609
2158,STAR,STAR,0.999695609313432
2159,AGN,AGN,0.9999927538150577
2160,STAR,STAR,0.9999002821837378
2161,ULX,ULX,0.9996846965796227
2163,AGN,AGN,0.9912564101375112
2164,YSO,YSO,0.9286929871423676
2167,YSO,YSO,0.9993493961077999
2168,AGN,AGN,0.999990232540599
2169,YSO,STAR,0.9112548900922679
2171,YSO,YSO,0.999922598484973
2172,STAR,STAR,0.9999961698586521
2173,STAR,STAR,0.9999629509332744
2174,HMXB,HMXB,0.9373259896919216
2175,AGN,AGN,0.9698940040495347
2176,HMXB,YSO,0.9521453781231956
2177,STAR,YSO,0.9881203861109179
2179,YSO,YSO,0.999936418551769
2180,AGN,AGN,0.9988332091635279
2181,YSO,YSO,0.9990730009754362
2183,STAR,STAR,0.9863671578916164
2184,AGN,AGN,0.9961309204872536
2185,HMXB,HMXB,0.9983033171079356
2186,YSO,YSO,0.824483089013414
2187,AGN,AGN,0.9999940433684571
2188,STAR,STAR,0.9999414883101182
2189,STAR,STAR,0.9994265317157751
2190,AGN,AGN,0.9999744893473742
2191,AGN,AGN,0.9999940942426283
2192,STAR,STAR,0.999983169559286
2193,AGN,AGN,0.9592987504946924
2194,AGN,AGN,0.9999851853375793
2195,HMXB,HMXB,0.9970533081692403
2196,HMXB,HMXB,0.9988614586267637
2197,AGN,AGN,0.9943177065781797
2199,AGN,AGN,0.9999987970834885
2200,AGN,AGN,0.9999926023709127
2201,STAR,STAR,0.9999762191478726
2202,YSO,YSO,0.9979263464273659
2203,STAR,STAR,0.9999976543098712
2204,STAR,STAR,0.9999938408730028
2205,STAR,STAR,0.999184398214054
2206,AGN,AGN,0.999999192747516
2207,AGN,AGN,0.9999990857677179
2208,STAR,STAR,0.9999504731008072
2209,AGN,AGN,0.9999949760383492
2210,STAR,STAR,0.9999848540815037
2211,AGN,AGN,0.9990782953196611
2212,STAR,STAR,0.9999727025859039
2213,AGN,AGN,0.9999818002529268
2214,STAR,STAR,0.9715870626158256
2215,AGN,AGN,0.9999138889481132
2216,HMXB,HMXB,0.998990282278791
2217,AGN,AGN,0.999996935489213
2218,HMXB,HMXB,0.9969951358790873
2219,YSO,YSO,0.999964204069242
2220,YSO,YSO,0.9993738298120269
2221,STAR,STAR,0.9999754210732088
2222,YSO,STAR,0.9801548683477681
2223,STAR,STAR,0.9999429079955836
2224,AGN,AGN,0.9999927494458903
2225,STAR,YSO,0.9373378474249671
2226,STAR,STAR,0.9999426859086415
2227,STAR,STAR,0.9999669534989504
2228,AGN,AGN,0.9999930923030868
2229,HMXB,HMXB,0.9999020329229861
2230,YSO,YSO,0.7866276210521593
2231,YSO,YSO,0.9998920052955886
2232,AGN,AGN,0.9998909579005103
2233,STAR,STAR,0.9993922394990382
2234,AGN,AGN,0.9999892192100738
2235,HMXB,HMXB,0.9593642493467127
2236,AGN,AGN,0.9999196864088156
2237,YSO,YSO,0.9983850428966934
2238,AGN,AGN,0.9999092002745147
2239,STAR,STAR,0.9999736482489249
2240,YSO,YSO,0.9994426451897279
2241,YSO,YSO,0.99998371646609
2242,YSO,YSO,0.9999747724151726
2243,STAR,STAR,0.9999052993786866
2245,STAR,STAR,0.9999020836759941
2246,AGN,AGN,0.9992557127718564
2247,YSO,YSO,0.8173998976142522
2248,HMXB,HMXB,0.9999228045145634
2249,STAR,STAR,0.9999816714498069
2250,AGN,AGN,0.9873501749031669
2252,YSO,YSO,0.9996554308093755
2253,STAR,YSO,0.9498332598870378
2254,AGN,AGN,0.9941576948055667
2255,AGN,AGN,0.9999971669007945
2256,STAR,STAR,0.9997251111239872
2257,AGN,AGN,0.9999929089479278
2258,STAR,STAR,0.9999892345155745
2259,STAR,STAR,0.9999778656982018
2260,YSO,YSO,0.9998355648315904
2261,YSO,YSO,0.9999748207018269
2262,AGN,AGN,0.9999285001031235
2263,STAR,STAR,0.9999335271309069
2264,YSO,YSO,0.9999691980393105
2265,AGN,AGN,0.998451030040163
2266,AGN,AGN,0.9999611063780424
2267,STAR,STAR,0.9999878059369306
2268,STAR,STAR,0.999994527333367
2269,AGN,AGN,0.999998574859505
2270,STAR,STAR,0.99999611495798
2271,STAR,STAR,0.9476609251755804
2272,STAR,STAR,0.9997892001889547
2273,YSO,YSO,0.9998063647929684
2274,AGN,AGN,0.9999905483870486
2275,HMXB,HMXB,0.9986361197418103
2276,AGN,AGN,0.9998713893767686
2278,STAR,STAR,0.999988474509858
2279,AGN,AGN,0.9999639829577196
2280,AGN,AGN,0.9404524960495441
2281,STAR,STAR,0.9999929578987649
2282,STAR,STAR,0.9985331658239861
2283,AGN,AGN,0.9936266743705643
2285,HMXB,HMXB,0.9990501112430016
2287,YSO,YSO,0.9998644843727819
2288,HMXB,HMXB,0.9991407180475103
2290,HMXB,HMXB,0.9998400198215442
2291,AGN,AGN,0.9999957707547582
2294,AGN,AGN,0.9999978651951414
2295,YSO,YSO,0.9993670172077815
2296,YSO,YSO,0.9999576381328628
2297,AGN,AGN,0.9999889480292041
2299,HMXB,HMXB,0.999717475854133
2300,AGN,AGN,0.9998905153985089
2302,AGN,AGN,0.9999971791939031
2303,AGN,AGN,0.9943150564955502
2305,AGN,AGN,0.9999480986776175
2310,AGN,PULSAR,0.5829766683776239
2311,AGN,AGN,0.9999829078953909
2314,AGN,AGN,0.9999832532635762
2315,YSO,YSO,0.9804702584483572
2317,YSO,YSO,0.9942054026603466
2318,AGN,AGN,0.9999898283465666
2319,AGN,AGN,0.9999859296448574
2322,HMXB,HMXB,0.9902178688431116
2323,HMXB,YSO,0.5864345668476961
2325,AGN,AGN,0.9999468833778802
2327,AGN,AGN,0.9998099339392647
2328,AGN,AGN,0.9999977757330352
2329,HMXB,HMXB,0.9998976623626773
2334,AGN,AGN,0.9999926920572948
2336,YSO,YSO,0.9951916783937446
2346,HMXB,HMXB,0.9847050725983937
2353,HMXB,HMXB,0.9998616352058571
2370,HMXB,HMXB,0.999434106609912
2373,YSO,YSO,0.9988237885616865
2376,PULSAR,PULSAR,0.9945674176749869
2378,PULSAR,ULX,0.8664215252951802
2380,YSO,YSO,0.9997708095187167
2390,PULSAR,YSO,0.9167699472378845
2392,YSO,YSO,0.9995593177410925
2394,YSO,YSO,0.998581413328259
2399,YSO,YSO,0.9998850081823546
2401,YSO,YSO,0.9998852163037777
2411,YSO,YSO,0.9999938190971559
2413,YSO,YSO,0.9999840793510179
2414,YSO,YSO,0.9999928269135407
2418,YSO,YSO,0.9996235363465239
2430,YSO,YSO,0.9999517462478773
2453,PULSAR,PULSAR,0.9959909903467694
2528,PULSAR,PULSAR,0.6277602949948792
1707,CV,CV,0.9999858714318994
1712,CV,CV,0.9999743041065815
1759,CV,CV,0.9943481351822292
1774,CV,CV,0.9545180084333764
1783,LMXB,CV,0.9948789167584259
1843,LMXB,LMXB,0.9999987459897022
1899,LMXB,CV,0.640285020108296
1967,CV,STAR,0.46557133201590906
1969,CV,CV,0.9895226382914996
1971,CV,CV,0.9061194117783637
2069,CV,CV,0.9998397468787424
2165,LMXB,LMXB,0.9971669483686013
2170,LMXB,LMXB,0.9999974485747986
2182,LMXB,CV,0.5016263473801095
2198,ULX,ULX,0.9974053469333146
2244,LMXB,LMXB,0.999998488518002
2284,STAR,STAR,0.9979743988309279
2289,STAR,STAR,0.9999988562865423
2292,STAR,STAR,0.9999235385262101
2298,STAR,STAR,0.9999947600949772
2304,STAR,STAR,0.9999814443498614
2306,STAR,STAR,0.9999962705099708
2307,STAR,STAR,0.9102589513374084
2308,STAR,STAR,0.9997395754069919
2309,STAR,STAR,0.9999900960655153
2312,STAR,STAR,0.9997506445265567
2313,STAR,STAR,0.9999707591875512
2316,STAR,STAR,0.9999990972583037
2321,STAR,STAR,0.999999012574134
2324,STAR,STAR,0.993477487352784
2326,STAR,STAR,0.9999813159029874
2330,STAR,STAR,0.9999598773380886
2332,ULX,ULX,0.54308140346605
2335,STAR,STAR,0.9999824367001312
2337,AGN,AGN,0.9996234013851417
2338,AGN,AGN,0.9999299890276346
2340,AGN,AGN,0.9992446194296132
2341,AGN,AGN,0.99990108390839
2342,STAR,STAR,0.99985375492977
2343,STAR,STAR,0.9999822465073467
2344,AGN,AGN,0.9999927688553821
2347,STAR,STAR,0.9999603991457993
2348,AGN,AGN,0.9999824908336308
2349,AGN,AGN,0.9999259281202283
2350,STAR,STAR,0.9999984761028976
2351,STAR,STAR,0.9997037474566371
2352,AGN,AGN,0.6356120024322601
2354,STAR,STAR,0.9999761533582415
2355,STAR,STAR,0.9998823642266216
2357,STAR,STAR,0.9999969955135717
2358,AGN,AGN,0.9999078881094385
2359,STAR,STAR,0.9999867620341432
2360,STAR,STAR,0.9999971468798269
2361,AGN,AGN,0.9999925950211452
2362,STAR,STAR,0.999996409971218
2363,STAR,STAR,0.9998228269514062
2364,STAR,STAR,0.9999835673292452
2365,STAR,STAR,0.9998806650062656
2366,AGN,AGN,0.999747245622238
2367,AGN,AGN,0.9999858318658718
2368,STAR,STAR,0.999991515105881
2371,AGN,AGN,0.9999927318333732
2372,AGN,HMXB,0.4682213503883178
2374,HMXB,HMXB,0.9942487673349761
2375,STAR,STAR,0.9991269648195928
2377,AGN,AGN,0.9999777455722588
2379,STAR,STAR,0.9999990786223364
2381,HMXB,ULX,0.9845084935400977
2382,STAR,STAR,0.9997568587011486
2383,AGN,AGN,0.9120414931101
2384,STAR,STAR,0.9999958961780504
2385,AGN,AGN,0.9999846954110913
2386,AGN,AGN,0.9999885078310418
2387,STAR,STAR,0.9959511442033734
2388,STAR,STAR,0.9999503393521693
2389,STAR,STAR,0.9999748755822556
2391,AGN,AGN,0.9999393472903587
2393,AGN,AGN,0.9999982512584772
2395,AGN,AGN,0.9999732121011112
2396,STAR,STAR,0.9999697977728921
2397,AGN,AGN,0.9540061142576387
2398,STAR,STAR,0.999679379125625
2400,STAR,STAR,0.999759151098
2402,AGN,AGN,0.7029926598317332
2403,AGN,AGN,0.9999940992165584
2404,STAR,STAR,0.9999250535610276
2405,STAR,STAR,0.9991831621790619
2408,STAR,STAR,0.9999040782067108
2409,STAR,STAR,0.9999117160803159
2410,STAR,STAR,0.9996045761948089
2412,AGN,AGN,0.9999742552204867
2415,AGN,AGN,0.999976402328675
2416,ULX,HMXB,0.7262976140133093
2417,AGN,AGN,0.9999462746614073
2419,AGN,AGN,0.999990201938235
2420,STAR,STAR,0.9999799415621127
2421,AGN,AGN,0.9999724953277792
2422,HMXB,HMXB,0.9999932757433133
2423,AGN,AGN,0.999949831023445
2424,AGN,AGN,0.999986825556513
2425,STAR,STAR,0.9999180246208434
2426,STAR,STAR,0.9998606855203341
2428,HMXB,HMXB,0.9936106142256289
2429,STAR,STAR,0.9999967001806551
2431,YSO,YSO,0.9999862236507278
2432,YSO,YSO,0.9990383339602633
2433,AGN,AGN,0.9998120534693536
2434,AGN,AGN,0.9999465669840851
2435,YSO,STAR,0.9469459018925566
2436,HMXB,HMXB,0.9995627287262724
2437,AGN,AGN,0.9991809996333624
2438,YSO,YSO,0.9986140989201118
2439,STAR,STAR,0.9999342890343262
2440,AGN,AGN,0.9999984083701952
2441,YSO,YSO,0.9997647398363418
2442,AGN,AGN,0.9999980282753326
2443,AGN,AGN,0.9996691017403695
2444,ULX,ULX,0.9998497804359578
2445,AGN,AGN,0.9948353670072199
2446,AGN,AGN,0.9998500961695573
2447,STAR,STAR,0.9999936793257156
2448,HMXB,HMXB,0.9996725924539146
2449,YSO,YSO,0.9999815825736748
2450,STAR,STAR,0.9999879449468546
2451,ULX,ULX,0.7809423231520217
2452,AGN,AGN,0.9998704000027755
2454,YSO,YSO,0.9940180760136972
2455,AGN,AGN,0.999971303541197
2456,STAR,STAR,0.9999844079407169
2457,AGN,AGN,0.9999900408100251
2458,STAR,HMXB,0.9998177466593272
2459,YSO,YSO,0.999989501201226
2460,YSO,YSO,0.9897486002952297
2462,AGN,AGN,0.9998424505136068
2463,STAR,STAR,0.9999929430197154
2464,HMXB,HMXB,0.9990588257026038
2465,YSO,YSO,0.849666120926858
2466,STAR,STAR,0.9999943347488487
2467,STAR,STAR,0.9999923661945889
2468,STAR,STAR,0.9999967957032188
2469,YSO,YSO,0.9998702353413166
2470,STAR,STAR,0.9999752489103034
2471,AGN,AGN,0.9999959791441241
2472,YSO,YSO,0.9999806325219375
2473,STAR,STAR,0.99998062637935
2474,STAR,STAR,0.9999917308688373
2475,YSO,YSO,0.9922888968114855
2476,STAR,STAR,0.9999889684121639
2477,YSO,YSO,0.9998811684331212
2478,YSO,YSO,0.9999903158541338
2479,AGN,AGN,0.9999979492291969
2480,STAR,STAR,0.9985705649002578
2481,STAR,STAR,0.9986092433896001
2482,STAR,STAR,0.9999980292806523
2483,AGN,AGN,0.9996981177849664
2484,AGN,AGN,0.999999275033983
2485,AGN,AGN,0.9939469958138597
2486,AGN,AGN,0.9938215865208012
2487,STAR,STAR,0.9999838834484199
2488,AGN,AGN,0.9999416191472646
2489,AGN,AGN,0.9999278845052617
2490,STAR,STAR,0.9999094725557174
2491,STAR,STAR,0.9994819020154789
2492,AGN,AGN,0.9999959275755981
2493,AGN,AGN,0.9998539155737216
2494,STAR,AGN,0.5149182088540869
2496,AGN,AGN,0.9999457238228383
2497,YSO,YSO,0.9999661267424697
2498,AGN,AGN,0.9999933646157161
2499,AGN,AGN,0.9999789740213152
2500,HMXB,HMXB,0.9998856297065134
2501,STAR,STAR,0.9999968574245904
2502,STAR,STAR,0.8536703503458523
2503,AGN,AGN,0.9999939334317172
2504,ULX,ULX,0.9695936597809469
2505,HMXB,HMXB,0.9997832771425778
2506,AGN,AGN,0.9994171286730339
2507,AGN,AGN,0.9999932578963833
2509,STAR,STAR,0.9999728460928384
2511,YSO,YSO,0.9999609069493809
2512,STAR,STAR,0.9999660551403448
2513,YSO,YSO,0.9996449277590479
2514,AGN,AGN,0.9999606523164991
2515,YSO,YSO,0.9999548217704958
2516,HMXB,HMXB,0.9997924671299735
2517,YSO,YSO,0.9772268692275382
2519,YSO,YSO,0.9999851943257277
2520,AGN,AGN,0.9999966056940869
2521,AGN,AGN,0.9999919223434338
2522,STAR,STAR,0.9999962902558664
2523,AGN,AGN,0.9995850232150515
2524,STAR,STAR,0.9674674608700407
2525,AGN,AGN,0.9986240129644729
2526,AGN,AGN,0.9996115247195073
2527,STAR,STAR,0.9999908617085188
2529,STAR,STAR,0.9999714011621074
2530,YSO,YSO,0.9999624971145757
2531,AGN,AGN,0.9709594855657269
2532,AGN,AGN,0.9999916545750083
2533,STAR,STAR,0.999978207442386
2534,AGN,AGN,0.999796726304971
2535,HMXB,HMXB,0.9998276214589694
2536,AGN,AGN,0.9999988452275802
2537,HMXB,HMXB,0.9999424125698446
2538,YSO,YSO,0.981356336221766
2539,STAR,STAR,0.9999769826135106
2540,STAR,STAR,0.9998706547163996
2541,STAR,STAR,0.9999935440379009
2542,YSO,YSO,0.996344935614823
2543,STAR,STAR,0.9999969480549457
2544,HMXB,HMXB,0.9968324186123704
2545,YSO,YSO,0.9999327671230329
2546,STAR,STAR,0.9999874762379726
2547,AGN,AGN,0.9999972879722782
2548,STAR,STAR,0.9999672786078962
2549,HMXB,HMXB,0.9697190419831576
2551,HMXB,STAR,0.9842619561978024
2552,AGN,AGN,0.9999836373797387
2553,STAR,STAR,0.9999975015298219
2554,STAR,STAR,0.9719650985432193
2555,STAR,STAR,0.9998577562403601
2556,AGN,AGN,0.999993612589776
2557,STAR,STAR,0.9989916569747944
2558,STAR,STAR,0.9994069084300193
2559,STAR,STAR,0.9999842001662494
2561,AGN,AGN,0.9879170385072146
2562,YSO,YSO,0.9997342734406433
2563,AGN,AGN,0.9996867233272284
2564,AGN,AGN,0.9999917233653348
2565,STAR,STAR,0.9999974278483991
2566,AGN,AGN,0.9996766279796407
2567,STAR,STAR,0.9999051035671846
2568,STAR,STAR,0.9815455392184852
2569,STAR,STAR,0.9999967663209526
2570,HMXB,HMXB,0.9641682317379546
2571,STAR,STAR,0.9999962527057965
2572,STAR,STAR,0.9993937140182867
2573,AGN,AGN,0.9999839017963191
2574,STAR,STAR,0.9999989778558301
2575,HMXB,HMXB,0.9967527959598066
2576,HMXB,AGN,0.5365562982502868
2577,AGN,AGN,0.9999978513193418
2578,STAR,STAR,0.999999302439791
2579,STAR,STAR,0.9999798206014731
2580,AGN,AGN,0.9999924610358538
2581,YSO,YSO,0.9999870652483804
2582,STAR,STAR,0.9998640056825269
2583,AGN,AGN,0.8086909399936407
2584,AGN,AGN,0.9999277832569666
2585,AGN,AGN,0.9999894895736089
2586,HMXB,HMXB,0.999877091870395
2587,STAR,STAR,0.9999623115186062
2588,AGN,AGN,0.9997965912034451
2589,AGN,AGN,0.999977560236041
2590,AGN,AGN,0.99999776686773
2591,AGN,AGN,0.9833525166730733
2592,YSO,YSO,0.9979788362952628
2593,ULX,ULX,0.9941156643525068
2594,AGN,AGN,0.999992418184123
2595,AGN,AGN,0.8565552970418017
2596,AGN,AGN,0.9999936411250768
2597,AGN,AGN,0.9999982514961546
2598,STAR,STAR,0.9999822002703832
2599,PULSAR,ULX,0.953729364165242
2600,STAR,STAR,0.9999991707812622
2601,STAR,STAR,0.9999948506772929
2602,YSO,YSO,0.9999414195704953
2603,STAR,STAR,0.9998829941556252
2604,AGN,AGN,0.9999655987651878
2605,AGN,AGN,0.9999766588178141
2606,STAR,STAR,0.9069456239260135
2607,STAR,STAR,0.9999425588472438
2608,AGN,AGN,0.999929791058624
2609,PULSAR,PULSAR,0.9831313102961475
2610,STAR,STAR,0.9954076657754057
2611,AGN,AGN,0.999996126628004
2612,PULSAR,ULX,0.6821555209073613
2613,STAR,STAR,0.9999959031580976
2614,STAR,STAR,0.9992009654472391
2615,STAR,STAR,0.9999905948375509
2616,YSO,YSO,0.99986063804427
2617,AGN,AGN,0.9999948439299249
2618,STAR,STAR,0.9999977492942518
2619,YSO,YSO,0.9999045865147359
2620,YSO,YSO,0.9999964502760958
2622,STAR,STAR,0.9999309184472144
2623,STAR,STAR,0.9996358641406375
2624,STAR,STAR,0.9999895488615266
2625,HMXB,HMXB,0.840435512977333
2626,HMXB,HMXB,0.9965068452422136
2627,YSO,YSO,0.9999654110101799
2628,AGN,AGN,0.999997276879937
2629,PULSAR,PULSAR,0.9283735701650804
2630,STAR,STAR,0.99929526935971
2631,ULX,ULX,0.9576316122118123
2632,STAR,STAR,0.9999739038256579
2634,AGN,AGN,0.9998936910247498
2635,STAR,STAR,0.9999795639693616
2636,YSO,YSO,0.9996974288348962
2637,AGN,AGN,0.9937804354641385
2638,STAR,STAR,0.9999962467192451
2639,STAR,STAR,0.9990412347534663
2640,YSO,YSO,0.9998993724655378
2641,STAR,STAR,0.9999973734512894
2642,STAR,STAR,0.9999794525564475
2643,STAR,STAR,0.9824946354313167
2644,STAR,STAR,0.9999414456657771
2645,STAR,STAR,0.9999162301957694
2646,STAR,STAR,0.9999606588850355
2647,STAR,STAR,0.9998613824243724
2648,AGN,AGN,0.9999912378971817
2649,ULX,ULX,0.7386156384291949
2650,STAR,STAR,0.9999894735498631
2651,STAR,STAR,0.9687510594767167
2652,AGN,AGN,0.9998336662865756
2653,STAR,STAR,0.9999983628321956
2654,AGN,AGN,0.9999696242609769
2655,HMXB,HMXB,0.9996900787908445
2656,YSO,YSO,0.9999863933244406
2657,STAR,STAR,0.9999966418525701
2658,STAR,STAR,0.9981030679662819
2659,AGN,AGN,0.9999857418269663
2660,AGN,AGN,0.999975439073085
2661,STAR,STAR,0.9999948175903209
2662,AGN,AGN,0.9999598725394814
2663,AGN,AGN,0.9999909941366961
2664,ULX,ULX,0.9940678703674692
2665,YSO,YSO,0.9592319102674661
2666,STAR,STAR,0.999952586219613
2667,YSO,YSO,0.9942223210255822
2668,HMXB,HMXB,0.9991115438132171
2669,STAR,STAR,0.999982112565412
2670,AGN,AGN,0.9999919991103834
2671,STAR,STAR,0.9999233338244288
2672,YSO,YSO,0.9999554113419429
2673,YSO,YSO,0.9960441460163239
2674,HMXB,ULX,0.6750770972439206
2675,AGN,AGN,0.9999934336767611
2676,STAR,YSO,0.993841349336036
