angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,name,ra,dec,class,prob,prob_margin,gal_l,gal_b,var_flag,b-csc,h-csc,m-csc,s-csc,u-csc,hard_hm,hard_hs,hard_ms,var_intra_index_b,var_intra_prob_b,ks_intra_prob_b,kp_intra_prob_b,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,umag,gmag,rmag,imag,zmag,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,W4mag,fuv_mag,nuv_mag,g_mag,bp_mag,rp_mag,bp-R,g-J,g-W2,bp-H,bp-W3,rp-K,J-H,J-W1,W1-W2,r
2.494018,6.03187613117,-72.08709517129,0.0009743,0.0002951,80.58,4689639266845496704,6.03187613117,0.9624,-72.08709517129,0.3319,,,,,,,,,53,58.6850,5958.27,1.264,3.983e+02,3,,,6,,0,1.23543e+05,1.52244e+03,12.957821,1.45693e+05,1.07445e+04,12.429944,1.76855e+05,11.628852,2.611,0.801092,,,0,,,,,,,0.013660,0.080119,0.020905,12.957821,0.013660,1.23543e+05,1.411,0.9624,0.3319,0.4356,2CXO J002408.1-720513,6.034125732193445,-72.08706045680344,PULSAR,0.8834909678174102,0.770298396193023,305.889078,-44.884101,0,1.3083228331584999E-15,2.8747295690242004E-16,3.2716642636382E-16,6.95502906465E-16,0.0,-0.36477201748907,-0.74828232354778,-0.51717676452217,2.0,0.78804463395288,0.9793119085152712,0.9753014495440632,5.0,0.7113692830138401,6.479105175907199E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,23.845418567617106
0.669712,6.03429948987,-72.07555007144,0.0008553,0.0007088,166.77,4689639473007324032,6.03436990161,0.0356,-72.07555478666,0.0392,0.1636,0.0416,3.9363,4.990,4.876,0.044,-1.061,0.054,274,11.7344,4540.65,0.389,1.544e+02,95,1.3258,0.0110,21,1.546,0,7.99601e+05,3.65212e+03,10.930183,3.01332e+05,9.46454e+03,11.640931,9.92752e+05,9.755794,1.618,1.885138,,,0,,,,,,,0.005673,0.034216,0.018326,10.930183,0.005673,7.99601e+05,0.299,0.7172,0.8483,-0.0840,2CXO J002408.3-720431,6.034720257866808,-72.07541651218435,CV,0.8465241405082236,0.6963799291541317,305.891277,-44.895641999999995,0,1.2023259929273998E-14,3.8839164721998E-15,2.3178481940021E-15,5.7854439060269E-15,6.1245436740528E-15,-0.14116177389132,-0.6533416614615899,-0.5621486570893199,2.0,0.8029210860161601,0.9977811467013206,0.9832586849210592,5.0,0.8955992963155301,2.441110791784E-6,,,,,,,,,,,,,,,10.930183,11.640931,9.755794,1.8851370000000003,,,,,,,,,24.419342312012333
2.779712,6.03221148003,-72.07542314899,0.0009183,0.0007700,17.66,4689639473007355520,6.03229067579,0.0397,-72.07543452269,0.0383,0.2898,0.0429,6.7572,6.052,5.484,0.048,-2.559,0.058,261,-1.3223,4931.41,0.394,1.779e+02,95,1.2210,0.0107,21,0.941,0,7.59369e+05,5.58799e+03,10.986235,1.55441e+05,5.63298e+03,12.359630,1.09059e+06,9.653745,1.641,2.705885,,,0,,,,,,,0.008451,0.039445,0.030958,10.986235,0.008451,7.59369e+05,0.204,0.7848,0.9057,0.1019,2CXO J002408.3-720431,6.034720257866808,-72.07541651218435,CV,0.8465241405082236,0.6963799291541317,305.891277,-44.895641999999995,0,1.2023259929273998E-14,3.8839164721998E-15,2.3178481940021E-15,5.7854439060269E-15,6.1245436740528E-15,-0.14116177389132,-0.6533416614615899,-0.5621486570893199,2.0,0.8029210860161601,0.9977811467013206,0.9832586849210592,5.0,0.8955992963155301,2.441110791784E-6,,,,,,,,,,,,,,,10.930183,11.640931,9.755794,1.8851370000000003,,,,,,,,,24.419342312012333
0.759873,6.00243330566,-72.07988188013,0.0000817,0.0000502,20.08,4689639473004167168,6.00243330566,0.0549,-72.07988188013,0.0787,,,,,,,,,69,13.1867,357.04,0.268,2.833e+01,3,,,7,,0,1.62907e+05,5.86037e+02,12.657516,1.24448e+05,5.20590e+03,12.601071,2.11293e+05,11.435682,2.061,1.165389,,,0,,,,,,,0.004780,0.045504,0.029276,12.657516,0.004780,1.62907e+05,0.828,0.0549,0.0787,0.3103,2CXO J002400.4-720448,6.001913589977447,-72.0800196533997,PULSAR,0.9839408356763086,0.9733274984794492,305.90439399999997,-44.88958,0,3.7502185016970995E-16,0.0,,,,,,,0.0,0.49027572725808,0.9423717998139808,0.932438094262752,4.0,0.6238705998695799,3.6921377680857E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,24.471242271038445
1.015375,6.00100103120,-72.08004633797,0.0561677,0.0005765,117.67,4689639473004051712,6.00100103120,49.7437,-72.08004633797,26.0903,,,,,,,,,42,25.3563,958.66,1.510,9.076e+01,3,,,4,,0,1.59138e+04,8.54426e+01,15.182934,,,,,,,,,,0,,,,,,,0.006448,,,15.182934,0.006448,1.59138e+04,,49.7437,26.0903,-0.9997,2CXO J002400.4-720448,6.001913589977447,-72.0800196533997,PULSAR,0.9839408356763086,0.9733274984794492,305.90439399999997,-44.88958,0,3.7502185016970995E-16,0.0,,,,,,,0.0,0.49027572725808,0.9423717998139808,0.932438094262752,4.0,0.6238705998695799,3.6921377680857E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,24.471242271038445
2.516186,6.00165382271,-72.08071400892,0.0012757,0.0007058,90.17,4689639472995549824,6.00165382271,1.2757,-72.08071400892,0.7059,,,,,,,,,67,87.2174,14905.28,3.099,1.874e+03,3,,,7,,0,5.91206e+04,8.18062e+02,13.758020,7.17131e+04,2.63060e+03,13.199547,1.06162e+05,12.182970,3.009,1.016577,,,0,,,,,,,0.015274,0.039925,0.039078,13.758020,0.015274,5.91206e+04,1.790,1.2757,0.7059,-0.0038,2CXO J002400.4-720448,6.001913589977447,-72.0800196533997,PULSAR,0.9839408356763086,0.9733274984794492,305.90439399999997,-44.88958,0,3.7502185016970995E-16,0.0,,,,,,,0.0,0.49027572725808,0.9423717998139808,0.932438094262752,4.0,0.6238705998695799,3.6921377680857E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,24.471242271038445
2.333353,6.04669076900,-72.07908715108,0.0107846,0.0023615,170.91,4689639266845823360,6.04674454821,0.1314,-72.07908437374,0.2816,-0.6417,0.2297,-2.7934,3.775,3.723,0.181,0.625,0.678,84,33.0514,1878.95,0.789,1.356e+02,95,1.4586,0.0434,9,4.589,0,4.13537e+04,1.44523e+02,14.146080,4.71314e+04,9.69339e+02,13.655268,6.91840e+04,12.647882,2.813,1.007386,,,0,,,,,,,0.004689,0.022504,0.006464,14.148178,0.004695,4.12739e+04,1.595,2.8876,10.6558,-0.5612,2CXO J002410.7-720444,6.044585102188535,-72.07910449300468,PULSAR,0.8673047095843096,0.741643153998218,305.886263,-44.892448,0,7.645774489903601E-17,0.0,7.1016375566252E-17,1.0672752691884E-16,5.2320873774912E-17,-0.99937539038101,-0.99937539038101,-0.34603372891943,1.0,0.51534108514822,0.72293463160594,0.967214879217255,0.0,0.01916137212345004,1.2319616441514E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,24.49966879231145
2.832050,6.03619261680,-72.08651053284,0.0021019,0.0017856,151.76,4689639266844764544,6.03627834657,0.0961,-72.08652625797,0.0988,-0.0256,0.1000,-0.2563,6.908,5.933,0.113,-3.538,0.129,187,60.8022,15454.37,0.787,4.645e+02,95,1.4745,0.0235,20,5.536,0,3.90836e+05,1.20932e+03,11.707379,2.38242e+05,6.63433e+03,11.895995,4.90196e+05,10.521971,1.864,1.374024,,,0,,,,,,,0.004345,0.030363,0.013454,11.707379,0.004345,3.90836e+05,0.608,1.8611,2.0353,-0.1353,2CXO J002409.2-720511,6.038738421724019,-72.08643495854768,CV,0.9896863478114722,0.9827439270467396,305.88723,-44.884932,1,9.506472196923E-16,0.0,3.4665949170144E-16,3.326201076451E-16,0.0,-0.10243597751405001,-0.3797626483447801,-0.26358525921299,7.0,0.99946643358585,0.9999686188359259,0.9996214051982588,5.0,0.7964467157251999,4.2646754900092E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,24.996589607613277
1.568593,6.01365500994,-72.07534541437,0.0014628,0.0002163,34.46,4689639473007343872,6.01365500994,0.8467,-72.07534541437,1.2123,,,,,,,,,70,30.2943,1378.38,0.959,2.273e+02,3,,,6,,0,1.41453e+05,8.99259e+02,12.810833,1.15882e+05,3.92117e+03,12.678507,2.02178e+05,11.483562,2.249,1.194945,,,0,,,,,,,0.007432,0.036845,0.013512,12.810833,0.007432,1.41453e+05,1.013,0.8467,1.2123,0.9513,2CXO J002403.2-720429,6.013351439627343,-72.0749198289583,PULSAR,0.9169536094162063,0.841213995016055,305.900561,-44.89515,0,9.7861565172938E-16,2.3188055865299997E-16,1.5374733371200998E-16,5.054049467193299E-16,,0.072454715802623,-0.6346033728919399,-0.6633354153654,2.0,0.70054376374905,0.9723218468039708,0.8501461678284201,4.0,0.56061630524199,2.8471063899650996E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,25.561992208964956
2.689180,6.01526081409,-72.07538099247,0.0002374,0.0001046,56.91,4689639473007328128,6.01526081409,0.2069,-72.07538099247,0.1565,,,,,,,,,44,16.4314,435.19,0.463,4.224e+01,3,,,6,,0,8.57451e+04,2.32885e+03,13.354343,1.19714e+05,8.77548e+03,12.643182,1.95042e+05,11.522577,3.671,1.120605,,,0,,,,,,,0.029617,0.079638,0.021063,13.354343,0.029617,8.57451e+04,2.442,0.2069,0.1565,0.6414,2CXO J002403.2-720429,6.013351439627343,-72.0749198289583,PULSAR,0.9169536094162063,0.841213995016055,305.900561,-44.89515,0,9.7861565172938E-16,2.3188055865299997E-16,1.5374733371200998E-16,5.054049467193299E-16,,0.072454715802623,-0.6346033728919399,-0.6633354153654,2.0,0.70054376374905,0.9723218468039708,0.8501461678284201,4.0,0.56061630524199,2.8471063899650996E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,25.561992208964956
0.706090,6.04678831772,-72.08106383040,0.0014149,0.0010644,144.56,4689639266845737728,6.04686142884,0.0632,-72.08107452201,0.0497,0.2160,0.0555,3.8912,5.604,5.061,0.072,-2.406,0.081,128,11.8532,1477.12,0.307,7.498e+01,95,1.3758,0.0117,12,1.845,0,2.66394e+05,7.75425e+02,12.123554,1.69386e+05,3.74715e+03,12.266349,3.48349e+05,10.892859,1.943,1.373489,,,0,,,,,,,0.004193,0.024180,0.023706,12.123554,0.004193,2.66394e+05,0.688,1.1938,1.3075,-0.2630,2CXO J002411.3-720451,6.047112813449246,-72.08089500616154,PULSAR,0.806530502044865,0.7046618026382285,305.8848,-44.890794,0,9.158364179061E-16,5.9094443466795E-16,1.7683226713517998E-16,3.6612444521086E-16,0.0,0.20237351655215,-0.44472204871955,-0.54965646470956,0.0,0.49074448931341996,0.61158258902703,0.50477410614303,4.0,0.5677558796598701,2.8412637534492E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,26.051913908767183
0.827407,6.04669076900,-72.07908715108,0.0107846,0.0023615,170.91,4689639266845823360,6.04674454821,0.1314,-72.07908437374,0.2816,-0.6417,0.2297,-2.7934,3.775,3.723,0.181,0.625,0.678,84,33.0514,1878.95,0.789,1.356e+02,95,1.4586,0.0434,9,4.589,0,4.13537e+04,1.44523e+02,14.146080,4.71314e+04,9.69339e+02,13.655268,6.91840e+04,12.647882,2.813,1.007386,,,0,,,,,,,0.004689,0.022504,0.006464,14.148178,0.004695,4.12739e+04,1.595,2.8876,10.6558,-0.5612,2CXO J002411.0-720444,6.046231644235263,-72.07890586243325,CV,0.90646424073184,0.8361148553106166,305.885597,-44.892720000000004,1,1.6421078273047999E-15,8.384858875260401E-16,,,,-0.1998750780762,-0.55465334166146,-0.3947532792005,10.0,1.0,0.9999999998675836,1.0,8.0,1.0,3.8793769394831E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,26.45664518369311
2.960333,6.04667482008,-72.07809493430,0.0001974,0.0001239,11.42,4689639266848656512,6.04667482008,0.1276,-72.07809493430,0.1950,,,,,,,,,68,7.0366,178.26,0.510,8.476e+00,3,,,7,,0,7.27286e+03,5.26692e+01,16.033104,,,,,,,,,,0,,,,,,,0.008332,,,16.033104,0.008332,7.27286e+03,,0.1276,0.1950,0.1841,2CXO J002411.0-720444,6.046231644235263,-72.07890586243325,CV,0.90646424073184,0.8361148553106166,305.885597,-44.892720000000004,1,1.6421078273047999E-15,8.384858875260401E-16,,,,-0.1998750780762,-0.55465334166146,-0.3947532792005,10.0,1.0,0.9999999998675836,1.0,8.0,1.0,3.8793769394831E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,26.45664518369311
1.061220,6.04472152414,-72.08500307580,0.0010403,0.0006905,76.87,4689639266848569216,6.04472152414,1.0252,-72.08500307580,0.7128,,,,,,,,,30,15.6690,376.00,0.493,2.903e+01,3,,,5,,0,5.58069e+04,2.42378e+03,13.820647,,,,,,,,,,0,,,,,,,0.047236,,,13.820647,0.047236,5.58069e+04,,1.0252,0.7128,0.1833,2CXO J002410.5-720506,6.043942863869178,-72.08517491232855,CV,0.9257749062730105,0.852193998388223,305.885261,-44.886416,0,7.2971548309402E-16,2.6431965625848E-16,2.0328103929834E-16,3.4163026805147007E-16,0.0,-0.22860712054965998,-0.6420986883198001,-0.4684572142410999,2.0,0.7537093945971001,0.9324550350068399,0.86189841495901,0.0,0.21304181262191,1.6786194499131E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51719063598862
1.869636,6.04543014880,-72.08542071792,0.0002314,0.0000823,15.43,4689639266848569088,6.04543014880,0.1004,-72.08542071792,0.2241,,,,,,,,,34,8.5420,152.80,0.304,8.822e+00,3,,,5,,0,7.64966e+04,2.00944e+02,13.478262,,,,,,,,,,0,,,,,,,0.003966,,,13.478262,0.003966,7.64966e+04,,0.1004,0.2241,0.5333,2CXO J002410.5-720506,6.043942863869178,-72.08517491232855,CV,0.9257749062730105,0.852193998388223,305.885261,-44.886416,0,7.2971548309402E-16,2.6431965625848E-16,2.0328103929834E-16,3.4163026805147007E-16,0.0,-0.22860712054965998,-0.6420986883198001,-0.4684572142410999,2.0,0.7537093945971001,0.9324550350068399,0.86189841495901,0.0,0.21304181262191,1.6786194499131E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51719063598862
1.103409,6.00768379640,-72.08651057265,0.0063876,0.0002565,86.83,4689639266835407744,6.00768379640,6.3778,-72.08651057265,0.4366,,,,,,,,,40,33.6410,1736.07,0.938,1.681e+02,3,,,5,,0,5.91507e+04,8.57574e+02,13.757466,8.42993e+04,1.99853e+03,13.023983,1.31245e+05,11.952686,3.644,1.071297,,,0,,,,,,,0.015980,0.025891,0.037008,13.757466,0.015980,5.91507e+04,2.420,6.3778,0.4366,0.8086,2CXO J002401.7-720512,6.007215074936767,-72.08678105231344,PULSAR,0.9942905479847002,0.9887804511294414,305.900688,-44.883140000000004,0,3.8550027741572003E-16,2.4420868846392005E-16,8.1758858112699E-17,1.4546924908769E-16,0.0,0.38600874453467,-0.16739537788882,-0.51093066833229,,,,,3.0,0.3759673192,2.5480387129671E-6,,,,,,,,,,,,,,,13.757466,13.023983,11.952686,1.0712969999999995,,,,,,,,,26.88427703982791
2.964511,6.00458776115,-72.08693946003,0.0035339,0.0002718,98.71,4689639266848593664,6.00458776115,3.4934,-72.08693946003,0.5988,,,,,,,,,54,17.5597,506.25,1.595,3.298e+01,3,,,5,,0,4.55489e+03,1.00969e+02,16.541172,,,,,,,,,,0,,,,,,,0.024225,,,16.541172,0.024225,4.55489e+03,,3.4934,0.5988,-0.8884,2CXO J002401.7-720512,6.007215074936767,-72.08678105231344,PULSAR,0.9942905479847002,0.9887804511294414,305.900688,-44.883140000000004,0,3.8550027741572003E-16,2.4420868846392005E-16,8.1758858112699E-17,1.4546924908769E-16,0.0,0.38600874453467,-0.16739537788882,-0.51093066833229,,,,,3.0,0.3759673192,2.5480387129671E-6,,,,,,,,,,,,,,,13.757466,13.023983,11.952686,1.0712969999999995,,,,,,,,,26.88427703982791
1.589570,6.04472152414,-72.08500307580,0.0010403,0.0006905,76.87,4689639266848569216,6.04472152414,1.0252,-72.08500307580,0.7128,,,,,,,,,30,15.6690,376.00,0.493,2.903e+01,3,,,5,,0,5.58069e+04,2.42378e+03,13.820647,,,,,,,,,,0,,,,,,,0.047236,,,13.820647,0.047236,5.58069e+04,,1.0252,0.7128,0.1833,2CXO J002410.9-720504,6.045819602961672,-72.08471869928199,PULSAR,0.6889265115280656,0.37870441830796264,305.884551,-44.886953999999996,1,3.4306402714777007E-16,0.0,7.2257775741569E-17,3.8680398245420003E-16,4.9407051176252E-16,-0.99937539038101,-0.99937539038101,-0.7445346658338499,2.0,0.87971143857887,0.961344644445187,0.9972459999402656,5.0,0.74110312728042,3.9482752579778E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,27.525407676967927
2.435913,6.04776884661,-72.08440515531,0.0005348,0.0001999,101.45,4689639266845783296,6.04776884661,0.5257,-72.08440515531,0.2228,,,,,,,,,44,12.0498,269.15,0.430,2.212e+01,3,,,5,,0,6.33822e+04,3.17725e+02,13.682448,5.34896e+04,5.49514e+01,13.517869,8.13893e+04,12.471477,2.128,1.046392,,,0,,,,,,,0.006100,0.003005,0.009627,13.682448,0.006100,6.33822e+04,0.907,0.5257,0.2228,-0.4086,2CXO J002410.9-720504,6.045819602961672,-72.08471869928199,PULSAR,0.6889265115280656,0.37870441830796264,305.884551,-44.886953999999996,1,3.4306402714777007E-16,0.0,7.2257775741569E-17,3.8680398245420003E-16,4.9407051176252E-16,-0.99937539038101,-0.99937539038101,-0.7445346658338499,2.0,0.87971143857887,0.961344644445187,0.9972459999402656,5.0,0.74110312728042,3.9482752579778E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,27.525407676967927
2.563801,6.04543014880,-72.08542071792,0.0002314,0.0000823,15.43,4689639266848569088,6.04543014880,0.1004,-72.08542071792,0.2241,,,,,,,,,34,8.5420,152.80,0.304,8.822e+00,3,,,5,,0,7.64966e+04,2.00944e+02,13.478262,,,,,,,,,,0,,,,,,,0.003966,,,13.478262,0.003966,7.64966e+04,,0.1004,0.2241,0.5333,2CXO J002410.9-720504,6.045819602961672,-72.08471869928199,PULSAR,0.6889265115280656,0.37870441830796264,305.884551,-44.886953999999996,1,3.4306402714777007E-16,0.0,7.2257775741569E-17,3.8680398245420003E-16,4.9407051176252E-16,-0.99937539038101,-0.99937539038101,-0.7445346658338499,2.0,0.87971143857887,0.961344644445187,0.9972459999402656,5.0,0.74110312728042,3.9482752579778E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,27.525407676967927
2.648373,6.04501996148,-72.08402538347,0.0033989,0.0027929,171.44,4689639266848573312,6.04508814213,0.1509,-72.08402908764,0.1467,0.5657,0.1793,3.1547,4.792,4.719,0.172,-0.833,0.213,145,15.6928,15973.32,1.060,9.292e+02,95,1.1691,0.0340,15,2.073,0,3.85412e+05,1.04877e+03,11.722554,1.98618e+05,1.15692e+03,12.093494,4.55691e+05,10.601219,1.698,1.492275,,,0,,,,,,,0.004040,0.006912,0.005454,11.722554,0.004040,3.85412e+05,0.428,2.8078,3.3866,-0.0581,2CXO J002410.9-720504,6.045819602961672,-72.08471869928199,PULSAR,0.6889265115280656,0.37870441830796264,305.884551,-44.886953999999996,1,3.4306402714777007E-16,0.0,7.2257775741569E-17,3.8680398245420003E-16,4.9407051176252E-16,-0.99937539038101,-0.99937539038101,-0.7445346658338499,2.0,0.87971143857887,0.961344644445187,0.9972459999402656,5.0,0.74110312728042,3.9482752579778E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,27.525407676967927
1.597246,6.03157697095,-72.08850867917,0.0027102,0.0017320,81.62,4689639266845497216,6.03162920857,0.1355,-72.08852704749,0.0796,0.0410,0.1241,0.3307,5.491,3.615,0.167,-4.133,0.111,131,44.2082,7781.23,0.663,3.387e+02,95,1.4020,0.0214,13,4.842,0,2.20646e+05,1.57326e+03,12.328128,1.59965e+05,4.69532e+04,12.328483,3.21886e+05,10.978640,2.184,1.349843,,,0,,,,,,,0.008217,0.318700,0.184769,12.328128,0.008217,2.20646e+05,0.931,2.6931,1.7584,0.1322,2CXO J002407.3-720519,6.030436721679907,-72.08878048118635,PULSAR,0.9733615790842821,0.9534383884010569,305.890299,-44.882231,0,3.5971306402099E-16,0.0,1.2704718987803999E-16,1.3362162013834E-16,3.127772076488E-16,0.18613366645845997,-0.12367270455964999,-0.28981886321049,2.0,0.88400837294194,0.9936174345054825,0.9959152922964774,3.0,0.4582454102020101,1.5584393552871E-6,,,,,,9.373,8.21,8.317,,,,,,,12.328128,12.328483,10.97864,1.349843,2.955128,,4.1184829999999994,,2.6616400000000002,1.1629999999999985,,,28.043267470552152
1.771182,6.02933349045,-72.08913677150,0.0002014,0.0000791,54.59,4689639266844790400,6.02933349045,0.1704,-72.08913677150,0.1333,,,,,,,,,52,31.0419,1440.89,0.390,6.627e+01,3,,,7,,0,1.72876e+05,1.31261e+03,12.593027,1.57498e+05,5.31301e+03,12.345357,2.82072e+05,11.121996,2.543,1.223361,,,0,,,,,,,0.008692,0.036732,0.028717,12.593027,0.008692,1.72876e+05,1.304,0.1704,0.1333,0.7130,2CXO J002407.3-720519,6.030436721679907,-72.08878048118635,PULSAR,0.9733615790842821,0.9534383884010569,305.890299,-44.882231,0,3.5971306402099E-16,0.0,1.2704718987803999E-16,1.3362162013834E-16,3.127772076488E-16,0.18613366645845997,-0.12367270455964999,-0.28981886321049,2.0,0.88400837294194,0.9936174345054825,0.9959152922964774,3.0,0.4582454102020101,1.5584393552871E-6,,,,,,9.373,8.21,8.317,,,,,,,12.328128,12.328483,10.97864,1.349843,2.955128,,4.1184829999999994,,2.6616400000000002,1.1629999999999985,,,28.043267470552152
2.431213,6.02975535790,-72.08942248661,0.0001696,0.0000471,97.73,4689639266835434880,6.02975535790,0.1681,-72.08942248661,0.0520,,,,,,,,,58,7.2371,166.45,0.169,8.709e+00,3,,,5,,0,8.13810e+04,1.01767e+03,13.411059,1.31622e+05,6.20887e+02,12.540217,2.43797e+05,11.280324,4.613,1.259893,,,0,,,,,,,0.013854,0.005832,0.096656,13.411059,0.013854,8.13810e+04,3.370,0.1681,0.0520,-0.4047,2CXO J002407.3-720519,6.030436721679907,-72.08878048118635,PULSAR,0.9733615790842821,0.9534383884010569,305.890299,-44.882231,0,3.5971306402099E-16,0.0,1.2704718987803999E-16,1.3362162013834E-16,3.127772076488E-16,0.18613366645845997,-0.12367270455964999,-0.28981886321049,2.0,0.88400837294194,0.9936174345054825,0.9959152922964774,3.0,0.4582454102020101,1.5584393552871E-6,,,,,,9.373,8.21,8.317,,,,,,,12.328128,12.328483,10.97864,1.349843,2.955128,,4.1184829999999994,,2.6616400000000002,1.1629999999999985,,,28.043267470552152
2.659810,6.03272023975,-72.08901001936,0.0024000,0.0021311,36.33,4689639266844781696,6.03278318647,0.1256,-72.08902679988,0.1147,0.7498,0.1309,5.7291,5.764,4.356,0.137,-3.776,0.147,220,51.7558,37455.46,1.102,1.151e+03,95,1.3116,0.0335,19,4.355,0,4.02845e+05,7.58777e+02,11.674523,1.87145e+05,3.51303e+03,12.158095,4.41513e+05,10.635537,1.561,1.522558,,,0,,,,,,,0.003431,0.020571,0.011906,11.674523,0.003431,4.02845e+05,0.288,2.2292,2.3092,0.1129,2CXO J002407.3-720519,6.030436721679907,-72.08878048118635,PULSAR,0.9733615790842821,0.9534383884010569,305.890299,-44.882231,0,3.5971306402099E-16,0.0,1.2704718987803999E-16,1.3362162013834E-16,3.127772076488E-16,0.18613366645845997,-0.12367270455964999,-0.28981886321049,2.0,0.88400837294194,0.9936174345054825,0.9959152922964774,3.0,0.4582454102020101,1.5584393552871E-6,,,,,,9.373,8.21,8.317,,,,,,,12.328128,12.328483,10.97864,1.349843,2.955128,,4.1184829999999994,,2.6616400000000002,1.1629999999999985,,,28.043267470552152
2.934141,6.01533184896,-72.07371637352,0.0022384,0.0008222,24.78,4689639472993855360,6.01533184896,1.1990,-72.07371637352,2.0613,,,,,,,,,52,56.3174,5421.00,2.908,5.543e+02,3,,,7,,0,1.99727e+04,5.05789e+02,14.936276,4.77251e+04,2.23426e+03,13.641675,6.75787e+04,12.673371,5.773,0.968304,,,0,,,,,,,0.027633,0.050906,0.027069,14.936276,0.027633,1.99727e+04,4.559,1.1990,2.0613,0.6674,2CXO J002403.1-720426,6.012945636933013,-72.07406974030104,STAR,0.9333167526901341,0.8723629725062523,305.900915,-44.895972,0,1.5422438248354001E-15,8.3941384733647E-16,3.753867202614E-16,4.673013271726299E-16,0.0,-0.014990630855715,-0.29481574016240003,-0.27857589006871003,2.0,0.69673158980888,0.8188549681476199,0.7210400484684301,4.0,0.63683445523345,3.3914247037523E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,28.518677829319042
0.931450,5.99905764838,-72.08449419232,0.0010071,0.0001012,142.80,4689639473007338624,5.99905764838,0.6142,-72.08449419232,0.8046,,,,,,,,,47,6.9909,142.66,0.214,1.098e+01,3,,,5,,0,7.01220e+04,4.57352e+02,13.572731,5.81684e+04,1.81854e+03,13.426826,8.08576e+04,12.478593,1.983,0.948233,,,0,,,,,,,0.007599,0.034058,0.029817,13.572731,0.007599,7.01220e+04,0.770,0.6142,0.8046,-0.9785,2CXO J002359.9-720504,5.999772959671757,-72.08463030667856,PULSAR,0.8731624032166166,0.7895322397221695,305.904337,-44.884923,0,1.8929819317019E-15,9.8721766257455E-16,4.7450599209327E-16,5.198621980900599E-16,,-0.25858838226109,-0.4172392254840701,-0.16864459712679994,1.0,0.64202333098305,0.972067093996818,0.9793701335506948,5.0,0.70465918423563,6.6983383667228E-7,,,,,,,,,,,,,,,,,,,,,,,,,,,29.042712657514343
1.393217,5.99856747606,-72.08001293416,0.0004070,0.0003556,143.22,4689639473003819520,5.99856747606,0.3749,-72.08001293416,0.3894,,,,,,,,,42,39.4579,2461.41,1.284,2.818e+02,3,,,6,,0,5.90542e+04,1.33956e+03,13.759239,5.87264e+04,5.41691e+03,13.416458,8.56272e+04,12.416366,2.444,1.000093,,,0,,,,,,,0.024782,0.100187,0.053493,13.759239,0.024782,5.90542e+04,1.228,0.3749,0.3894,-0.1287,2CXO J002359.3-720448,5.997318007038871,-72.08005735580083,CV,0.8510824090086472,0.711906511135213,305.906359,-44.889331,0,6.2061581362646E-16,9.308866369332999E-17,2.3525038338763E-16,3.9446491836017E-16,2.1892699631808997E-16,-0.62710805746409,-0.81199250468457,-0.36102435977513997,1.0,0.5903642990539799,0.9467904848599321,0.8474970051249899,0.0,0.24851784012088,1.3519799076562E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,29.468033615299735
