name,class,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,h-csc,b-csc,m-csc,s-csc,u-csc,0p3_8_csc,FUV,NUV,u-sdss,g-sdss,r-sdss,i-sdss,z-sdss,W1,W2,W3,W4,4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J,H,K,3.6 microns (IRAC),5.8 microns (IRAC),G,Bp,Rp,B-R,G-J,G-W2,Bp-H,Bp-W3,Rp-K,J-H,J-W1,W1-W2
2CXO J100013.6+013034,AGN,7.3233708545218805,6.598140994617469,4.106249999999978,5.3375,3.7812500000000058,9.999951055151367,0.008340673979619203,1.5850679079618464,10.0,8.7977300260573,0.0,9.843857152208644e-08,0.03072512829103905,0.014150697572099384,0.02111072292612024,0.04111643019738457,0.023937508346742367,0.5381119245047358,0.5962758708184279,6.532900187324767,8.769517683663661,7.117041800643089,8.376321527006459,8.743495716956794,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5354314626228168,0.00011549852939587827,0.0010874985819350712,0.001828429370009183,7.465581086213445,6.662729162729162,1.92215196714224,6.57926075433867e-05,0.0002279576610782625,9.090061555461435,8.22616668737749,8.704462513685057,2.0134301595618336,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J172858.1+603512,AGN,6.864080322691421,2.486281921123711,0.0,1.5750000000000095,2.468749999999982,10.0,0.0,1.9236589254388232,6.25,0.03837485649315797,0.0,2.114820423145341e-08,0.027981209778572005,0.02786533172302436,0.03247515551569245,0.01592425434471977,0.018064836677538217,8.847083926031297,8.817040188071024,5.326553183500729,8.335014320104282,5.898520900321544,7.498375087416184,7.9024538721319555,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5314361065523838,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.126432496787048,7.493791764040933,7.770742643062596,2.4748794346634853,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J141540.0+112406,AGN,8.61192941060928,9.959135208307634,3.406249999999985,4.99375,3.412500000000003,10.0,0.0,0.4016013481599173,6.25,5.204678472445888,0.0,9.880786188122513e-07,0.06620204924456917,0.030157756651290283,0.05601929601450864,0.08337307029486554,0.002884534438274662,0.5381119245047358,0.5962758708184279,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5354314626228168,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.427740197738004,7.683458132738999,8.197327831398031,1.938911839172625,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J202206.7+613658,AGN,5.765312471142077,2.6689672316887387,7.537499999999987,7.706249999999992,4.724999999999998,10.0,0.0,1.1870179717686735,6.25,3.723896216377833,0.0,3.466975663458172e-10,0.08916730678894279,0.010749372418892532,0.040332120583668606,0.19756077435243208,0.036680097817657034,0.5381119245047358,0.5962758708184279,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,6.036441188743105,5.037072421026397,5.0709419779187215,0.3919032228011208,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,8.702763007975692,8.609194859194856,2.3892131431041936,5.187307533541356e-05,3.614976369594994e-05,7.9895701281083555,7.402635919780973,4.784757047039582,2.0460309411217583,0.0,0.0,0.0,0.0,0.0,4.3627417481036055,6.0370230051987965,7.056140350877191
2CXO J094629.6+545155,AGN,7.60188700716534,4.449844120290561,2.575,4.312499999999996,3.1562499999999867,10.0,0.0,0.8788593583138724,6.25,4.22551771231946,0.0,8.175111483457237e-08,0.03831188999448897,0.0216073967224896,0.03721965655560541,0.0383881899052536,0.02601510445613064,0.5381119245047358,0.5962758708184279,6.1488232005191215,8.66223583927229,6.935048231511255,8.157472541034187,8.653834446972883,8.747044369233624,8.15260960767617,7.754052149400986,0.5906811455026264,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.914384689526674,8.197105729415112,8.535716702866718,2.328567675596088,0.0,3.9192247959593822,0.0,4.760932470116863,0.0,3.0444884849313256,3.770284776157101,5.3979949874686755
2CXO J143651.5+343602,AGN,8.697240371153457,1.6044308664213618,3.500000000000015,4.95625,3.5500000000000145,10.0,0.101638229753327,5.054166823213887,10.0,8.317934066737298,1.0,4.8461522074276915e-08,0.12436206467171736,0.05249276541240677,0.12202612627154336,0.16460155086977155,0.08765045570131573,7.619236373729312,8.299537319142146,5.406940169764162,8.388373189937457,5.77427652733119,7.394909586690412,7.6402160881745775,6.968334183318652,6.241666493592804,6.703782006107588,0.5466112930620551,0.0005210327357299357,0.004147164675340696,0.007894769920496087,8.886726167869352,8.800557550557551,2.479936770428016,0.00031211562636631934,0.0007781223813325031,8.459628207504064,7.56346180055879,7.7087336523100545,2.770942778720608,4.874365853504608,5.485093568909812,3.8084070072386313,4.8786397305011535,4.767731982880125,4.338823207817952,5.435583338595274,6.1639097744360924
2CXO J033444.2-010844,AGN,2.591592483591102,5.176132938314885,6.018749999999996,6.612500000000021,4.312499999999996,10.0,0.0,8.597699169411293,6.25,7.838650313226081,2.0,3.466975663458172e-10,0.0495692055567564,0.016924385306455483,0.02422192353755313,0.08583783303281925,0.01784322642587014,9.38634076952434,9.745266027076537,6.745324022870762,8.95910444636859,7.3073954983922835,8.447488584474886,8.908295044424797,8.842783624646483,7.656441462958733,7.680291284942447,0.5693695937278285,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,7.9895701281083555,7.402635919780973,4.784757047039582,2.0460309411217583,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,6.802506265664152
2CXO J134440.2+555648,AGN,8.326937351583338,3.0044980520911335,3.681250000000007,5.5687500000000005,3.1749999999999936,10.0,0.0,0.558224120805491,6.25,0.27890077204179803,0.0,6.946788137482611e-08,0.041666901047748124,0.016621765692078284,0.034463921929039416,0.05713696507666115,0.025959701893213616,7.924088401623702,8.552714285439679,5.767072468973058,8.519748422885522,6.299035369774918,7.8925500843309075,8.440421492035425,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5354314626228168,0.00012136133218808338,0.0011096759220626312,0.002214252045209339,7.465581086213445,6.662729162729162,1.92215196714224,6.708026268040079e-05,0.00020326286722609788,8.55839725004578,7.88405630804876,8.272912775695474,2.2185865485494896,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J021429.2-051744,AGN,1.61350727033898,4.688978471263402,3.437499999999978,6.368749999999992,2.325000000000001,10.0,0.0,5.2728831781570245,6.25,8.123670597618808,1.0,2.8892120093042956e-08,0.04382093705924574,0.023233841567502488,0.029090833956238238,0.059329368994566416,0.04332840536769948,0.5381119245047358,0.5962758708184279,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,8.28573415550095,7.953436208436313,7.857646229739253,0.566462658649677,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.54325841335341,8.012111321337091,8.02366983959278,3.067636757530156,0.0,3.641768449712077,0.0,4.491779843092674,0.0,3.0444884849313256,3.770284776157101,4.881203007518797
2CXO J142414.1+421400,AGN,8.672046793674951,2.1543864124569017,3.4437499999999965,4.825000000000002,3.61875000000002,10.0,0.0,4.8944131863253535,6.25,8.670228280360726,0.0,1.4700242949787607e-07,0.0681505912636866,0.03205265438002488,0.07252100357876731,0.07833104878459034,0.0823872122241988,0.5381119245047358,0.5962758708184279,5.522203494280269,8.43159176760516,6.241028938906753,7.752272820765972,8.179264563071618,8.501321340813206,7.396207605557747,7.928118393234673,0.5655310061130738,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.34116145917096,7.6428560691394045,8.012617557059528,2.264139511245701,0.0,4.003782251112621,0.0,4.055391770541112,0.0,3.0444884849313256,3.770284776157101,6.692230576441108
2CXO J105307.3+571504,AGN,7.975685295530548,4.152747337448252,0.0,0.0,0.0,10.0,0.0,3.3084415677707795,6.25,5.136166679492659,0.0,3.466975663458172e-10,0.02057716735261069,0.008586889532929073,0.012451934209653777,0.0312933272264768,0.009948361210194752,0.5381119245047358,0.5962758708184279,7.800709303796692,9.050686508653907,7.8,8.739561479287506,8.990042468076473,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5354314626228168,3.626700890690444e-05,0.0003450188006743742,0.0006738977866697391,7.465581086213445,6.662729162729162,1.92215196714224,2.220487230159007e-05,5.891624309126371e-05,9.580962945568483,8.833900375600779,9.134592811417887,2.4073891507665586,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J152424.5+095829,AGN,7.7958338112144805,0.4136611476683956,0.0,4.649999999999999,0.0,10.0,0.0,0.35622418010863793,6.25,3.6441583441826166,0.0,2.3425936969629274e-07,0.21619458299240107,0.10600247541589612,0.18218408071653,0.2648384779134605,0.1377897751412191,0.5381119245047358,0.5962758708184279,3.5203996261666983,7.679810080211612,4.109324758842445,6.436299313011642,6.866783586740684,6.0651861467847406,4.974765831066066,4.9957716701902735,0.4102182575230942,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,8.16013102924421,8.245841995841994,2.371784479031561,5.187307533541356e-05,3.614976369594994e-05,6.670803020901036,6.052492914894555,6.448381925388415,2.2218408936622778,3.2789529516718856,4.498637655366204,2.7108829761253266,4.570053619179936,3.3303709611489407,3.85156837285588,5.289196186146365,7.268671679197994
2CXO J001854.8+162952,AGN,2.444601531480352,3.103959221175121,3.812499999999999,5.768749999999999,3.1249999999999933,10.0,0.0,2.4731144570403196,6.25,5.647413441438383,0.0,1.976013941550147e-09,0.005376349058398107,0.0022910999641442627,0.00415381378182606,0.007572396502980386,0.003604767756195926,0.5381119245047358,0.5962758708184279,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5354314626228168,2.400920078014216e-05,0.0003088307508805747,0.0005929797731153169,7.465581086213445,6.662729162729162,1.92215196714224,9.977274199973744e-06,7.440950866443753e-05,7.9895701281083555,7.402635919780973,4.784757047039582,2.0460309411217583,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J145725.1+223131,AGN,8.410475426611226,0.8547822031297455,2.6249999999999987,3.5562499999999826,4.006249999999978,10.0,0.0,2.464850451099616,6.25,0.9932562823465032,0.0,1.768299946196614e-07,0.029722171571884105,0.025927589998705904,0.03631148295429376,0.012330217505378988,0.02474084550903917,8.443265794677862,8.398907019793207,5.077766305212855,8.25118699867741,5.706752411575563,7.3968489036982215,7.813401359558218,7.886318327228893,6.645828573802158,5.245947850599014,0.5472518041809697,2.073167683209241e-05,0.00012423329156268815,0.0065494464055642285,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.074331808529173,7.4178152821816115,7.741021678782864,2.3714182391036487,0.0,4.498520823942694,0.0,5.805706633578124,0.0,3.0444884849313256,3.770284776157101,7.1734335839598975
2CXO J112019.6+130320,AGN,8.597506105659061,6.7185700326801685,8.818750000000017,8.593749999999996,5.468750000000003,10.0,0.0,1.2549678724344409,6.25,4.333844169481578,0.0,4.759039501055863e-09,0.029009027446043664,0.0014927373578276634,0.007312206720332027,0.06675918227191206,0.00814777791539159,8.183499288762448,8.674026246133911,5.679969076546628,8.377736757471666,5.6979329352319725,7.419944406245775,7.656366794975059,6.599749640688026,5.814866352364535,5.839323467230444,0.4524785540752629,0.0013831219909740506,0.012377286214085436,0.045018697560413545,8.897170527914929,8.934747684747684,2.4524427150886297,0.0007351451709805416,0.002539584341795634,8.456550408265016,7.670020984739463,7.765098298232776,2.8829641946721143,4.850800047873721,5.968888931737631,3.7658910219747583,5.62912332230629,5.031233531777584,3.98072849039842,5.7841342005009375,6.396992481203008
2CXO J002637.4+165953,AGN,2.455842301623831,3.179421766128114,4.38125,4.374999999999981,5.0375000000000005,10.0,0.0,7.259979498351776,6.25,7.2664681407589455,2.0,2.1380113569842373e-06,0.0357972833060062,0.019572035767726884,0.04124623967500523,0.0488731586422728,0.10150109643057084,0.5381119245047358,0.5962758708184279,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,7.896749965227874,6.9810380277887365,7.2370213765562585,0.5319377656105548,2.073167683209241e-05,0.00012423329156268815,0.004072506730074268,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.815700429075882,8.057702521776429,8.352460282480582,2.428862207880371,0.0,5.124418817097035,0.0,4.998411780507719,0.0,3.0444884849313256,3.770284776157101,6.386967418546367
2CXO J162131.4+152940,AGN,7.2339957487618705,0.8531881726421158,5.362499999999999,6.956249999999999,3.2874999999999797,10.0,0.0,5.067415617522926,6.25,2.2042915802001533,1.0,3.466975663458172e-10,0.010807405763610266,0.0052247205377115285,0.013022849889299946,0.019899931866066284,0.002884534438274662,8.322554904069667,8.935334247033516,6.049283962306506,8.63440440735701,6.47331189710611,7.8699247192397905,8.276926644732075,8.614678473735456,7.400361378221768,7.674653511862815,0.5537688928384585,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,7.9895701281083555,7.402635919780973,4.784757047039582,2.0460309411217583,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,6.927318295739353
2CXO J095929.8+633359,AGN,7.469326845955938,4.1115009617738565,0.0,10.0,0.0,10.0,0.0,3.3171034085044124,6.25,2.880019661311177,0.0,3.466975663458172e-10,0.01720198937624147,0.027347407472611787,0.004262616249282709,0.0035792102003450407,0.016347357227110594,8.703266488568158,8.425135853633689,4.555950520142513,8.002274089650513,4.767202572347267,6.7186638693488,7.096632991752787,6.713338587788027,5.837296724750254,5.904157857646228,0.4723926270451564,2.073167683209241e-05,0.00012423329156268815,0.026481401950412185,8.347417394606913,8.526743526743529,2.3978599221789887,5.187307533541356e-05,3.614976369594994e-05,7.124887003004898,6.597667226526957,6.747447414002793,2.7708562210094905,3.678876869870032,4.130562867677632,3.0050214070910166,4.465262417380608,3.6688980891242537,3.5782136267340965,4.949801098692936,6.588471177944857
2CXO J152832.4+285751,AGN,8.093264895352828,1.2602571146593171,6.862500000000019,10.0,0.0,10.0,0.0,3.942594165051178,6.25,0.18470406042725288,0.0,3.466975663458172e-10,0.03658622724629483,0.003225261766589979,0.004262616249282709,0.08449041812493997,0.002884534438274662,0.5381119245047358,0.5962758708184279,4.833917617914615,6.295422324138651,4.4364415862808135,6.468111947564004,6.7625701158088525,6.008391673234737,5.3903507861014734,5.605825698848954,0.4599138579731541,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,8.02316748955564,8.013371763371763,2.2560662559446607,5.187307533541356e-05,3.614976369594994e-05,7.9895701281083555,7.402635919780973,4.784757047039582,2.0460309411217583,0.0,0.0,0.0,0.0,0.0,4.129706827034788,5.15859485171855,6.142857142857145
2CXO J142610.5+441124,AGN,8.596484273329505,2.250694881736855,6.981250000000024,6.418749999999991,5.587500000000008,4.4539061203842,0.0026631923916931657,5.822232651458019,0.0,2.8467161388889886,1.0,2.2018694631358568e-08,0.023409924638433305,0.0025676335508305163,0.014909799785969588,0.04589751165801712,0.006679609998090553,0.5381119245047358,0.5962758708184279,6.238200376281991,8.371647145018411,5.963086816720258,7.525772347690157,7.878799298479557,7.515647456998472,6.592452595069473,6.7190509748649285,0.5475071128087889,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.200433655161612,7.620272420801148,7.799847153316555,2.6930352180844013,0.0,4.731200339817967,0.0,4.9264595976983365,0.0,3.0444884849313256,3.770284776157101,6.500751879699247
2CXO J095915.4+020058,AGN,7.3288845927226385,6.577558709627586,3.450000000000016,5.249999999999997,3.2312500000000117,7.925373446268103,0.002001488473443926,4.1098018671466985,6.25,8.31646978565195,0.0,6.7852349272582544e-09,0.012757616769467859,0.005776703052967988,0.009445894453037243,0.016222918628443668,0.008480193292893713,0.5381119245047358,0.5962758708184279,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,3.3893550929574854,4.0648819290120235,7.699553676297863,0.5354314626228168,1.1313763560574293e-05,5.4278656737102144e-05,0.00010572553866781169,7.465581086213445,6.662729162729162,1.92215196714224,6.288894096160221e-06,2.071180095046469e-05,7.9895701281083555,7.402635919780973,4.784757047039582,2.0460309411217583,0.0,0.0,0.0,0.0,0.0,3.0444884849313256,3.770284776157101,5.160401002506265
2CXO J132106.3+003714,AGN,8.490235163333677,8.866512850849627,3.456249999999984,5.200000000000003,3.2812500000000107,10.0,0.0,0.640429934988657,6.25,6.751128450912368,0.0,2.397650563784691e-07,0.09371877271154226,0.039375181321460034,0.07371604707378299,0.1221241478777792,0.05579398202402905,7.868056760226207,8.453815531237206,6.36394059478674,8.682455255620996,6.873311897106111,8.252087704142497,8.657400026089604,8.361073763271364,7.378761760368855,7.908386187455956,0.5419530303790392,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,9.17948363415188,8.355514957890222,8.800193933643511,2.0878495568526216,0.0,5.164865760931848,0.0,4.811583949479534,0.0,3.0444884849313256,3.770284776157101,6.431077694235586
2CXO J033514.4-150606,AGN,2.1938870840360027,5.66379207289097,5.4250000000000025,5.6750000000000185,4.749999999999997,10.0,0.0,1.3342388900222009,6.25,7.069806036344997,0.0,4.23706574539796e-08,0.04637448677166518,0.010917602892691464,0.041619319174071065,0.07539515603804359,0.028092700565518897,7.898865489366133,8.475594401696176,5.5111843904190945,3.891642958409849,6.391639871382639,7.737052120613765,8.217790210601077,7.575223700681535,6.596398679100293,6.682640357058961,0.5150784379770239,2.073167683209241e-05,0.00012423329156268815,0.000437847633213571,7.465581086213445,6.662729162729162,1.92215196714224,5.187307533541356e-05,3.614976369594994e-05,8.934287023698008,8.107956162538532,8.333989105421969,2.583235075342867,0.0,5.725620736988767,0.0,5.460882769170704,0.0,3.0444884849313256,3.770284776157101,6.620050125313281
