name,true_class,pred_class,pred_prob,prob_AGN,prob_CV,prob_HMXB,prob_LMXB,prob_PULSAR,prob_STAR,prob_ULX,prob_YSO
2CXO J100132.9+555906,AGN,AGN,0.989417424329867,0.989417424329867,0.002128743663322939,0.005289350259083584,0.0001004489509051766,0.0001884471295068878,0.0002460840158634337,0.0025711848496823356,5.83168017687033e-05
2CXO J015042.7+004420,AGN,AGN,0.9825185226966864,0.9825185226966864,0.004397789385314979,0.009958558548375043,0.00030547602104581743,0.00029981575081223984,0.0004688378414711783,0.0019487366492483083,0.00010226310704598341
2CXO J145116.0-000628,AGN,AGN,0.941535681983812,0.941535681983812,0.00443360448706404,0.009733706531636825,0.0004679790606163218,0.006675944884220861,0.002141238561313047,0.034384682201459744,0.0006271622898771411
2CXO J181410.6-171115,YSO,YSO,0.9698467780312633,0.007240045893024027,0.007780741930609743,0.0010622233501104573,0.0009974948887002456,0.0025889071489982943,0.008042222165918286,0.002441586591375497,0.9698467780312633
2CXO J030517.9+035046,AGN,AGN,0.8574753171881921,0.8574753171881921,0.01668250380648693,0.05043333635391725,0.005465288785243943,0.037834109201723025,0.005923261649765809,0.02488673300336328,0.001299450011307556
2CXO J064045.0+094541,STAR,STAR,0.6278290864576053,0.007993843753620998,0.015362018720232063,0.012998377084284866,0.0026702153359752802,0.31689735495135324,0.6278290864576053,0.01092525126138391,0.0053238524355443476
2CXO J100114.8+020208,AGN,AGN,0.9782192325317233,0.9782192325317233,0.005280080843339023,0.0065954684624621,0.0006613874424629859,0.0005016616236486757,0.0007172266663932425,0.007881555773317669,0.00014338665665340164
2CXO J125541.4+355655,STAR,STAR,0.973947806358145,0.0032793258991987762,0.00057899729088076,0.021058973230386163,3.6820008476189284e-05,0.00031250498723848493,0.973947806358145,0.0007261269192423187,5.944530643239602e-05
2CXO J031445.1-340819,STAR,STAR,0.987181763740501,0.0017428051429977916,0.000945367814926459,0.0019832773858470794,4.2987039051817275e-05,0.000880450913129046,0.987181763740501,0.007112407181289258,0.00011094078225749048
2CXO J140236.3+542539,HMXB,HMXB,0.9869787784424718,0.003941426897719686,0.0013106293728083348,0.9869787784424718,0.001047247194353784,0.00068846723593523,0.0009329504747643768,0.004963378423530701,0.00013712195841592443
2CXO J084902.2+450004,AGN,AGN,0.990040940870087,0.990040940870087,0.0007436439874653212,0.0022751426752899927,0.00018124918747313592,0.00021771241055959465,0.00037817047641993995,0.006058105259989452,0.00010503513271557484
2CXO J053525.0-052353,STAR,STAR,0.9714256007490731,0.0010273489338043838,0.010311473587359496,0.0066803148248499025,0.007345821748486785,0.000871258296301232,0.9714256007490731,0.001634550741302718,0.0007036311188223445
2CXO J112104.3+530909,HMXB,HMXB,0.9884847383465677,0.0018507834315200878,0.0005753220187957799,0.9884847383465677,0.00036458361386651635,0.00021419942031221994,0.00041184696814291734,0.00799864345337145,9.988274742363204e-05
2CXO J083803.6+540641,AGN,AGN,0.7528408085262397,0.7528408085262397,0.14334932110704438,0.02377860592812001,0.010681983424471634,0.007428315742536036,0.027142062786612565,0.032439828617522926,0.0023390738674528328
2CXO J215323.3+623834,STAR,STAR,0.9643405933580127,0.0008301723398248945,0.019081449164459734,0.008543577294901914,0.002268475463745148,0.0030488609838515506,0.9643405933580127,0.0015276911881301992,0.00035918020707383894
2CXO J044223.1+020219,AGN,ULX,0.7973956617400317,0.015840604190617866,0.02279891722845829,0.04333748713598671,0.0076869519843936265,0.1032850665712263,0.007652141398855278,0.7973956617400317,0.0020031697504301446
2CXO J122307.5+103448,AGN,AGN,0.9722188687342981,0.9722188687342981,0.0016522101132550467,0.0005514695500525106,0.00013308857924915768,0.0006477679775723863,0.00032800617293810534,0.02435627942864888,0.00011230944398591345
2CXO J033208.2-274153,AGN,AGN,0.8509769466903822,0.8509769466903822,0.00014003609702255295,0.0008287096248657989,4.4775281187692546e-05,5.38036985997359e-05,0.14739603842778687,0.0005448651619488851,1.4825018206597313e-05
2CXO J105758.9-522656,PULSAR,PULSAR,0.5497736598511261,0.08261696491403392,0.09664965892981967,0.04436470943847103,0.013897816048692713,0.5497736598511261,0.011328348909056197,0.19566740528151366,0.005701436627286703
2CXO J053515.9-054111,STAR,STAR,0.9956865057771718,0.0003551001978314137,0.0012282529398074773,0.0008324330785862505,0.0004907978368104618,0.0005653830679117765,0.9956865057771718,0.00047914133740225163,0.0003623857644786877
2CXO J102330.1-574304,YSO,YSO,0.9899064221734003,0.00034461629942337304,0.000505457729725576,0.0009031744122266322,0.00045936754867458555,0.0005744289532393319,0.007125707348206226,0.00018082553510417526,0.9899064221734003
2CXO J100506.0-074428,LMXB,LMXB,0.8581191891669396,0.013404588293988138,0.031165680905228768,0.05202136324643901,0.8581191891669396,0.007719214996391366,0.0059114067965884785,0.028313214387718385,0.0033453422067062405
2CXO J180458.6-242436,YSO,YSO,0.58006033468622,0.014939396947531483,0.054179067820121746,0.005251280525352669,0.007381273678128431,0.012437874202755002,0.31591463485945204,0.0098361372804386,0.58006033468622
2CXO J085123.7+114949,STAR,STAR,0.9883616713214146,0.0007672846525660843,0.002723628952962145,0.003265446531358219,0.00034738586832900166,0.0035781947695863194,0.9883616713214146,0.0007974083877092378,0.00015897951607443138
2CXO J111215.7-610504,STAR,YSO,0.8235543143166899,0.0009815250554846087,0.00223078157158511,0.003255412332205048,0.001638141210917462,0.004691662750858367,0.1626125027991639,0.001035659963095625,0.8235543143166899
2CXO J180432.9-241844,STAR,STAR,0.990578433469451,0.00019554298146775076,0.006041912514388452,0.0005262775123991729,0.00029365433093624116,0.0009502127475615288,0.990578433469451,0.0003300230748875057,0.0010839433689084506
2CXO J180343.8-241618,YSO,YSO,0.9957837333887539,8.33128082985567e-05,0.0005777000224577564,0.00012328822235504647,0.0002478387792279713,0.00040037272213336165,0.0027291310788307753,5.4622977942336296e-05,0.9957837333887539
2CXO J131730.8+291056,AGN,AGN,0.9708337102506899,0.9708337102506899,0.00316362713514859,0.015064260695153386,0.0002117368396357994,0.0035623955519739946,0.0016765023111339997,0.005242128392915936,0.0002456388233483855
2CXO J004237.0+411428,CV,CV,0.6007608014728455,0.023783799292436493,0.6007608014728455,0.08473831498403452,0.1302684155008965,0.033537210515302326,0.07921411170293376,0.03736273313581339,0.010334613395737706
