recno|MIRES|RAJ2000|DEJ2000
     556|G206.5862-16.1946|085.59539|-01.87444
     557|G207.1454-16.4648|085.60531|-02.47517
     558|G206.0665-15.9187|085.60635|-01.30397
     559|G206.9016-16.3390|085.60830|-02.20967
     560|G206.5089-16.1404|085.60877|-01.78348
     561|G206.6855-16.2286|085.60972|-01.97464
     562|G206.5197-16.1417|085.61247|-01.79328
     563|G206.6063-16.1831|085.61456|-01.88614
     564|G206.0981-15.9246|085.61534|-01.33356
     565|G206.4882-16.1190|085.61847|-01.75595
     566|G206.5231-16.1321|085.62255|-01.79172
     567|G206.0940-15.9143|085.62260|-01.32531
     568|G206.3798-16.0548|085.62676|-01.63384
     569|G207.0704-16.4006|085.62893|-02.38172
     570|G206.3868-16.0481|085.63580|-01.63670
     571|G206.6247-16.1650|085.63880|-01.89339
     572|G206.7161-16.2106|085.63931|-01.99231
     573|G206.3599-16.0280|085.64147|-01.60445
     574|G207.1185-16.4042|085.64714|-02.42426
     575|G207.0038-16.3461|085.64759|-02.29981
     576|G207.0516-16.3672|085.65018|-02.35023
     577|G206.6474-16.1512|085.66126|-01.90622
     578|G206.8967-16.2744|085.66342|-02.17548
     579|G207.3395-16.4942|085.66551|-02.65381
     580|G206.5668-16.1031|085.66772|-01.81531
     581|G206.5716-16.1052|085.66805|-01.82037
     582|G206.6847-16.1557|085.67393|-01.94006
     583|G206.1514-15.8852|085.67413|-01.36047
     584|G206.0071-15.8074|085.67801|-01.20140
     585|G206.9441-16.2817|085.67810|-02.21914
     586|G206.6557-16.1353|085.67897|-01.90589
     587|G206.4450-16.0274|085.68018|-01.67653
     588|G206.8692-16.2407|085.68097|-02.13645
     589|G206.7043-16.1535|085.68464|-01.95568
     590|G207.1337-16.3647|085.68889|-02.41892
     591|G206.4178-16.0016|085.69085|-01.64134
     592|G206.9847-16.2877|085.69089|-02.25647
     593|G206.3581-15.9662|085.69539|-01.57412
     594|G206.2110-15.8893|085.69730|-01.41306
     595|G206.5185-16.0411|085.70101|-01.74542
     596|G207.2425-16.4053|085.70126|-02.53020
     597|G206.2479-15.9002|085.70431|-01.44951
     598|G206.3608-15.9472|085.71343|-01.56745
     599|G206.6952-16.1142|085.71534|-01.92970
     600|G206.1572-15.8401|085.71668|-01.34433
     601|G206.4503-15.9883|085.71714|-01.66278
     602|G205.9217-15.7189|085.71772|-01.08736
     603|G206.8833-16.1996|085.72372|-02.12939
     604|G207.3693-16.4407|085.72622|-02.65442
     605|G206.2403-15.8682|085.72922|-01.42817
     606|G206.5626-16.0299|085.73068|-01.77769
     607|G206.3221-15.9072|085.73139|-01.51595
     608|G206.2435-15.8667|085.73197|-01.43017
     609|G207.2679-16.3829|085.73243|-02.54139
     610|G206.2398-15.8597|085.73646|-01.42378
     611|G206.2595-15.8677|085.73826|-01.44425
     612|G206.8361-16.1592|085.73846|-02.07045
     613|G206.5001-15.9844|085.74293|-01.70331
     614|G207.0606-16.2646|085.74514|-02.31031
     615|G207.0591-16.2614|085.74727|-02.30753
     616|G207.0941-16.2785|085.74772|-02.34523
     617|G206.8541-16.1439|085.76005|-02.07870
     618|G206.1157-15.7668|085.76280|-01.27475
     619|G206.6000-16.0124|085.76293|-01.80137
     620|G207.0931-16.2584|085.76514|-02.33511
     621|G206.9189-16.1658|085.76959|-02.14389
     622|G206.1085-15.7542|085.77072|-01.26276
     623|G207.2024-16.3048|085.77264|-02.44956
     624|G206.1122-15.7525|085.77389|-01.26506
     625|G206.3938-15.8797|085.78798|-01.56403
     626|G206.6644-16.0007|085.80205|-01.85067
     627|G206.5853-15.9605|085.80235|-01.76470
     628|G206.5466-15.9342|085.80826|-01.71954
     629|G206.2821-15.7944|085.81322|-01.42922
     630|G206.2234-15.7613|085.81614|-01.36384
     631|G207.1462-16.2168|085.82563|-02.36103
     632|G206.4150-15.8306|085.84093|-01.55925
     633|G207.1082-16.1798|085.84151|-02.31150
     634|G207.1207-16.1797|085.84717|-02.32206
     635|G206.1486-15.6812|085.85331|-01.26269
     636|G207.0025-16.1074|085.85864|-02.18795
     637|G206.3634-15.7811|085.86159|-01.49223
     638|G206.2733-15.7163|085.87839|-01.38531
     639|G206.2246-15.6867|085.88263|-01.33000
     640|G206.9537-16.0464|085.89093|-02.11814
     641|G206.1383-15.6013|085.91926|-01.21662
     642|G207.1061-16.0841|085.92551|-02.26539
     643|G027.6178+04.0102|276.86111|-02.88530
     644|G027.7735+04.0883|276.86344|-02.71145
     645|G027.7756+04.0891|276.86367|-02.70928
     646|G027.6545+04.0194|276.86978|-02.84857
     647|G027.6289+04.0059|276.86997|-02.87744
     648|G027.5223+03.9485|276.87190|-02.99831
     649|G027.7719+04.0769|276.87284|-02.71811
     650|G027.6665+04.0108|276.88297|-02.84186
     651|G027.5414+03.9386|276.88946|-02.98595
     652|G027.7751+04.0586|276.89051|-02.72373
     653|G027.8957+04.1206|276.89094|-02.58845
     654|G027.5499+03.9396|276.89251|-02.97792
     655|G027.6378+03.9823|276.89504|-02.88048
     656|G027.5807+03.9514|276.89624|-02.94529
     657|G027.7422+04.0348|276.89646|-02.76383
     658|G027.7355+04.0308|276.89696|-02.77160
     659|G027.7001+04.0117|276.89770|-02.81172
     660|G027.8631+04.0954|276.89833|-02.62891
     661|G027.8958+04.1120|276.89857|-02.59229
     662|G027.6107+03.9642|276.89860|-02.91279
     663|G027.6914+04.0052|276.89943|-02.82243
     664|G027.5606+03.9330|276.90326|-02.97154
     665|G027.5117+03.9073|276.90355|-03.02668
     666|G027.7345+04.0200|276.90614|-02.77750
     667|G027.4987+03.8963|276.90734|-03.04324
     668|G027.6810+03.9896|276.90846|-02.83888
     669|G027.4928+03.8889|276.91126|-03.05188
     670|G027.8854+04.0921|276.91152|-02.61068
     671|G027.6013+03.9400|276.91582|-02.93225
     672|G027.7880+04.0350|276.91742|-02.72321
     673|G027.8907+04.0869|276.91854|-02.60839
     674|G027.5189+03.8921|276.92039|-03.02730
     675|G027.8202+04.0474|276.92124|-02.68893
     676|G027.8835+04.0761|276.92486|-02.61967
     677|G027.8738+04.0682|276.92742|-02.63192
     678|G027.4969+03.8691|276.93071|-03.05741
     679|G027.6743+03.9605|276.93129|-02.85820
     680|G027.7372+03.9930|276.93137|-02.78750
     681|G027.7130+03.9799|276.93186|-02.81501
     682|G027.8268+04.0382|276.93249|-02.68736
     683|G027.5764+03.9072|276.93355|-02.96946
     684|G027.8089+04.0268|276.93436|-02.70844
     685|G027.4959+03.8643|276.93454|-03.06047
     686|G027.5064+03.8674|276.93663|-03.04973
     687|G027.5294+03.8778|276.93792|-03.02464
     688|G027.6363+03.9283|276.94236|-02.90672
     689|G027.5667+03.8902|276.94412|-02.98582
     690|G027.5153+03.8616|276.94586|-03.04460
     691|G027.8705+04.0415|276.94964|-02.64714
     692|G027.6670+03.9338|276.95156|-02.87699
     693|G027.5483+03.8700|276.95363|-03.01143
     694|G027.8425+04.0223|276.95381|-02.68078
     695|G028.3598+04.2898|276.95405|-02.09965
     696|G027.5146+03.8505|276.95536|-03.05032
     697|G027.9143+04.0570|276.95599|-02.60123
     698|G027.8101+04.0024|276.95653|-02.71868
     699|G027.6113+03.8978|276.95793|-02.94289
     700|G027.6514+03.9169|276.95946|-02.89861
     701|G027.5607+03.8694|276.95983|-03.00073
     702|G027.9309+04.0595|276.96143|-02.58539
     703|G027.8626+04.0219|276.96340|-02.66318
     704|G027.6263+03.8937|276.96854|-02.93146
     705|G027.8583+04.0126|276.96964|-02.67127
     706|G027.5208+03.8373|276.96995|-03.05088
     707|G027.7475+03.9538|276.97086|-02.79649
     708|G027.8473+04.0032|276.97302|-02.68535
     709|G027.7913+03.9741|276.97306|-02.74836
     710|G027.8445+04.0014|276.97331|-02.68866
     711|G027.9397+04.0504|276.97358|-02.58180
     712|G027.8164+03.9846|276.97522|-02.72132
     713|G027.5636+03.8528|276.97589|-03.00585
     714|G027.5150+03.8273|276.97624|-03.06063
     715|G028.4086+04.2898|276.97640|-02.05648
     716|G027.7741+03.9606|276.97710|-02.76981
     717|G027.6190+03.8788|276.97842|-02.94480
     718|G027.8529+03.9965|276.98149|-02.68347
     719|G027.8713+04.0057|276.98176|-02.66293
     720|G027.7005+03.9165|276.98239|-02.85532
     721|G027.9464+04.0424|276.98378|-02.57959
     722|G027.9355+04.0357|276.98464|-02.59229
     723|G027.8067+03.9654|276.98788|-02.73878
     724|G027.7737+03.9483|276.98791|-02.77583
     725|G027.6286+03.8713|276.98949|-02.93979
     726|G027.5149+03.8106|276.99099|-03.06844
     727|G027.9146+04.0159|276.99263|-02.61996
     728|G027.8384+03.9759|276.99310|-02.70580
     729|G027.5496+03.8244|276.99472|-03.03131
     730|G027.7046+03.9046|276.99491|-02.85715
     731|G027.9239+04.0133|276.99920|-02.61290
     732|G027.9818+04.0426|276.99985|-02.54812
     733|G028.0119+04.0578|277.00022|-02.51452
     734|G028.4044+04.2594|277.00148|-02.07416
     735|G027.8469+03.9707|277.00167|-02.70071
     736|G027.7995+03.9457|277.00204|-02.75419
     737|G027.5686+03.8254|277.00261|-03.01402
     738|G028.3268+04.2173|277.00325|-02.16225
     739|G027.6740+03.8786|277.00386|-02.89617
     740|G027.6634+03.8726|277.00430|-02.90838
     741|G027.5679+03.8222|277.00505|-03.01618
     742|G028.4325+04.2685|277.00633|-02.04510
     743|G027.5449+03.8061|277.00880|-03.04397
     744|G027.8330+03.9555|277.00881|-02.72000
     745|G027.6670+03.8693|277.00894|-02.90674
     746|G027.7442+03.9076|277.01044|-02.82073
     747|G027.9630+04.0204|277.01096|-02.57499
     748|G028.3420+04.2162|277.01119|-02.14922
     749|G027.6958+03.8799|277.01279|-02.87629
     750|G027.6839+03.8728|277.01354|-02.89015
     751|G027.7128+03.8876|277.01377|-02.85774
     752|G028.0260+04.0480|277.01539|-02.50651
     753|G027.6827+03.8661|277.01895|-02.89429
     754|G027.6841+03.8653|277.02031|-02.89339
     755|G027.9717+04.0130|277.02149|-02.57072
     756|G027.7098+03.8756|277.02300|-02.86594
     757|G028.2658+04.1633|277.02320|-02.24109
     758|G027.6527+03.8418|277.02675|-02.93209
     759|G027.5937+03.8112|277.02678|-02.99841
     760|G028.2917+04.1722|277.02715|-02.21406
     761|G028.2750+04.1591|277.03119|-02.23491
     762|G028.3085+04.1761|277.03146|-02.19746
     763|G028.3649+04.2037|277.03286|-02.13477
     764|G027.8560+03.9385|277.03444|-02.70747
     765|G027.8977+03.9583|277.03601|-02.66147
     766|G027.9140+03.9642|277.03830|-02.64430
     767|G027.6307+03.8171|277.03861|-02.96290
     768|G027.9740+03.9949|277.03862|-02.57696
     769|G027.7497+03.8779|277.03935|-02.82947
     770|G028.0943+04.0563|277.03944|-02.44225
     771|G027.6184+03.8096|277.03954|-02.97721
     772|G028.0691+04.0431|277.03958|-02.47057
     773|G027.9760+03.9916|277.04245|-02.57674
     774|G027.7930+03.8969|277.04247|-02.78240
     775|G028.0747+04.0417|277.04339|-02.46627
     776|G028.4007+04.2086|277.04491|-02.10086
     777|G028.3843+04.1974|277.04733|-02.12053
     778|G028.4456+04.2285|277.04785|-02.05192
     779|G028.2624+04.1337|277.04794|-02.25778
     780|G027.8627+03.9262|277.04848|-02.70719
     781|G028.2647+04.1338|277.04894|-02.25565
     782|G027.6450+03.8127|277.04905|-02.95224
     783|G028.1145+04.0556|277.04932|-02.42462
     784|G027.5578+03.7671|277.04944|-03.05057
     785|G027.5639+03.7696|277.04997|-03.04397
     786|G028.2875+04.1440|277.05032|-02.23075
     787|G028.4544+04.2268|277.05341|-02.04490
     788|G028.4250+04.2109|277.05405|-02.07828
     789|G027.6772+03.8237|277.05412|-02.91873
     790|G028.1767+04.0811|277.05529|-02.35787
     791|G028.4412+04.2177|277.05542|-02.06080
     792|G028.0199+03.9995|277.05568|-02.53422
     793|G028.3693+04.1786|277.05716|-02.14247
     794|G028.1096+04.0439|277.05746|-02.43434
     795|G027.5612+03.7564|277.06052|-03.05241
     796|G028.2781+04.1272|277.06097|-02.24681
     797|G028.2673+04.1202|277.06217|-02.25957
     798|G028.1949+04.0827|277.06223|-02.34105
     799|G027.9320+03.9459|277.06292|-02.63675
     800|G028.3987+04.1863|277.06375|-02.11285
     801|G028.4023+04.1877|277.06426|-02.10899
     802|G028.4216+04.1970|277.06477|-02.08767
     803|G028.0659+04.0125|277.06528|-02.48755
     804|G028.0395+03.9985|277.06555|-02.51735
     805|G027.8961+03.9216|277.06792|-02.67976
     806|G027.8088+03.8763|277.06796|-02.77790
     807|G027.6139+03.7746|277.06859|-02.99737
     808|G028.0655+04.0079|277.06919|-02.49002
     809|G027.6531+03.7937|277.06963|-02.95386
     810|G028.2728+04.1142|277.07005|-02.25746
     811|G028.1236+04.0364|277.07052|-02.42543
     812|G027.8492+03.8933|277.07144|-02.73432
     813|G028.3129+04.1321|277.07250|-02.21379
     814|G027.7403+03.8357|277.07255|-02.85731
     815|G027.8809+03.9074|277.07357|-02.69980
     816|G028.2325+04.0890|277.07392|-02.30483
     817|G027.6209+03.7699|277.07595|-02.99336
     818|G027.6583+03.7892|277.07608|-02.95140
     819|G028.0237+03.9781|277.07641|-02.54075
     820|G027.6547+03.7869|277.07648|-02.95565
     821|G027.7459+03.8330|277.07753|-02.85359
     822|G028.1079+04.0199|277.07803|-02.44696
     823|G028.1743+04.0542|277.07811|-02.37234
     824|G027.9526+03.9392|277.07829|-02.62167
     825|G028.4007+04.1709|277.07837|-02.11814
     826|G027.7381+03.8270|277.07926|-02.86332
     827|G027.8006+03.8564|277.08190|-02.79433
     828|G028.2825+04.1046|277.08303|-02.25330
     829|G027.7453+03.8256|277.08377|-02.85755
     830|G028.1025+04.0101|277.08421|-02.45617
     831|G028.3112+04.1172|277.08501|-02.22218
     832|G027.6779+03.7878|277.08634|-02.93458
     833|G028.3715+04.1466|277.08658|-02.15522
     834|G028.1695+04.0421|277.08659|-02.38212
     835|G027.6935+03.7952|277.08699|-02.91739
     836|G027.8782+03.8903|277.08749|-02.71006
     837|G028.2725+04.0931|277.08864|-02.26750
     838|G027.6977+03.7909|277.09269|-02.91565
     839|G028.2028+04.0509|277.09412|-02.34863
     840|G028.3300+04.1161|277.09463|-02.20597
     841|G027.5951+03.7350|277.09512|-03.03228
     842|G028.2538+04.0749|277.09625|-02.29243
     843|G028.4084+04.1547|277.09630|-02.11878
     844|G027.6329+03.7532|277.09639|-02.99046
     845|G027.7746+03.8264|277.09659|-02.83119
     846|G028.4270+04.1637|277.09688|-02.09819
     847|G027.8674+03.8736|277.09735|-02.72733
     848|G027.9408+03.9116|277.09736|-02.64480
     849|G027.7452+03.8095|277.09801|-02.86502
     850|G028.2703+04.0805|277.09879|-02.27526
     851|G028.2668+04.0783|277.09921|-02.27936
     852|G028.2273+04.0577|277.09935|-02.32378
     853|G027.7751+03.8230|277.09982|-02.83236
     854|G027.6196+03.7409|277.10116|-03.00790
     855|G027.7108+03.7880|277.10130|-02.90543
     856|G028.1884+04.0323|277.10406|-02.36993
     857|G028.4649+04.1750|277.10427|-02.05946
     858|G028.4217+04.1493|277.10723|-02.10954
     859|G027.7818+03.8181|277.10732|-02.82866
     860|G028.3810+04.1264|277.10890|-02.15613
     861|G027.6108+03.7273|277.10920|-03.02197
     862|G027.9118+03.8813|277.11093|-02.68439
     863|G027.6006+03.7191|277.11181|-03.03475
     864|G027.6202+03.7282|277.11275|-03.01324
     865|G028.3510+04.1064|277.11289|-02.19186
     866|G027.6517+03.7434|277.11369|-02.97831
     867|G028.2650+04.0609|277.11380|-02.28895
     868|G027.6568+03.7446|277.11503|-02.97319
     869|G028.0718+03.9592|277.11530|-02.50686
     870|G028.4573+04.1586|277.11534|-02.07372
     871|G028.1942+04.0225|277.11540|-02.36932
     872|G028.3950+04.1259|277.11579|-02.14393
     873|G027.8693+03.8529|277.11661|-02.73517
     874|G027.6723+03.7501|277.11724|-02.95695
     875|G028.3803+04.1166|277.11733|-02.16121
     876|G028.1260+03.9845|277.11781|-02.44726
     877|G027.6808+03.7539|277.11784|-02.94768
     878|G027.7274+03.7778|277.11801|-02.89536
     879|G028.3620+04.1049|277.11924|-02.18282
     880|G028.1690+04.0051|277.11926|-02.39968
     881|G027.5760+03.6974|277.11974|-03.06652
     882|G027.7355+03.7786|277.12102|-02.88789
     883|G028.1909+04.0134|277.12194|-02.37645
     884|G027.9427+03.8839|277.12287|-02.65586
     885|G028.2070+04.0188|277.12455|-02.35967
     886|G027.9335+03.8767|277.12502|-02.66728
     887|G028.0148+03.9181|277.12570|-02.57627
     888|G027.8128+03.8131|277.12595|-02.80353
     889|G027.6734+03.7372|277.12920|-02.96197
     890|G028.3254+04.0746|277.12942|-02.22913
     891|G028.1302+03.9720|277.13078|-02.44927
     892|G027.8325+03.8169|277.13169|-02.78437
     893|G027.9619+03.8825|277.13297|-02.63950
     894|G028.3337+04.0746|277.13316|-02.22179
     895|G028.0992+03.9518|277.13452|-02.48600
     896|G028.3194+04.0648|277.13532|-02.23899
     897|G027.8171+03.8035|277.13643|-02.80414
     898|G027.9950+03.8941|277.13787|-02.60488
     899|G028.3092+04.0566|277.13790|-02.25176
     900|G027.8670+03.8276|277.13801|-02.74885
     901|G027.6086+03.6929|277.13872|-03.03973
     902|G027.6324+03.7039|277.13992|-03.01358
     903|G028.3242+04.0606|277.14128|-02.23666
     904|G028.4541+04.1253|277.14351|-02.09183
     905|G028.2560+04.0224|277.14387|-02.31464
     906|G027.9197+03.8479|277.14430|-02.69286
     907|G028.2432+04.0150|277.14458|-02.32936
     908|G028.2687+04.0274|277.14525|-02.30105
     909|G028.1683+03.9742|277.14639|-02.41452
     910|G028.2950+04.0396|277.14657|-02.27216
     911|G028.1645+03.9720|277.14660|-02.41890
     912|G028.0085+03.8900|277.14767|-02.59477
     913|G028.1223+03.9487|277.14783|-02.46700
     914|G028.3975+04.0903|277.14850|-02.15809
     915|G028.4514+04.1164|277.15016|-02.09835
     916|G027.6270+03.6893|277.15040|-03.02507
     917|G028.2675+04.0208|277.15062|-02.30518
     918|G027.7482+03.7514|277.15106|-02.88917
     919|G027.9002+03.8296|277.15151|-02.71852
     920|G028.2073+03.9884|277.15172|-02.37343
     921|G027.7468+03.7492|277.15239|-02.89145
     922|G028.2782+04.0243|277.15242|-02.29410
     923|G028.0232+03.8918|277.15286|-02.58095
     924|G027.7264+03.7369|277.15396|-02.91511
     925|G028.1524+03.9565|277.15477|-02.43670
     926|G027.9594+03.8559|277.15545|-02.65394
     927|G027.6260+03.6830|277.15560|-03.02891
     928|G028.0072+03.8783|277.15746|-02.60132
     929|G027.7466+03.7431|277.15769|-02.89434
     930|G028.2092+03.9812|277.15893|-02.37506
     931|G027.7458+03.7411|277.15912|-02.89605
     932|G027.8839+03.8126|277.15915|-02.74081
     933|G028.1617+03.9547|277.16065|-02.42926
     934|G027.7099+03.7204|277.16097|-02.93738
     935|G028.4149+04.0847|277.16152|-02.14525
     936|G028.3130+04.0319|277.16160|-02.25980
     937|G028.0084+03.8712|277.16435|-02.60353
     938|G027.8912+03.8100|277.16487|-02.73554
     939|G028.3842+04.0645|277.16531|-02.18174
     940|G028.3167+04.0284|277.16642|-02.25808
     941|G027.8620+03.7919|277.16746|-02.76974
     942|G027.7024+03.7085|277.16810|-02.94947
     943|G028.1803+03.9555|277.16852|-02.41248
     944|G028.3747+04.0531|277.17114|-02.19535
     945|G027.8401+03.7762|277.17135|-02.79636
     946|G027.8245+03.7674|277.17193|-02.81419
     947|G027.7296+03.7172|277.17293|-02.92135
     948|G027.8471+03.7763|277.17449|-02.79005
     949|G028.2222+03.9703|277.17460|-02.36850
     950|G028.5018+04.1143|277.17509|-02.05468
     951|G027.9837+03.8457|277.17566|-02.63714
     952|G027.8198+03.7606|277.17586|-02.82148
     953|G027.7122+03.7048|277.17590|-02.94250
     954|G028.1444+03.9275|277.17687|-02.45718
     955|G028.3315+04.0241|277.17706|-02.24705
     956|G028.4224+04.0706|277.17744|-02.14513
     957|G027.6622+03.6771|277.17753|-02.99957
