angDist,name,ra,dec,lii,bii,error_ellipse_r0,error_ellipse_r1,extent_flag,conf_flag,pileup_flag,streak_src_flag,sat_src_flag,Unnamed: 13,id_x,ra,dec,star_flag,spec_type,phot_type
1.270890,2CXO J100328.0+020542,10 03 28.014,+02 05 42.94,237.534113,42.663732,1.64361,1.34404,false,false,false,false,false,,lid_1756,150.866816,2.09492,0,-9,1
1.136039,2CXO J100328.0+022122,10 03 28.051,+02 21 22.11,237.246256,42.81658,2.7009,1.87554,false,false,false,false,false,,lid_2871,150.866903,2.355827,0,-9,3
4.487992,2CXO J100328.5+015403,10 03 28.514,+01 54 03.35,237.749378,42.551185,7.19204,3.90855,false,false,false,false,false,,lid_1757,150.867637,1.900502,0,-9,3
0.594292,2CXO J100329.5+015813,10 03 29.569,+01 58 13.89,237.676479,42.595691,1.41618,1.05083,false,false,false,false,false,,lid_3892,150.873039,1.970527,0,-9,3
0.898463,2CXO J100330.9+015804,10 03 30.993,+01 58 04.11,237.684203,42.598892,1.78222,1.3054,false,false,false,false,false,,lid_3893,150.879,1.9676,0,-9,3
0.981974,2CXO J100332.2+022019,10 03 32.239,+02 20 19.50,237.279383,42.820571,1.74728,1.34493,false,false,false,false,false,,lid_1673,150.88438,2.338482,0,-9,3
0.474865,2CXO J100333.0+023904,10 03 33.045,+02 39 04.62,236.935245,43.005403,1.27895,1.09701,true,false,false,false,false,,lid_276,150.887576,2.651354,0,-1,-99
1.288012,2CXO J100334.2+015335,10 03 34.296,+01 53 35.72,237.77705,42.566122,2.31058,1.80105,true,false,false,false,false,,lid_2902,150.892659,1.892991,0,-9,-99
1.047864,2CXO J100334.3+020125,10 03 34.316,+02 01 25.76,237.633688,42.643019,2.34423,1.51412,false,false,false,false,false,,lid_1758,150.892828,2.023576,0,-9,-99
0.722838,2CXO J100336.1+020129,10 03 36.141,+02 01 29.88,237.6385,42.649837,2.13347,1.25998,false,false,false,false,false,,lid_1759,150.900628,2.02477,0,-9,1
1.137737,2CXO J100340.2+020116,10 03 40.285,+02 01 16.73,237.656311,42.661649,1.97423,1.26474,false,false,false,false,false,,lid_10001,150.917548,2.021393,0,-9,1
0.090107,2CXO J100224.8+024110,10 02 24.884,+02 41 10.85,236.671693,42.794597,3.44739,3.44739,false,false,false,false,false,,lid_2132,150.603707,2.686339,0,-9,3
0.982930,2CXO J100340.3+015923,10 03 40.332,+01 59 23.20,237.691149,42.643261,1.18044,0.95922,false,false,false,false,false,,lid_10005,150.917904,1.989547,0,-9,3
0.564505,2CXO J100224.9+015406,10 02 24.997,+01 54 06.24,237.537762,42.337685,0.82685,0.80857,false,false,false,false,false,,lid_2838,150.604311,1.901729,0,-9,3
0.435765,2CXO J100231.2+023815,10 02 31.279,+02 38 15.40,236.746842,42.788078,1.05082,0.81525,false,false,false,false,false,,lid_3194,150.630323,2.637732,0,-9,3
1.445714,2CXO J100231.8+015241,10 02 31.863,+01 52 41.11,237.586377,42.346946,2.36555,2.19085,false,false,false,false,false,,lid_1603,150.632716,1.878485,0,-9,2
0.380119,2CXO J100233.4+014348,10 02 33.454,+01 43 48.58,237.753406,42.265295,0.95592,0.88431,false,false,false,false,false,,lid_3870,150.639335,1.730072,0,-9,3
0.381549,2CXO J100233.7+024839,10 02 33.742,+02 48 39.11,236.562188,42.896661,1.56953,0.96291,false,false,false,false,false,,lid_479,150.640507,2.8108,0,-9,3
2.874266,2CXO J100310.5+014215,10 03 10.500,+01 42 15.06,237.904826,42.374587,3.54733,2.04597,false,false,false,false,false,,lid_2890,150.792985,1.704413,0,-9,3
0.466602,2CXO J095734.5+023556,09 57 34.544,+02 35 56.24,235.829212,41.755622,1.45706,1.45706,false,false,false,false,false,,lid_796,149.393835,2.598871,0,-9,3
0.457516,2CXO J100015.1+015641,10 00 15.136,+01 56 41.35,237.064175,41.924227,0.87247,0.79666,false,false,false,false,false,,cid_817,150.06295,1.94487,0,2,2
0.135499,2CXO J100027.7+020736,10 00 27.753,+02 07 36.10,236.906297,42.072795,0.77443,0.74875,false,false,false,false,false,,cid_1161,150.11564,2.126732,0,-9,1
0.254981,2CXO J100107.3+021100,10 01 07.325,+02 11 00.71,236.973158,42.239893,0.7944,0.76592,false,false,false,false,false,,cid_1450,150.28045,2.183528,0,2,3
0.411704,2CXO J100053.4+023005,10 00 53.432,+02 30 05.11,236.577602,42.377102,1.19478,1.19478,false,false,false,false,false,,cid_660,150.222577,2.501519,0,2,3
0.473835,2CXO J100055.3+015955,10 00 55.356,+01 59 55.39,237.136653,42.091726,1.21523,1.08831,false,false,false,false,false,,cid_1104,150.23057,1.998824,0,1,3
0.561984,2CXO J100107.4+015717,10 01 07.437,+01 57 17.38,237.224265,42.106953,1.3532,1.11184,false,false,false,false,false,,cid_374,150.28092,1.954687,0,2,3
1.794349,2CXO J100157.9+020705,10 01 57.997,+02 07 05.01,237.211368,42.373179,1.6837,1.10724,false,false,false,false,false,,cid_2323,150.491664,2.11756,0,-9,3
1.114918,2CXO J100111.3+015857,10 01 11.318,+01 58 57.46,237.206565,42.136308,2.34376,1.85814,false,false,false,false,false,,cid_686,150.297,1.982894,0,-9,3
0.308306,2CXO J100111.3+020855,10 01 11.343,+02 08 55.62,237.024473,42.233275,0.82844,0.80305,false,false,false,false,false,,cid_947,150.29719,2.148829,0,1,1
0.361982,2CXO J100116.4+021452,10 01 16.483,+02 14 52.00,236.93249,42.308274,1.9121,1.45085,false,false,false,false,false,,cid_3777,150.31873,2.247691,0,-9,-99
0.577701,2CXO J100057.1+023451,10 00 57.141,+02 34 51.40,236.50176,42.435642,2.35181,1.89409,false,false,false,false,false,,lid_4042,150.23794,2.581008,0,-9,3
0.442156,2CXO J100009.2+024245,10 00 09.269,+02 42 45.87,236.200504,42.348641,1.00924,1.00924,false,false,false,false,false,,lid_217,150.038627,2.712619,0,-9,-99
0.416441,2CXO J100010.7+020841,10 00 10.741,+02 08 41.25,236.831052,42.025648,0.90984,0.87731,false,false,false,false,false,,cid_1516,150.04481,2.144893,0,-9,3
1.980316,2CXO J095805.2+024235,09 58 05.247,+02 42 35.32,235.805056,41.923836,6.69372,6.69372,false,false,false,false,false,,lid_2952,149.521456,2.70944,0,-9,3
0.046949,2CXO J100018.3+022541,10 00 18.371,+02 25 41.76,236.544289,42.215715,1.17173,0.88489,false,false,false,false,false,,cid_988,150.07654,2.428255,0,2,3
1.180041,2CXO J095835.9+021233,09 58 35.941,+02 12 33.09,236.453636,41.741053,1.91663,1.91663,false,false,false,false,false,,cid_680,149.6496,2.209481,0,2,3
0.630967,2CXO J095835.9+022623,09 58 35.938,+02 26 23.85,236.200535,41.873948,0.96785,0.91419,false,false,false,false,false,,lid_3928,149.649888,2.440055,0,-9,3
2.055403,2CXO J095808.0+015732,09 58 08.047,+01 57 32.64,236.636857,41.501694,3.14814,3.14813,false,false,false,false,false,,lid_943,149.533013,1.958822,0,2,2
1.357538,2CXO J095851.3+021925,09 58 51.362,+02 19 25.67,236.377724,41.859602,4.21235,3.85168,false,false,false,false,false,,cid_2504,149.714104,2.324162,0,-9,3
0.326969,2CXO J095836.2+021724,09 58 36.276,+02 17 24.91,236.365931,41.788941,0.96515,0.85082,false,false,false,false,false,,lid_2231,149.651167,2.290342,0,2,3
0.570467,2CXO J095851.8+021538,09 58 51.867,+02 15 38.84,236.448444,41.82498,1.13208,1.00965,false,false,false,false,false,,cid_2866,149.716268,2.26082,0,-9,2
0.319869,2CXO J100116.5+020226,10 01 16.505,+02 02 26.61,237.159934,42.187755,1.39603,1.34053,false,false,false,false,false,,cid_1176,150.31869,2.040688,0,-99,3
0.512140,2CXO J095930.8+021852,09 59 30.880,+02 18 52.57,236.515401,41.988669,1.22161,1.22161,false,false,false,false,false,,cid_2462,149.87867,2.314745,0,2,3
0.452051,2CXO J100124.5+020553,10 01 24.584,+02 05 53.45,237.123419,42.248597,2.09668,1.3271,false,false,false,false,false,,cid_3789,150.35233,2.098252,0,-99,3
0.601353,2CXO J095856.7+024057,09 58 56.774,+02 40 57.86,235.999989,42.084279,0.8696,0.81001,false,false,false,false,false,,lid_1814,149.736518,2.682901,0,-9,3
0.309526,2CXO J100141.4+020743,10 01 41.475,+02 07 43.39,237.14533,42.323536,0.76018,0.75463,false,false,false,false,false,,cid_2303,150.422746,2.128774,0,2,3
0.791334,2CXO J095717.8+021515,09 57 17.826,+02 15 15.74,236.153712,41.501161,2.35572,1.5072,false,false,false,false,false,,lid_728,149.324096,2.2545,0,-9,1
1.407501,2CXO J100150.3+023448,10 01 50.358,+02 34 48.41,236.676415,42.615921,1.55678,1.55679,false,false,false,false,false,,lid_1978,150.459898,2.580498,0,-9,3
0.566585,2CXO J095722.9+023146,09 57 22.931,+02 31 46.73,235.86839,41.676343,1.05668,0.87067,false,false,false,false,false,,lid_791,149.345591,2.529798,0,-9,1
1.141518,2CXO J095723.9+021607,09 57 23.990,+02 16 07.39,236.157719,41.53041,2.12077,1.83515,false,false,false,false,false,,lid_729,149.349641,2.268721,0,-9,3
0.290335,2CXO J095724.3+023518,09 57 24.360,+02 35 18.35,235.808337,41.714819,0.87484,0.86635,false,false,false,false,false,,lid_792,149.351434,2.588477,0,-1,-99
0.367624,2CXO J095726.0+024501,09 57 26.069,+02 45 01.04,235.635533,41.812977,0.96848,0.85087,false,false,false,false,false,,lid_764,149.358622,2.750391,0,-9,1
0.746436,2CXO J095727.0+023837,09 57 27.039,+02 38 37.55,235.755991,41.755563,1.70603,1.24673,false,false,false,false,false,,lid_3374,149.362486,2.643873,0,-9,3
1.131440,2CXO J095727.1+021957,09 57 27.126,+02 19 57.29,236.097868,41.577769,2.35826,2.06335,false,false,false,false,false,,lid_730,149.362915,2.332875,0,-9,1
0.389594,2CXO J095727.4+023440,09 57 27.430,+02 34 40.29,235.829742,41.719267,1.08611,0.98742,false,false,false,false,false,,lid_2312,149.364212,2.577785,0,-9,3
1.370236,2CXO J095728.1+024607,09 57 28.140,+02 46 07.75,235.621678,41.830613,2.11839,1.51095,false,false,false,false,false,,lid_765,149.366958,2.769064,0,-9,3
0.548954,2CXO J095728.4+021452,09 57 28.480,+02 14 52.16,236.194912,41.5337,4.18091,1.53185,false,false,false,false,false,,lid_2271,149.368517,2.247852,0,-9,3
0.207277,2CXO J095728.5+023145,09 57 28.585,+02 31 45.63,235.886748,41.695477,1.64192,1.01545,false,false,false,false,false,,lid_793,149.36905,2.529322,0,-9,1
0.799123,2CXO J095731.4+022142,09 57 31.475,+02 21 42.27,236.079826,41.60933,1.86397,1.27462,false,false,false,false,false,,lid_731,149.380933,2.361678,0,2,1
1.337719,2CXO J095731.7+022227,09 57 31.750,+02 22 27.06,236.067075,41.617404,4.58299,3.35235,false,false,false,false,false,,lid_2273,149.381921,2.374153,0,1,1
0.142569,2CXO J095732.0+024301,09 57 32.022,+02 43 01.38,235.691124,41.8144,0.77531,0.73816,true,false,false,false,false,,lid_794,149.383398,2.717079,0,-1,-99
0.419703,2CXO J095732.9+023608,09 57 32.903,+02 36 08.37,235.820276,41.751942,0.80112,0.74454,false,false,false,false,false,,lid_795,149.386997,2.602263,0,-9,1
0.670499,2CXO J095733.0+024316,09 57 33.086,+02 43 16.28,235.689949,41.820396,2.0432,1.25271,false,false,false,false,false,,lid_766,149.387774,2.721355,0,-9,3
2.165356,2CXO J095737.1+024952,09 57 37.173,+02 49 52.77,235.581403,41.897102,6.61294,6.10055,false,false,false,false,false,,lid_2288,149.405387,2.830989,0,-9,-99
1.042216,2CXO J095734.0+022031,09 57 34.030,+02 20 31.30,236.109583,41.606729,1.62,1.13246,false,false,false,false,false,,lid_732,149.39162,2.342261,0,2,3
0.519559,2CXO J095734.0+024422,09 57 34.024,+02 44 22.18,235.672748,41.834035,0.8623,0.74965,true,false,false,false,false,,lid_767,149.391703,2.739624,0,-9,2
1.445371,2CXO J095734.4+021256,09 57 34.431,+02 12 56.60,236.249032,41.535509,1.63163,1.21315,false,false,false,false,false,,lid_733,149.393157,2.215983,0,-9,3
0.663064,2CXO J095735.0+020204,09 57 35.046,+02 02 04.31,236.448664,41.433183,1.20883,0.93494,true,false,false,false,false,,lid_945,149.395976,2.034353,0,-9,2
1.846874,2CXO J095735.1+021907,09 57 35.124,+02 19 07.58,236.138542,41.597103,2.55341,2.27584,false,false,false,false,false,,lid_2275,149.395983,2.319131,0,-9,1
0.390903,2CXO J095735.1+024445,09 57 35.148,+02 44 45.89,235.669064,41.841635,1.00486,0.831,false,false,false,false,false,,lid_2287,149.396348,2.746043,10,-9,5
0.707263,2CXO J100221.9+022040,10 02 21.941,+02 20 40.80,237.040552,42.586297,2.46242,1.47832,false,false,false,false,false,,cid_1768,150.591242,2.344585,1,0,5
1.267333,2CXO J095735.2+023001,09 57 35.264,+02 30 01.74,235.939749,41.701765,3.44031,2.20304,false,false,false,false,false,,lid_2313,149.396606,2.500353,0,-9,3
2.711186,2CXO J095735.5+022758,09 57 35.549,+02 27 58.77,235.978161,41.683179,3.63291,2.51902,false,false,false,false,false,,lid_2265,149.398835,2.466084,0,-9,2
0.749577,2CXO J095735.5+024012,09 57 35.598,+02 40 12.07,235.754342,41.799801,1.51933,1.33064,false,false,false,false,false,,lid_797,149.398533,2.670033,0,-9,-99
0.507339,2CXO J095858.2+020500,09 58 58.210,+02 05 00.17,236.663063,41.743977,1.70075,1.24788,false,false,false,false,false,,cid_3147,149.74253,2.083521,0,-99,3
1.025796,2CXO J095736.1+021636,09 57 36.106,+02 16 36.05,236.187745,41.576267,1.29181,1.01957,false,false,false,false,false,,lid_734,149.400238,2.27688,0,-9,3
1.393928,2CXO J095736.6+021748,09 57 36.606,+02 17 48.64,236.167285,41.589559,1.21372,0.90275,false,false,false,false,false,,lid_735,149.402233,2.297099,0,2,1
0.496578,2CXO J095737.0+014413,09 57 37.052,+01 44 13.73,236.778161,41.267877,2.2261,1.31695,false,false,false,false,false,,lid_3561,149.404497,1.737069,0,-9,3
1.720221,2CXO J095737.4+015639,09 57 37.401,+01 56 39.31,236.554474,41.389033,3.72784,2.69623,false,false,false,false,false,,lid_2411,149.405397,1.944067,0,-9,3
0.795225,2CXO J095738.0+021931,09 57 38.057,+02 19 31.10,236.140771,41.610854,0.89439,0.81675,false,false,false,false,false,,lid_736,149.408429,2.325475,0,1,3
0.455924,2CXO J095738.1+024916,09 57 38.199,+02 49 16.68,235.595742,41.894907,2.41196,1.57665,false,false,false,false,false,,lid_2289,149.409086,2.821199,0,-9,1
1.526302,2CXO J095738.5+021655,09 57 38.550,+02 16 55.67,236.1896,41.587727,1.08669,0.82468,false,false,false,false,false,,lid_737,149.410225,2.282272,0,1,1
1.566043,2CXO J095945.0+014420,09 59 45.077,+01 44 20.07,237.190594,41.702434,3.92899,2.03923,false,false,false,false,false,,cid_3371,149.937407,1.739043,0,2,3
1.702934,2CXO J095739.2+015533,09 57 39.254,+01 55 33.45,236.580314,41.384748,3.88476,2.79159,false,false,false,false,false,,lid_2413,149.413683,1.925502,0,-9,1
0.508560,2CXO J095739.3+023724,09 57 39.343,+02 37 24.83,235.817433,41.786075,0.93402,0.84297,false,false,false,false,false,,lid_799,149.413856,2.623443,0,1,1
0.585698,2CXO J095945.8+015146,09 59 45.843,+01 51 46.26,237.058173,41.777325,1.20308,1.20308,false,false,false,false,false,,cid_1026,149.941042,1.86269,0,-99,1
0.759929,2CXO J095739.7+021500,09 57 39.715,+02 15 00.67,236.22827,41.573329,2.2231,1.51524,false,false,false,false,false,,lid_3350,149.415292,2.250284,0,-9,1
1.060754,2CXO J095740.7+020207,09 57 40.762,+02 02 07.93,236.465903,41.453199,1.72089,1.40231,false,false,false,false,false,,lid_678,149.420041,2.035319,0,1,1
0.171778,2CXO J095739.9+024137,09 57 39.964,+02 41 37.05,235.742242,41.828193,0.84543,0.81253,false,false,false,false,false,,lid_800,149.416471,2.693611,0,-9,2
1.173329,2CXO J095740.1+021907,09 57 40.150,+02 19 07.70,236.154579,41.614252,1.11849,0.84363,false,false,false,false,false,,lid_738,149.417062,2.319037,0,1,1
1.108576,2CXO J095740.2+021555,09 57 40.293,+02 15 55.58,236.213438,41.584071,1.95764,1.54987,false,false,false,false,false,,lid_3351,149.417634,2.265614,0,-9,1
0.409902,2CXO J095741.1+024454,09 57 41.110,+02 44 54.90,235.685285,41.863448,0.79278,0.7441,false,false,false,false,false,,lid_768,149.421285,2.748697,0,-9,1
3.317609,2CXO J095741.4+021229,09 57 41.434,+02 12 29.72,236.27961,41.555057,4.61471,2.65997,false,false,false,false,false,,lid_2277,149.421731,2.20811,0,-9,3
0.179586,2CXO J095741.5+022640,09 57 41.517,+02 26 40.78,236.020997,41.691129,1.12454,0.91845,false,false,false,false,false,,lid_716,149.423013,2.444704,0,-9,3
0.355710,2CXO J095742.0+024528,09 57 42.020,+02 45 28.99,235.677736,41.871958,1.02701,0.89469,false,false,false,false,false,,lid_769,149.425043,2.758143,0,-9,1
0.501613,2CXO J095742.7+024501,09 57 42.750,+02 45 01.50,235.688488,41.870104,1.13385,0.94787,false,false,false,false,false,,lid_2291,149.428126,2.750556,100,-9,-99
0.762712,2CXO J095743.0+013946,09 57 43.088,+01 39 46.97,236.877824,41.245306,1.18039,0.96686,false,false,false,false,false,,lid_1151,149.429656,1.66322,0,-1,-99
0.717932,2CXO J095743.1+022321,09 57 43.184,+02 23 21.64,236.087001,41.665091,2.72458,1.6912,false,false,false,false,false,,lid_717,149.429754,2.389432,0,2,3
0.395842,2CXO J095743.3+024823,09 57 43.337,+02 48 23.56,235.628395,41.904088,0.94306,0.83833,false,false,false,false,false,,lid_770,149.430598,2.806651,0,1,1
0.532556,2CXO J095743.8+022238,09 57 43.870,+02 22 38.55,236.102314,41.660561,1.05122,0.93206,false,false,false,false,false,,lid_739,149.43265,2.377418,0,2,3
0.953457,2CXO J095743.9+015826,09 57 43.997,+01 58 26.01,236.543404,41.42858,1.23265,0.91921,false,false,false,false,false,,lid_679,149.433427,1.973649,0,-9,3
1.039694,2CXO J095744.0+021625,09 57 44.075,+02 16 25.70,236.216391,41.601763,1.00189,0.90328,false,false,false,false,false,,lid_740,149.433469,2.274034,0,2,3
0.589132,2CXO J095744.5+024210,09 57 44.598,+02 42 10.82,235.746669,41.849386,0.86259,0.84415,false,false,false,false,false,,lid_771,149.435666,2.703045,0,-9,3
1.255105,2CXO J095744.6+021937,09 57 44.684,+02 19 37.41,236.160049,41.634446,1.08931,0.82408,false,false,false,false,false,,lid_741,149.435888,2.327244,0,2,1
0.750433,2CXO J095744.9+024725,09 57 44.948,+02 47 25.43,235.651355,41.9004,1.85691,1.85691,false,false,false,false,false,,lid_2292,149.437355,2.790593,0,-9,3
0.609561,2CXO J095745.0+022110,09 57 45.030,+02 21 10.97,236.132688,41.650549,1.09657,0.914,false,false,false,false,false,,lid_742,149.437664,2.353212,0,-9,3
0.576489,2CXO J095745.5+024256,09 57 45.520,+02 42 56.44,235.735636,41.859765,1.88471,1.42536,false,false,false,false,false,,lid_772,149.439778,2.715793,0,-9,3
0.268347,2CXO J095745.8+023434,09 57 45.888,+02 34 34.91,235.890256,41.781453,0.89581,0.7987,false,false,false,false,false,,lid_1873,149.441192,2.576438,0,-9,1
1.350801,2CXO J095745.9+020239,09 57 45.975,+02 02 39.11,236.473189,41.475922,4.14761,3.12777,false,false,false,false,false,,lid_3324,149.441562,2.043822,0,-9,3
1.277069,2CXO J095745.9+021714,09 57 45.982,+02 17 14.56,236.207644,41.616061,0.81569,0.76084,false,false,false,false,false,,lid_744,149.441292,2.287568,0,-1,3
0.975689,2CXO J095746.0+024446,09 57 46.045,+02 44 46.50,235.703582,41.878995,1.5127,0.98126,false,false,false,false,false,,lid_3360,149.441732,2.746492,0,-9,3
0.948477,2CXO J095746.1+015712,09 57 46.178,+01 57 12.74,236.572554,41.424222,1.23304,1.00151,false,false,false,false,false,,lid_680,149.4426,1.953358,0,1,1
0.410506,2CXO J095746.2+024227,09 57 46.217,+02 42 27.65,235.746676,41.857588,0.92131,0.90716,false,false,false,false,false,,lid_773,149.442504,2.707773,0,-9,3
0.304535,2CXO J095746.2+024344,09 57 46.214,+02 43 44.98,235.722973,41.869828,2.30153,1.90501,false,false,false,false,false,,lid_2293,149.442504,2.729226,0,-9,3
0.567228,2CXO J095746.5+015429,09 57 46.570,+01 54 29.52,236.623118,41.39932,3.34315,1.83638,false,false,false,false,false,,lid_2416,149.444004,1.908353,0,-9,3
0.353705,2CXO J095746.5+023253,09 57 46.574,+02 32 53.85,235.923319,41.767736,0.77829,0.75034,false,false,false,false,false,,lid_1874,149.444129,2.54836,0,-9,1
0.758180,2CXO J095746.6+020712,09 57 46.642,+02 07 12.47,236.392531,41.522008,1.19005,0.97047,false,false,false,false,false,,lid_681,149.444371,2.119922,0,1,1
0.556456,2CXO J095746.8+022137,09 57 46.878,+02 21 37.22,236.130612,41.661036,1.1825,0.99576,false,false,false,false,false,,lid_2278,149.445179,2.36039,0,2,3
0.778804,2CXO J095747.4+014305,09 57 47.471,+01 43 05.39,236.832254,41.292186,1.3303,1.13556,false,false,false,false,false,,lid_964,149.447786,1.71838,0,-9,3
0.413923,2CXO J095747.9+020833,09 57 47.923,+02 08 33.58,236.372046,41.539357,1.89701,1.39748,false,false,false,false,false,,lid_652,149.449785,2.142616,0,-9,2
0.761658,2CXO J095748.0+022935,09 57 48.003,+02 29 35.28,235.988507,41.741032,3.51802,3.51802,false,false,false,false,false,,lid_2943,149.450053,2.493341,0,-9,-99
