recno|RAJ2000|DEJ2000
    4123|097.85605|+04.82526
    4124|097.85623|+04.88162
    4125|097.85753|+04.97058
    4126|097.86194|+04.93171
    4127|097.86208|+04.94090
    4128|097.86444|+04.89596
    4129|097.86488|+04.86476
    4130|097.86524|+04.90075
    4131|097.86611|+04.83411
    4132|097.86663|+04.86388
    4133|097.86714|+04.83549
    4134|097.86817|+04.85285
    4135|097.86840|+04.84304
    4136|097.86850|+04.91398
    4137|097.87015|+04.87033
    4138|097.87211|+04.82695
    4139|097.87222|+04.92451
    4227|097.92239|+04.93357
    4140|097.87255|+04.84300
    4141|097.87301|+04.90952
    4142|097.87402|+04.91362
    4143|097.87422|+04.86309
    4144|097.87427|+04.96162
    4145|097.87433|+04.85295
    4146|097.87601|+04.86344
    4147|097.87741|+04.97661
    4148|097.87803|+04.87082
    4149|097.87890|+05.04081
    4150|097.87897|+04.81343
    4151|097.88086|+04.96767
    4152|097.88110|+04.84991
    4153|097.88126|+04.98902
    4154|097.88149|+04.85349
    4155|097.88211|+04.82487
    4156|097.88316|+04.84664
    4157|097.88341|+05.08782
    4158|097.88354|+04.83015
    4159|097.88370|+04.96076
    4160|097.88610|+05.04171
    4161|097.88674|+04.84762
    4162|097.88694|+04.99707
    4163|097.88782|+04.84535
    4164|097.88808|+04.84316
    4165|097.88931|+04.97389
    4166|097.88944|+04.84436
    4167|097.88986|+04.96424
    4168|097.89253|+04.82693
    4169|097.89315|+04.91142
    4170|097.89469|+04.84397
    4171|097.89498|+04.82993
    4172|097.89516|+04.85013
    4191|097.90485|+04.96300
    4173|097.89535|+04.93871
    4174|097.89592|+04.99338
    4175|097.89664|+04.90720
    4176|097.89690|+04.94279
    4177|097.89819|+05.09182
    4178|097.90007|+05.05097
    4179|097.90076|+04.98107
    4180|097.90118|+04.79666
    4181|097.90177|+04.88717
    4182|097.90245|+05.08762
    4183|097.90280|+04.87286
    4184|097.90288|+04.95890
    4185|097.90320|+04.88611
    4186|097.90349|+04.80722
    4187|097.90362|+04.85119
    4188|097.90410|+04.88126
    4189|097.90426|+04.98081
    4190|097.90428|+04.93182
    4192|097.90502|+04.88458
    4193|097.90507|+04.94923
    4194|097.90609|+04.85526
    4195|097.90747|+04.86195
    4196|097.90770|+05.07496
    4197|097.90963|+04.87425
    4198|097.90981|+05.04903
    4199|097.91000|+05.02676
    4200|097.91035|+05.02961
    4201|097.91060|+04.82824
    4202|097.91159|+04.92357
    4203|097.91208|+04.92834
    4204|097.91211|+04.86700
    4205|097.91324|+04.83319
    4206|097.91344|+04.97723
    4207|097.91379|+04.90031
    4208|097.91483|+04.89405
    4209|097.91487|+04.88762
    4210|097.91500|+04.91509
    4211|097.91507|+04.99584
    4212|097.91668|+05.09899
    4213|097.91679|+04.96634
    4214|097.91751|+04.92111
    4215|097.91760|+04.90584
    4216|097.91801|+04.93876
    4217|097.91885|+04.83558
    4218|097.92002|+04.98306
    4219|097.92026|+04.98361
    4220|097.92093|+04.91330
    4221|097.92106|+04.90551
    4222|097.92129|+04.98784
    4223|097.92134|+04.93545
    4224|097.92141|+04.93090
    4225|097.92228|+04.92469
    4228|097.92250|+04.96688
    4229|097.92267|+04.93685
    4230|097.92325|+04.99457
    4231|097.92325|+04.93174
    4232|097.92354|+05.02648
    4233|097.92373|+04.94037
    4234|097.92410|+04.82442
    4235|097.92460|+04.84616
    4236|097.92470|+04.99309
    4237|097.92480|+04.90422
    4238|097.92499|+04.87582
    4239|097.92500|+04.90508
    4240|097.92502|+04.90462
    4241|097.92596|+04.89348
    4242|097.92606|+04.88568
    4243|097.92651|+04.96389
    4244|097.92673|+04.82483
    4245|097.92728|+04.84935
    4437|097.98098|+04.94248
    4246|097.92744|+04.88229
    4247|097.92845|+04.91241
    4248|097.92870|+04.96710
    4249|097.92961|+04.91832
    4250|097.93024|+05.02406
    4251|097.93063|+04.95691
    4252|097.93085|+04.98608
    4253|097.93152|+04.99696
    4254|097.93275|+05.04930
    4255|097.93288|+05.06570
    4256|097.93413|+05.02555
    4257|097.93528|+04.82212
    4258|097.93532|+05.06174
    4259|097.93598|+04.97221
    4260|097.93684|+04.84603
    4261|097.93699|+04.98981
    4262|097.93705|+04.92224
    4263|097.93717|+04.93336
    4264|097.93742|+04.83799
    4265|097.93772|+04.92765
    4266|097.93797|+04.85728
    4267|097.93862|+04.94351
    4268|097.93866|+04.91883
    4269|097.93876|+05.01941
    4270|097.93909|+04.98405
    4271|097.93933|+04.99955
    4272|097.93958|+04.94056
    4273|097.94199|+04.99747
    4274|097.94199|+04.90860
    4275|097.94204|+04.91241
    4276|097.94206|+04.96413
    4277|097.94207|+05.01097
    4278|097.94213|+04.92453
    4279|097.94284|+04.87695
    4280|097.94297|+05.00485
    4281|097.94300|+04.88909
    4282|097.94306|+04.97404
    4283|097.94350|+04.85426
    4284|097.94372|+04.90092
    4285|097.94457|+04.97845
    4286|097.94477|+04.97410
    4287|097.94513|+04.88738
    4288|097.94515|+04.91106
    4289|097.94556|+05.06951
    4290|097.94582|+04.94349
    4291|097.94595|+04.85171
    4292|097.94604|+04.80303
    4293|097.94679|+04.88898
    4294|097.94695|+04.93780
    4295|097.94736|+04.82878
    4296|097.94744|+04.87014
    4297|097.94747|+04.88898
    4298|097.94749|+04.95320
    4299|097.94762|+04.90578
    4300|097.94769|+04.89209
    4301|097.94772|+04.97578
    4302|097.94775|+05.03199
    4303|097.94818|+04.81881
    4304|097.94829|+04.84805
    4305|097.94871|+04.94717
    4306|097.94908|+04.99786
    4307|097.94909|+04.91997
    4308|097.94915|+04.87329
    4309|097.94976|+04.86373
    4310|097.95013|+04.95199
    4311|097.95024|+04.84676
    4312|097.95054|+04.83024
    4313|097.95054|+04.89379
    4401|097.97331|+04.96102
    4314|097.95109|+05.03177
    4315|097.95126|+04.97254
    4316|097.95126|+04.97217
    4317|097.95130|+04.87745
    4318|097.95221|+04.90140
    4319|097.95225|+05.06867
    4320|097.95300|+04.92250
    4321|097.95368|+04.93592
    4322|097.95379|+04.85402
    4323|097.95392|+04.96664
    4324|097.95409|+04.85322
    4325|097.95418|+04.92973
    4326|097.95428|+04.88590
    4327|097.95457|+04.98279
    4328|097.95523|+04.95026
    4329|097.95609|+04.81597
    4330|097.95613|+04.92164
    4331|097.95634|+04.86668
    4332|097.95684|+04.90249
    4333|097.95717|+05.02890
    4334|097.95728|+05.03322
    4335|097.95755|+04.81856
    4336|097.95845|+04.81904
    4337|097.95942|+05.00222
    4338|097.95979|+04.96084
    4339|097.96014|+04.86394
    4340|097.96017|+04.94399
    4341|097.96043|+04.87279
    4342|097.96066|+04.93140
    4343|097.96067|+04.94037
    4344|097.96081|+04.98572
    4345|097.96101|+04.97659
    4346|097.96138|+04.88471
    4347|097.96145|+04.95439
    4348|097.96160|+04.90963
    4349|097.96165|+04.93242
    4350|097.96195|+04.88631
    4351|097.96221|+04.85361
    4352|097.96326|+04.86874
    4353|097.96371|+04.89461
    4354|097.96385|+04.95902
    4355|097.96399|+04.90962
    4356|097.96421|+04.95793
    4357|097.96452|+04.85895
    4358|097.96462|+04.91187
    4359|097.96488|+04.79102
    4360|097.96491|+04.90485
    4361|097.96515|+04.99422
    4362|097.96516|+04.85671
    4363|097.96519|+04.91817
    4364|097.96531|+05.00193
   10881|260.10498|-35.87912
    4365|097.96602|+04.81505
    4366|097.96645|+04.92415
    4367|097.96669|+04.93257
    4368|097.96674|+04.90232
    4369|097.96692|+04.94513
    4370|097.96695|+04.94433
    4371|097.96716|+04.91449
    4372|097.96751|+04.94605
    4373|097.96755|+04.87779
    4374|097.96781|+05.00891
    4375|097.96785|+04.97608
    4376|097.96827|+04.91152
    4377|097.96843|+04.98779
    4378|097.96861|+04.93748
    4379|097.96864|+04.78347
    4380|097.96880|+04.93753
    4381|097.96889|+05.03317
    4382|097.96894|+04.97186
    4436|097.98079|+04.94267
    4383|097.96899|+04.97146
    4384|097.96930|+04.94855
    4385|097.96958|+05.03327
    4386|097.96998|+04.89973
    4387|097.97006|+04.96949
    4388|097.97019|+04.92187
    4389|097.97091|+04.93813
    4390|097.97099|+04.95179
    4391|097.97103|+04.92688
    4392|097.97115|+05.02484
    4393|097.97129|+04.98642
    4394|097.97152|+04.89065
    4395|097.97201|+05.02503
    4396|097.97253|+04.95002
    4397|097.97255|+04.94106
    4398|097.97296|+04.93921
    4399|097.97325|+04.89641
    4400|097.97326|+04.96325
    4402|097.97359|+05.00282
    4403|097.97408|+04.81306
    4404|097.97432|+04.97965
    4405|097.97531|+04.96254
    4406|097.97607|+04.95329
    4407|097.97629|+04.89817
    4408|097.97632|+05.02902
    4409|097.97692|+04.94364
    4410|097.97700|+04.94644
    4411|097.97726|+04.95593
    4412|097.97742|+04.98952
    4413|097.97750|+04.99488
    4414|097.97755|+04.82161
    4415|097.97800|+04.94401
    4416|097.97811|+05.05840
    4417|097.97818|+04.90007
    4418|097.97828|+04.99452
    4419|097.97864|+04.92825
    4420|097.97886|+04.86004
    4421|097.97904|+04.93295
    4422|097.97910|+04.95536
    4423|097.97928|+04.88914
    4424|097.97963|+04.95540
    4425|097.97988|+04.94426
    4426|097.97989|+04.95517
    4427|097.97997|+04.94640
    4428|097.97998|+04.94144
    4429|097.98009|+04.94431
    4430|097.98009|+04.96936
    4431|097.98012|+04.95520
    4432|097.98019|+04.89166
    4433|097.98020|+04.93937
    4434|097.98037|+04.94314
    4435|097.98042|+04.96836
    4438|097.98132|+04.94287
    4439|097.98132|+04.89640
    4440|097.98132|+05.02677
    4441|097.98158|+04.95620
    4442|097.98169|+04.93592
    4443|097.98170|+04.92147
    4444|097.98188|+04.95941
    4445|097.98203|+04.93372
    4446|097.98254|+04.96137
    4447|097.98263|+04.85758
    4448|097.98317|+04.94735
    4449|097.98344|+04.94484
    4450|097.98362|+04.94469
    4451|097.98386|+04.93415
    4452|097.98387|+04.86934
    4453|097.98404|+04.93508
    4454|097.98407|+04.91074
    4455|097.98430|+04.95234
    4456|097.98433|+04.91044
    4457|097.98458|+04.90451
    4458|097.98459|+04.84176
    4459|097.98469|+04.95067
    4460|097.98535|+04.93127
    4461|097.98555|+04.90787
    4462|097.98571|+04.96560
    4463|097.98577|+04.99764
    4464|097.98607|+04.98376
    4465|097.98610|+04.89846
    4466|097.98660|+04.89749
    4467|097.98680|+04.76180
    4468|097.98694|+04.92067
    4469|097.98703|+04.92087
    4470|097.98716|+04.89561
    4471|097.98720|+04.88390
    4472|097.98743|+04.94123
    4473|097.98777|+04.84461
    4474|097.98787|+04.91010
    4475|097.98805|+04.85663
    4476|097.98828|+04.83667
    4477|097.98829|+04.95749
    4478|097.98841|+04.89701
    4479|097.98857|+04.87329
    4480|097.98867|+04.89797
    4481|097.98876|+04.91432
    4482|097.98886|+04.88779
    4483|097.98892|+04.89509
    4484|097.98940|+04.93329
    4485|097.98949|+04.91791
    4486|097.98961|+04.94484
    4487|097.98971|+04.91791
    4488|097.98989|+04.89419
    4574|098.01098|+04.90949
    4489|097.98989|+04.92294
    4490|097.98990|+04.89418
    4491|097.99002|+05.04142
    4492|097.99030|+04.90086
    4493|097.99060|+04.96380
    4494|097.99067|+04.93728
    4495|097.99075|+04.87846
    4496|097.99093|+04.90454
    4497|097.99097|+04.86902
    4498|097.99107|+04.83546
    4499|097.99213|+04.90414
    4500|097.99214|+04.92755
    4501|097.99215|+04.85101
    4502|097.99218|+04.96653
    4503|097.99227|+04.80830
    4504|097.99259|+04.92226
    4505|097.99280|+04.76716
    4506|097.99305|+04.88634
    4507|097.99363|+05.00069
    4508|097.99368|+04.95407
    4509|097.99469|+04.95468
    4510|097.99473|+04.95004
    4511|097.99520|+04.98262
    4512|097.99537|+04.92657
    4513|097.99540|+04.96975
    4514|097.99546|+04.93783
    4515|097.99554|+04.92775
    4516|097.99554|+04.96199
    4517|097.99570|+04.97576
    4518|097.99572|+04.90265
    4519|097.99591|+04.94239
    4520|097.99636|+04.92388
    4521|097.99692|+05.02136
    4522|097.99707|+04.86045
    4523|097.99720|+04.65509
    4575|098.01110|+04.83256
    4524|097.99733|+04.83194
    4525|097.99762|+04.98985
    4526|097.99845|+04.87135
    4527|097.99848|+04.96492
    4528|097.99853|+04.89993
    4529|097.99872|+04.92667
    4530|097.99880|+04.85302
    4531|097.99914|+05.00527
    4532|097.99940|+04.91377
    4533|097.99972|+04.85274
    4534|098.00048|+05.01075
    4535|098.00129|+05.01164
    4536|098.00135|+04.94528
    4537|098.00187|+04.87970
    4538|098.00200|+04.99634
    4539|098.00223|+04.86775
    4683|098.03910|+04.98022
    4540|098.00243|+04.94611
    4541|098.00252|+04.87806
    4542|098.00270|+04.87816
    4543|098.00291|+04.91970
    4544|098.00366|+04.88929
    4545|098.00375|+04.88800
    4546|098.00379|+04.86511
    4547|098.00393|+04.86553
    4548|098.00427|+04.95882
    4549|098.00442|+04.90758
    4550|098.00443|+04.90858
    4551|098.00461|+04.91384
    4552|098.00486|+04.92424
    4553|098.00491|+04.84693
    4554|098.00509|+04.89937
    4555|098.00534|+05.00909
    4556|098.00541|+04.94121
    4576|098.01207|+04.93272
    4557|098.00623|+04.91252
    4558|098.00628|+04.91728
    4559|098.00652|+04.96496
    4560|098.00691|+04.93607
    4561|098.00763|+04.89408
    4562|098.00873|+04.94643
    4563|098.00874|+04.81541
    4564|098.00916|+04.96127
    4565|098.00919|+04.87070
    4566|098.00929|+05.05536
    4567|098.00953|+04.90785
    4568|098.00956|+04.87081
    4569|098.00981|+04.98752
    4570|098.01017|+04.88946
    4571|098.01025|+04.96588
    4572|098.01052|+04.87329
    4573|098.01055|+04.83636
    4577|098.01218|+04.98169
    4578|098.01259|+04.68425
    4579|098.01275|+04.91668
    4580|098.01284|+05.02635
    4581|098.01307|+04.91661
    4582|098.01358|+05.00066
    4583|098.01406|+04.87666
    4584|098.01489|+04.93488
    4585|098.01490|+04.92922
    4586|098.01495|+04.94347
    4587|098.01502|+04.79360
    4588|098.01522|+04.99781
    4589|098.01615|+04.86914
    4590|098.01669|+04.94580
    4591|098.01783|+04.96187
    4592|098.01810|+04.96613
    4593|098.01829|+04.92738
    4594|098.01833|+04.98533
    4595|098.01860|+04.97395
    4596|098.01887|+05.03078
    4597|098.01887|+04.89030
    4598|098.01909|+04.90646
    4599|098.01915|+04.99879
    4600|098.01938|+05.01928
    4601|098.01939|+04.91432
    4602|098.01954|+04.79600
    4603|098.01967|+04.82079
    4604|098.01968|+04.86592
    4605|098.01979|+04.91842
    4606|098.01990|+05.03067
    4607|098.02055|+04.93340
    4608|098.02114|+04.87410
    4609|098.02120|+04.92973
    4610|098.02133|+04.89063
    4628|098.02535|+04.86991
    4611|098.02135|+04.96357
    4612|098.02148|+04.80067
    4613|098.02167|+05.02340
    4614|098.02175|+04.80775
    4615|098.02181|+04.82814
    4616|098.02203|+04.96182
    4617|098.02252|+04.94981
    4618|098.02261|+04.95833
    4619|098.02273|+04.90412
    4620|098.02376|+04.81616
    4621|098.02390|+04.77885
    4622|098.02396|+04.91627
    4623|098.02458|+04.95150
    4624|098.02471|+04.95770
    4625|098.02480|+04.95432
    4626|098.02493|+04.89288
    4627|098.02513|+04.84202
    4629|098.02543|+04.86928
    4631|098.02599|+04.99133
    4632|098.02603|+04.87092
    4633|098.02603|+04.87159
    4634|098.02644|+04.90049
    4635|098.02657|+05.00792
    4636|098.02667|+04.90454
    4637|098.02704|+04.81293
    4638|098.02724|+04.79865
    4639|098.02728|+04.96928
    4640|098.02729|+04.90226
    4641|098.02785|+04.92520
    4642|098.02844|+04.97461
    4643|098.02912|+04.80105
    4644|098.02936|+04.79782
    4645|098.02951|+04.94163
    4646|098.02975|+04.91668
    4647|098.03018|+04.84527
    4648|098.03139|+04.92997
    4649|098.03141|+05.01133
    4650|098.03146|+04.93757
    4651|098.03193|+04.90935
    4652|098.03244|+04.92822
    4653|098.03260|+04.87459
    4654|098.03282|+04.96607
    4655|098.03285|+04.76838
    4656|098.03288|+04.82131
    4657|098.03312|+04.93400
    4658|098.03312|+04.90947
    4659|098.03321|+04.91625
    4660|098.03337|+04.84271
    4661|098.03382|+04.88880
    4662|098.03408|+04.82908
    4663|098.03408|+04.84298
    4664|098.03453|+04.84903
    4665|098.03520|+04.88596
    4666|098.03616|+04.99511
    4667|098.03668|+04.91600
    4668|098.03691|+04.94461
    4669|098.03695|+05.03044
    4670|098.03700|+04.98911
    4671|098.03720|+04.89169
    4672|098.03748|+04.88992
    4673|098.03775|+04.95828
    4674|098.03780|+04.87126
    4675|098.03801|+04.84506
    4676|098.03820|+04.87438
    4677|098.03821|+04.94388
    4678|098.03855|+05.05741
    4679|098.03881|+04.82349
    4680|098.03888|+04.87811
    4681|098.03897|+04.83736
    4682|098.03906|+04.97626
    4684|098.03912|+04.87847
    4685|098.03987|+04.95952
    4686|098.04012|+04.93250
    4687|098.04029|+04.96157
    4688|098.04097|+05.03706
    4689|098.04122|+04.90484
    4690|098.04131|+04.94719
    4691|098.04133|+04.83751
    4692|098.04154|+04.90645
    4693|098.04169|+04.68007
    4694|098.04195|+04.96374
    4695|098.04199|+04.96487
    4696|098.04214|+04.65544
    4697|098.04215|+04.72583
    4698|098.04325|+04.86828
    4699|098.04334|+04.93360
    4700|098.04361|+04.96660
    4701|098.04439|+04.85910
    4702|098.04443|+04.82126
    4703|098.04488|+04.89055
    4704|098.04533|+04.95177
    4705|098.04541|+04.91743
    4706|098.04578|+04.96884
    4707|098.04615|+04.99067
    4708|098.04725|+04.90211
    4709|098.04748|+04.86504
    4710|098.04836|+04.89921
    4711|098.04852|+04.84086
    4712|098.04879|+04.92229
    4713|098.04948|+04.94260
    4714|098.04954|+04.80179
    4715|098.04979|+05.01565
    4716|098.04979|+04.92052
    4717|098.04994|+05.00861
    4718|098.05015|+04.98684
    4719|098.05058|+04.96737
    4720|098.05077|+05.02774
    4721|098.05090|+04.94244
    4722|098.05126|+04.92840
    4723|098.05130|+04.90507
    4724|098.05142|+04.95605
    4725|098.05170|+04.96008
    4726|098.05246|+04.86246
    4727|098.05272|+04.89188
    4728|098.05285|+04.89554
    4729|098.05356|+04.87197
    4730|098.05358|+04.97722
    4731|098.05421|+04.80944
    4732|098.05436|+04.98032
    4733|098.05599|+04.79357
    4734|098.05607|+04.94384
    4735|098.05620|+04.90638
    4736|098.05662|+04.90175
    4737|098.05763|+04.82682
    4738|098.05808|+04.87235
    4739|098.05860|+04.91702
    4740|098.05905|+04.94111
    4741|098.05914|+04.97540
    4742|098.05924|+04.87254
    4743|098.05938|+04.94077
    4744|098.05991|+04.94947
    4745|098.06002|+04.66281
    4746|098.06042|+04.93835
    4747|098.06059|+04.93774
    4748|098.06142|+04.83991
    4749|098.06175|+04.81539
    4750|098.06212|+04.91203
    4751|098.06257|+04.99529
    4752|098.06262|+04.87652
    4753|098.06276|+04.65014
    4754|098.06302|+04.99930
    4755|098.06391|+05.01045
    4756|098.06414|+04.91581
    4757|098.06452|+04.92232
    4758|098.06476|+04.89334
    4759|098.06479|+04.83767
    4760|098.06562|+04.66862
    4761|098.06601|+04.96870
    4762|098.06603|+04.90836
    4763|098.06681|+04.80370
    4764|098.06704|+04.94409
    4765|098.06728|+04.92499
    4766|098.06735|+04.98889
    4767|098.06752|+04.87912
    4768|098.06844|+04.63359
    4769|098.06850|+04.75604
    4770|098.06947|+04.82730
   11390|260.19294|-35.72591
    4771|098.06988|+04.91937
    4772|098.07045|+04.89292
    4773|098.07130|+04.90184
    4774|098.07156|+04.84032
    4775|098.07177|+04.82454
    4776|098.07204|+04.92089
    4777|098.07293|+04.85475
    4778|098.07324|+04.88563
    4779|098.07457|+04.77072
    4780|098.07482|+04.73316
    4781|098.07505|+04.96141
    4782|098.07512|+04.81724
    4783|098.07531|+04.73508
    4784|098.07560|+05.02498
    4785|098.07592|+05.05602
    4786|098.07771|+04.87958
   11468|260.21210|-35.76809
    4787|098.07797|+05.00821
    4788|098.07833|+05.04197
    4789|098.07923|+04.86875
    4790|098.08134|+04.96174
    4791|098.08135|+04.72053
    4792|098.08192|+04.69931
    4793|098.08270|+05.00808
    4794|098.08310|+04.80532
    4795|098.08313|+04.87769
    4796|098.08441|+04.96546
    4797|098.08442|+04.84620
    4798|098.08459|+04.78370
    4799|098.08478|+04.97825
    4800|098.08542|+04.97679
    4801|098.08576|+04.64820
    4802|098.08643|+04.85602
    4803|098.08657|+04.88426
    4804|098.08664|+04.88284
    4805|098.08681|+04.78378
    4806|098.08890|+04.77201
    4807|098.08919|+04.90109
    4808|098.08946|+04.84096
    4809|098.09020|+04.95040
    4810|098.09058|+04.64077
    4811|098.09073|+05.01286
    4812|098.09122|+04.82351
    4813|098.09168|+04.66275
    4814|098.09207|+04.94473
    4815|098.09252|+05.03518
    4816|098.09278|+04.78724
    4817|098.09342|+04.93671
    4818|098.09354|+04.64068
    4819|098.09387|+04.90409
    4820|098.09390|+04.97193
    4821|098.09460|+04.96897
    4822|098.09490|+05.00884
    4823|098.09629|+04.82867
    4824|098.09656|+04.76314
    4825|098.09662|+05.01587
    4826|098.09756|+04.87756
    4827|098.09775|+04.82220
    4828|098.09881|+04.95836
    4829|098.10005|+04.94976
    4830|098.10099|+04.78437
    4831|098.10106|+04.78434
    4832|098.10175|+04.87296
    4833|098.10210|+04.96204
    4834|098.10230|+04.66587
    4835|098.10240|+04.99385
    4836|098.10346|+04.84402
    4837|098.10351|+04.96284
    4838|098.10377|+04.69442
    4873|098.12519|+04.85597
    4839|098.10396|+04.92666
    4840|098.10441|+04.63707
    4841|098.10459|+04.77558
    4842|098.10463|+04.79435
    4843|098.10470|+04.92066
    4844|098.10529|+04.76682
    4845|098.10532|+04.83397
    4846|098.10635|+04.99666
    4847|098.10736|+04.97311
    4848|098.10799|+04.77406
    4849|098.10945|+04.65255
    4850|098.10965|+04.77411
    4851|098.11073|+04.87731
    4852|098.11280|+04.82969
    4853|098.11354|+04.85624
    4854|098.11376|+04.87763
    4855|098.11458|+04.88092
   11469|260.21223|-35.71102
    4856|098.11523|+04.75101
    4857|098.11682|+04.65540
    4858|098.11689|+04.87493
    4859|098.11699|+04.90104
    4860|098.11960|+04.68179
    4861|098.11961|+04.79684
    4862|098.12044|+04.71856
    4863|098.12059|+04.82525
    4864|098.12145|+04.77383
    4865|098.12248|+04.94891
    4866|098.12257|+04.94532
    4867|098.12285|+04.70264
    4868|098.12311|+04.87827
    4869|098.12339|+04.66150
    4870|098.12372|+05.02621
    4871|098.12440|+04.94879
    4872|098.12452|+05.04520
    4874|098.12521|+04.95729
    4875|098.12554|+04.98133
    4876|098.12579|+04.65522
    4877|098.12595|+04.90029
    4878|098.12823|+04.85788
    4879|098.12866|+04.77236
    4880|098.12869|+05.02380
    4881|098.12895|+04.81733
    4882|098.12895|+04.96870
    4883|098.12920|+04.83499
    4884|098.12967|+04.71107
    4885|098.13100|+04.70946
    4886|098.13302|+04.73067
    4887|098.13360|+04.63284
    4888|098.13382|+04.76654
    4889|098.13412|+04.95382
    4890|098.13434|+04.77751
    4891|098.13464|+04.77481
    4892|098.13523|+04.96037
    4893|098.13530|+04.93804
    4894|098.13553|+04.86106
    4895|098.13571|+05.02213
    4896|098.13695|+04.95342
    4897|098.13726|+04.73728
    4898|098.14105|+04.74992
    4899|098.14142|+04.77914
    4900|098.14182|+04.74012
    4901|098.14227|+04.79242
    4902|098.14291|+04.78960
    4903|098.14318|+04.57376
    4904|098.14326|+04.74142
    4905|098.14330|+04.77240
    4906|098.14530|+04.72909
    4907|098.14569|+04.74419
    4908|098.14645|+04.82093
    4909|098.14848|+04.76295
    4910|098.14874|+04.79600
    4911|098.14897|+04.77512
    4912|098.15480|+04.78954
    4913|098.15538|+04.79538
    4914|098.15725|+04.79423
    4915|098.15780|+04.54739
    4916|098.15981|+04.78474
    4917|098.16105|+04.73162
    4918|098.16444|+04.82536
    4919|098.16446|+04.52257
    4920|098.16510|+04.60805
    4921|098.16816|+04.80816
    4922|098.16876|+04.75846
    4923|098.16906|+04.75113
    4924|098.16941|+04.69032
    4925|098.17049|+04.73272
    4926|098.17201|+04.69096
    4927|098.17225|+04.70949
    4928|098.17281|+04.80931
    4929|098.17307|+04.72839
    4930|098.17662|+04.84081
    4931|098.17880|+04.76499
    4932|098.17969|+04.78648
    4933|098.18228|+04.80212
    4934|098.18379|+04.79947
    4935|098.18416|+04.76558
    4936|098.18588|+04.76015
    4937|098.18704|+04.79043
    4938|098.18772|+04.75640
    4939|098.18797|+04.75642
    4940|098.19469|+04.64226
    4941|098.19535|+04.76157
    4942|098.19538|+04.69638
    4943|098.19538|+04.78950
    4944|098.19557|+04.69646
    4945|098.20070|+04.75735
    4946|098.20155|+04.62716
    4947|098.20177|+04.59493
    4948|098.20270|+04.56772
    4949|098.20335|+04.69576
    4950|098.20337|+04.50727
    4951|098.20400|+04.79829
    4952|098.20427|+04.75921
    4953|098.20620|+04.72707
    4954|098.20645|+04.75897
    4955|098.20986|+04.82668
    4956|098.21138|+04.74659
    4957|098.21186|+04.52426
    4958|098.21248|+04.74326
    4959|098.21337|+04.57006
    4960|098.21386|+04.62028
    4961|098.21580|+04.78782
    4962|098.21627|+04.71516
    4963|098.21636|+04.69139
    4964|098.21764|+04.53890
    4965|098.22240|+04.62171
    4966|098.22272|+04.62137
    4967|098.22449|+04.60641
    4968|098.22504|+04.64120
    4969|098.22523|+04.77604
    4970|098.22597|+04.74114
    4971|098.22626|+04.71479
    4972|098.22667|+04.78021
    4973|098.22705|+04.62425
    4974|098.22731|+04.60125
    4975|098.23284|+04.57217
    4976|098.23427|+04.76411
    4977|098.23477|+04.58557
    4978|098.23608|+04.69331
    4979|098.23809|+04.79197
    4980|098.23842|+04.50519
    4981|098.23854|+04.59746
    4982|098.24080|+04.58321
    4983|098.24113|+04.80570
    4984|098.24340|+04.80018
    4985|098.24777|+04.80478
    4986|098.24807|+04.80849
    4987|098.24816|+04.55713
    4988|098.24881|+04.79021
    4989|098.25251|+04.50886
    4990|098.25443|+04.64581
    4991|098.25512|+04.77728
    4992|098.25532|+04.67005
    4993|098.25616|+04.77286
    4994|098.25656|+04.68663
    4995|098.25837|+04.49569
    4996|098.25910|+04.72155
    4997|098.25942|+04.79582
    4998|098.25972|+04.60983
    4999|098.26095|+04.73571
    5000|098.26115|+04.61132
   11591|260.23703|-35.76419
    5001|098.26280|+04.60493
    5002|098.26283|+04.64393
    5003|098.26435|+04.79011
    5004|098.26505|+04.65162
    5005|098.26679|+04.79836
    5006|098.26770|+04.65165
    5007|098.26915|+04.76291
    5008|098.27059|+04.80736
    5009|098.27488|+04.45836
    5010|098.27665|+04.58179
    5011|098.27676|+04.58903
    5012|098.27884|+04.72969
    5013|098.28113|+04.76018
    5014|098.28125|+04.51339
    5015|098.28156|+04.77901
    5016|098.28172|+04.78460
    5017|098.28324|+04.73868
    5018|098.28458|+04.63121
    5019|098.28473|+04.77872
    5020|098.28506|+04.62571
    5021|098.28526|+04.51691
    5022|098.28546|+04.50085
    5023|098.28575|+04.77998
    5024|098.28854|+04.78991
    5025|098.28872|+04.63448
    5026|098.28887|+04.78896
    5027|098.28916|+04.51434
    5028|098.28922|+04.51864
    5029|098.28960|+04.66205
    5030|098.28966|+04.51971
    5031|098.28990|+04.63456
    5032|098.29003|+04.77343
    5033|098.29055|+04.79033
    5034|098.29072|+04.63489
    5035|098.29120|+04.76219
    5036|098.29153|+04.76106
    5037|098.29282|+04.66494
    5038|098.29285|+04.50761
    5039|098.29297|+04.49204
    5040|098.29615|+04.77142
    5041|098.29657|+04.56860
    5042|098.29683|+04.77416
    5043|098.29686|+04.50192
    5044|098.29716|+04.59264
    5045|098.29742|+04.53606
    5046|098.29749|+04.77357
    5047|098.29751|+04.71346
    5048|098.29772|+04.77573
    5049|098.29814|+04.52671
    5050|098.29890|+04.50603
    5051|098.29967|+04.52208
