recno|RAJ2000|DEJ2000
   14422|274.64758|-13.75423
   14423|274.64758|-13.75359
   14424|274.64790|-13.80722
   14425|274.64795|-13.76274
   14426|274.64796|-13.80552
   14427|274.64806|-13.77348
   14428|274.64807|-13.83446
   14429|274.64815|-13.76618
   14430|274.64849|-13.87159
   14431|274.64855|-13.85334
   14432|274.64865|-13.76933
   14433|274.64876|-13.74916
   14434|274.64877|-13.71453
   14435|274.64890|-13.77772
   14436|274.64910|-13.80563
   14438|274.64957|-13.73745
   14439|274.64970|-13.74100
   14440|274.64972|-13.76070
   14441|274.64972|-13.78339
   14442|274.64980|-13.77835
   14443|274.65000|-13.81077
   14444|274.65002|-13.73097
   14445|274.65018|-13.79347
   14446|274.65020|-13.75672
   14447|274.65027|-13.79731
   14448|274.65027|-13.74932
   14449|274.65028|-13.81123
   14450|274.65028|-13.85477
   14451|274.65035|-13.77674
   14452|274.65040|-13.66288
   14453|274.65047|-13.71552
   14454|274.65057|-13.77185
   14455|274.65058|-13.54210
   14512|274.65421|-13.79199
   14456|274.65078|-13.76838
   14457|274.65082|-13.79422
   14458|274.65095|-13.77199
   14459|274.65097|-13.76011
   14460|274.65100|-13.80689
   14461|274.65104|-13.75073
   14462|274.65113|-13.78634
   14463|274.65114|-13.78709
   14464|274.65123|-13.85069
   14465|274.65127|-13.80540
   14466|274.65131|-13.80732
   14467|274.65137|-13.79773
   14468|274.65140|-13.76862
   14469|274.65146|-13.77023
   14470|274.65157|-13.82261
   14471|274.65158|-13.76747
   14472|274.65172|-13.77983
   14473|274.65177|-13.72195
   14513|274.65424|-13.78524
   14474|274.65177|-13.80067
   14475|274.65185|-13.79965
   14476|274.65186|-13.78860
   14477|274.65186|-13.80483
   14478|274.65191|-13.65722
   14479|274.65192|-13.79356
   14480|274.65197|-13.78580
   14481|274.65202|-13.75696
   14482|274.65215|-13.82506
   14483|274.65230|-13.75727
   14484|274.65237|-13.77615
   14485|274.65237|-13.79157
   14486|274.65244|-13.79791
   14487|274.65247|-13.75896
   14488|274.65248|-13.75190
   14489|274.65257|-13.78194
   14490|274.65260|-13.71929
   14491|274.65262|-13.73804
   14492|274.65269|-13.78868
   14493|274.65283|-13.80573
   14494|274.65284|-13.76953
   14495|274.65295|-13.72812
   14496|274.65302|-13.54060
   14497|274.65307|-13.80164
   14498|274.65307|-13.79253
   14499|274.65309|-13.71200
   14500|274.65317|-13.69102
   14501|274.65325|-13.79816
   14502|274.65332|-13.78932
   14503|274.65339|-13.54657
   14504|274.65347|-13.73969
   14505|274.65354|-13.75837
   14506|274.65373|-13.78800
   14507|274.65381|-13.47301
   14508|274.65388|-13.77963
   14509|274.65393|-13.75803
   14510|274.65405|-13.50030
   14515|274.65430|-13.80802
   14516|274.65437|-13.75818
   14517|274.65450|-13.81125
   14518|274.65450|-13.80376
   14519|274.65458|-13.80587
   14520|274.65466|-13.78070
   14521|274.65476|-13.75165
   14522|274.65482|-13.76962
   14523|274.65482|-13.73369
   14524|274.65505|-13.78909
   14525|274.65509|-13.80732
   14526|274.65514|-13.79057
   14527|274.65515|-13.79083
   14528|274.65516|-13.79100
   14529|274.65520|-13.74569
   14530|274.65527|-13.69896
   14531|274.65536|-13.84193
   14532|274.65538|-13.77660
   14533|274.65544|-13.76588
   14534|274.65559|-13.77598
   14535|274.65562|-13.79254
   14536|274.65570|-13.80080
   14537|274.65576|-13.75314
   14538|274.65581|-13.89716
   14539|274.65595|-13.82282
   14540|274.65595|-13.77611
   14541|274.65595|-13.76891
   14542|274.65602|-13.81378
   14543|274.65603|-13.75967
   14544|274.65607|-13.76809
   14545|274.65608|-13.76260
   14546|274.65614|-13.77913
   14547|274.65619|-13.79885
   14548|274.65622|-13.72761
   14549|274.65623|-13.79904
   14550|274.65628|-13.76745
   14551|274.65634|-13.81210
   14553|274.65650|-13.74906
   14554|274.65651|-13.74682
   14555|274.65660|-13.55020
   14556|274.65660|-13.78555
   14557|274.65672|-13.76760
   14558|274.65675|-13.76839
   14559|274.65680|-13.77015
   14560|274.65682|-13.75367
   14561|274.65684|-13.93123
   14562|274.65686|-13.81552
   14563|274.65689|-13.75779
   14564|274.65698|-13.76911
   14565|274.65705|-13.55325
   14566|274.65712|-13.86148
   14567|274.65719|-13.78047
   14568|274.65720|-13.75927
   14569|274.65731|-13.75525
   14570|274.65753|-13.76596
   14571|274.65755|-13.76452
   14572|274.65764|-13.89712
   14573|274.65775|-13.77642
   14574|274.65776|-13.82109
   14575|274.65785|-13.77482
   14576|274.65787|-13.71682
   14577|274.65790|-13.81589
   14578|274.65806|-13.70428
   14579|274.65808|-13.86561
   14580|274.65808|-13.80164
   14581|274.65810|-13.84217
   14582|274.65814|-13.75630
   14583|274.65818|-13.74920
   14584|274.65818|-13.77426
   14585|274.65821|-13.74721
   14586|274.65822|-13.76186
   14587|274.65828|-13.85650
   14588|274.65839|-13.79569
   14589|274.65842|-13.77398
   14590|274.65848|-13.75507
   14591|274.65854|-13.79122
   14592|274.65855|-13.78100
   14593|274.65860|-13.72814
   14594|274.65860|-13.78935
   14595|274.65868|-13.79581
   14596|274.65878|-13.79799
   14597|274.65884|-13.77603
   14598|274.65886|-13.77178
   14599|274.65890|-13.74042
   14600|274.65890|-13.73368
   14601|274.65894|-13.80438
   14602|274.65900|-13.73012
   14603|274.65904|-13.51119
   14604|274.65917|-13.75536
   14605|274.65920|-13.79461
   14606|274.65925|-13.85471
   14607|274.65929|-13.75434
   14608|274.65941|-13.77554
   14609|274.65957|-13.71031
   14610|274.65957|-13.79765
   14821|274.67114|-13.81576
   14611|274.65961|-13.76070
   14612|274.65965|-13.77404
   14613|274.65969|-13.79263
   14614|274.65971|-13.77022
   14615|274.65985|-13.82419
   14616|274.66001|-13.78586
   14617|274.66004|-13.77834
   14618|274.66016|-13.77793
   14619|274.66024|-13.75772
   14620|274.66027|-13.76562
   14621|274.66030|-13.74863
   14622|274.66037|-13.77726
   14623|274.66052|-13.78634
   14624|274.66055|-13.78875
   14625|274.66058|-13.85288
   14626|274.66060|-13.76139
   14627|274.66083|-13.75110
   14628|274.66083|-13.75110
   14629|274.66095|-13.77941
   14630|274.66096|-13.79125
   14631|274.66097|-13.69926
   14632|274.66110|-13.80179
   14633|274.66120|-13.74932
   14634|274.66132|-13.78621
   14635|274.66133|-13.78397
   14636|274.66133|-13.81499
   14637|274.66139|-13.79493
   14638|274.66145|-13.73304
   14639|274.66153|-13.73924
   14640|274.66162|-13.76208
   14641|274.66164|-13.77314
   14642|274.66167|-13.77901
   14643|274.66177|-13.75096
   14644|274.66181|-13.76417
   14645|274.66186|-13.78915
   14646|274.66187|-13.77298
   14647|274.66188|-13.79755
   14648|274.66190|-13.74366
   14649|274.66201|-13.77014
   14650|274.66214|-13.78218
   14651|274.66223|-13.78139
   14652|274.66226|-13.78394
   14653|274.66234|-13.78717
   14654|274.66259|-13.83058
   14655|274.66260|-13.78605
   14656|274.66266|-13.74336
   14657|274.66302|-13.77403
   14658|274.66324|-13.77305
   14659|274.66324|-13.76805
   14660|274.66337|-13.80342
   14661|274.66347|-13.79972
   14662|274.66354|-13.74965
   14663|274.66360|-13.75536
   14664|274.66373|-13.77604
   14665|274.66379|-13.81429
   14666|274.66380|-13.78904
   14667|274.66385|-13.78179
   14668|274.66389|-13.78729
   14669|274.66392|-13.77049
   14670|274.66397|-13.78543
   14671|274.66399|-13.73491
   14672|274.66402|-13.75676
   14673|274.66403|-13.73072
   14674|274.66405|-13.78662
   14675|274.66406|-13.53667
   14676|274.66410|-13.85000
   14677|274.66411|-13.80232
   14678|274.66419|-13.78548
   14679|274.66427|-13.79518
   14680|274.66429|-13.78566
   14681|274.66430|-13.81340
   14682|274.66431|-13.77157
   14683|274.66431|-13.72719
   14684|274.66446|-13.73251
   14685|274.66448|-13.78161
   14686|274.66450|-13.75889
   14687|274.66464|-13.70716
   14688|274.66480|-13.77452
   14689|274.66480|-13.68267
   14690|274.66481|-13.86625
   14691|274.66492|-13.77149
   14692|274.66510|-13.71693
   14693|274.66516|-13.78965
   14694|274.66519|-13.78455
   14695|274.66520|-13.80306
   14696|274.66532|-13.76422
   14697|274.66540|-13.73332
   14698|274.66546|-13.86849
   14699|274.66547|-13.75594
   14700|274.66550|-13.81143
   14701|274.66553|-13.76436
   14702|274.66556|-13.79671
   14703|274.66565|-13.78231
   14704|274.66568|-13.76640
   14705|274.66569|-13.75568
   14706|274.66570|-13.79550
   14707|274.66573|-13.81636
   14708|274.66578|-13.79312
   14709|274.66580|-13.79397
   14710|274.66580|-13.80183
   14711|274.66586|-13.80381
   14712|274.66597|-13.79561
   14713|274.66599|-13.76250
   14714|274.66617|-13.68412
   14715|274.66619|-13.79100
   14716|274.66632|-13.82746
   14717|274.66632|-13.79751
   14718|274.66639|-13.82821
   14719|274.66644|-13.80836
   14720|274.66650|-13.81410
   14721|274.66661|-13.90927
   14722|274.66664|-13.75376
   14723|274.66665|-13.90929
   14724|274.66676|-13.51002
   14726|274.66688|-13.79611
   14727|274.66697|-13.76954
   14728|274.66699|-13.74888
   14729|274.66703|-13.78356
   14730|274.66706|-13.78128
   14731|274.66706|-13.75519
   14732|274.66713|-13.74604
   14733|274.66714|-13.77537
   14734|274.66714|-13.88436
   14735|274.66718|-13.77856
   14736|274.66722|-13.78403
   14737|274.66731|-13.69138
   14738|274.66736|-13.73466
   14739|274.66742|-13.78893
   14740|274.66743|-13.76586
   14741|274.66744|-13.79906
   14742|274.66760|-13.79481
   14743|274.66762|-13.79113
   14744|274.66763|-13.72006
   14745|274.66765|-13.75666
   14746|274.66772|-13.76556
   14747|274.66772|-13.79194
   14748|274.66779|-13.76637
   14749|274.66779|-13.77904
   14750|274.66780|-13.71425
   14751|274.66783|-13.57141
   14752|274.66799|-13.79834
   14753|274.66800|-13.79864
   14754|274.66803|-13.77198
   14755|274.66808|-13.78300
   14756|274.66815|-13.75346
   14757|274.66815|-13.78274
   14758|274.66818|-13.75924
   14759|274.66820|-13.77164
   14760|274.66829|-13.81144
   14761|274.66829|-13.76362
   14762|274.66837|-13.78835
   14763|274.66843|-13.75303
   14764|274.66843|-13.75152
   14765|274.66851|-13.75575
   14766|274.66852|-13.76272
   14767|274.66854|-13.74872
   14768|274.66858|-13.88350
   14769|274.66865|-13.76824
   14770|274.66865|-13.73272
   14771|274.66865|-13.78848
   14772|274.66868|-13.75630
   14773|274.66872|-13.66880
   14774|274.66874|-13.77682
   14775|274.66876|-13.79624
   14776|274.66882|-13.70572
   14777|274.66890|-13.70797
   14778|274.66896|-13.79476
   14779|274.66896|-13.77205
   14780|274.66899|-13.78351
   14781|274.66899|-13.76546
   14782|274.66899|-13.73606
   14783|274.66905|-13.88464
   14784|274.66906|-13.77507
   14785|274.66907|-13.78239
   14786|274.66913|-13.77866
   14787|274.66916|-13.78752
   14788|274.66919|-13.88400
   14789|274.66922|-13.76612
   14790|274.66928|-13.76146
   14791|274.66962|-13.78286
   14792|274.66966|-13.80082
   14793|274.66971|-13.88648
   14794|274.66973|-13.78123
   14795|274.66973|-13.78123
   14796|274.66981|-13.78119
   14797|274.66984|-13.70858
   14798|274.66989|-13.81949
   14799|274.66997|-13.70270
   14800|274.67000|-13.75036
   14802|274.67013|-13.79116
   14803|274.67021|-13.80230
   14804|274.67027|-13.69315
   14805|274.67033|-13.77665
   14806|274.67034|-13.73240
   14807|274.67035|-13.80187
   14808|274.67038|-13.70056
   14809|274.67038|-13.75619
   14810|274.67057|-13.75819
   14811|274.67067|-13.81094
   14812|274.67070|-13.78716
   14813|274.67071|-13.77256
   14814|274.67080|-13.72560
   14815|274.67092|-13.79178
   14816|274.67097|-13.78831
   14817|274.67098|-13.74172
   14818|274.67099|-13.80004
   14819|274.67105|-13.70374
   14820|274.67108|-13.75655
   14822|274.67115|-13.79546
   14823|274.67116|-13.79703
   14824|274.67117|-13.77340
   14825|274.67120|-13.78482
   14826|274.67133|-13.46285
   14827|274.67134|-13.75793
   14828|274.67152|-13.79335
   14829|274.67154|-13.74889
   14830|274.67154|-13.68233
   14831|274.67166|-13.74286
   14832|274.67170|-13.79321
   14833|274.67170|-13.88521
   14834|274.67170|-13.76997
   14835|274.67179|-13.82059
   14836|274.67179|-13.79659
   14837|274.67194|-13.77728
   14838|274.67211|-13.81333
   14839|274.67220|-13.73122
   14877|274.67428|-13.78309
   14840|274.67224|-13.76247
   14841|274.67225|-13.78802
   14842|274.67235|-13.78894
   14843|274.67236|-13.74071
   14844|274.67236|-13.70580
   14845|274.67241|-13.80995
   14846|274.67260|-13.74485
   14847|274.67260|-13.78565
   14848|274.67272|-13.77575
   14849|274.67278|-13.78067
   14850|274.67287|-13.76494
   14851|274.67289|-13.80301
   14852|274.67290|-13.80030
   14853|274.67300|-13.76875
   14854|274.67308|-13.83843
   14855|274.67317|-13.77531
   14856|274.67326|-13.76933
   14857|274.67327|-13.48945
   14858|274.67327|-13.71333
   14859|274.67343|-13.80406
   14860|274.67343|-13.83706
   14861|274.67347|-13.76933
   14862|274.67353|-13.79214
   14863|274.67360|-13.78699
   14864|274.67372|-13.77884
   14865|274.67380|-13.82328
   14866|274.67380|-13.75215
   14867|274.67384|-13.78937
   14868|274.67386|-13.81297
   14869|274.67393|-13.74208
   14870|274.67409|-13.79215
   14871|274.67418|-13.77089
   14872|274.67419|-13.79146
   14873|274.67420|-13.75377
   14874|274.67420|-13.87315
   14875|274.67425|-13.78455
   14876|274.67426|-13.78961
   14878|274.67430|-13.68765
   14879|274.67434|-13.71950
   14880|274.67435|-13.78843
   14881|274.67437|-13.78517
   14882|274.67437|-13.81119
   14883|274.67437|-13.78981
   14884|274.67440|-13.75453
   14885|274.67444|-13.79690
   14886|274.67451|-13.77780
   14887|274.67454|-13.77980
   14888|274.67457|-13.78000
   14889|274.67462|-13.74611
   14890|274.67464|-13.82510
   14891|274.67465|-13.76199
   14892|274.67467|-13.77546
   14893|274.67468|-13.77518
   14894|274.67470|-13.81662
   14895|274.67480|-13.78515
   14896|274.67484|-13.82098
   14897|274.67492|-13.76713
   14898|274.67499|-13.78095
   14899|274.67503|-13.78122
   14900|274.67505|-13.80100
   14901|274.67514|-13.88812
   14902|274.67515|-13.82847
   14903|274.67517|-13.76446
   14904|274.67522|-13.79120
   14905|274.67535|-13.87764
   14906|274.67536|-13.78024
   14907|274.67554|-13.77500
   14908|274.67563|-13.80730
   14909|274.67563|-13.77510
   14910|274.67574|-13.78958
   14911|274.67578|-13.78110
   14912|274.67578|-13.71281
   14913|274.67580|-13.87639
   14914|274.67589|-13.77346
   14915|274.67595|-13.77064
   14916|274.67604|-13.79180
   14917|274.67611|-13.79283
   14918|274.67622|-13.77093
   14919|274.67636|-13.74179
   14920|274.67639|-13.77282
   14921|274.67640|-13.79115
   14922|274.67642|-13.83175
   14923|274.67649|-13.83471
   14924|274.67654|-13.83074
   14925|274.67660|-13.76717
   14926|274.67665|-13.76978
   14927|274.67670|-13.79305
   14928|274.67673|-13.71588
   14929|274.67686|-13.77546
   14930|274.67698|-13.81305
   14931|274.67699|-13.77423
   14932|274.67700|-13.77536
   14933|274.67704|-13.81752
   20059|036.61570|+62.02765
   14934|274.67706|-13.78827
   14935|274.67713|-13.75054
   14936|274.67719|-13.79312
   14937|274.67722|-13.78764
   14938|274.67726|-13.75575
   14939|274.67730|-13.75813
   14940|274.67731|-13.80253
   14941|274.67740|-13.52523
   14942|274.67750|-13.79554
   14943|274.67770|-13.74145
   14944|274.67778|-13.77861
   14945|274.67782|-13.81961
   14946|274.67784|-13.80059
   14947|274.67792|-13.76773
   14948|274.67794|-13.79813
   14949|274.67794|-13.79174
   14950|274.67816|-13.77737
   14951|274.67821|-13.78083
   14952|274.67840|-13.76709
   14953|274.67844|-13.79110
   14954|274.67852|-13.74999
   14955|274.67860|-13.70204
   14956|274.67877|-13.76067
   14957|274.67886|-13.72334
   14958|274.67888|-13.76901
   14959|274.67899|-13.87104
   14960|274.67902|-13.76349
   14961|274.67903|-13.71944
   14962|274.67905|-13.93439
   14963|274.67905|-13.77696
   14964|274.67909|-13.78823
   14965|274.67916|-13.78757
   14966|274.67917|-13.73395
   14967|274.67919|-13.71696
   14968|274.67920|-13.75773
   14969|274.67923|-13.76790
   14970|274.67925|-13.83075
   14971|274.67925|-13.56035
   14972|274.67942|-13.80326
   14973|274.67943|-13.76023
   14974|274.67944|-13.73045
   14975|274.67944|-13.75594
   14976|274.67950|-13.80214
   14977|274.67951|-13.83025
   14978|274.67953|-13.70768
   14979|274.67957|-13.76596
   14980|274.67960|-13.75354
   14981|274.67960|-13.76835
   14982|274.67961|-13.77459
   14983|274.67963|-13.80227
   14984|274.67989|-13.80235
   14985|274.67996|-13.77759
   14986|274.68001|-13.73602
   14987|274.68015|-13.77076
   14988|274.68023|-13.79342
   14989|274.68028|-13.83431
   14990|274.68031|-13.81511
   14991|274.68034|-13.74949
   14992|274.68040|-13.78020
   14993|274.68042|-13.82234
   14994|274.68047|-13.81518
   14995|274.68048|-13.79641
   14996|274.68050|-13.78439
   14997|274.68066|-13.75597
   14998|274.68082|-13.74894
   14999|274.68103|-13.88306
   15000|274.68103|-13.68127
   15001|274.68113|-13.76578
   15002|274.68130|-13.49708
   15003|274.68166|-13.77396
   15004|274.68185|-13.79814
   15005|274.68201|-13.76892
   15006|274.68203|-13.78586
   15007|274.68205|-13.79973
   15008|274.68207|-13.80297
   15009|274.68210|-13.78863
   15010|274.68219|-13.89478
   15011|274.68228|-13.76641
   15012|274.68231|-13.76924
   15013|274.68234|-13.79902
   15014|274.68242|-13.79469
   15015|274.68256|-13.75690
   15016|274.68258|-13.80117
   15017|274.68275|-13.81756
   15018|274.68298|-13.71112
   15019|274.68317|-13.79067
   15020|274.68339|-13.77717
   15021|274.68371|-13.81569
   15022|274.68396|-13.72247
   15023|274.68410|-13.77337
   15024|274.68414|-13.77240
   15025|274.68417|-13.80481
   15026|274.68423|-13.79716
   15027|274.68451|-13.78234
   15086|274.68774|-13.78894
   15028|274.68453|-13.80644
   15029|274.68461|-13.55313
   15030|274.68472|-13.85926
   15031|274.68474|-13.77804
   15032|274.68480|-13.77468
   15033|274.68485|-13.78911
   15034|274.68494|-13.77232
   15035|274.68497|-13.72441
   15036|274.68516|-13.82021
   15037|274.68516|-13.77722
   15038|274.68520|-13.79934
   15039|274.68540|-13.77436
   15040|274.68546|-13.78974
   15041|274.68548|-13.76334
   15042|274.68548|-13.78269
   15043|274.68551|-13.74049
   15044|274.68556|-13.77834
   15045|274.68558|-13.57157
   15046|274.68570|-13.79934
   15047|274.68578|-13.78015
   15048|274.68578|-13.79825
   15049|274.68580|-13.84299
   15050|274.68590|-13.84483
   15051|274.68594|-13.44222
   15052|274.68597|-13.80012
   15053|274.68604|-13.76644
   15054|274.68604|-13.80743
   15055|274.68609|-13.79898
   15056|274.68609|-13.78166
   15057|274.68615|-13.78086
   15058|274.68616|-13.76581
   15059|274.68621|-13.81654
   15060|274.68625|-13.78145
   15061|274.68627|-13.82381
   15062|274.68628|-13.77060
   15063|274.68652|-13.79467
   15064|274.68654|-13.77595
   15125|274.68968|-13.80030
   15065|274.68665|-13.77402
   15066|274.68673|-13.81246
   15067|274.68679|-13.79684
   15068|274.68683|-13.80327
   15069|274.68684|-13.93953
   15070|274.68691|-13.79675
   15071|274.68704|-13.91748
   15072|274.68705|-13.77390
   15073|274.68705|-13.81771
   15074|274.68708|-13.80425
   15075|274.68715|-13.77528
   15076|274.68733|-13.76550
   15077|274.68736|-13.75696
   15078|274.68741|-13.77358
   15079|274.68751|-13.72205
   15080|274.68753|-13.60553
   15081|274.68759|-13.79782
   15082|274.68760|-13.79647
   15083|274.68762|-13.84530
   15084|274.68763|-13.76139
   15085|274.68765|-13.79633
   15087|274.68774|-13.82203
   15088|274.68779|-13.86646
   15089|274.68780|-13.77099
   15090|274.68784|-13.63727
   15091|274.68790|-13.82667
   15092|274.68793|-13.70384
   15093|274.68801|-13.78741
   15094|274.68802|-13.81730
   15095|274.68809|-13.78989
   15096|274.68814|-13.86635
   15097|274.68826|-13.81037
   15098|274.68826|-13.81037
   15099|274.68829|-13.57560
   15100|274.68832|-13.77433
   15101|274.68835|-13.80363
   15102|274.68845|-13.71319
   15103|274.68854|-13.78899
   15104|274.68858|-13.81105
   15105|274.68863|-13.76124
   15238|274.69801|-13.64068
   15106|274.68866|-13.77105
   15107|274.68878|-13.86731
   15108|274.68878|-13.81109
   15109|274.68883|-13.77784
   15110|274.68884|-13.86274
   15111|274.68906|-13.73258
   15112|274.68910|-13.79627
   15113|274.68911|-13.89707
   15114|274.68914|-13.79521
   15115|274.68930|-13.75858
   15116|274.68930|-13.70947
   15117|274.68936|-13.79927
   15118|274.68937|-13.81864
   15119|274.68937|-13.57651
   15120|274.68940|-13.78616
   15121|274.68940|-13.84219
   15122|274.68944|-13.76751
   15123|274.68954|-13.67710
   15124|274.68966|-13.80817
   15126|274.68970|-13.76647
   15127|274.68971|-13.81295
   15128|274.68975|-13.76498
   15129|274.68981|-13.77503
   15130|274.68982|-13.77297
   15131|274.68990|-13.79812
   15132|274.68993|-13.80041
   15133|274.68994|-13.75256
   15134|274.68999|-13.80774
   15135|274.69002|-13.74496
   15136|274.69021|-13.77275
   15137|274.69022|-13.76214
   15138|274.69024|-13.74936
   15139|274.69027|-13.78246
   15140|274.69037|-13.83934
   15141|274.69043|-13.86268
   15142|274.69050|-13.86468
   15143|274.69054|-13.60787
   15144|274.69071|-13.76704
   15145|274.69084|-13.79940
   15146|274.69085|-13.79266
   15147|274.69099|-13.79284
   15148|274.69103|-13.72547
   15149|274.69104|-13.79615
   15150|274.69105|-13.77524
   15151|274.69108|-13.55969
   15152|274.69111|-13.78160
   15153|274.69111|-13.77398
   15154|274.69113|-13.75355
   15155|274.69120|-13.84310
   15156|274.69122|-13.77301
   15157|274.69133|-13.92279
   15158|274.69139|-13.81726
   15159|274.69143|-13.82134
   15160|274.69151|-13.79795
   15161|274.69160|-13.64271
   15162|274.69175|-13.83583
   15163|274.69182|-13.79175
   15164|274.69196|-13.74696
   15165|274.69202|-13.77692
   15166|274.69204|-13.80701
   15167|274.69219|-13.91034
   15168|274.69228|-13.77521
   15169|274.69232|-13.87966
   15170|274.69237|-13.81674
   15171|274.69249|-13.72389
   15172|274.69250|-13.74850
   15173|274.69250|-13.77970
   15174|274.69272|-13.69971
   15175|274.69275|-13.80675
   15176|274.69283|-13.80245
   15177|274.69293|-13.79932
   15178|274.69294|-13.82411
   15179|274.69304|-13.78971
   15180|274.69305|-13.79259
   15181|274.69324|-13.75180
   15182|274.69324|-13.82214
   15183|274.69341|-13.77430
   15184|274.69356|-13.81207
   15185|274.69359|-13.81243
   15186|274.69367|-13.76344
   15187|274.69382|-13.75295
   15188|274.69383|-13.76166
   15189|274.69387|-13.75337
   15190|274.69415|-13.79599
   15191|274.69417|-13.78330
   15192|274.69422|-13.79080
   15193|274.69440|-13.72209
   15194|274.69442|-13.78253
   15195|274.69446|-13.81222
   15196|274.69451|-13.78110
   15197|274.69458|-13.80542
   15198|274.69463|-13.77689
   15199|274.69484|-13.77686
   15239|274.69814|-13.85220
   15200|274.69492|-13.77457
   15201|274.69501|-13.82573
   15202|274.69504|-13.82554
   15203|274.69512|-13.77592
   15204|274.69520|-13.77414
   15205|274.69520|-13.75572
   15206|274.69527|-13.82561
   15207|274.69529|-13.76984
   15208|274.69535|-13.82122
   15209|274.69547|-13.78924
   15210|274.69550|-13.80196
   15211|274.69554|-13.66363
   15212|274.69585|-13.83464
   15213|274.69592|-13.82478
   15214|274.69602|-13.81343
   15215|274.69604|-13.57865
   15216|274.69624|-13.83723
   15217|274.69640|-13.46527
   15218|274.69656|-13.89641
   15219|274.69656|-13.77633
   15220|274.69656|-13.84190
   15221|274.69674|-13.77037
   15222|274.69681|-13.83041
   15223|274.69687|-13.73513
   15224|274.69702|-13.68745
   15225|274.69730|-13.77472
   15226|274.69733|-13.80188
   15227|274.69743|-13.78438
   15228|274.69750|-13.86820
   15229|274.69754|-13.80621
   15230|274.69754|-13.81403
   15231|274.69757|-13.81275
   15232|274.69758|-13.83963
   15233|274.69763|-13.76472
   15234|274.69766|-13.80219
   15235|274.69780|-13.84548
   15236|274.69793|-13.76448
   15237|274.69799|-13.80400
   15240|274.69817|-13.85934
   15241|274.69836|-13.79394
   15242|274.69837|-13.75429
   15243|274.69840|-13.84217
   15244|274.69842|-13.81766
   15245|274.69858|-13.81157
   15246|274.69871|-13.80836
   15247|274.69872|-13.77267
   15248|274.69885|-13.84976
   15249|274.69912|-13.81225
   15250|274.69916|-13.80426
   15251|274.69930|-13.84915
   15252|274.69943|-13.83366
   15253|274.69950|-13.55055
   15254|274.69952|-13.79325
   15255|274.69957|-13.80717
   15256|274.69960|-13.92054
   15257|274.69970|-13.84317
   15258|274.69973|-13.75545
   15259|274.69983|-13.83418
   15260|274.69987|-13.78712
   15261|274.69991|-13.81008
   15262|274.69994|-13.70491
   15263|274.69998|-13.76779
   15264|274.70023|-13.77654
   15265|274.70033|-13.83000
   15266|274.70039|-13.75754
   15267|274.70042|-13.80557
   15268|274.70052|-13.77054
   15269|274.70061|-13.80551
   15270|274.70066|-13.74870
   15271|274.70068|-13.81857
   15272|274.70080|-13.94687
   15273|274.70094|-13.81894
   15274|274.70097|-13.81616
   15275|274.70126|-13.77673
   15276|274.70138|-13.84647
   15277|274.70148|-13.77802
   15278|274.70149|-13.82073
   15279|274.70167|-13.90956
   15280|274.70180|-13.77469
   15281|274.70196|-13.72967
   15282|274.70218|-13.66168
   15283|274.70239|-13.77601
   15284|274.70245|-13.85146
   15285|274.70247|-13.71855
   15286|274.70248|-13.85045
   15287|274.70262|-13.76803
   15288|274.70262|-13.83053
   15289|274.70267|-13.75590
   15290|274.70269|-13.88542
   15291|274.70275|-13.79708
   15292|274.70294|-13.78204
   15293|274.70309|-13.76984
   15294|274.70310|-13.86346
   15295|274.70318|-13.84463
   15296|274.70320|-13.76713
   15297|274.70342|-13.77714
   15298|274.70350|-13.79788
   15299|274.70355|-13.77275
   15300|274.70364|-13.70354
   15301|274.70376|-13.81851
   15302|274.70390|-13.80891
   15303|274.70403|-13.84666
   15304|274.70438|-13.87732
   15305|274.70451|-13.70819
   15306|274.70456|-13.74609
   15307|274.70474|-13.87851
   15308|274.70475|-13.52505
   15309|274.70485|-13.80117
   15310|274.70489|-13.85746
   15311|274.70501|-13.76592
   15312|274.70502|-13.82747
   15313|274.70503|-13.42600
   15314|274.70517|-13.69777
   15315|274.70522|-13.77089
   15316|274.70551|-13.78063
   15317|274.70557|-13.83910
   15318|274.70570|-13.56744
   15319|274.70571|-13.80119
   15320|274.70572|-13.78057
   15321|274.70573|-13.75445
   15322|274.70578|-13.80773
   15323|274.70587|-13.75067
   15324|274.70590|-13.78863
   15325|274.70599|-13.78020
   15326|274.70599|-13.78088
   15327|274.70617|-13.81262
   15328|274.70627|-13.84383
   15329|274.70640|-13.77488
   15330|274.70643|-13.76886
   15331|274.70645|-13.75856
   15332|274.70655|-13.84705
   15333|274.70671|-13.58675
   15334|274.70688|-13.76225
   15335|274.70692|-13.73858
   15336|274.70715|-13.77489
   15337|274.70739|-13.81561
   15338|274.70743|-13.79618
   15339|274.70745|-13.71089
   15340|274.70755|-13.75816
   15341|274.70759|-13.56425
   15342|274.70760|-13.83773
   15343|274.70767|-13.80483
   15344|274.70773|-13.82208
   15345|274.70782|-13.86338
   15346|274.70786|-13.60240
   15347|274.70790|-13.78322
   15348|274.70798|-13.80640
   15349|274.70806|-13.71304
   15350|274.70813|-13.91236
   15351|274.70822|-13.78234
   15352|274.70850|-13.75624
   15353|274.70869|-13.78187
   15354|274.70884|-13.80292
   15355|274.70905|-13.73717
   15356|274.70919|-13.76203
   15357|274.70938|-13.66713
   15358|274.70938|-13.75882
