angDist,col1,name,significance,var_flag,streak_src_flag,pileup_flag,ra,dec,conf_flag,class,prob,var_inter_index_b,var_intra_index_b,col1,recno,RAJ2000,DEJ2000
0.201220,8373,2CXO J022719.2+615141,2.055555555555574,0,0,0,36.83017720886079,61.86139828870986,0,STAR,0.7772184752195682,,0.0,20548,20540,36.830059999999996,61.86139
0.507331,8374,2CXO J022720.5+615331,2.9714285714285777,0,0,0,36.83542911901924,61.8922095428705,0,STAR,0.9038697732492182,,5.0,20557,20549,36.83513,61.89221
0.731495,8381,2CXO J022723.4+615340,2.6111111111111223,0,0,0,36.84762485639652,61.89447439737072,0,STAR,0.9293782354526031,,,20571,20563,36.84721,61.89453
0.166642,8384,2CXO J022724.4+615319,2.055555555555597,0,0,0,36.851865288227366,61.88886572539897,0,STAR,0.9654803645591108,,,20576,20568,36.85185,61.888819999999996
0.268967,8519,2CXO J023134.2+612950,2.315789473684145,0,0,0,37.89290454237853,61.49744887530817,0,YSO,0.9538828618187964,,,20672,20663,37.89306,61.497440000000005
0.527857,8523,2CXO J023139.7+613124,3.8947368421052633,0,0,0,37.9157763605038,61.52360011910629,0,STAR,0.9984145902649711,,0.0,20678,20669,37.9156,61.523480000000006
0.580604,8531,2CXO J023146.9+613204,8.056508440178204,0,0,0,37.945668608661954,61.534668473246896,0,STAR,0.9965611436532756,,5.0,20686,20677,37.94539,61.53476
0.464365,8533,2CXO J023147.8+612732,3.1764705882352997,0,0,0,37.94930939865736,61.458890299815856,0,STAR,0.9964217380547832,,10.0,20688,20679,37.94941,61.45901
0.819985,8534,2CXO J023149.2+612428,2.9142857142857546,0,0,0,37.95515613495644,61.40787051644166,0,YSO,0.87537088296608,,0.0,20690,20681,37.95556,61.40775
0.072991,8540,2CXO J023152.3+612827,4.124999999999961,0,0,0,37.96823183807805,61.47442888607093,0,STAR,0.9345197711359492,,10.0,20697,20688,37.968270000000004,61.474419999999995
0.702968,8541,2CXO J023155.1+613123,5.974415022110157,0,0,0,37.97968142954209,61.523215396681536,0,STAR,0.9995471359459038,,0.0,20698,20689,37.97981,61.523030000000006
0.509813,8550,2CXO J023202.7+612951,3.3529411764707326,0,0,0,38.01151787148665,61.497712128498705,0,STAR,0.8153725736845313,,0.0,20711,20702,38.01127,61.49779
0.237961,8553,2CXO J023206.4+612457,2.9444444444444797,0,0,0,38.026691164171325,61.41610386731374,0,STAR,0.999300309809228,,0.0,20717,20708,38.02682,61.41608000000001
0.405555,8557,2CXO J023209.6+613135,6.527458520432553,0,0,0,38.0402841237933,61.526632356616936,0,STAR,0.9989760688573311,,5.0,20731,20722,38.04007,61.526680000000006
0.703421,8561,2CXO J023211.0+613102,4.486486486486432,0,0,0,38.04593139295844,61.51736807867502,0,STAR,0.9999742177002988,,5.0,20735,20726,38.04632,61.517430000000004
0.440088,8562,2CXO J023211.6+613232,3.2941176470589104,0,0,0,38.04838117145045,61.54238207373633,0,STAR,0.7604690977633978,,5.0,20737,20730,38.04824,61.542280000000005
0.302964,8564,2CXO J023213.7+612802,3.8181818181818894,0,0,0,38.057253249093385,61.467449862213456,0,STAR,0.9956472728475207,,0.0,20738,20731,38.05713,61.46751
0.381215,8568,2CXO J023215.9+613211,5.889248209399414,0,0,0,38.06643452537287,61.53651586099235,0,STAR,0.99833394253084,,10.0,20748,20741,38.06644,61.53641
0.240736,8569,2CXO J023216.1+612823,3.428571428571288,0,0,0,38.06739358293771,61.47328856000672,0,YSO,0.9057905908607248,,5.0,20749,20742,38.06727,61.473319999999994
0.327313,8570,2CXO J023217.0+612926,3.757575757575905,0,0,0,38.070905438596355,61.49076427816678,0,STAR,0.9963134474549667,,0.0,20753,20746,38.0708,61.490840000000006
0.294694,8571,2CXO J023217.1+612039,3.6363636363636935,0,0,0,38.071421885616644,61.34423085111844,0,STAR,0.982614791848712,,0.0,20757,20749,38.07158,61.3442
0.236341,8573,2CXO J023218.0+612651,5.918710719276301,0,0,0,38.075200617798316,61.44765140603612,0,STAR,0.9993461787949608,,0.0,20759,20751,38.07508,61.44761999999999
0.247798,8574,2CXO J023218.7+612214,3.0285714285713428,0,0,0,38.078286911736775,61.37081815986304,0,STAR,0.9976480642607234,,0.0,20765,20757,38.07835,61.37088000000001
0.514467,8575,2CXO J023218.7+613117,2.777777777777965,0,0,0,38.078310804976695,61.52164543184762,0,STAR,0.9974548922734359,,0.0,20764,20756,38.07802,61.52168
0.353269,8576,2CXO J023219.1+612708,3.1111111111110885,0,0,0,38.0798250752552,61.452289361294184,0,YSO,0.8914477189443424,,5.0,20766,20758,38.07963,61.45231999999999
0.198204,8577,2CXO J023219.6+612556,2.486486486486482,0,0,0,38.08176648712259,61.43226610375026,0,STAR,0.8652340905724508,,0.0,20767,20759,38.081790000000005,61.43232
0.086517,8579,2CXO J023220.2+612948,1.7647058823529231,0,0,0,38.0843501629775,61.49680212576686,0,STAR,0.9796061814509508,,,20770,20762,38.0843,61.4968
0.182701,8581,2CXO J023220.9+612719,5.448275862069188,0,0,0,38.08738394517314,61.45536367211845,0,STAR,0.9995771163630064,,0.0,20771,20763,38.08729,61.45534
0.512032,8582,2CXO J023221.1+612510,2.6111111111111525,0,0,0,38.08814350240789,61.41954284170792,0,STAR,0.7899580798848101,,5.0,20772,20764,38.08786,61.4195
0.096433,8583,2CXO J023221.5+613236,10.684124398808214,0,0,0,38.08978844320643,61.543566408269136,0,STAR,0.9996346168796566,,0.0,20775,20768,38.08974,61.543580000000006
0.694594,8584,2CXO J023221.9+612311,3.9999999999995928,0,0,0,38.09144210405839,61.38648234635061,0,STAR,0.9910306476012608,,0.0,20777,20770,38.09114,61.38661
0.620095,8585,2CXO J023222.0+612801,1.7999999999999798,0,0,0,38.091800305468155,61.46711780444053,0,STAR,0.9694015100113492,,,20778,20771,38.09214,61.46706
0.874143,8586,2CXO J023222.2+612346,2.368421052631625,0,0,0,38.092613920543954,61.396201328624755,0,STAR,0.9363998609149841,,0.0,20779,20772,38.09267,61.395959999999995
0.409045,8588,2CXO J023223.2+612403,1.789473684210549,0,0,0,38.09676594291965,61.400974829685325,0,YSO,0.9945256488359918,,,20782,20775,38.096540000000005,61.400940000000006
0.213948,8590,2CXO J023223.8+612848,4.062499999999977,0,0,0,38.099343551997954,61.480102794050744,0,STAR,0.9984835405442476,,0.0,20786,20779,38.09922,61.480109999999996
0.525254,8591,2CXO J023224.0+612854,2.9714285714285267,0,0,0,38.10014159565196,61.48169365628989,0,STAR,0.999092186449562,,0.0,20787,20780,38.09985,61.48165
0.676649,8592,2CXO J023224.5+613219,4.432432432432313,0,0,0,38.102452824633865,61.538829856958245,0,STAR,0.9993481362503186,,0.0,20791,20783,38.10219,61.53896999999999
0.065098,8593,2CXO J023224.8+613251,6.687527469100632,0,0,0,38.10369303485322,61.54765890408552,0,STAR,0.9990911439767368,,10.0,20792,20784,38.10366,61.54765
0.114170,8595,2CXO J023225.2+613031,4.124999999999839,0,0,0,38.10508875654921,61.508641559851945,0,STAR,0.9988053130528592,,5.0,20793,20785,38.10504,61.50861999999999
0.338956,8596,2CXO J023226.1+613107,2.7567567567569378,0,0,0,38.10916261006589,61.51864442941719,0,STAR,0.99905406479682,,0.0,20795,20787,38.10925,61.51856
0.357853,8598,2CXO J023227.1+612851,2.2631578947367794,0,0,0,38.11324370302759,61.480986439937276,0,STAR,0.9831653425053192,,0.0,20799,20791,38.11305,61.48095
0.469379,8599,2CXO J023227.2+612631,3.0857142857142734,0,0,0,38.11355817044762,61.442220324559784,0,YSO,0.8847855431126995,,0.0,20800,20792,38.11355,61.44209
0.106385,8600,2CXO J023227.4+612508,3.3142857142856776,0,0,0,38.114470257427065,61.418904236702154,0,STAR,0.9983675275002076,,0.0,20802,20794,38.11444,61.41893
0.487048,8601,2CXO J023227.6+613543,4.258064516129088,0,0,0,38.11509930019793,61.59533509874356,0,STAR,0.9960458839143318,,0.0,20803,20795,38.11499,61.595459999999996
0.367968,8602,2CXO J023228.0+612651,2.8333333333333397,0,0,0,38.11706984477371,61.447519693346536,0,STAR,0.9974817334633262,,0.0,20804,20796,38.116859999999996,61.4475
0.352003,8603,2CXO J023229.0+612702,2.3076923076923466,0,0,0,38.12108555226166,61.45080629496962,0,STAR,0.9803154809584896,,0.0,20806,20798,38.12129,61.45081
0.453949,8605,2CXO J023229.8+612843,1.9459459459459505,0,0,0,38.124387843380866,61.47870244339551,0,YSO,0.9216374154447329,,0.0,20790,20800,38.12425,61.478809999999996
0.149355,8606,2CXO J023229.9+612707,8.451454992746799,0,0,0,38.12479137407081,61.45215554574874,0,STAR,0.9995309613723152,,0.0,20808,20801,38.12471,61.452169999999995
0.704960,8610,2CXO J023230.6+612122,3.8124999999998472,0,0,0,38.12753190174902,61.356240232667524,0,STAR,0.9999764212889172,,0.0,20813,20806,38.12733,61.356069999999995
0.122072,8612,2CXO J023231.5+612950,3.371428571428612,0,0,0,38.13134028011268,61.4972391996055,0,STAR,0.9604713330815255,,0.0,20816,20809,38.131370000000004,61.49726999999999
0.196808,8613,2CXO J023233.0+612619,5.241379310345093,0,0,0,38.137526593273776,61.43869683018887,0,STAR,0.9990876766464072,,5.0,20820,20813,38.1375,61.43875
0.597522,8613,2CXO J023233.0+612619,5.241379310345093,0,0,0,38.137526593273776,61.43869683018887,0,STAR,0.9990876766464072,,5.0,20819,20812,38.13728,61.43858
0.113867,8614,2CXO J023233.1+612427,5.085714285714412,0,0,0,38.138062409876966,61.40765040916583,0,STAR,0.9998886401842728,,0.0,20821,20814,38.138,61.40764
0.188279,8615,2CXO J023234.1+612117,4.258064516128913,0,0,0,38.14215898319071,61.354862398133925,0,STAR,0.975556781960481,,5.0,20826,20819,38.14205,61.354859999999995
0.107963,8616,2CXO J023234.7+612650,2.378378378378377,0,0,0,38.144651009052666,61.447387005151214,0,STAR,0.9402000148888392,,0.0,20831,20824,38.14459,61.44738
0.263479,8618,2CXO J023235.1+612513,2.722222222222239,0,0,0,38.14649471827397,61.42041374371782,0,STAR,0.9973787518329559,,0.0,20832,20825,38.14635,61.420390000000005
0.169398,8620,2CXO J023235.3+612829,6.9167816962878765,0,0,0,38.147314659831636,61.47472693357541,0,STAR,0.9994834223663084,,0.0,20833,20826,38.147220000000004,61.474740000000004
0.219028,8621,2CXO J023235.6+612507,5.3142857142858135,0,0,0,38.14840716994081,61.41875055002407,0,STAR,0.9730794934402618,,0.0,20834,20827,38.14828,61.41875
0.205532,8623,2CXO J023236.3+612841,2.8888888888889093,0,0,0,38.15129954994632,61.47808905475158,0,STAR,0.9866116137654942,,0.0,20837,20830,38.15118,61.47809
0.299580,8624,2CXO J023236.3+612954,2.1578947368421733,0,0,0,38.151581241578015,61.49856829765525,0,YSO,0.6754956312197521,,0.0,20838,20831,38.15142,61.4986
0.219995,8626,2CXO J023236.8+612758,2.9999999999999787,0,0,0,38.15353494041875,61.4661243039133,0,STAR,0.9380584241598016,,0.0,20839,20832,38.15345,61.46617
0.187607,8627,2CXO J023237.0+612811,10.06562311128488,0,0,0,38.15433643058128,61.46998852120651,0,STAR,0.9953153600399384,,0.0,20841,20834,38.15423,61.47
0.093515,8629,2CXO J023238.2+612918,4.166666666666254,0,0,0,38.15938328925415,61.488524733637895,0,STAR,0.9987412700958498,,0.0,20847,20842,38.15933,61.488530000000004
0.359813,8630,2CXO J023238.6+613254,2.2105263157895094,0,0,0,38.16095563327343,61.548415127436286,0,STAR,0.9850671495667292,,,20854,20849,38.16102,61.54832
0.526911,8631,2CXO J023238.7+613521,3.2380952380954238,0,0,0,38.16132085856435,61.58939652873128,0,STAR,0.9966732769776552,,5.0,20855,20850,38.16126,61.58954
0.055363,8633,2CXO J023240.2+612814,4.2580645161290525,0,0,0,38.16763083172504,61.470765565427364,0,STAR,0.998318194604646,,10.0,20863,20858,38.1676,61.470769999999995
0.357669,8634,2CXO J023240.3+612824,2.756756756756758,0,0,0,38.16816982437439,61.473380041219905,0,STAR,0.9967480652603424,,0.0,20865,20860,38.16799,61.47343000000001
0.204805,8640,2CXO J023240.8+612729,4.187500000000152,0,0,0,38.17000914522964,61.458222736277314,0,STAR,0.9981104646926392,,0.0,20871,20866,38.1699,61.4582
0.165437,8641,2CXO J023240.9+612748,5.634314469986077,0,0,0,38.17052616897621,61.463458913436526,0,STAR,0.9996127940540004,,0.0,20872,20867,38.170429999999996,61.46346
0.249955,8642,2CXO J023241.1+613156,2.7777777777778043,0,0,0,38.17126105062425,61.53238884185316,0,STAR,0.7057967604988752,,0.0,20876,20871,38.171279999999996,61.53232
0.203617,8643,2CXO J023241.5+612553,5.973971885240438,0,0,0,38.17293701575443,61.431625914269574,0,STAR,0.9999412297323432,,0.0,20878,20873,38.17283,61.43165
0.450494,8644,2CXO J023241.5+612616,2.111111111111147,0,0,0,38.17332821999878,61.43801126511895,0,STAR,0.9835186320396112,,10.0,20879,20874,38.1731,61.43795
0.170733,8645,2CXO J023241.5+612655,2.9189189189189952,0,0,0,38.17324645712392,61.448859769510705,0,STAR,0.9981426749886472,,0.0,20880,20875,38.17317,61.448890000000006
0.156111,8647,2CXO J023242.1+612716,9.575173827991849,0,0,0,38.17548069072944,61.454638463546594,0,YSO,0.7145473948323418,,0.0,20884,20879,38.17539,61.454640000000005
0.829762,8647,2CXO J023242.1+612716,9.575173827991849,0,0,0,38.17548069072944,61.454638463546594,0,YSO,0.7145473948323418,,0.0,20881,20876,38.1751,61.45478000000001
0.171995,8648,2CXO J023242.1+613105,6.489064013882851,0,0,0,38.17542501028356,61.518202683155614,0,STAR,0.9997158456605264,,0.0,20883,20878,38.17538,61.518159999999995
0.187959,8649,2CXO J023242.4+612736,2.864864864864862,0,0,0,38.176715115371216,61.46017429226802,0,YSO,0.9178820253785503,,10.0,20886,20881,38.17662,61.4602
0.896709,8652,2CXO J023242.7+612134,2.5405405405405155,0,0,0,38.17794854998005,61.3595362368653,0,STAR,0.9876768766655728,,10.0,20892,20887,38.17843,61.35963
0.270792,8653,2CXO J023242.9+612702,2.7222222222222583,0,0,0,38.179133143752104,61.45081264075355,0,STAR,0.9942596491984836,,0.0,20893,20888,38.178979999999996,61.45083
0.455857,8654,2CXO J023243.0+613250,3.2941176470588345,0,0,0,38.17949551556779,61.54747131426553,0,YSO,0.3599798242971906,,0.0,20894,20889,38.17926,61.54753
0.141930,8655,2CXO J023243.2+612804,4.888888888889006,0,0,0,38.18015128719177,61.46792684059327,0,STAR,0.9999932042594348,,0.0,20899,20894,38.18007,61.46791999999999
0.358694,8656,2CXO J023243.2+613335,4.8333333333335045,0,0,0,38.180155844791216,61.559906241260116,0,STAR,0.9971353388961128,,10.0,20900,20895,38.180209999999995,61.55981
0.161042,8657,2CXO J023243.7+612728,10.48744444925848,0,0,0,38.18232101517708,61.45778951467676,0,STAR,0.9971773108361668,,0.0,20906,20901,38.18223,61.4578
0.229469,8658,2CXO J023244.0+612523,2.1666666666666665,0,0,0,38.18359096210361,61.42314691253448,0,STAR,0.9895551919925196,,0.0,20909,20904,38.183609999999994,61.42321
