angDist,col1,name,significance,var_flag,streak_src_flag,pileup_flag,ra,dec,conf_flag,class,prob,var_inter_index_b,var_intra_index_b,col1,recno,RAJ2000,DEJ2000
0.198447,248730,2CXO J180414.0-242652,11.409353379274668,1,0,0,271.0586789817657,-24.44801055084769,0,YSO,0.8451372404237579,8.75,3.0,6784,6769,271.05872,-24.44797
0.296844,248731,2CXO J180414.2-241640,16.863034958062027,1,0,0,271.05953068611353,-24.27793087425253,0,STAR,0.9995659881251316,10.0,10.0,6793,6778,271.05958,-24.278
0.146360,248732,2CXO J180414.2-242239,5.807896826323395,1,0,0,271.05946226811807,-24.377771856377873,0,YSO,0.7786039311342766,0.0,1.0,6792,6777,271.05949,-24.37774
0.116265,248733,2CXO J180414.8-241805,4.105263157894846,1,0,0,271.06188696761524,-24.301501665337423,0,YSO,0.9996423653855692,6.25,2.0,6816,6801,271.06188,-24.301470000000002
0.439899,248734,2CXO J180414.8-242355,7.454080193594493,1,0,0,271.0616961277141,-24.398821764083962,0,STAR,0.9708579018921326,7.5,7.0,6813,6798,271.06183,-24.39883
0.062251,248735,2CXO J180415.0-242416,7.421560417425552,1,0,0,271.0626589468076,-24.4044888538466,0,STAR,0.9336168065161689,6.25,2.0,6821,6806,271.06264,-24.40449
0.464649,248736,2CXO J180415.4-242309,7.405004176023025,1,0,0,271.0645243205548,-24.385971591680544,0,STAR,0.6676262943289843,10.0,8.0,6831,6816,271.06451,-24.3861
0.196162,248737,2CXO J180415.8-242507,14.263550540993394,1,0,0,271.06601559660044,-24.418760746744837,0,YSO,0.6803875653367636,5.0,8.0,6848,6833,271.06599,-24.41881
0.948742,248738,2CXO J180415.9-242034,2.883720930232508,1,0,0,271.0665303754331,-24.343025199184734,0,YSO,0.8642853520657331,7.5,8.0,6852,6836,271.06625,-24.34309
0.121036,8223,2CXO J022637.2+614846,3.636363636363523,0,0,0,36.65512517241178,61.8129085598528,0,STAR,0.9072842604490741,,5.0,20179,20167,36.65518,61.81293
0.076343,248739,2CXO J180416.2-242324,10.594196330167957,1,0,0,271.0675073080206,-24.390047778897124,0,STAR,0.8143266082755339,0.0,6.0,6860,6844,271.06752,-24.39003
0.344425,248740,2CXO J180416.5-241738,12.557430170655296,1,0,0,271.06914579285217,-24.294108492640238,0,STAR,0.98462134628364,6.25,2.0,6873,6857,271.06925,-24.29412
0.218543,248741,2CXO J180416.5-242246,4.94444444444416,1,0,0,271.0689192168257,-24.379474903485928,0,YSO,0.9951824943606636,8.75,6.0,6869,6853,271.06897999999995,-24.37945
0.519242,248742,2CXO J180417.3-242040,2.1666666666666146,1,0,0,271.07217374442644,-24.344523163212664,0,YSO,0.964608106073898,6.25,0.0,6883,6867,271.07232999999997,-24.3445
0.939909,248743,2CXO J180417.6-241816,10.09076695509366,1,0,0,271.07374059763185,-24.30449121349584,0,YSO,0.7846849569795579,10.0,0.0,6893,6877,271.07401,-24.304579999999998
0.024374,248745,2CXO J180417.9-241927,2.1578947368420613,1,0,0,271.0748967262964,-24.324187123847903,0,YSO,0.9604709362063584,6.25,6.0,6900,6884,271.07489,-24.324189999999998
0.448103,248746,2CXO J180418.1-242438,5.085714285714602,1,0,0,271.07578603865767,-24.410804363603845,0,YSO,0.7257235529880048,8.75,6.0,6903,6887,271.07583999999997,-24.41069
0.486877,248747,2CXO J180418.8-242728,8.345642432197764,1,0,0,271.07841427828566,-24.45781538245409,0,STAR,0.5057686808537639,0.0,6.0,6920,6904,271.0784,-24.45795
0.349112,248748,2CXO J180431.0-241614,7.784889246290962,1,0,0,271.129172052709,-24.270635384440478,0,YSO,0.9699499703150092,10.0,9.0,7349,7332,271.12924,-24.27071
0.504222,248749,2CXO J180432.4-242017,2.5555555555555505,1,0,0,271.1350973336106,-24.33815360578589,0,YSO,0.999564423997356,6.25,6.0,7389,7371,271.13525,-24.33817
0.208313,248750,2CXO J180433.3-242411,4.666666666666666,1,0,0,271.13907331306643,-24.403205098959425,0,STAR,0.8012761388127096,,2.0,7406,7390,271.13901,-24.40321
0.525298,248751,2CXO J180436.0-241817,3.000000000000219,1,0,0,271.15038575819585,-24.304843218415666,0,YSO,0.9999563883044412,6.25,6.0,7462,7446,271.15033,-24.30498
0.163205,248752,2CXO J180436.1-242000,9.110987392772874,1,0,0,271.15053279747997,-24.33356989698057,0,STAR,0.996538732045308,,0.0,7463,7447,271.15057,-24.3336
0.576713,248753,2CXO J180436.6-242130,2.1052631578947367,1,0,0,271.15285506872584,-24.358545072890376,0,YSO,0.7400019568342378,,0.0,7473,7457,271.15292999999997,-24.35869
0.223393,248754,2CXO J180436.9-242151,4.457142857142649,1,0,0,271.1539558463889,-24.36418235534536,0,STAR,0.8596638653371784,,0.0,7477,7461,271.15401,-24.36422
0.653294,248755,2CXO J180437.1-242400,4.2222222222224906,1,0,0,271.1548154676569,-24.400181511735077,0,STAR,0.969294853333034,,8.0,7483,7467,271.155,-24.40025
0.449385,248756,2CXO J180437.8-242553,2.722222222222434,1,0,0,271.15770996137417,-24.43157225878337,0,YSO,0.8806454564867221,5.0,6.0,7489,7473,271.15765,-24.43146
0.356573,248757,2CXO J180438.0-242616,3.875000000000155,1,0,0,271.15843389954955,-24.43798730849088,0,YSO,0.8381800961714326,6.25,6.0,7493,7477,271.15836,-24.43806
0.396327,8271,2CXO J022651.0+615027,3.0555555555555,0,0,0,36.71250680389892,61.84105848822832,0,YSO,0.8275368046811977,,0.0,20342,20331,36.71235,61.84114
0.138031,248758,2CXO J180438.1-242046,11.571120696720538,1,0,0,271.15909704375053,-24.346277864760786,0,STAR,0.9951115103933768,,9.0,7495,7479,271.15912000000003,-24.34631
0.136627,248760,2CXO J180438.9-242533,31.53878052908225,1,0,0,271.1622605707199,-24.42587328868505,0,STAR,0.9777430807826292,,10.0,7504,7488,271.16225,-24.425910000000002
0.148524,248761,2CXO J180441.8-242349,8.513506893010689,1,0,0,271.1743446348713,-24.39694895970193,0,STAR,0.8593696387873576,6.25,2.0,7563,7546,271.17434,-24.39699
0.297814,248762,2CXO J180441.8-242840,8.19111612397696,1,0,0,271.1743226829881,-24.47797808326613,0,YSO,0.9370083937489938,10.0,10.0,7562,7545,271.17431,-24.47806
0.923362,248763,2CXO J180442.5-241654,2.2105263157894024,1,0,0,271.17711541978724,-24.281835160126036,0,YSO,0.5950900634338101,0.0,,7574,7557,271.17685,-24.28175
0.256266,8279,2CXO J022655.1+615145,2.22857142857144,0,0,0,36.72986127788477,61.862507216148316,0,STAR,0.9541225944098848,,0.0,20362,20351,36.72976,61.862559999999995
0.078992,248764,2CXO J180443.4-242212,15.417177959878757,1,0,0,271.18089938765894,-24.37005030178564,0,YSO,0.9559932313244852,10.0,8.0,7586,7569,271.18091,-24.370070000000002
0.165393,248768,2CXO J180445.5-242520,5.8545209674569865,1,0,0,271.18993606821584,-24.422413550721732,0,YSO,0.9997595849138116,8.75,10.0,7627,7609,271.18992000000003,-24.42237
0.694185,248770,2CXO J180447.9-242348,7.834955990416219,1,0,0,271.199922675362,-24.396907186130303,0,STAR,0.9184811336762404,6.25,0.0,7658,7640,271.19992,-24.3971
0.518521,248771,2CXO J180448.4-242300,2.9142857142855414,1,0,0,271.2016776946449,-24.38336016764727,0,YSO,0.9975185583473382,0.0,7.0,7664,7646,271.20178,-24.383470000000003
0.160630,8297,2CXO J022700.8+615225,9.353270892582106,0,0,0,36.75341730685608,61.873742768254395,0,PULSAR,0.8752309727265976,,0.0,20404,20393,36.75333,61.87376
0.797313,248773,2CXO J180451.1-242632,6.911328782067982,1,0,0,271.2130705849047,-24.44248852471472,0,YSO,0.9904387550923068,10.0,6.0,7701,7685,271.21307,-24.44271
0.293405,248774,2CXO J180456.2-242036,9.541271439383268,1,0,0,271.2345199665983,-24.343511501313248,0,STAR,0.7535371528888678,10.0,5.0,7751,7734,271.23452000000003,-24.343429999999998
0.167074,8299,2CXO J022701.5+615219,3.87499999999997,0,0,0,36.75653788626817,61.87215507658669,0,STAR,0.8656921049854726,,0.0,20411,20400,36.756440000000005,61.87216
0.227481,8300,2CXO J022701.8+615209,2.486486486486549,0,0,0,36.75776841801053,61.86927875675851,0,LMXB,0.5119923638860153,,10.0,20413,20402,36.757690000000004,61.869330000000005
0.630530,248775,2CXO J180456.6-241750,3.696969696969592,1,0,0,271.2359366506949,-24.29733685490479,0,YSO,0.9177111135499704,3.75,6.0,7752,7735,271.2358,-24.29746
0.189990,8303,2CXO J022702.7+615212,2.7027027027027044,0,0,0,36.761271381382244,61.870055249075754,0,PULSAR,0.3538561387586545,,0.0,20418,20409,36.76116,61.87005
0.105089,8304,2CXO J022702.9+615230,2.7027027027026724,0,0,0,36.762185515061496,61.875143187316205,0,STAR,0.4043475803132717,,0.0,20421,20412,36.762209999999996,61.87517
0.292346,8305,2CXO J022703.3+615211,3.75757575757564,0,0,0,36.763895271036574,61.869892866501075,0,YSO,0.8122823927776739,,10.0,20423,20414,36.763729999999995,61.86987
0.148402,8306,2CXO J022703.3+615231,11.054535645571251,0,0,0,36.76389192587703,61.87544558202382,0,STAR,0.9193863191673184,,0.0,20424,20415,36.76381,61.87546
0.108099,8307,2CXO J022703.5+615144,4.062500000000121,0,0,0,36.764942312568905,61.862402881888244,0,YSO,0.3172905963787647,,0.0,20426,20417,36.76489,61.86241999999999
0.023673,8308,2CXO J022703.5+615244,2.6111111111110783,0,0,0,36.764850834036174,61.87912585697173,0,YSO,0.7614746609572801,,10.0,20425,20416,36.76484,61.87913
0.599577,8309,2CXO J022703.8+615211,2.8333333333332997,0,0,0,36.76609377396193,61.869761129865154,0,STAR,0.36988813417164335,,0.0,20429,20420,36.76587,61.869890000000005
0.118101,8310,2CXO J022703.8+615224,6.147343171891228,0,0,0,36.766038735412224,61.87356487537345,0,STAR,0.993083962125783,,0.0,20430,20421,36.76597,61.873569999999994
0.238872,8311,2CXO J022704.2+615254,4.000000000000421,0,0,0,36.767738237396884,61.88191257907133,0,YSO,0.9002096950932154,,0.0,20433,20424,36.7676,61.8819
0.043503,8312,2CXO J022704.3+615114,4.062499999999831,0,0,0,36.768225559146906,61.853890811499326,0,STAR,0.5695092890275695,,0.0,20436,20427,36.7682,61.85389
0.205392,8313,2CXO J022704.3+615247,3.314285714286036,0,0,0,36.76798072294321,61.87976581518542,0,STAR,0.5365896448254913,,0.0,20435,20426,36.76786,61.87976999999999
0.045090,8314,2CXO J022704.4+615141,2.9714285714286435,0,0,0,36.76860782424626,61.86144071493269,0,STAR,0.9648699030705084,,0.0,20437,20428,36.76859,61.86145
0.198922,8315,2CXO J022704.7+615227,7.755719001404782,0,0,0,36.76996988643497,61.87441923214178,0,STAR,0.9990987533774908,,0.0,20440,20431,36.769859999999994,61.8744
0.156793,8320,2CXO J022705.8+615310,2.2631578947368407,0,0,0,36.77424898492353,61.88625096416517,0,YSO,0.6254689805828483,,0.0,20449,20440,36.77433,61.886230000000005
0.187819,8321,2CXO J022705.9+615229,8.21378025736662,0,0,0,36.77472067456631,61.87488002828306,0,STAR,0.9431194879142094,,0.0,20450,20441,36.774609999999996,61.874880000000005
0.123773,8323,2CXO J022706.3+615312,2.5945945945946054,0,0,0,36.77632270548293,61.886702887175986,0,YSO,0.6668770410148145,,10.0,20459,20450,36.77625,61.8867
0.339868,8327,2CXO J022707.1+615129,1.8378378378378089,0,0,0,36.77999102364936,61.85820028606754,0,ULX,0.30230225111095754,,,20473,20464,36.77981,61.85816
0.128604,8331,2CXO J022709.2+615236,5.411764705882397,0,0,0,36.788481825290326,61.87694139880554,0,STAR,0.8703812084221783,,0.0,20490,20481,36.78841,61.87693
0.300872,8332,2CXO J022709.3+615232,2.7222222222224204,0,0,0,36.78894526645252,61.875767383688434,0,YSO,0.5311082795247083,,5.0,20491,20482,36.78877,61.875780000000006
0.178975,8337,2CXO J022710.7+614947,3.2222222222220425,0,0,0,36.79475608429976,61.8298096522929,0,STAR,0.9379329807141455,,5.0,20499,20490,36.79466,61.82983
0.235030,8341,2CXO J022711.6+615251,3.5882352941172706,0,0,0,36.798356281269946,61.88095169522904,0,YSO,0.6147620950900471,,10.0,20505,20496,36.79822,61.88094
0.091922,8344,2CXO J022711.8+615152,3.58823529411731,0,0,0,36.79952620761196,61.86463101419509,0,STAR,0.9775279872080096,,0.0,20507,20498,36.799490000000006,61.86465
0.437711,8367,2CXO J022717.7+615145,3.4285714285712467,0,0,0,36.82390192586411,61.86266811214926,0,STAR,0.9343807806390029,,5.0,20543,20535,36.823679999999996,61.862730000000006
0.169267,8369,2CXO J022718.3+615306,2.971428571428583,0,0,0,36.82644119040327,61.88501652780535,0,STAR,0.8311334610373222,,0.0,20544,20536,36.82654,61.88501
