id_x,ra,dec,star_flag,spec_type,phot_type
lid_1564,150.519539,1.560907,0,-9,2
lid_1565,150.547104,1.618445,0,2,2
lid_1566,150.550546,1.708916,0,1,1
lid_1567,150.554748,1.581546,0,-9,3
lid_1568,150.561316,1.637959,0,-9,3
lid_1569,150.569893,1.623565,0,2,2
lid_157,150.428138,2.676181,0,2,2
lid_1570,150.581867,1.680599,0,-9,2
lid_1571,150.58736,1.668632,0,-9,3
lid_1572,150.605736,1.482873,0,-9,3
lid_1573,150.606037,1.648348,0,-9,3
lid_1574,150.611386,1.680934,0,2,2
lid_1575,150.616448,1.559786,0,-9,3
lid_1576,150.620376,1.595584,0,2,2
cid_313,149.78187,2.139206,0,1,2
cid_3134,149.99674,2.120213,0,2,3
cid_314,149.79175,2.086034,0,2,3
cid_3147,149.74253,2.083521,0,-99,3
cid_315,149.79304,2.111527,0,-9,3
cid_316,149.79722,2.149346,0,-99,3
cid_3164,149.79377,2.103296,0,2,3
cid_3165,149.79831,2.075054,0,-9,3
cid_317,149.80352,2.140772,0,-9,1
cid_3171,149.82401,1.97802,0,2,3
cid_3175,149.83776,2.027733,0,-9,1
cid_3178,149.85055,2.083272,0,2,3
cid_318,149.80634,2.145487,0,-9,3
cid_3189,149.87418,2.071464,0,2,3
cid_319,149.82151,2.152054,0,2,2
cid_32,150.29122,2.291028,0,-9,1
cid_320,149.82792,2.164391,0,1,1
cid_3205,149.536686,2.000279,1,0,5
cid_321,149.596069,2.220009,1,0,5
cid_3211,149.598429,2.200441,0,-99,3
cid_3216,149.6188,2.220516,0,-9,3
cid_322,149.624088,2.180707,0,1,1
cid_3223,149.620788,2.181057,0,-9,3
cid_3227,149.638656,2.18294,0,-9,3
cid_3228,149.643578,2.09664,0,-99,3
cid_323,149.638066,2.149603,0,2,3
cid_3232,149.663061,2.151559,1,0,5
cid_3234,149.67307,2.078759,0,-9,2
cid_324,149.668011,2.135341,0,2,2
cid_3242,149.71125,2.145203,0,1,1
cid_3243,149.71316,2.040902,1,0,5
cid_3244,149.72097,2.163657,0,-9,3
cid_3247,149.73017,2.070855,0,2,3
cid_325,149.669522,2.167714,0,2,3
cid_326,149.681633,2.239783,0,-99,3
cid_327,149.68681,2.183465,0,2,3
cid_3270,150.201729,1.723575,0,-99,3
cid_328,149.734072,2.219346,0,-9,3
cid_3282,150.254524,1.692381,0,2,3
cid_3284,150.260699,1.738723,0,-9,3
cid_1521,149.87023,2.335267,0,2,3
cid_1522,149.97445,2.315055,0,2,3
cid_1523,150.02007,2.382653,0,-99,3
cid_1528,149.93043,2.522435,0,-9,3
cid_153,150.163675,2.597728,0,1,1
cid_1531,149.95,2.556269,0,2,3
cid_1533,150.3328,2.426524,0,-9,3
cid_1534,149.99061,2.464341,0,2,3
cid_1535,150.11889,2.45717,0,2,3
cid_1538,150.26392,1.777391,0,-9,3
cid_154,150.179888,2.621421,0,-9,3
cid_1541,149.86812,2.218683,0,2,3
cid_1542,149.89472,2.208164,0,2,3
cid_1546,149.82718,2.35069,0,-9,3
cid_1547,149.84961,2.343147,0,-99,1
cid_1548,150.005845,2.29523,0,2,3
cid_1549,149.93155,2.351857,0,-9,-99
cid_155,149.77637,1.940249,0,1,1
cid_1550,149.95333,2.385581,0,-9,3
cid_1551,149.90221,2.327111,0,-99,1
cid_1555,149.89873,2.466681,0,2,3
cid_1556,149.87111,2.468936,0,-9,3
cid_1559,150.36461,2.332488,0,2,3
cid_156,149.66884,1.996794,0,2,3
cid_1560,150.532402,2.37632,1,0,5
cid_1563,150.555486,2.369028,0,-99,1
cid_1567,150.588225,2.375036,0,2,3
cid_1569,150.595782,2.365338,0,2,3
cid_157,149.67513,1.982823,0,1,1
cid_1570,150.599601,2.398102,0,1,1
cid_1572,150.604894,2.358634,0,-9,3
cid_1574,150.605604,2.437157,0,-99,2
cid_1577,150.616271,2.357598,0,-9,3
cid_1579,150.620131,2.40388,0,-9,1
cid_158,149.67885,2.023838,0,-9,3
cid_1581,150.62838,2.414759,0,2,3
cid_1582,150.63012,2.454699,0,2,3
cid_1583,150.634255,2.383204,0,2,3
cid_1584,150.635656,2.376909,0,-9,3
cid_1586,150.638928,2.464424,0,2,2
cid_1588,150.647468,2.418359,0,-9,1
lid_2881,150.715914,1.769152,0,-9,1
lid_427,150.397782,2.796479,0,-9,3
lid_4272,149.92657,2.699257,0,-9,3
lid_428,150.39918,2.886538,0,-9,3
lid_4280,149.748936,2.908729,0,-9,-99
lid_429,150.401617,2.790874,0,1,1
lid_4294,149.874965,2.985396,0,-9,-99
lid_430,150.402179,2.884383,0,1,1
lid_4306,149.777027,2.756844,0,-1,3
lid_431,150.405503,2.92981,0,-9,3
lid_432,150.409363,2.8945,0,-9,-99
lid_4320,149.631087,2.406599,0,-9,3
lid_4325,149.792764,2.423027,0,2,3
lid_4329,149.574841,2.195258,0,-9,3
lid_433,150.40991,2.791647,0,-9,3
lid_4339,149.513229,2.232822,0,-9,3
lid_434,150.42084,2.798395,0,-9,3
lid_4343,149.550041,2.21314,0,-9,3
lid_4344,149.564447,2.19306,0,2,2
lid_4345,149.565281,2.158488,0,2,3
lid_435,150.424534,2.824404,0,2,2
lid_4351,149.703275,2.130153,0,-9,3
lid_4354,149.47795,2.132651,0,-9,3
lid_4356,149.496472,2.065501,0,2,3
lid_436,150.436626,2.9454,0,-9,3
lid_4363,149.586384,1.990123,0,-9,3
lid_4369,149.554052,2.70584,0,-9,3
lid_437,150.447385,2.899193,0,1,1
lid_4377,149.441203,2.485232,0,-9,3
lid_438,150.449454,2.947611,0,-9,3
lid_4380,149.56625,2.408907,0,-9,1
lid_439,150.49575,2.800727,0,-9,3
lid_4390,149.434922,2.898623,0,-9,3
lid_4393,149.469047,2.756363,0,-9,3
lid_4395,149.473231,2.918012,0,-9,-99
lid_4398,149.526494,2.779768,0,-9,3
lid_440,150.542756,2.605881,0,-1,3
lid_4405,149.299857,2.579447,0,-9,-99
lid_441,150.55492,2.640979,0,1,1
lid_442,150.588872,2.610386,0,-9,3
lid_4431,149.863224,2.550944,0,-9,1
lid_444,150.597323,2.617887,0,1,1
lid_445,150.625195,2.577096,0,-9,-99
lid_4456,149.666295,2.222194,0,2,2
lid_446,150.625731,2.56191,0,2,2
lid_332,150.236685,2.813706,0,1,1
lid_611,149.847438,2.569199,0,2,3
lid_612,149.602125,2.392797,0,1,1
lid_613,149.602848,2.32985,0,2,3
lid_6131,149.90441,1.868978,0,-9,3
lid_614,149.609113,2.388219,0,-9,3
lid_615,149.612273,2.380693,0,-9,3
lid_616,149.623155,2.384707,0,-9,3
lid_617,149.625352,2.349152,0,2,3
lid_618,149.631806,2.371657,0,1,1
lid_619,149.634528,2.35832,0,-9,3
lid_6191,149.917361,1.503002,0,-9,-99
lid_620,149.646175,2.388102,0,1,1
lid_6208,150.331244,1.806618,0,-9,3
lid_622,149.662068,2.396974,0,2,2
lid_623,149.667739,2.381493,0,1,3
lid_629,149.724779,2.456887,0,2,3
lid_632,149.555342,2.374467,0,-9,3
lid_633,149.572351,2.262828,0,2,2
lid_634,149.596916,2.248851,0,-9,3
lid_635,149.603949,2.326037,0,-2,1
lid_636,149.606872,2.341735,0,1,1
lid_637,149.611566,2.353861,0,2,3
lid_638,149.612536,2.263854,0,1,2
lid_639,149.617471,2.215637,0,2,2
lid_644,149.657566,2.322643,0,2,3
lid_651,149.724557,2.26763,0,2,3
lid_652,149.449785,2.142616,0,-9,2
lid_653,149.473486,2.129848,0,-9,3
lid_654,149.478142,2.119915,0,2,2
lid_655,149.480467,2.128919,0,-9,3
lid_656,149.483372,2.126001,0,-1,3
lid_657,149.505981,2.185377,0,1,1
lid_658,149.510102,2.109409,0,-9,3
lid_659,149.518377,2.100118,0,1,1
lid_660,149.529914,2.222156,0,-1,1
lid_661,149.539332,2.092324,0,-1,3
lid_662,149.539073,2.182657,0,2,3
lid_663,149.541314,2.182718,0,1,1
lid_665,149.559463,2.180956,0,2,3
lid_667,149.571231,2.107158,0,-9,3
lid_672,149.611017,2.137613,0,-9,3
lid_673,149.621016,2.079521,0,2,3
lid_2833,150.554831,1.904622,0,-9,1
lid_4053,150.190564,2.653626,0,-9,3
lid_4059,150.237489,2.63718,0,-9,3
lid_406,150.492963,2.792976,0,-9,3
lid_407,150.497548,2.916786,0,-9,1
lid_4077,149.920635,2.662707,0,-9,3
lid_4078,149.953147,2.71894,0,-9,3
lid_408,150.500158,2.892805,10,-9,5
lid_4086,150.814568,2.433407,0,-9,3
lid_409,150.511478,2.850691,1,0,5
lid_4090,150.789385,2.622295,0,-9,3
lid_410,150.514404,2.810045,0,1,1
lid_4103,150.479692,2.627938,0,-9,3
lid_4109,150.234443,2.63583,0,-9,3
lid_411,150.530439,2.843878,0,1,1
lid_4112,150.394355,2.717842,0,2,3
lid_412,150.538576,2.855335,0,-9,3
lid_4124,149.979802,2.751354,0,-9,3
lid_4129,150.08394,2.724185,0,-9,3
lid_413,150.544676,2.89474,0,-9,3
lid_4138,150.196371,2.923116,0,-9,1
lid_414,150.577033,2.767717,0,1,1
lid_4141,149.930596,2.957826,0,-9,3
lid_4148,150.058298,2.938208,0,-9,3
lid_415,150.298077,2.87882,0,-9,3
lid_4150,150.431451,2.816424,0,-9,3
lid_416,150.312656,2.961889,0,-9,3
lid_417,150.313783,2.803569,0,1,1
lid_4170,150.343535,2.748543,0,-9,3
lid_418,150.326471,2.855596,0,-9,3
lid_4182,150.427868,2.814879,0,-9,3
lid_4188,150.501717,2.840888,0,-9,3
lid_419,150.349631,2.943744,0,1,1
lid_420,150.350404,2.826868,0,2,2
lid_421,150.361844,2.779134,0,1,1
lid_4213,150.508452,2.667152,0,2,3
lid_422,150.366571,2.789342,0,-9,3
lid_423,150.367309,2.872722,0,-1,3
lid_4232,150.657263,2.742184,0,2,3
lid_4235,150.680326,2.820795,0,-9,3
lid_424,150.374561,2.952495,0,-9,3
lid_4240,150.713297,2.713649,0,-9,3
lid_425,150.378926,2.860019,0,-9,-99
lid_426,150.397742,2.901743,0,1,1
cid_1183,150.414074,2.109308,0,-9,3
cid_1184,150.420932,2.11249,0,-99,1
cid_1185,150.424734,1.969511,0,2,3
cid_1186,149.93581,2.44059,0,1,1
cid_1187,149.86789,2.351862,0,1,3
cid_1188,149.90375,2.386502,0,2,3
cid_1189,149.83903,2.407744,0,2,3
cid_119,150.299758,2.507045,0,1,1
cid_1190,149.86426,2.355104,0,2,3
cid_11905,150.368579,1.992343,1,0,5
cid_1191,149.87012,2.351969,0,2,1
cid_1192,149.88521,2.372808,0,-9,3
cid_11938,150.179001,2.009094,0,-9,-99
cid_1194,149.88096,2.450894,0,1,1
cid_1195,149.83951,2.460629,0,-99,3
cid_1196,149.8761,2.381799,0,1,3
cid_1197,149.89429,2.433144,0,1,1
cid_1198,149.83697,2.344048,0,-99,3
cid_1199,149.8422,2.267534,0,-99,3
cid_12,149.680722,2.268216,0,2,3
cid_120,150.323719,2.552667,0,2,1
cid_1201,149.86954,2.357775,0,-9,3
cid_12011,149.962006,2.21022,0,2,3
cid_1202,149.87752,2.338686,0,-9,1
cid_1203,149.91552,2.303892,0,-99,3
cid_1204,149.96242,2.320597,0,1,3
cid_1205,150.01069,2.333001,0,2,2
cid_1206,150.02247,2.409404,0,-9,3
cid_1207,150.06711,2.372429,0,2,3
cid_1209,149.88172,2.367953,0,-9,2
cid_121,150.19174,2.543933,0,-9,1
cid_1210,149.95351,2.383134,0,1,2
cid_1211,149.82375,2.385445,0,2,3
cid_1212,149.99135,2.260013,0,-9,3
cid_1213,150.00075,2.251358,0,-9,3
cid_1214,150.03681,2.35853,0,-9,3
cid_12145,150.454704,1.857056,0,2,3
cid_1215,150.06457,2.329034,0,1,1
cid_1216,150.02013,2.353847,0,-99,1
cid_1217,150.02959,2.323814,0,-9,2
cid_494,150.487189,2.016369,0,-99,3
cid_385,150.370967,1.953219,0,1,3
cid_386,150.37904,1.876087,0,-9,3
cid_387,150.37925,1.95924,0,2,3
cid_388,150.381329,1.932636,0,-9,3
cid_389,150.386735,1.966604,0,1,1
cid_39,150.26751,2.055629,0,-99,3
cid_390,150.392388,1.875707,0,2,1
cid_391,150.4009,1.911953,0,1,1
cid_392,150.402012,1.878703,0,-9,3
cid_393,150.40784,1.867606,0,-9,1
cid_394,150.415781,1.967812,0,-99,3
cid_395,150.420759,1.945327,0,1,1
cid_396,150.424855,1.900258,0,-9,3
cid_397,150.426012,1.888834,1,0,5
cid_398,150.429053,1.911677,0,-99,1
cid_399,150.431091,1.93526,0,1,1
cid_40,150.19974,2.190907,0,1,1
cid_400,150.440048,1.855885,0,1,1
cid_401,150.467617,1.935767,0,2,3
cid_402,149.86811,2.304906,0,-99,3
cid_403,149.89538,2.239538,0,1,1
cid_404,149.77132,2.258395,0,1,1
cid_405,149.77904,2.232796,0,2,3
cid_406,149.80396,2.288103,0,-9,1
cid_407,149.80849,2.313858,0,-9,3
cid_408,149.81699,2.236046,0,-9,2
cid_409,149.82171,2.254722,0,2,3
cid_41,150.1704,2.121475,0,2,3
cid_410,149.82363,2.228306,0,1,1
cid_411,149.834,2.308836,0,2,3
cid_412,149.85904,2.258262,0,-99,3
cid_413,149.86968,2.294064,0,1,1
cid_414,149.89193,2.285167,0,2,3
cid_415,149.90174,2.270789,0,2,2
cid_416,149.8129,2.345492,0,1,1
cid_417,149.700896,2.402589,0,1,2
cid_418,149.743926,2.249842,0,1,2
cid_419,149.77152,2.281415,0,-9,3
cid_42,150.1798,2.11034,0,1,1
cid_763,150.29476,2.034714,0,2,3
cid_764,150.30494,2.052568,0,2,3
cid_765,150.37378,2.131354,0,2,3
cid_766,150.37806,2.113023,1,0,5
cid_768,150.43422,2.241682,0,-9,3
cid_769,150.39263,2.270181,0,1,1
cid_77,150.15018,2.475207,0,2,3
cid_774,150.23563,2.228908,0,-99,3
cid_776,150.20325,2.38016,0,2,3
cid_777,150.20579,2.451768,0,2,3
cid_778,150.08291,2.304906,0,2,3
cid_779,150.08683,2.281544,0,-9,-99
cid_78,150.15822,2.415393,0,2,3
cid_780,150.14136,2.278196,0,-9,3
cid_781,150.10093,2.419495,0,1,1
lid_289,150.49066,2.634513,0,2,2
lid_2890,150.792985,1.704413,0,-9,3
lid_2891,150.807603,1.870674,0,-1,3
lid_2892,150.865429,1.816136,0,-9,-99
lid_2893,150.652711,1.957892,0,-9,3
lid_2894,150.736496,2.031358,0,-9,3
lid_2895,150.813894,1.968071,0,-9,2
lid_2896,150.817574,1.985607,0,-9,3
lid_2897,150.826881,1.868484,0,-9,1
lid_2898,150.83585,1.905509,0,-9,3
lid_2899,150.843844,1.881325,0,-9,3
lid_290,150.491101,2.700155,0,2,2
lid_2900,150.858383,2.07922,0,-9,3
lid_2901,150.860804,1.91382,0,-9,1
lid_2902,150.892659,1.892991,0,-9,-99
lid_291,150.497688,2.659722,0,1,1
lid_2913,150.593763,2.456998,0,-9,3
lid_2914,150.656283,2.370227,0,-9,3
lid_2915,150.698294,2.445017,0,1,3
lid_2917,150.597099,2.433114,0,-9,1
lid_2918,150.672094,2.445032,0,-9,3
lid_2919,150.682899,2.395034,0,-1,3
lid_292,150.511475,2.639327,0,-9,3
lid_2920,150.6954,2.409883,0,-9,-99
lid_2923,150.807136,2.198396,0,-9,3
lid_2924,150.818813,2.302986,0,-9,3
lid_2925,150.82948,2.405394,0,-9,2
lid_2926,150.891853,2.285945,0,-9,3
lid_2927,149.715641,2.658343,0,-9,3
lid_2928,149.664432,2.489984,0,2,2
lid_293,150.518203,2.521739,0,1,1
lid_2930,149.632543,2.474925,0,-9,3
lid_2931,149.648878,2.442704,0,-9,3
lid_2932,149.662833,2.456691,10,-9,5
lid_2934,149.67413,2.485004,0,-9,-99
lid_2936,149.571608,2.500806,0,-9,3
lid_2937,149.573854,2.597882,0,-9,3
lid_2938,149.615885,2.483106,0,2,3
lid_2939,149.627422,2.49769,1,0,5
lid_3535,150.097454,1.745725,0,-9,3
lid_731,149.380933,2.361678,0,2,1
lid_732,149.39162,2.342261,0,2,3
lid_733,149.393157,2.215983,0,-9,3
lid_734,149.400238,2.27688,0,-9,3
lid_735,149.402233,2.297099,0,2,1
lid_736,149.408429,2.325475,0,1,3
lid_737,149.410225,2.282272,0,1,1
lid_738,149.417062,2.319037,0,1,1
lid_739,149.43265,2.377418,0,2,3
lid_74,150.3346,2.456661,0,2,3
lid_740,149.433469,2.274034,0,2,3
lid_741,149.435888,2.327244,0,2,1
lid_742,149.437664,2.353212,0,-9,3
lid_743,149.441309,2.353485,0,-9,3
lid_744,149.441292,2.287568,0,-1,3
lid_745,149.456076,2.276651,0,2,3
lid_746,149.461199,2.346389,0,-1,3
lid_747,149.462713,2.35683,0,1,1
lid_748,149.466139,2.359547,0,-9,1
lid_749,149.467857,2.339201,0,-1,-99
lid_750,149.486806,2.326406,0,-1,3
lid_751,149.492286,2.41502,0,-9,3
lid_752,149.493146,2.291481,1,0,1
lid_753,149.504167,2.213834,1,0,5
lid_754,149.508732,2.261479,0,2,2
lid_755,149.529904,2.233896,0,-9,3
lid_756,149.532044,2.278731,0,-9,3
lid_757,149.533635,2.244504,0,-9,3
lid_758,149.536868,2.28021,0,1,1
lid_759,149.546032,2.306862,0,2,2
lid_760,149.550851,2.316863,0,1,1
lid_761,149.551932,2.194047,0,2,3
lid_762,149.572929,2.327382,0,1,1
lid_763,149.643439,2.348694,0,1,1
lid_764,149.358622,2.750391,0,-9,1
lid_765,149.366958,2.769064,0,-9,3
lid_766,149.387774,2.721355,0,-9,3
lid_767,149.391703,2.739624,0,-9,2
lid_768,149.421285,2.748697,0,-9,1
lid_769,149.425043,2.758143,0,-9,1
lid_770,149.430598,2.806651,0,1,1
lid_771,149.435666,2.703045,0,-9,3
lid_2132,150.603707,2.686339,0,-9,3
lid_3320,149.633922,2.06603,0,-9,3
lid_3324,149.441562,2.043822,0,-9,3
lid_3327,149.513785,2.044294,0,-9,3
lid_3329,149.527565,2.091478,0,2,3
lid_333,150.251478,2.737264,0,1,1
lid_3331,149.533268,2.032194,0,2,2
lid_3333,149.547031,2.059944,0,-9,-99
lid_3335,149.563954,2.030012,0,2,3
lid_3336,149.583206,2.045656,0,2,3
lid_3337,149.591484,2.036083,0,2,3
lid_3338,149.583342,2.778004,0,-9,3
lid_334,150.254328,2.831868,0,2,3
lid_3343,149.542883,2.375717,0,-9,3
lid_3345,149.340084,2.300424,0,-9,3
lid_3347,149.398552,2.252748,0,-9,3
lid_3349,149.412092,2.410103,0,2,1
lid_335,150.255645,2.770546,0,2,2
lid_3350,149.415292,2.250284,0,-9,1
lid_3351,149.417634,2.265614,0,-9,1
lid_3353,149.479629,2.206855,0,2,3
lid_3354,149.498748,2.301462,0,-9,1
lid_3356,149.504038,2.300291,0,-9,3
lid_3357,149.531815,2.2508,0,-9,3
lid_3358,149.562104,2.305016,0,-1,3
lid_336,150.259729,2.769277,0,2,3
lid_3360,149.441732,2.746492,0,-9,3
lid_3364,149.485059,2.865599,0,-9,3
lid_3365,149.487412,2.754797,0,-9,3
lid_3366,149.490111,2.869155,0,-9,3
lid_3367,149.491878,2.783999,0,-9,3
lid_3369,149.508781,2.84041,0,-9,3
lid_337,150.265836,2.759519,0,1,3
lid_3370,149.596066,2.818871,0,-9,3
lid_3374,149.362486,2.643873,0,-9,3
lid_338,150.270851,2.819966,0,1,1
lid_339,150.277732,2.84565,0,-9,3
lid_340,150.282084,2.821124,0,-9,3
lid_3404,149.791807,2.361858,0,-9,3
lid_3405,149.794998,2.376223,0,-9,3
lid_341,150.295125,2.764657,0,2,3
lid_342,150.308776,2.796388,0,-9,3
lid_3427,149.669068,2.139301,0,-9,3
lid_343,150.000549,2.913508,0,-9,3
lid_1751,150.857019,2.099337,0,-9,3
lid_1578,150.526116,1.829107,0,2,3
lid_1579,150.535681,1.764867,0,1,1
lid_1580,150.571555,1.761263,0,-9,3
lid_1581,150.578379,1.843582,1,0,3
lid_1582,150.585446,1.753397,0,-9,3
lid_1583,150.58595,1.770676,0,-1,3
lid_1584,150.596063,1.787393,0,1,1
lid_1585,150.602764,1.768856,0,-9,3
lid_1586,150.605362,1.753817,0,-9,3
lid_1587,150.605456,1.71271,0,-9,1
lid_1588,150.61243,1.717357,0,-1,3
lid_1589,150.622157,1.757691,0,1,1
lid_1590,150.625716,1.765337,0,1,1
lid_1591,150.625195,1.80295,0,1,1
lid_1592,150.688916,1.756937,0,-1,1
lid_1593,150.539533,1.87357,0,2,2
lid_1594,150.546684,1.871143,1,0,3
lid_1595,150.564073,1.901554,0,2,2
lid_1596,150.581223,1.926902,0,1,1
lid_1597,150.585559,1.938429,0,2,2
lid_1598,150.602533,1.93707,0,-9,3
lid_1599,150.607065,1.934998,0,2,3
lid_1600,150.618119,1.927941,0,-9,3
lid_1601,150.628909,1.922314,10,-9,5
lid_1602,150.630934,1.859236,0,2,2
lid_1603,150.632716,1.878485,0,-9,2
lid_1604,150.634053,1.959828,0,-1,3
lid_1605,150.634232,1.830657,0,-9,-99
lid_1606,150.635753,1.93711,0,-9,3
lid_1607,150.643067,1.836487,0,1,1
lid_1608,150.651851,1.851281,0,-9,3
lid_1609,150.665687,1.909054,0,-9,3
lid_1610,150.697396,1.933703,0,-9,3
lid_1611,150.54088,1.969727,0,2,2
lid_1613,150.597182,2.013412,0,2,3
lid_1614,150.612248,1.994421,0,1,1
lid_1615,150.620035,2.085198,0,-9,3
lid_1616,150.627063,2.032305,0,2,3
lid_1617,150.628929,2.095193,0,-9,3
lid_1618,150.631401,2.002526,0,1,1
lid_1619,150.63175,2.070885,0,2,2
lid_1620,150.637042,2.007489,0,2,2
lid_1621,150.644913,2.035726,0,-1,3
lid_344,150.005895,2.939192,0,-9,1
lid_678,149.420041,2.035319,0,1,1
lid_679,149.433427,1.973649,0,-9,3
lid_680,149.4426,1.953358,0,1,1
lid_681,149.444371,2.119922,0,1,1
lid_682,149.450981,2.074921,0,-9,3
lid_683,149.491462,2.075004,0,2,3
lid_684,149.493988,2.039858,0,2,3
lid_685,149.497836,2.076542,0,1,1
lid_686,149.506738,2.074636,0,1,1
lid_687,149.516276,2.078942,0,-9,3
lid_688,149.519643,2.079267,0,-9,3
lid_689,149.521109,2.079366,0,2,2
lid_69,150.309871,2.466888,0,1,1
lid_696,149.580969,2.006635,0,-9,3
lid_700,149.587998,2.018059,0,-9,3
lid_703,149.575684,2.763295,0,-9,1
lid_704,149.586264,2.72276,0,-9,3
lid_705,149.59016,2.774488,0,1,1
lid_706,149.597677,2.80304,0,-9,3
lid_707,149.609933,2.740912,0,2,2
lid_708,149.62175,2.738217,0,1,1
lid_709,149.622314,2.780125,0,-9,3
lid_710,149.63162,2.817077,0,1,1
lid_711,149.641728,2.740762,0,1,1
lid_712,149.6425,2.725605,0,2,2
lid_713,149.644335,2.560451,0,2,2
lid_714,149.677282,2.733618,0,-9,3
lid_715,149.702413,2.72978,0,-1,3
lid_716,149.423013,2.444704,0,-9,3
lid_717,149.429754,2.389432,0,2,3
lid_718,149.481047,2.400259,0,2,2
lid_719,149.48258,2.403254,0,-9,3
lid_720,149.501715,2.414576,0,1,1
lid_721,149.528932,2.380185,0,1,1
lid_722,149.551741,2.384284,0,2,3
lid_723,149.553471,2.376666,0,-9,3
lid_724,149.554584,2.410871,0,-9,3
lid_725,149.571538,2.403426,0,2,3
lid_726,149.588525,2.343601,0,-9,3
lid_727,149.612699,2.271852,0,1,1
lid_728,149.324096,2.2545,0,-9,1
lid_729,149.349641,2.268721,0,-9,3
cid_1253,150.3772,2.31185,0,2,3
cid_1254,150.37793,2.318184,0,-99,3
cid_1255,150.4114,2.357551,0,2,3
cid_1256,150.36603,2.39957,0,2,3
cid_1257,150.37951,2.351542,0,2,3
cid_1258,150.33385,2.427745,0,-9,1
cid_1259,150.34299,2.344493,0,-9,3
cid_126,150.223951,2.550735,0,1,3
cid_1260,150.37742,2.351543,0,2,3
cid_1261,150.46651,2.2989,0,-9,3
cid_1262,150.39885,2.270903,0,-9,-99
cid_1263,150.42519,2.312089,0,-9,3
cid_12635,150.259995,2.374536,1,0,5
cid_1265,150.4643,2.328006,0,1,3
cid_12650,150.212997,2.18825,0,2,3
cid_1266,150.43084,2.391712,0,-9,-99
cid_1267,150.44986,2.319228,0,-99,3
cid_1268,150.44312,2.292936,0,-99,1
cid_1269,150.54668,2.224207,0,-99,3
cid_127,150.227,2.537518,0,2,3
cid_1270,150.45019,2.388241,0,-9,1
cid_1271,149.89967,2.598257,0,-9,3
cid_1272,149.938281,2.57745,0,2,3
cid_1273,149.98072,2.521471,0,-9,3
cid_1275,150.309976,2.504528,0,-99,-99
cid_1276,150.333246,2.441628,0,-9,3
cid_1278,150.407118,2.478878,0,2,3
cid_1279,150.40577,2.517758,0,2,3
cid_128,150.230672,2.578195,0,1,1
cid_1280,150.412266,2.473724,0,2,3
cid_1281,150.415965,2.525921,0,1,1
cid_1282,150.453617,2.528023,0,1,1
cid_1283,150.464513,2.39648,0,-9,3
cid_1284,150.47336,2.392428,0,1,1
cid_1285,150.35633,2.223985,0,-9,3
cid_1286,150.142,2.265187,0,2,3
cid_1287,150.25458,2.37961,0,-99,3
cid_1288,150.17782,1.889985,0,2,3
cid_1289,150.09073,2.000083,0,2,3
cid_129,150.231947,2.519462,0,2,3
cid_1476,149.9357,1.933038,0,2,3
cid_1477,150.036509,1.821538,0,-9,3
cid_1478,150.08024,1.90001,0,-9,3
cid_1479,150.1675,1.858576,0,2,3
cid_148,150.103616,2.550833,0,2,3
cid_1480,150.08004,1.894033,0,2,3
cid_1482,150.15304,1.880475,0,2,3
cid_1483,150.24326,1.770357,0,-9,3
cid_1484,150.22271,1.781229,0,-9,3
cid_1485,150.19159,1.909949,0,-9,-99
cid_1486,150.21044,1.853844,0,2,1
cid_1488,150.22164,1.748657,0,-99,3
cid_1489,149.75341,2.125738,0,1,1
cid_149,150.103735,2.66589,0,1,1
cid_1490,149.8046,2.118866,0,-9,3
cid_1491,149.71692,2.148879,0,2,3
cid_1493,149.73668,2.146679,0,-9,1
cid_1495,149.91602,2.113336,0,-9,3
cid_1496,149.94314,2.09619,0,2,3
cid_1497,149.91079,2.088578,0,-9,3
cid_1498,149.77358,2.141633,0,2,3
cid_1499,150.0085,2.025797,0,2,3
cid_150,150.126807,2.626658,0,1,1
cid_1500,150.01317,2.029826,0,2,3
cid_1501,150.05428,1.99973,0,2,3
cid_1502,150.18297,1.983381,0,-9,1
cid_1503,150.09493,1.978596,0,2,3
cid_1505,150.09688,2.021498,0,2,3
cid_1506,150.21749,2.005174,0,1,3
cid_1508,150.24871,1.97245,0,2,3
cid_1509,150.31788,2.004926,0,-9,3
cid_151,150.12763,2.571277,0,-9,3
cid_1510,150.27038,1.925276,0,2,3
cid_1511,149.77715,2.263156,0,-99,3
cid_1512,149.90418,2.260393,0,2,3
cid_1513,150.13268,2.16757,0,1,3
cid_1514,150.08617,2.138865,0,-9,3
cid_1516,150.04481,2.144893,0,-9,3
cid_1517,150.04958,2.240336,0,2,3
cid_1518,150.15079,2.191634,0,2,3
cid_152,150.162732,2.622084,0,2,3
cid_1710,149.78431,1.958954,1,0,5
cid_2309,150.434575,2.135847,0,-9,3
cid_231,149.98862,1.932377,0,1,1
cid_2310,150.435315,2.123278,0,-9,3
cid_2313,150.442026,2.155033,0,2,3
cid_2315,150.453379,2.099255,0,-99,1
cid_2319,150.464647,2.126387,0,-9,3
cid_232,149.98864,1.908585,0,2,3
cid_2321,150.489121,2.152371,0,2,3
cid_2323,150.491664,2.11756,0,-9,3
cid_2324,150.493108,2.11547,0,2,3
cid_2325,150.493315,2.092659,0,-9,3
cid_2326,150.494758,1.986319,0,-99,3
cid_2327,150.49649,2.089157,0,2,3
cid_233,149.9928,1.857918,0,2,3
