id_x,ra,dec,star_flag,spec_type,phot_type
lid_527,150.010692,2.991009,0,-9,3
lid_5273,149.77216,2.93191,0,-9,-99
lid_530,149.843507,2.658625,0,-9,1
lid_534,149.888053,2.774101,0,-9,3
lid_535,149.891039,2.807312,10,-9,5
lid_536,149.892815,2.822781,0,-2,1
lid_537,149.895834,2.783674,0,-9,3
lid_538,149.898663,2.811104,0,1,1
lid_540,149.911176,2.789851,0,-9,3
lid_541,149.917098,2.795039,0,-9,3
lid_5415,149.533077,1.950271,0,2,3
lid_542,149.917878,2.793189,0,-9,3
lid_5434,149.921065,1.740656,1,0,5
lid_544,149.932687,2.756195,0,2,2
lid_545,149.941718,2.795533,0,1,1
lid_5457,149.462754,1.67256,0,-9,3
lid_546,149.717038,2.865582,0,1,1
lid_547,149.761225,2.92882,0,-1,3
lid_549,149.784603,2.719345,0,1,1
lid_550,149.793296,2.780942,0,2,2
lid_551,149.795205,2.734649,0,2,3
lid_552,149.801357,2.89886,0,-1,3
lid_553,149.80155,2.824224,0,-9,3
lid_554,149.811951,2.842007,0,2,2
lid_730,149.362915,2.332875,0,-9,1
lid_2133,150.551216,2.764718,1,0,5
lid_2135,150.592095,2.877405,0,-9,3
lid_2137,150.610311,2.640571,0,-9,1
lid_2138,150.638347,2.825137,0,-1,3
lid_2139,150.639647,2.691293,10,-9,5
lid_2141,150.646467,2.662194,0,1,3
lid_2142,150.655153,2.715956,0,-1,3
lid_2143,150.655738,2.681291,0,-9,3
lid_2144,150.661157,2.845278,0,-9,3
lid_2146,150.69997,2.748962,0,-9,2
lid_2148,150.725898,2.827357,0,-9,3
lid_2149,150.729446,2.862615,0,-9,1
lid_215,150.033612,2.765262,0,2,3
lid_2150,150.733756,2.727033,0,-9,-99
lid_2152,150.750652,2.801342,0,-9,1
lid_2153,150.750655,2.743986,0,-9,3
lid_2155,150.784589,2.809277,0,-9,3
lid_2158,150.52886,2.859719,1,0,5
lid_2159,150.537458,2.789223,0,2,2
lid_2160,150.55991,2.828967,0,-9,3
lid_2161,150.564004,2.795311,1,0,5
lid_2162,150.565124,2.741757,0,-9,3
lid_2163,150.607796,2.857924,0,-9,1
lid_2164,150.628632,2.677346,0,-9,1
lid_2166,149.945721,2.923707,0,-1,3
lid_2167,149.948049,3.011097,0,-9,1
lid_2168,149.954656,2.921419,0,-1,3
lid_217,150.038627,2.712619,0,-9,-99
lid_2174,149.845893,2.860521,0,-9,1
lid_2175,149.857881,2.760461,0,-9,3
lid_2176,149.880408,2.752116,0,-9,3
lid_2178,149.891927,2.854012,0,-9,3
lid_2179,149.893454,2.788841,0,-9,3
lid_218,150.041261,2.692033,0,-1,3
lid_2180,149.935351,2.710943,0,-9,3
lid_2182,149.750728,2.86848,0,-9,3
lid_2183,149.757288,2.839842,0,-1,3
lid_2184,149.773153,2.88737,0,-2,1
lid_2185,149.79032,2.751558,0,2,2
lid_2186,149.811053,2.763978,1,0,5
lid_2189,149.849388,2.865705,0,2,3
lid_2190,149.86723,2.831806,0,-9,3
lid_2191,149.874513,2.778091,0,-9,3
lid_2192,149.810755,2.651711,0,-9,-99
lid_2193,149.81711,2.679305,0,2,2
cid_3556,149.588092,1.98845,0,-9,1
cid_356,149.9952,2.006708,0,1,1
cid_3561,149.624139,1.885361,0,-9,1
cid_3562,149.625948,1.981264,0,1,3
cid_3564,149.628353,2.075892,0,-99,3
cid_3566,149.63637,2.020267,0,2,3
cid_3568,149.637695,1.906861,0,2,3
cid_357,149.9917,2.132028,0,1,1
cid_3570,149.640933,2.107726,0,1,3
cid_3576,149.649886,1.865869,0,1,1
cid_3577,149.65053,1.972918,0,-9,3
cid_3579,149.654064,1.861651,0,-9,3
cid_358,150.10517,1.981232,0,1,1
cid_3583,149.66436,1.961688,0,2,3
cid_359,150.11184,1.977519,0,-9,3
cid_36,150.15832,2.139531,0,1,1
cid_360,150.1429,2.050715,0,-9,3
cid_3603,149.766569,1.906655,0,-9,3
cid_3606,150.028418,2.552206,0,-9,-99
cid_361,150.14557,2.043111,0,1,1
cid_3612,150.058035,2.637499,0,-9,3
cid_362,150.19024,2.000229,0,2,3
cid_3625,150.10438,2.546988,0,2,3
cid_3627,150.111533,2.549735,0,-99,1
cid_3629,150.115242,2.582268,0,2,3
cid_363,150.19556,2.004504,0,1,1
cid_3632,150.124148,2.512362,0,-9,3
cid_3635,150.130208,2.611867,0,-9,2
cid_3636,150.13372,2.457497,0,2,1
cid_364,150.19822,1.986368,0,2,3
cid_3641,150.1384,2.466687,0,-9,1
cid_3642,150.138429,2.529403,0,-99,3
cid_3643,150.143358,2.60617,0,2,3
cid_3648,150.15687,2.49704,0,2,3
cid_365,150.28557,2.014617,0,1,1
cid_3650,150.168185,2.615692,1,0,5
cid_3651,150.176264,2.569785,0,-9,3
cid_3653,150.194211,2.623595,0,-99,2
cid_366,150.23394,1.9452,0,2,3
cid_3664,150.23033,2.558476,1,0,5
lid_512,150.538337,2.783593,0,1,1
lid_311,150.389369,2.713548,0,2,3
lid_3110,150.381668,2.75261,0,2,3
lid_3112,150.40203,2.666955,0,-1,3
lid_3113,150.406869,2.776012,0,-9,3
lid_3114,150.466595,2.742993,0,-9,3
lid_3115,150.100377,2.812555,0,-9,-99
lid_3117,150.147987,2.929211,0,-9,1
lid_3118,150.19403,2.736792,0,-1,2
lid_312,150.39212,2.665266,0,-9,3
lid_3121,150.249951,2.889178,0,-9,3
lid_3122,150.256214,2.896713,0,-9,3
lid_3123,150.269846,2.800372,0,-9,3
lid_3124,150.27123,2.784496,0,1,3
lid_3128,150.052556,2.789898,0,-9,3
lid_313,150.395808,2.635213,0,-9,3
lid_3130,150.08466,2.773949,0,-9,3
lid_3132,150.09438,2.749759,0,-1,3
lid_3133,150.095285,2.8892,0,2,2
lid_3135,150.102446,2.785348,0,-9,3
lid_3137,150.11982,2.709775,0,2,3
lid_314,150.399592,2.688353,0,2,2
lid_3140,150.127898,2.937787,0,-9,3
lid_3141,150.129412,2.722432,0,-9,3
lid_3143,150.147233,2.804298,0,-9,3
lid_3144,150.15028,2.691248,0,-1,3
lid_3146,150.173625,2.864026,0,2,3
lid_3148,150.214533,2.911189,0,-9,3
lid_3149,149.867133,2.971325,0,-9,-99
lid_315,150.401274,2.72897,0,2,3
lid_3150,149.873513,2.928873,0,-9,3
lid_3151,149.906777,2.986654,0,-9,3
lid_3152,149.936078,2.868478,0,-9,3
lid_3154,149.975608,2.849199,0,2,3
lid_3155,149.981356,2.873718,0,-9,3
lid_3156,149.996857,2.896174,0,-9,3
lid_3157,149.997188,2.923704,0,-9,3
lid_316,150.405719,2.723197,0,-1,1
lid_3160,150.029572,2.912029,0,-9,3
lid_3161,150.031316,2.895758,0,-9,3
lid_3163,150.039917,2.9261,0,-9,3
lid_3166,150.432254,2.689298,0,2,3
lid_3167,150.463733,2.775515,0,-9,1
lid_317,150.412709,2.610966,0,-9,3
lid_447,150.641639,2.563691,0,-9,3
lid_2883,150.725179,1.743532,0,-9,3
lid_2885,150.754385,1.698728,0,-9,3
lid_2886,150.767215,1.60374,0,-9,-99
lid_2887,150.817685,1.706564,0,-9,1
lid_2888,150.819451,1.659677,0,-9,3
lid_2889,150.753266,1.795526,0,-9,1
lid_2438,149.581477,1.814009,0,-9,3
lid_2439,149.600328,1.834991,0,-9,3
lid_244,150.631627,2.49914,0,2,2
lid_2440,149.615274,1.789549,0,-1,1
lid_2442,149.647655,1.843357,0,-9,3
lid_2444,149.722052,1.753357,0,-9,3
lid_2448,149.76944,1.849526,0,1,1
lid_245,150.633921,2.490528,0,2,2
lid_2451,149.779568,1.736515,0,-1,3
lid_2452,149.785164,1.815557,0,-9,3
lid_2453,149.787387,1.81867,0,2,2
lid_2454,149.795906,1.747023,0,-9,3
lid_2456,149.849985,1.897328,0,-9,3
lid_2458,149.843539,1.788989,0,2,3
lid_2459,149.848597,1.732785,0,-9,3
lid_246,150.635568,2.488138,0,-9,3
lid_2464,149.926352,1.724879,0,1,1
lid_2466,149.851302,1.654777,0,2,2
lid_2467,149.951801,1.744005,0,2,3
lid_3743,150.402461,1.714088,0,2,2
lid_3745,150.419351,1.719018,0,2,3
lid_3746,150.419607,1.661695,0,-9,3
lid_3747,150.447753,1.740495,0,-9,3
lid_3749,150.470788,1.708485,0,-1,3
lid_375,149.957674,2.796841,0,2,3
lid_3751,150.489713,1.719434,0,2,3
lid_3752,150.497746,1.773379,0,-9,3
lid_3753,150.421142,1.73179,0,-9,3
lid_3754,150.467448,1.865929,0,2,2
lid_3755,150.474064,1.907585,0,2,2
lid_3756,150.483979,1.840931,0,-9,-99
lid_3758,150.502947,1.835019,0,1,3
lid_3759,150.508691,1.754545,0,-9,3
lid_376,149.978586,2.898136,0,-9,3
lid_3760,150.513627,1.874537,0,2,3
lid_3762,150.421963,1.931553,0,2,3
lid_3763,150.422294,2.059313,0,-9,3
lid_3766,150.510579,1.962646,0,2,3
lid_3767,150.51553,1.998409,0,-9,3
lid_3769,150.569806,1.97483,0,-9,3
lid_377,149.998752,2.76887,0,2,3
lid_3770,150.439213,1.971835,0,-9,3
lid_3773,150.502245,2.12568,0,2,2
lid_3774,150.505765,2.125644,0,-9,3
cid_1111,150.353087,1.960698,0,1,1
cid_1112,150.395059,1.976984,0,-9,3
cid_1113,150.31281,1.953882,0,-9,3
cid_1114,149.89535,2.227664,0,2,3
cid_11145,150.398928,2.059455,1,0,5
cid_1115,149.9056,2.225106,0,-9,3
cid_1116,149.85109,2.287436,0,-99,3
cid_1117,149.85294,2.205918,0,-9,3
cid_11178,150.014008,2.193798,0,-99,3
cid_1118,149.8792,2.225811,0,1,1
cid_1119,149.84257,2.324426,0,-99,3
cid_112,150.102614,2.530394,0,1,1
cid_1120,149.79377,2.327271,0,2,3
cid_1121,149.85155,2.323999,0,-9,3
cid_1123,149.81173,2.296968,0,-9,3
cid_1124,149.83309,2.134335,0,2,3
cid_1125,149.89699,2.196336,0,-99,3
cid_11257,150.321485,1.714015,0,-9,3
cid_1126,150.01893,2.147837,0,2,3
cid_1127,150.01056,2.269484,0,-99,3
cid_1128,149.95322,2.212521,0,2,3
cid_1129,149.89484,2.174497,0,1,1
cid_113,150.208721,2.482053,0,1,1
cid_1130,149.90709,2.169264,0,2,3
cid_1131,149.87737,2.316151,0,-9,2
cid_1132,149.93175,2.224477,0,1,2
cid_1133,149.8463,2.256703,0,-9,3
cid_1134,149.8859,2.276027,0,2,3
cid_1135,149.85483,2.112089,0,-9,3
cid_1136,149.90125,2.168459,0,-9,3
cid_1137,149.92443,2.149285,10,-9,5
cid_1138,150.02884,2.158312,0,-9,3
cid_1139,150.05913,2.219824,0,2,3
cid_114,150.132379,2.523345,0,2,3
cid_1140,150.09307,2.101415,0,-9,1
cid_1141,150.0105,2.255992,0,1,1
cid_1142,150.01813,2.259578,0,1,1
cid_1143,150.03686,2.257774,0,-99,1
cid_1144,150.10467,2.243818,0,-99,2
cid_1145,149.98667,2.189374,0,-9,3
cid_2125,150.08944,2.299971,0,2,3
cid_2128,150.09173,2.321929,0,2,3
cid_213,149.89087,1.943803,0,2,3
cid_214,149.848845,1.889938,0,-9,3
cid_215,149.87444,2.03115,0,2,3
cid_2158,149.87652,2.518752,0,2,3
cid_216,149.791753,1.872804,0,1,1
cid_217,149.800564,1.870399,0,1,1
cid_2177,149.9666,2.432455,0,-9,3
cid_218,149.807935,1.826224,0,-9,3
cid_2180,149.97568,2.461545,0,2,3
cid_219,149.812762,1.824062,0,2,3
cid_2191,150.02396,2.338668,0,2,3
cid_22,150.20626,2.285839,0,2,3
cid_220,149.816845,1.846738,0,1,1
cid_221,149.82052,1.811708,0,2,3
cid_2212,149.742532,2.535318,0,2,3
cid_2216,149.775693,2.570018,1,0,5
cid_222,149.821898,1.838674,0,1,1
cid_2220,149.783746,2.452133,0,2,1
cid_2223,149.790396,2.492336,0,-9,3
cid_2229,149.800138,2.470343,0,-99,1
cid_223,149.822537,1.828271,0,-9,3
cid_2236,149.823528,2.539871,0,-9,-99
cid_224,149.828692,1.780391,0,-9,3
cid_2242,149.83886,2.498785,0,2,3
cid_2247,149.85016,2.452244,0,2,3
cid_225,149.834739,1.817705,0,2,1
cid_2252,149.87696,2.4442,0,1,1
cid_2254,149.88044,2.447449,0,2,3
cid_2258,149.88633,2.446217,0,1,1
cid_226,149.852947,1.803407,0,-9,3
cid_227,150.04708,1.931413,0,2,3
cid_228,149.93473,1.945635,0,1,1
cid_229,149.97286,1.941684,0,1,3
cid_22962,149.646408,1.972755,0,-9,-99
cid_2299,150.420777,2.068197,0,-9,-99
cid_23,150.22391,2.2708,0,2,3
cid_230,149.98015,1.925055,0,-99,3
cid_2303,150.422746,2.128774,0,2,3
cid_1392,150.454827,1.967481,0,1,1
cid_14,149.748829,2.274269,0,-9,1
cid_140,150.29249,2.545125,0,1,1
cid_1401,150.04297,2.314971,0,-9,3
cid_1408,150.35734,2.264174,0,2,3
cid_141,150.052215,2.594614,0,2,3
cid_1413,149.92266,2.428053,0,-99,2
cid_1414,149.92653,2.560561,0,2,3
cid_1416,149.9619,2.540748,0,-99,2
cid_1418,150.47327,2.316394,0,-9,3
cid_1419,150.44019,2.377728,0,-99,3
cid_142,150.053788,2.58965,0,1,1
cid_1427,150.10051,2.45763,0,2,3
cid_1428,149.863746,1.776404,0,2,3
cid_143,150.066696,2.642723,0,2,3
cid_1431,149.84208,2.001566,0,2,3
cid_1433,149.98992,2.104993,0,-9,2
cid_1434,150.09044,1.929796,0,-99,1
cid_1435,149.78914,2.209628,0,-99,3
cid_144,150.068417,2.623688,0,-99,1
cid_1440,149.90836,2.572279,0,-9,-99
cid_1443,150.00925,2.39014,0,2,3
cid_1445,150.21506,2.322848,0,2,3
cid_1446,150.21729,2.114087,0,-99,3
cid_1447,150.39121,2.183261,0,2,3
cid_1448,150.36168,2.196056,0,2,3
cid_145,150.084667,2.582308,0,-99,3
cid_1450,150.28045,2.183528,0,2,3
cid_1451,150.29233,2.113802,0,1,3
cid_1458,150.25554,2.353589,0,-9,1
cid_146,150.094924,2.633944,0,2,3
cid_1460,150.23449,2.345355,0,2,3
cid_1463,150.11123,2.329531,0,2,3
cid_1464,150.15032,2.364314,0,2,3
cid_1466,149.81756,1.924838,0,-9,3
cid_1467,149.83748,1.971843,0,2,3
cid_1468,149.82395,1.999896,0,-9,3
cid_147,150.102847,2.630288,0,1,3
cid_1472,150.0059,1.897214,0,2,3
cid_1474,149.92409,1.889303,0,2,3
cid_384,150.366152,1.924614,0,2,3
cid_3288,150.279984,1.743722,0,2,3
cid_329,149.739045,2.220763,0,1,1
cid_3290,150.286453,1.765933,0,-9,3
cid_3293,150.306057,1.761744,0,2,3
cid_3294,150.308072,1.733844,0,-99,3
cid_3299,150.334763,1.788432,0,-9,3
cid_33,150.29604,2.276037,0,-9,3
cid_330,149.95582,2.028123,0,1,1
cid_3300,150.345095,1.727414,0,-9,-99
cid_331,149.85447,2.132472,0,2,3
cid_332,149.93671,2.149334,0,-99,3
cid_3321,150.085824,1.673588,0,2,3
cid_3325,150.08911,1.756137,0,-9,-99
cid_333,149.85856,2.108571,0,2,3
cid_3334,150.126858,1.775101,0,-9,3
cid_3335,150.134463,1.723664,0,-9,1
cid_3336,150.134721,1.717931,0,-99,3
cid_3339,150.150567,1.698826,0,2,3
cid_334,149.86374,2.058842,0,2,2
cid_3344,150.154561,1.689622,0,2,3
cid_335,149.86733,2.106406,0,1,3
cid_3353,150.19129,1.805464,1,0,5
cid_336,149.86889,2.095087,0,-9,3
cid_3361,150.22796,1.826452,0,1,1
cid_337,149.87662,2.11562,0,2,2
cid_3371,149.937407,1.739043,0,2,3
cid_3373,149.94458,1.740346,0,-9,1
cid_338,149.88711,2.11729,0,1,1
cid_3381,150.01462,1.845573,1,0,5
cid_3384,150.0273,1.886609,0,-9,3
cid_3385,150.03103,1.85757,0,1,3
cid_339,149.89344,2.107768,0,2,1
cid_3391,150.04273,1.872178,0,1,1
cid_3395,150.051859,1.682677,0,1,1
cid_3397,150.062233,1.722431,0,-9,3
cid_34,150.30155,2.282217,0,-9,3
cid_340,149.89512,2.047281,0,1,1
cid_341,149.89679,2.085689,0,-99,3
cid_342,149.89792,2.093996,0,1,1
cid_3425,149.837058,1.867612,10,-9,5
lid_468,150.536441,2.684021,0,2,3
lid_2940,149.631696,2.639192,0,-9,3
lid_2941,149.654456,2.596841,0,2,3
lid_2942,149.441459,2.425761,0,-1,3
lid_2943,149.450053,2.493341,0,-9,-99
lid_2944,149.494476,2.482968,0,-9,3
lid_2945,149.49791,2.469481,0,-1,3
lid_2946,149.537752,2.521292,0,-1,3
lid_2947,149.588164,2.439467,0,-9,3
lid_2949,149.457469,2.663655,0,-9,3
lid_295,150.243458,2.680232,0,-9,3
lid_2951,149.495495,2.648598,0,-9,3
lid_2952,149.521456,2.70944,0,-9,3
lid_2953,149.451884,2.625423,0,-9,3
lid_2956,149.492038,2.517954,0,-9,-99
lid_2957,149.522417,2.523072,0,-9,3
lid_296,150.297856,2.673335,0,-9,1
lid_2964,150.306418,2.447372,0,-9,3
lid_2966,150.313999,2.438415,0,-9,3
lid_297,150.297791,2.738939,0,-9,3
lid_298,150.309194,2.768923,0,2,3
lid_2984,150.211897,2.485064,0,-9,3
lid_2986,150.237476,2.507853,0,2,3
lid_2989,150.256519,2.588514,0,-9,3
lid_299,150.317819,2.736693,0,2,3
lid_300,150.321524,2.882148,0,2,2
lid_301,150.322807,2.766619,0,-9,1
lid_3016,150.47168,2.48865,0,2,3
lid_3017,150.476853,2.494118,0,2,2
lid_3018,150.477677,2.586784,0,2,2
lid_3019,150.490958,2.501919,0,-9,3
lid_302,150.329848,2.718566,0,-9,3
lid_3020,150.513257,2.472827,0,1,3
lid_3021,150.51996,2.42385,0,2,2
lid_3022,150.521191,2.461453,0,-9,-99
lid_3023,150.563499,2.542362,0,2,3
lid_3024,150.575164,2.517908,0,-9,3
lid_3026,150.381336,2.506113,0,2,2
lid_3027,150.389873,2.623696,0,-9,3
lid_303,150.332185,2.758383,0,-1,3
lid_3031,150.461252,2.493541,0,-9,-99
lid_3033,150.479742,2.496479,0,1,1
lid_3034,150.233274,2.643213,0,-9,3
lid_3036,150.242554,2.614764,0,-9,-99
lid_3037,150.251936,2.637768,0,-9,3
cid_602,150.557933,2.260602,0,2,3
cid_603,150.581132,2.220978,0,1,1
cid_604,150.581917,2.287778,0,1,1
cid_605,150.583101,2.259493,0,-9,1
cid_606,150.584299,2.321693,0,-99,1
cid_607,150.609727,2.323117,0,1,1
cid_608,149.925548,2.684225,0,1,1
cid_609,149.936734,2.68015,0,1,1
cid_61,150.35785,2.024925,0,1,1
cid_610,149.936744,2.665841,0,2,3
cid_611,149.953465,2.660235,0,2,3
cid_612,149.974658,2.678667,0,2,3
cid_613,149.987845,2.585187,0,2,3
cid_614,149.991774,2.589941,0,-99,1
cid_615,149.99253,2.68258,0,2,1
cid_616,150.004539,2.632769,0,2,3
cid_617,150.006601,2.66948,0,1,3
cid_618,150.008463,2.704537,0,2,3
cid_619,150.009242,2.626487,0,2,3
cid_62,150.37359,2.112164,0,1,1
cid_620,150.015478,2.665856,0,2,3
cid_621,150.030664,2.678776,0,1,1
cid_622,150.034296,2.641122,0,2,3
cid_623,150.042366,2.694878,0,2,3
cid_624,150.045251,2.688535,0,1,1
cid_625,150.05355,2.693052,0,-9,3
cid_626,150.317155,2.451816,0,2,3
cid_627,150.327318,2.461119,0,1,1
cid_628,150.328134,2.465338,0,1,3
cid_629,150.334377,2.561544,0,1,1
cid_63,150.38282,2.104631,0,-9,3
cid_630,150.370108,2.462233,0,2,3
cid_631,150.373773,2.459975,0,2,3
cid_632,150.374201,2.544209,0,1,2
cid_633,150.379806,2.490252,0,2,3
cid_634,150.415592,2.430162,0,2,3
cid_635,150.430423,2.438161,0,-9,3
cid_636,150.438155,2.415808,0,1,1
cid_637,150.453856,2.441606,0,-99,3
cid_420,149.78977,2.321269,0,1,1
cid_568,149.942681,2.581405,0,-9,-99
cid_569,149.777988,2.567153,0,2,3
cid_57,150.32413,2.089067,0,1,1
cid_570,149.785571,2.554744,0,1,1
cid_571,149.796393,2.564337,0,1,1
cid_572,149.79621,2.559427,0,1,1
cid_573,149.806262,2.572588,0,2,3
cid_574,149.807963,2.645728,0,1,1
cid_575,149.809748,2.606827,0,2,3
cid_576,149.809936,2.576345,0,1,3
cid_577,149.811534,2.557971,0,1,1
cid_578,149.815164,2.540265,1,0,5
cid_579,149.828916,2.544145,0,2,3
cid_58,150.32686,2.094306,0,1,1
cid_580,149.854648,2.606961,0,-9,1
cid_581,150.35354,2.34219,0,1,1
cid_582,150.37403,2.306138,0,-9,3
cid_583,150.37449,2.31022,0,1,3
cid_584,150.40192,2.377416,0,-9,1
cid_585,150.40294,2.389972,0,-99,3
cid_586,150.40452,2.402954,0,-99,3
cid_587,150.40662,2.36556,0,1,1
cid_588,150.40886,2.323425,0,-9,3
cid_589,150.4219,2.385632,0,1,1
cid_59,150.32821,2.125152,0,1,1
cid_590,150.42988,2.2912,1,0,5
cid_591,150.44272,2.322501,0,2,3
cid_592,150.46114,2.35945,0,2,3
cid_593,150.4722,2.324583,0,-99,3
cid_594,150.501346,2.354369,0,-99,3
cid_595,150.506402,2.24605,0,-99,1
cid_596,150.519076,2.321064,0,1,1
cid_597,150.526308,2.244877,0,1,1
cid_598,150.532107,2.331637,0,-9,3
cid_599,150.536087,2.273235,0,1,3
cid_6,149.621672,2.21726,0,-9,3
cid_60,150.33433,2.061413,0,1,1
cid_600,150.537875,2.31053,0,2,3
cid_601,150.545399,2.281823,0,2,3
cid_990,150.09493,2.425156,0,2,3
cid_810,149.94402,1.954205,0,-99,1
cid_811,149.94846,1.932141,0,2,3
cid_813,149.98322,1.947894,0,-9,3
cid_814,149.983304,1.849106,0,2,3
cid_815,150.00937,1.852672,0,2,3
cid_817,150.06295,1.94487,0,2,2
cid_818,150.26235,1.794341,0,1,3
cid_819,150.17858,1.854883,0,-9,3
cid_82,150.20844,2.414714,0,-9,1
cid_821,150.29613,1.889631,0,-99,3
cid_824,150.262474,1.751471,0,1,1
cid_825,149.77622,2.091969,0,-9,3
cid_826,149.82665,2.150204,0,-99,3
cid_827,149.81893,2.162435,0,2,3
cid_828,149.86182,2.17309,0,2,3
cid_829,149.91103,2.098069,0,2,3
cid_83,150.21418,2.475118,0,-99,1
cid_832,149.91649,2.058198,0,-99,3
cid_833,149.92833,2.061919,0,2,3
cid_834,149.91829,2.153832,0,2,3
cid_835,149.94057,2.101429,0,-99,2
cid_836,150.0672,2.084393,0,1,1
cid_837,149.98971,2.040463,0,-9,1
cid_838,149.99984,2.109371,0,-9,3
cid_839,150.0075,2.063242,0,-9,2
cid_84,150.08428,2.290499,0,1,3
cid_841,150.02576,2.003841,0,-99,3
cid_842,150.04969,1.966718,0,-9,3
cid_843,150.19449,2.042607,1,0,5
cid_844,150.05388,2.057829,0,-9,3
cid_845,150.02402,2.07059,0,-9,3
cid_846,150.12221,2.000325,0,2,3
cid_847,150.22039,1.95402,1,0,5
cid_848,150.18,1.962184,0,-9,1
cid_849,150.18672,1.99219,0,1,3
cid_85,150.0964,2.293039,0,-99,3
cid_850,150.24433,2.019273,0,2,3
cid_852,150.18412,2.035363,0,1,3
cid_853,150.350911,1.929495,0,-99,3
lid_675,149.627371,2.065646,0,2,2
lid_2072,150.159407,2.69281,0,-9,3
lid_2074,150.179915,2.873182,0,-9,1
lid_2075,150.191381,2.889452,0,-9,3
lid_2077,149.940624,2.976147,0,-9,1
lid_2079,149.945835,2.775373,0,-9,3
lid_2080,149.968177,2.780454,10,-9,5
lid_2081,149.973991,2.810297,0,1,3
lid_2082,149.997945,2.779717,1,0,5
lid_2083,149.999402,2.821616,0,-9,1
lid_2084,150.010574,2.867843,0,-9,3
lid_2086,150.01954,2.851478,0,-9,3
lid_2089,150.032059,2.927943,0,-9,3
lid_2092,150.456169,2.813676,0,2,3
lid_2093,150.471823,2.849306,0,2,3
lid_2095,150.482598,2.834439,0,2,3
lid_2096,150.483142,2.844125,0,-9,3
lid_2097,150.485001,2.90098,0,-9,3
lid_2098,150.487709,2.754609,0,-9,3
lid_2099,150.488224,2.785823,0,-9,3
lid_2100,150.500706,2.862246,0,-1,3
lid_2102,150.512819,2.874743,0,2,3
lid_2103,150.531761,2.865998,0,-9,3
lid_2104,150.607211,2.674403,0,-1,3
lid_2105,150.290196,2.92749,0,-9,1
lid_2106,150.344757,2.795485,0,-9,3
lid_2107,150.352769,2.972036,1,0,5
lid_3776,150.562584,2.060164,0,-9,1
lid_3777,150.565801,2.004041,0,-1,3
lid_3778,150.567361,2.072575,0,-9,3
lid_3779,150.580546,2.091696,0,2,3
lid_378,150.00105,2.794216,0,2,3
lid_3780,150.608928,2.074588,0,2,3
lid_3781,150.610995,2.094734,0,-9,3
lid_3787,150.612276,2.114749,0,-9,3
lid_3788,150.571903,2.327302,0,-9,3
lid_3789,150.634171,2.261868,0,-9,3
lid_379,150.003778,2.817123,0,1,1
lid_3790,150.66585,2.23051,0,-9,3
lid_3791,150.673925,2.262759,0,-9,3
lid_3792,150.674726,2.293611,0,2,3
lid_3793,150.679083,2.310115,0,2,3
lid_3796,150.420626,1.611374,0,2,3
lid_3797,150.438667,1.593498,0,2,3
lid_3799,150.489331,1.618771,0,2,2
lid_38,150.46437,2.425667,0,2,2
lid_2468,149.963683,1.761612,0,-1,3
lid_2469,150.033303,1.703474,0,-1,3
lid_2470,150.048269,1.752944,0,-9,3
lid_2472,150.100571,1.668224,0,2,2
lid_2473,150.073642,1.755492,0,-9,3
lid_2474,150.074183,1.665555,0,-9,3
lid_2477,150.173782,1.659946,0,-9,3
lid_248,150.710258,2.477465,0,2,2
lid_2482,150.204705,1.590721,0,2,3
lid_2484,150.164505,1.497808,0,-9,-99
lid_249,150.714971,2.484855,0,1,1
lid_2492,150.218718,1.689656,0,2,3
lid_2494,150.282936,1.582645,0,-2,1
lid_2495,150.316115,1.489558,0,-9,3
lid_2496,150.346334,1.67022,0,-9,3
lid_2498,150.192745,1.785115,0,-9,3
lid_250,150.717762,2.468535,0,-2,1
lid_2504,150.164894,1.730558,0,-9,3
lid_251,150.730192,2.462934,0,2,3
lid_2514,150.101341,1.746521,0,-9,2
lid_252,150.73073,2.459393,0,-9,3
lid_2523,150.063481,1.828708,0,2,2
lid_253,150.734739,2.461501,0,2,3
lid_254,150.745502,2.45691,0,-9,1
lid_255,150.764514,2.466054,0,2,2
lid_1522,150.588953,2.096889,0,2,3
lid_1523,150.595767,2.111052,0,2,2
lid_1524,150.612166,2.077743,0,-9,3
lid_1525,150.628924,2.190879,0,-9,-99
lid_1535,150.586524,2.198572,0,2,3
lid_1536,150.59135,2.17637,0,-1,3
lid_1537,150.60375,2.242029,0,-1,3
lid_1538,150.621538,2.158866,0,1,1
lid_1539,150.630793,2.255716,0,2,3
lid_154,150.405467,2.582725,0,1,1
lid_1540,150.634808,2.165755,0,2,2
lid_1541,150.709462,2.147492,0,2,2
lid_1549,150.632334,2.409446,0,2,3
lid_155,150.425683,2.552059,0,2,3
lid_1550,150.640123,2.261662,0,1,1
lid_1551,150.645693,2.294196,0,-9,3
lid_1552,150.660417,2.265504,0,2,2
lid_1553,150.67225,2.264216,0,2,2
lid_1554,150.449329,1.610649,0,2,3
lid_1555,150.476629,1.659628,0,2,3
lid_1556,150.478243,1.790321,0,2,2
lid_1557,150.492193,1.699019,0,1,1
lid_1558,150.497499,1.645337,1,0,5
lid_1559,150.49914,1.575604,0,2,2
lid_156,150.426089,2.609346,0,-9,3
lid_1560,150.499409,1.526445,0,1,1
lid_1561,150.500356,1.614265,0,-9,1
lid_1562,150.510377,1.680578,0,2,3
lid_1563,150.512842,1.533849,0,-9,1
