|        id_x|         ra|        dec| pos_err|
|        char|     double|     double|  double|
|            |           |           |  arcsec|
|        null|       null|       null|    null|
      lid_635  149.603949    2.326037    0.349 
     lid_4952  150.834971    2.286409    0.880 
     lid_4959  150.647176    1.612118    3.818 
      lid_496  150.720410    2.693371    0.419 
     lid_4961  150.687953    1.822998    0.896 
     lid_4967  150.730851    1.638610    1.170 
      lid_497  150.723247    2.688479    0.325 
     lid_4971  150.760267    1.725207    1.018 
     lid_4979  150.792494    1.919153    0.888 
      lid_498  150.730405    2.748515    0.382 
     lid_4985  150.849987    1.855492    1.282 
      lid_499  150.737028    2.722506    0.352 
      lid_500  150.742916    2.731680    0.528 
     lid_5001  150.962156    2.041408    1.970 
      lid_501  150.749908    2.633528    0.260 
     lid_5012  150.566058    2.361001    0.795 
     lid_5014  150.658530    2.317785    0.253 
      lid_502  150.750107    2.748201    0.551 
     lid_5022  150.669528    2.391053    0.830 
     lid_5027  150.777616    2.420784    2.831 
      lid_503  150.757221    2.719950    0.474 
      lid_504  150.767073    2.738884    0.330 
     lid_5044  149.651530    2.674735    0.437 
      lid_505  150.789036    2.785512    1.120 
     lid_5051  149.492814    2.468753    0.549 
      lid_506  150.792427    2.816856    1.023 
      lid_507  150.800871    2.820102    0.965 
      lid_508  150.416016    2.787885    0.283 
     lid_5086  150.410294    2.587182    0.690 
      lid_509  150.464065    2.967158    1.137 
     lid_5094  150.089452    2.787405    0.333 
      lid_510  150.501727    2.935851    0.852 
      lid_511  150.531816    2.787628    0.143 
      lid_512  150.538337    2.783593    0.187 
     lid_5125  150.610257    2.714185    0.735 
     lid_5128  150.411510    2.711156    0.795 
      lid_513  150.543101    2.931944    0.857 
     lid_5134  150.247398    2.776772    0.611 
     lid_5139  150.141452    2.938375    2.078 
      lid_514  150.546240    2.747512    0.347 
      lid_515  150.546514    2.811201    0.393 
      lid_516  150.581000    2.847065    0.302 
     lid_5160  150.353713    2.862617    0.434 
     lid_5162  150.383043    2.888920    0.567 
      lid_517  150.587879    2.867908    0.903 
      lid_518  150.587856    2.900861    1.091 
      lid_519  150.593474    2.801338    0.569 
      lid_520  150.571387    2.805321    0.271 
      lid_521  150.577782    2.694146    0.205 
      lid_522  150.595773    2.755777    0.945 
      lid_523  150.620024    2.625527    0.121 
      lid_524  149.944965    3.020128    1.471 
      lid_525  149.961319    2.883639    0.196 
      lid_526  149.970031    2.989561    0.499 
      lid_527  150.010692    2.991009    0.568 
     lid_5273  149.772160    2.931910    2.565 
      lid_530  149.843507    2.658625    0.611 
      lid_534  149.888053    2.774101    0.387 
      lid_535  149.891039    2.807312    0.501 
      lid_536  149.892815    2.822781    0.714 
      lid_537  149.895834    2.783674    0.345 
      lid_538  149.898663    2.811104    0.866 
      lid_540  149.911176    2.789851    0.503 
      lid_541  149.917098    2.795039    0.556 
     lid_5415  149.533077    1.950271    0.959 
      lid_542  149.917878    2.793189    0.555 
     lid_5434  149.921065    1.740656    0.677 
      lid_544  149.932687    2.756195    0.440 
      lid_545  149.941718    2.795533    0.281 
     lid_5457  149.462754    1.672560    1.360 
      lid_546  149.717038    2.865582    0.412 
      lid_547  149.761225    2.928820    0.579 
      lid_549  149.784603    2.719345    0.100 
     lid_3835  150.700898    1.777719    0.361 
     lid_3837  150.608036    1.987084    0.854 
     lid_3838  150.612693    2.042692    0.282 
     lid_3839  150.614767    2.071228    0.443 
      lid_384  150.038858    2.882506    0.132 
     lid_3840  150.639775    2.060272    0.499 
     lid_3841  150.652221    2.038043    0.226 
     lid_3842  150.657618    2.019238    0.862 
     lid_3843  150.686204    2.072141    0.410 
     lid_3845  150.765004    2.065261    1.044 
     lid_3846  150.681023    2.175626    0.214 
     lid_3848  150.699888    2.113607    0.401 
     lid_3849  150.708177    2.131562    0.341 
      lid_385  150.065754    2.929163    0.298 
     lid_3853  150.745576    2.182564    0.646 
     lid_3854  150.747126    2.212246    0.687 
     lid_3855  150.760351    2.169308    0.501 
     lid_3856  150.773327    2.121256    0.575 
     lid_3857  150.795487    2.148749    0.936 
      lid_386  150.066988    2.919936    0.703 
     lid_3860  150.687760    2.285890    0.644 
     lid_3862  150.750072    2.275077    0.351 
     lid_3863  150.759564    2.205789    0.942 
     lid_3864  150.782104    2.254278    0.234 
     lid_3867  150.612837    1.759040    0.895 
     lid_3868  150.617993    1.709250    1.827 
     lid_3869  150.637370    1.805085    1.110 
      lid_387  150.072687    2.945998    0.726 
     lid_3870  150.639335    1.730072    0.411 
     lid_3871  150.651077    1.689379    0.741 
     lid_3872  150.670001    1.796872    1.133 
     lid_3873  150.689989    1.752112    0.323 
     lid_3874  150.689968    1.581338    2.581 
     lid_3876  150.711181    1.740176    0.253 
     lid_3877  150.729220    1.691440    0.581 
     lid_3878  150.746150    1.667891    1.270 
      lid_388  150.073776    2.922990    1.432 
     lid_3880  150.736310    1.882627    0.358 
     lid_3881  150.742802    1.806998    0.500 
     lid_3883  150.786168    1.908536    0.652 
     lid_3885  150.720721    1.961480    0.586 
     lid_3886  150.733002    1.921444    0.764 
     lid_3887  150.742727    1.964706    0.362 
     lid_3888  150.786148    1.960604    0.281 
      lid_389  150.078005    2.757393    0.371 
     lid_3890  150.799541    2.030373    0.445 
     lid_3891  150.817333    2.042803    0.564 
     lid_3892  150.873039    1.970527    0.599 
     lid_3893  150.879000    1.967600    0.683 
     lid_3896  150.631034    2.326935    0.189 
     lid_3898  150.590412    2.456403    0.834 
      lid_390  150.435985    2.758908    0.644 
     lid_3901  150.582075    2.439695    1.431 
     lid_3902  150.615358    2.376442    0.517 
     lid_3903  150.684483    2.371906    0.707 
     lid_3908  150.741155    2.419140    1.164 
      lid_391  150.442403    2.763864    0.222 
     lid_3918  150.843685    2.370408    1.537 
      lid_392  150.446952    2.749568    0.246 
     lid_3921  149.693300    2.674050    1.246 
     lid_3922  149.705022    2.686951    0.414 
     lid_3923  149.728790    2.599959    0.500 
     lid_3924  149.728709    2.602227    0.471 
     lid_3927  149.655801    2.490509    0.571 
     lid_3928  149.649888    2.440055    0.311 
     lid_3929  149.660146    2.465167    0.647 
      lid_393  150.446970    2.791450    0.312 
     lid_3931  149.561990    2.695903    0.504 
     lid_1706  150.685305    1.902401    0.748 
     lid_1707  150.691565    1.916307    0.275 
     lid_1708  150.694876    1.886861    0.241 
     lid_1709  150.706424    1.925787    0.640 
      lid_171  150.300589    2.598283    0.159 
     lid_1710  150.717075    1.930154    0.394 
     lid_1711  150.722700    1.887637    0.133 
     lid_1712  150.730292    1.891418    0.180 
     lid_1713  150.730542    1.897973    0.100 
     lid_1714  150.739521    1.901476    0.100 
     lid_1715  150.745769    1.913265    0.333 
     lid_1716  150.754268    1.905533    0.315 
     lid_1717  150.756720    1.806806    0.181 
     lid_1718  150.758011    1.785575    0.364 
     lid_1719  150.765303    1.793464    0.434 
     lid_1720  150.768155    1.800621    0.495 
     lid_1721  150.771162    1.865644    0.100 
     lid_1722  150.793151    1.835785    0.311 
     lid_1723  150.797059    1.783683    0.610 
     lid_1724  150.822216    1.810380    0.998 
     lid_1725  150.911587    1.895659    1.558 
     lid_1726  150.667839    2.029714    0.100 
     lid_1727  150.713996    1.972147    0.306 
     lid_1728  150.715784    1.987559    0.395 
     lid_1729  150.732647    2.044968    0.155 
     lid_1730  150.742635    1.985812    0.104 
     lid_1731  150.743870    2.024476    0.299 
     lid_1732  150.759184    2.039180    0.399 
     lid_1733  150.766142    2.019920    0.245 
     lid_1734  150.777651    2.080740    0.558 
     lid_1735  150.778891    1.986434    0.159 
     lid_1736  150.779459    2.089596    0.558 
     lid_1737  150.801997    2.000431    0.207 
     lid_1738  150.803386    1.989476    0.363 
     lid_1739  150.809101    1.894463    0.990 
     lid_1740  150.809524    1.950486    0.201 
     lid_1741  150.814212    2.104988    0.792 
     lid_1742  150.820629    1.924071    0.261 
     lid_1743  150.823472    2.096031    0.792 
     lid_1744  150.837023    2.005285    0.426 
     lid_1745  150.840403    2.057533    0.100 
     lid_1746  150.840850    2.024382    0.340 
     lid_1747  150.842952    2.054833    0.100 
     lid_1748  150.849610    2.002204    0.395 
     lid_1749  150.849778    1.917607    0.137 
     lid_1750  150.851814    1.817336    1.209 
     lid_1751  150.857019    2.099337    0.950 
     lid_1752  150.861305    2.082086    0.135 
     lid_1753  150.862083    2.009241    0.520 
     lid_1754  150.865444    1.961651    0.166 
     lid_1755  150.865828    2.051638    0.495 
     lid_1756  150.866816    2.094920    0.731 
     lid_1757  150.867637    1.900502    1.538 
     lid_1758  150.892828    2.023576    0.845 
     lid_1759  150.900628    2.024770    0.859 
      lid_176  150.328770    2.605467    0.388 
     lid_1766  150.543978    2.422990    0.950 
     lid_1770  150.606467    2.372043    0.623 
     lid_1775  150.638258    2.391308    0.342 
     lid_1776  150.643511    2.351225    0.245 
     lid_1777  150.645837    2.349567    0.156 
     lid_1778  150.655223    2.333594    0.203 
     lid_1779  150.661027    2.348465    0.122 
     lid_1780  150.667132    2.346383    0.206 
     lid_1781  150.703477    2.345824    0.381 
     lid_1782  150.703885    2.369737    0.510 
     lid_1783  150.707106    2.339204    0.501 
     lid_1788  150.662097    2.430553    0.281 
     lid_1789  150.723355    2.408267    0.364 
      lid_179  150.335377    2.642878    1.348 
     lid_2096  150.483142    2.844125    0.522 
     lid_2097  150.485001    2.900980    1.266 
     lid_2098  150.487709    2.754609    0.414 
     lid_2099  150.488224    2.785823    0.271 
     lid_2100  150.500706    2.862246    0.464 
     lid_2102  150.512819    2.874743    0.775 
     lid_2103  150.531761    2.865998    0.789 
     lid_2104  150.607211    2.674403    0.422 
     lid_2105  150.290196    2.927490    1.278 
     lid_2106  150.344757    2.795485    0.491 
     lid_2107  150.352769    2.972036    1.152 
     lid_2109  150.397819    2.952360    1.079 
     lid_2111  150.424123    2.862519    0.506 
     lid_2112  150.428691    2.852162    0.319 
     lid_2113  150.450574    2.942601    1.346 
     lid_2114  150.457606    2.888051    1.051 
     lid_2115  150.473980    2.831690    0.445 
     lid_2116  150.474243    2.931457    1.859 
     lid_2117  150.489573    2.902895    2.467 
     lid_2118  150.501926    2.552270    0.809 
     lid_2119  150.526702    2.609738    0.745 
      lid_212  150.023343    2.709863    0.305 
     lid_2120  150.547523    2.581500    0.678 
     lid_2121  150.574340    2.552393    0.519 
     lid_2122  150.630258    2.613449    0.175 
     lid_2127  150.743265    2.657005    0.561 
     lid_2128  150.755866    2.623165    0.330 
     lid_2129  150.788278    2.682948    1.410 
      lid_213  150.023345    2.752401    0.258 
     lid_2132  150.603707    2.686339    0.542 
     lid_2133  150.551216    2.764718    1.431 
     lid_2135  150.592095    2.877405    1.201 
     lid_2137  150.610311    2.640571    0.202 
     lid_2138  150.638347    2.825137    0.758 
     lid_2139  150.639647    2.691293    0.657 
     lid_2141  150.646467    2.662194    0.679 
     lid_2142  150.655153    2.715956    0.761 
     lid_2143  150.655738    2.681291    0.493 
     lid_2144  150.661157    2.845278    0.950 
     lid_2146  150.699970    2.748962    0.367 
     lid_2148  150.725898    2.827357    1.186 
     lid_2149  150.729446    2.862615    2.012 
      lid_215  150.033612    2.765262    0.504 
     lid_2150  150.733756    2.727033    0.646 
     lid_2152  150.750652    2.801342    1.101 
     lid_2153  150.750655    2.743986    0.599 
     lid_2155  150.784589    2.809277    1.443 
     lid_2158  150.528860    2.859719    0.979 
     lid_2159  150.537458    2.789223    0.242 
     lid_2160  150.559910    2.828967    0.430 
     lid_2161  150.564004    2.795311    0.476 
     lid_2162  150.565124    2.741757    0.661 
     lid_2163  150.607796    2.857924    1.413 
     lid_2164  150.628632    2.677346    0.909 
     lid_2166  149.945721    2.923707    0.792 
     lid_2167  149.948049    3.011097    1.266 
     lid_2168  149.954656    2.921419    0.513 
      lid_217  150.038627    2.712619    0.321 
     lid_2174  149.845893    2.860521    1.652 
     lid_2175  149.857881    2.760461    0.447 
     lid_2176  149.880408    2.752116    0.611 
     lid_2178  149.891927    2.854012    1.565 
     lid_2179  149.893454    2.788841    0.547 
      lid_218  150.041261    2.692033    0.185 
     lid_2180  149.935351    2.710943    0.257 
     lid_2182  149.750728    2.868480    0.854 
     lid_2183  149.757288    2.839842    0.589 
     lid_2184  149.773153    2.887370    1.068 
     lid_2185  149.790320    2.751558    0.403 
     lid_2186  149.811053    2.763978    0.155 
     lid_2189  149.849388    2.865705    1.065 
     lid_2190  149.867230    2.831806    0.754 
     lid_2191  149.874513    2.778091    1.131 
     lid_2192  149.810755    2.651711    0.546 
      cid_548  150.484436    2.161905    0.450 
