angDist,name,catalog,class,significance,cat_name,var_flag,streak_src_flag,pileup_flag,ra,dec,offset,missing,sat_src_flag,extent_flag,conf_flag,cat_ra,cat_dec,gal_b2,gal_l2,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,h-csc,b-csc,m-csc,s-csc,u-csc,0p3_8_csc,FUV,NUV,u-sdss,g-sdss,r-sdss,i-sdss,z-sdss,W1,W2,W3,W4,24_microns_(MIPS),J,H,K,G,Bp,Rp,B-R,G-J,G-W2,Bp-H,Bp-W3,Rp-K,J-H,J-W1,W1-W2,col1,recno,RAJ2000,DEJ2000
0.424894,2CXO J064038.3+095745,SKIFF,STAR,9.593661979534456,HD 261782,0,0,0,100.15997269804882,9.962664130333518,0.4025440722313043,0.38461538461538464,0,0,0,100.1600833,9.962638900000002,5.116144699413084,5.634412245167486,,,1.0640571956034253,,1.728257918384262,0.0,,0.013257617380369164,0.016504622615545188,0.007061604315780234,0.002915737348028337,0.01720609695232441,,,,,,,,,,,,0.022922161584631336,4.823395366502089,5.021262521262522,1.4648184176394294,3.3001810934995213,2.9539818893881744,3.1062140810169225,2.8033389693269823,3.77593019046709,,3.092731784563028,,3.3402787432659817,3.572746531811664,,,2971,2966,100.16009,9.962639999999999
0.353381,2CXO J064018.4+095206,SKIFF,STAR,3.6969696969696635,ESO-HA 360,0,0,0,100.07705319710092,9.868394714490034,0.4026963792775432,0.4153846153846154,0,0,0,100.0769583,9.868333300000002,5.1096797426307665,5.6357060529225125,,,3.4454230705313997,,3.934635789173892,0.0,,0.004556563633973906,0.0024129070705763713,0.002179123316113164,0.006512903776295142,0.0029953395641087025,,,,,,,,,,,,5.351901704253824E-4,7.982576908469426,8.077631827631826,2.3175394509295293,,,,,,,,,,3.8269664457049184,,,2833,2830,100.07696,9.868360000000001
0.312543,2CXO J071847.5-245833,SKIFF,STAR,5.465731320957482,Cl* NGC 2362 D 93,1,0,0,109.69826953326056,-24.97594150123525,0.4034929170896603,0.3538461538461539,0,0,0,109.698375,-24.976,4.686494176572469,6.616923054324747,,,1.2821842606810012,,5.913504110275264,0.0,,0.0019291612583031109,0.0013619275890323628,0.002615566875119943,0.001050426222983072,0.006845817686841614,,,,,,,,,,,,0.010883551384247963,7.860567793391567,7.950292950292949,2.270455036748811,7.313160289596782,7.126121390805196,6.709707559895914,4.041482951671907,4.849728298598591,,4.360707154264936,,4.390965694481329,3.844051117337529,,,8144,8126,109.69836000000001,-24.97597
0.295623,2CXO J104505.7-594404,SPICY,YSO,3.575757575757496,8216,0,0,0,161.27413930816203,-59.734717129843816,0.4038842627201917,0.4153846153846154,0,0,0,161.273981,-59.734796,4.958222862016546,7.989573832275514,,,5.210327717859632,,0.394605466921464,1.0,8.123133912220663E-9,0.0010081587422006274,5.364268366522614E-4,0.002540832065506276,7.705479311637521E-4,0.0025022567541472217,,,,,,,,,,,,,8.605440562096469,8.575647325647324,2.5861975789018588,7.93953770419204,7.5870881719826695,7.25671973541155,3.8427385780636456,4.535193552735024,,4.1202036137594185,,3.358451751906676,4.179594068202015,,,25591,25571,161.27399,-59.73475
0.112192,2CXO J172555.0-341847,SPICY,YSO,3.5757575757576783,53774,1,0,0,261.4793005444128,-34.31308386059196,0.4039496453381132,0.3384615384615385,0,0,0,261.479348,-34.313189,5.030772454627175,9.811445985013734,3.652506867059601,3.702031585274099E-4,9.990439484909864,0.0,9.99649670748123,7.0,2.1989099425292676E-8,0.00305238933441964,3.173421670824522E-4,0.0021982380665433888,0.0057337207172001034,0.004103390822449108,,,,,,,,,,,,0.001726502351597934,8.033374477781997,7.717113967113966,2.128188499783831,,,,,,,,,,5.01605959133466,,,13475,13460,261.47927999999996,-34.313109999999995
0.372509,2CXO J022511.3+620942,SKIFF,STAR,3.2777777777781028,[KKB2015] 19,0,0,0,36.29721846157759,62.161813229493475,0.404274808497839,0.2307692307692308,0,0,0,36.297125,62.1619167,5.065856481914696,3.712189755167029,8.8056154720149,0.0022269006342459925,4.1948136069933435,6.25,0.4692769229948458,0.0,3.352107121612765E-8,0.005295020725373201,3.667787146956549E-4,0.0019405976881745567,0.0151354287683932,0.005072935673496964,,,,,,,,5.201214706291436,4.727408668923549,4.941743011510453,0.3197359840042425,0.0013638430033414686,7.017423091530574,7.188149688149687,2.0577983138780813,6.414931717184318,6.2367617761066585,5.85936658750353,3.9628177300318943,4.900173204149416,4.43315934158179,4.264199276814232,4.801778632027516,4.281950120590055,3.62126699924828,4.553787543937196,5.997493734335837,19117,19107,36.29714,62.16191
0.462077,2CXO J064106.9+092321,SKIFF,STAR,2.7999999999999012,Cl* NGC 2264 RMS 3547,0,0,0,100.27876088441604,9.38937762913539,0.4050181172591496,0.3692307692307693,0,0,0,100.2787083,9.3892778,5.107338148289653,5.65007499401638,1.4016589659624,1.4112318225413352E-4,,0.0,,,,0.00232304212897696,0.003152915070249625,6.530795276832645E-4,0.0019365143481213387,,,,,,,,,4.556075849598961,4.475482356850609,5.548743246417663,0.38575789933852667,4.752218043931409E-4,6.27895936194455,6.476563976563974,1.877499459576308,,,,,,,,,,3.5536116995831426,4.1573530340342275,5.210526315789473,3598,3588,100.27869,9.38927
0.412842,2CXO J064026.4+093521,SKIFF,STAR,5.696969696969931,Cl* NGC 2264 DS 34,1,0,0,100.11038947554596,9.589414300119318,0.40701751881242987,0.18461538461538465,0,0,0,100.1105,9.5894444,5.104190641030376,5.6430205931350095,1.2669997737712002,5.449814748273649E-4,9.549287018117825,0.0,9.766123254624855,6.0,,0.0031708526224127364,0.0042786274959892906,0.002364949606843088,0.0011746116949070118,0.005294545925165046,,,,,,,,6.352403913023321,6.485492948970902,5.635189100305379,0.41956613658026176,5.373060848251227E-4,7.898784656285603,7.99092799092799,2.2851815823605706,7.300289112163512,7.156794285416511,6.6845825696028225,4.166925309351076,4.7608998929828505,3.628203181623615,4.345935388329576,5.246095288163991,4.258282501246693,3.8365338618191784,4.680810759613563,4.24360902255639,2869,2866,100.1105,9.58945
0.350250,2CXO J172458.8-341518,SPICY,YSO,3.937499999999946,53323,0,0,0,261.24525629916764,-34.25512821256692,0.4080203811038667,0.3538461538461539,0,0,0,261.245183,-34.255224,5.041533900436962,9.809768148828075,8.219189264160603,0.003377776904794147,5.455620763367264,6.25,2.9967788698840976,1.0,5.6850919163702856E-8,0.01881873335436271,6.047331815103384E-4,0.0051659591399490935,0.04522198565916101,0.0057654677099597176,,,,,,,,,,,,0.0013970167701928414,7.723604253703001,7.439283689283687,2.0588791612624298,8.770461856720464,8.595474050676042,7.5018684392346655,5.552471453098255,7.447185356501451,,6.753000160462048,,7.016969189386742,4.927902685710388,,,12563,12549,261.24515,-34.25517
0.447088,2CXO J053518.2-051721,SKIFF,STAR,8.627383116363253,COUP 950,1,0,0,83.82589089226185,-5.289346616388738,0.4080932350521532,0.3692307692307693,0,0,0,83.8258333,-5.289444400000002,3.9157553405697154,5.803319171198147,9.999985918650372,0.010984251538435888,9.922236340615454,8.75,9.996912151320146,7.0,,0.0033191490483858977,4.004335409532755E-5,0.002239440312416316,0.006652974026605757,0.003272352378693804,,,,,,,,,,,,,8.875807064185341,8.105981855981856,2.1567634025075666,,,,,,,,,,6.316544796009027,,,931,928,83.82596,-5.28945
