name,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_intra_prob_b,kp_intra_prob_b,var_intra_index_b,ks_intra_prob_b,h-csc,b-csc,m-csc,s-csc,u-csc,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,g_mag,bp_mag,rp_mag
2CXO J124057.3+110110,73.703629,293.728244,-0.4659587757651501,-0.20612117426608,-0.28232354778264,0.10142184007403,0.25580850763544005,0.0,0.50364531646746,1.021325e-14,2.1138000000000005e-13,1.03525e-13,3.7795499999999997e-14,7.64175e-14,14.130999999999998,13.044,10.372,8.006,,,,18.320356,18.333687,17.976767000000006
2CXO J221935.3-271903,-56.375806,23.680447,0.027482823235477995,0.23110555902561,-0.20487195502811,0.15915738039674998,0.977563208669829,0.0,0.946144143384902,5.962e-14,3.75895e-13,6.123225000000001e-14,6.01965e-14,2.5849e-13,17.008,16.249000000000002,12.222000000000001,8.871,,,,20.127935,20.481773,19.709757
2CXO J071839.2-245631,-5.548257,238.164258,-0.4359775140537199,-0.13241723922548,-0.31980012492192,1.0,1.0,10.0,1.0,,1.79905e-14,7.2441e-15,3.78185e-15,6.8045e-15,13.144,12.975,12.084000000000001,8.272,14.658,13.960999999999999,13.644,17.211099,18.226326,16.158545999999998
2CXO J203222.1+405351,0.673691,79.790305,0.7645221736414699,0.29606495940037003,0.57963772642099,0.25840656753078,0.981106159843575,0.0,0.98558802529573,9.6230117275e-11,1.826695e-14,4.563724999999999e-16,3.4093874999999996e-15,1.4692074999999997e-14,13.792,13.530999999999999,10.187999999999999,7.569,16.033,14.734000000000002,14.239,20.028227,21.362593,18.689346
2CXO J064044.5+093226,1.984799,203.22603,-0.88569643972517,-0.6371018113679,-0.5621486570893199,0.999999996474,0.9999999515169494,8.0,0.9999999883437743,1.4689533333333333e-15,6.8642666666666655e-15,4.301975e-15,2.08895e-15,7.898325e-16,12.882,12.623,9.995,6.943,14.047,13.338,12.977,17.00258,18.348091,15.793205
2CXO J033303.3-275922,-54.335148,223.913704,-0.0024984384759525,0.10118675827608,-0.10493441599001,0.98368263686069,0.9912163752459776,6.0,0.9923407234955188,5.0784e-16,2.6209499999999997e-15,5.9954e-16,5.550399999999998e-16,1.6271999999999999e-15,,,,,,,,,,
2CXO J160630.6+542007,45.436335,84.259088,-0.3735165521549,-0.043722673329168994,-0.33104309806371,0.8814127169011899,0.87806757065079,2.0,0.921287818931477,5.3808000000000007e-14,1.1358e-13,3.9246749999999995e-14,2.4067e-14,5.6085249999999994e-14,14.507,13.163,10.14,7.944,,,,19.014408,19.122864,18.66215
2CXO J034415.5+320921,-17.849517000000006,160.442426,-0.99937539038101,0.99937539038101,-0.99937539038101,0.4854157028771,0.93998464887594,0.0,0.7220565547989001,2.7555e-15,2.951e-16,8.9531e-17,1.34005e-16,3.5695e-16,12.856,12.415,8.662,6.176,14.594000000000001,13.775,13.299000000000001,19.261423,21.29341,17.696604
2CXO J213701.2+573418,3.973493,99.151277,-0.58713304184884,-0.36602123672705,-0.24859462835728,0.95908842000366,0.9987106561165464,6.0,0.8947206147948,,1.5408e-15,4.29885e-16,6.7103e-16,8.133699999999999e-16,13.173,12.847000000000001,10.13,7.29,14.720999999999998,13.755999999999998,13.37,17.995407,19.740904,16.700602
2CXO J053525.2-051535,-19.292869,208.905429,0.6033728919425401,0.50218613366646,0.1211742660837,1.0,1.0,9.0,1.0,1.7645499999999995e-15,1.17445e-14,3.9018e-16,9.92785e-16,1.1061499999999999e-14,8.27,7.256,-2.488,-7.305,11.79,10.696,10.011000000000001,15.052796,15.704666,13.716148
2CXO J195001.0+262934,0.115816,62.944601,-0.99937539038101,-0.99937539038101,-0.30980637101811,0.33091442426827,0.022461721961470005,0.0,0.162976524394,,9.5669e-15,4.570575e-15,4.173625e-15,5.6023e-15,8.498,8.43,7.1579999999999995,4.801,9.218,8.886000000000003,8.703,11.484747,12.389314,10.536107
2CXO J215323.3+623834,6.5079449999999985,104.011658,-0.85696439725172,-0.56464709556527,-0.54840724547158,1.0,1.0,10.0,1.0,4.89885e-15,3.249565e-14,8.769750000000004e-15,8.485274999999999e-15,2.6236685e-14,11.409,11.445,11.56,9.609,11.815,11.565,11.508,12.90009,13.200381,12.431079
2CXO J135317.7+332927,75.232529,62.19238100000001,0.28357276702061,0.50343535290443,-0.25608994378513,0.16011428095185998,0.5087299165782599,0.0,0.50967941472391,7.256325e-15,1.7330249999999993e-13,1.324575e-14,1.068725e-14,1.5448e-13,10.131,9.081,5.255,2.539,12.809000000000001,12.145,11.572000000000001,17.999589,15.988029,14.696186
2CXO J123029.4+413927,74.849692,138.05625700000002,0.90818238600874,0.40474703310431,0.79575265459088,0.07142198899094,0.35263917051677,0.0,0.25085335875148,1.21771e-16,1.4448e-13,1.532675e-15,2.1748e-14,1.239125e-13,12.043,11.390999999999998,6.388999999999999,3.2119999999999997,,,,,,
2CXO J212407.6+115056,-26.403372,63.726135,-0.10618363522798,0.26483447845097,-0.36102435977514,0.07803034772993901,0.8888056950601301,0.0,0.4920742818856601,2.5219000000000002e-15,6.753150000000001e-14,1.5064500000000005e-14,1.002115e-14,4.2877e-14,15.105,13.648,10.379000000000001,8.471,,,,18.244308,18.448843,17.801039000000006
2CXO J150934.1+570314,51.387994,93.326074,0.013741411617738996,0.07495315427857599,-0.061211742660837,0.49425363809447,0.27366564557477,0.0,0.35564269998750997,4.6727e-16,4.32725e-15,8.8768e-16,1.04375e-15,2.8759e-15,,,,,,,,,,
2CXO J161653.0-495124,0.555525,333.170423,-0.99937539038101,-0.99937539038101,-0.7595252966895699,0.3489297283525901,0.46543679362291,0.0,0.37450730202895,2.48005e-14,1.67e-14,2.31875e-14,4.61505e-15,,5.744,5.776,6.021,6.544,6.316,6.002999999999999,5.8629999999999995,7.440751,7.811514,6.895950999999998
2CXO J205133.6-271440,-37.210022,18.050048,-0.99937539038101,-0.99937539038101,-0.789506558401,0.15332121070575,0.9645016609489641,0.0,0.9761679319182548,1.83315e-13,1.0678900000000001e-13,8.3302e-14,1.30655e-14,2.57035e-14,5.4639999999999995,5.359,5.5429999999999975,5.507999999999999,5.831,5.586,5.545,6.629565,6.871803999999999,6.22396
2CXO J174046.0-280147,1.383455,0.210847,-0.99937539038101,-0.99937539038101,-0.83947532792005,0.39487346920749,0.29227971969977,0.0,0.6409025680615801,1.0148125e-14,1.9813249999999998e-14,1.8379e-14,1.89345e-15,1.0855825e-15,7.6629999999999985,7.697999999999999,7.855,7.849,8.356,8.181000000000001,8.117,9.203341,9.444927,8.796367
2CXO J235807.8-323714,-77.218926,4.284846,0.2423485321674,0.21361648969394,0.024984384759525,0.63205896235864,0.8699454532771,1.0,0.64223400323468,4.27445e-16,3.71585e-15,4.0683000000000005e-16,6.1990999999999995e-16,2.68395e-15,16.558,16.13,12.270999999999999,8.652000000000001,,,,,,
2CXO J071848.5-245655,-5.5201949999999975,238.186515,-0.99937539038101,0.034978138663335,-0.69706433479076,0.48375279819831,0.77358780977034,0.0,0.64578094665539,,2.0756e-15,1.8066e-15,8.0071e-17,2.96655e-16,8.772,8.825,8.937000000000003,8.426,8.6,8.632,8.727,8.158031,8.048707,8.316459
2CXO J123557.7+275807,86.46862,198.272775,-0.0012492192379763,-0.031230480949407,0.02998126171143,0.5751963379035401,0.9084803656629961,1.0,0.86928824073847,3.670275e-15,1.2757249999999993e-13,2.21055e-14,3.66465e-14,6.821025e-14,,,,,,,,,,
2CXO J113008.7-144737,43.669023,275.271414,0.99937539038101,0.57963772642099,0.99937539038101,0.44521953327849,0.6052023697180601,0.0,0.17641530340239994,4.4078e-16,3.0463000000000002e-15,,3.7926499999999996e-16,2.6632000000000004e-15,16.727,15.798,12.307,8.978,,,,,,
2CXO J171535.9+632335,34.719718,93.068815,-0.41349156777014,-0.0024984384759525,-0.40724547158026,0.17774569390888,0.5199471912864599,0.0,0.79797867629007,4.961600000000001e-15,8.28365e-14,2.9132499999999996e-14,1.60325e-14,4.0920499999999996e-14,14.774000000000001,13.664000000000001,10.482999999999999,8.657,,,,18.072756,18.37167,17.573423000000002
2CXO J104433.7-602504,-1.307101,287.884738,-0.99937539038101,0.99937539038101,-0.99937539038101,0.67266211377592,0.7464329653112001,2.0,0.8944328844802301,2.6199500000000003e-15,6.9414999999999995e-16,7.85695e-16,1.1951000000000002e-16,7.30815e-16,,,,,14.411,14.064,14.037,15.633242,15.994210999999998,15.084141
2CXO J053518.4-044056,-19.055578,208.347138,-0.8894440974391,-0.69206745783885,-0.473454091193,0.28562900889655,0.7644316421672099,0.0,0.9622000408404848,3.2058e-15,6.205050000000001e-15,3.6913000000000014e-15,2.3958e-15,1.1915999999999999e-15,8.242,8.198,6.855,4.623,8.76,8.543,8.392000000000001,9.646112,9.802429,9.320503
2CXO J100441.7+423234,52.93996600000001,177.32619,-0.16864459712679994,0.11118051217989,-0.27108057464085,0.31132150596028,0.8290472483789599,0.0,0.77435462355462,2.0730500000000002e-13,3.0031500000000013e-14,1.1893000000000001e-14,8.0794e-15,1.030095e-14,15.4,14.235999999999999,11.318,8.593,,,,18.723389,18.933699,18.308805
2CXO J190139.1-370017,-17.825170999999994,359.86372400000016,,,,,,,,,2.3751000000000004e-16,,2.2491e-16,2.7573e-16,11.823,11.388,10.356,5.857,14.257,13.045,12.296,19.585999,21.239597,17.884747
2CXO J120720.7+430552,71.698713,149.330448,-0.99937539038101,-0.99937539038101,-0.77826358525921,0.41022903969842,0.8692634056141401,0.0,0.78558618524846,9.24e-16,2.5283500000000005e-15,2.6633e-15,6.80345e-16,,5.74,5.73,5.7589999999999995,5.71,6.364,5.892,5.79,7.826117,8.294713,7.186976
2CXO J043046.9+645106,11.241561,143.676536,-0.43972517176765,-0.4896939412867,0.058713304184884,0.34561934342626,0.5153974898086401,0.0,0.5769282604343101,,1.1350025e-15,3.3323749999999997e-16,5.849025e-16,3.57885e-16,,,,,13.193,12.936,12.159,19.879417,17.82059,16.656944
2CXO J064101.0+093452,2.063758,203.220939,-0.7282948157401601,-0.39100562148657,-0.46970643347908,1.0,1.0,9.0,0.9999999999625592,1.7636e-15,1.652825e-14,8.144450000000002e-15,3.8205e-15,4.317525000000002e-15,11.202,10.95,8.516,4.868,12.875,12.65,12.341,16.062088,17.032532,15.027065
2CXO J054145.6-015123,-16.323485,206.494362,0.62460961898813,0.038725796377264,0.5883822610868199,0.60812829768752,0.66665636317014,1.0,0.8995762311432901,6.9146e-16,1.3443500000000002e-15,1.3325e-16,5.865800000000001e-16,7.52395e-16,,,,,14.658,12.64,11.578,20.946215,21.97621,19.367958
2CXO J181907.8-133616,0.818088,17.170079,0.99937539038101,0.67083073079325,0.8557151780137401,0.54538116262126,0.4839485157748,1.0,0.40902468152413,4.5963e-14,5.612950000000001e-15,5.0178e-15,3.43135e-16,4.100350000000001e-15,,,,,18.284000000000002,14.752,13.761,,,
2CXO J133935.3-633942,-1.287529,308.242484,-0.68831980012492,-0.26358525921299,-0.4597126795752701,0.2488276873795,0.5180254021123301,0.0,0.44011164124293,1.1394000000000004e-13,2.1553499999999998e-14,2.7138999999999998e-15,3.3414000000000002e-15,2.07285e-14,7.6160000000000005,7.575,7.4689999999999985,6.5729999999999995,8.205,7.942,7.726,9.94451,10.5419,9.180571
2CXO J111234.3-611649,-0.653516,291.340369,-0.08369768894441,0.6346033728919399,-0.6858213616489699,0.48453226801233,0.23048968759705,0.0,0.52892139855666,2.37225e-15,2.05715e-15,3.4953000000000003e-16,1.92095e-16,1.6138999999999999e-15,10.508,9.968,7.767,4.989,12.68,12.011,11.519,14.865192,15.545627,14.014176999999998
2CXO J151010.3+570609,51.293089,93.311963,0.8057464084946899,0.51093066833229,0.4984384759525301,0.40757108257536,0.52908388524386,0.0,0.45046815292457,4.93745e-16,2.5439e-14,5.711350000000003e-16,2.9518999999999997e-15,2.2303e-14,15.526,15.145999999999999,12.065999999999999,8.871,,,,,,
2CXO J071853.0-245550,-5.496591,238.17828,-0.67582760774516,-0.046221111805122,-0.63960024984385,0.29532680123711,0.7001096311312801,0.0,0.8919591884475601,,2.79685e-15,1.5803999999999998e-15,5.1264e-16,7.8445e-16,14.139000000000001,13.96,12.463,9.255,15.513,14.777999999999999,14.367,18.126389,19.302313,17.014565
2CXO J134450.6+555531,59.638408,108.101106,0.38600874453467,0.12866958151156,0.26983135540287,0.13836470252643,0.61144617579383,0.0,0.81755366565659,1.3697999999999998e-16,2.2009e-14,1.5822000000000005e-15,4.2472e-15,1.63855e-14,16.213,14.806,11.512,9.365,,,,20.577705,21.07598,20.003107
2CXO J092020.6+640607,40.192191,150.014624,-0.16614615865084,0.49968769519051,-0.59837601499063,0.44340522904548,0.010765991983540002,0.0,0.25699655728282,3.6997e-13,6.948e-15,1.6802000000000004e-15,6.716249999999997e-16,5.36e-15,,,,,,,,,,
2CXO J053507.5-051950,-19.390399,208.937041,0.99937539038101,0.95940037476577,-0.1948782011243,0.92468671518816,0.989195747734588,6.0,0.9982149380955035,1.3665699999999998e-16,,,,,10.06,9.007,4.1610000000000005,,14.339,12.684000000000001,11.828,18.907765,17.829836,17.154566
2CXO J053459.3-045012,-19.196446,208.454451,-0.92192379762648,-0.66208619612742,-0.65084322298563,0.20721368963352,0.46188782380202,0.0,0.19951267961692,1.084535e-15,1.3597e-14,1.00255e-14,3.0015e-15,9.779350000000002e-16,9.892000000000001,9.578,4.739,2.085,11.769,10.932,10.659,14.793774,16.123716,13.575217000000002
2CXO J203158.3+410153,0.813331,79.853616,,,,0.57392319547433,0.4610283946608301,1.0,0.5452409323466301,4.2814499999999986e-15,3.8449525e-15,6.650075000000001e-16,1.0041675e-15,3.9647374999999995e-15,12.107999999999999,11.466,9.027000000000001,5.255,15.532,13.927999999999999,13.026,20.556545,21.162285,19.07663
2CXO J053511.5-044634,-19.123702,208.421826,-0.94690818238601,-0.6945658963148,-0.7320424734540899,0.20355964001033,0.6164840951682601,0.0,0.54795024232532,4.838400000000001e-15,2.19495e-14,1.8619e-14,2.59625e-15,8.164749999999998e-16,11.216,11.064,8.012,6.345,12.293,11.626,11.402999999999999,15.245276,16.617810000000002,13.988898
2CXO J203319.2+405751,0.568495,79.950744,0.7532792004996899,0.40099937539038,0.4946908182386,0.35073868086516,0.6220584406331999,0.0,0.910217523163378,4.170825e-15,3.432475e-14,9.649175000000004e-16,4.9702e-15,2.9196749999999996e-14,7.218,6.5020000000000024,3.9739999999999998,2.025,11.014000000000001,9.767000000000001,8.742,14.994142000000002,16.920784,13.692566
2CXO J213738.8+572937,3.859242,99.161731,-0.6670830730793299,-0.64084946908182,-0.01998750780762,0.52067064532842,0.43404146979712,1.0,0.7301050926491399,,6.0603e-15,1.9421375e-15,3.568625e-15,1.424825e-15,10.924000000000001,10.329,8.338,6.087999999999999,13.119000000000002,12.144,11.610999999999999,16.169355,17.333263,15.060938
2CXO J162128.7-003850,32.444058,13.009956,-0.14241099312929,0.82323547782636,-0.86196127420362,0.12166017267524,0.7236089429417201,0.0,0.45659570111175,7.6259e-15,2.275550000000001e-13,5.7117e-14,7.120550000000001e-15,1.70585e-13,14.658,13.713,11.112,7.943,,,,18.81534,19.18944,18.37048
2CXO J221406.1-171218,-52.414981,39.867782,-0.37726420986883,-0.028732042473454,-0.33104309806371,0.14005920040863,0.54934778438329,0.0,0.5973595104368801,,3.5245e-14,2.1327e-14,5.6575e-15,8.116899999999999e-15,15.610999999999999,14.562000000000001,11.425,8.491,,,,18.338995,18.496027,18.000501999999994
2CXO J203413.2+410345,0.490986,80.131011,-0.16114928169894,-0.017489069331667998,-0.13616489693941,0.82303844092223,0.8735033031628001,2.0,0.67259483352862,3.347775e-15,3.71435e-15,5.300624999999998e-16,1.0359724999999999e-15,2.70515e-15,11.618,10.999,9.21,4.811,14.797,13.344000000000001,12.482000000000001,19.460979,21.374388,18.02185
2CXO J123132.3+013813,64.066408,291.500218,-0.2735790131168,0.18613366645846,-0.4359775140537199,0.10781509889762,0.12255392775546005,0.0,0.29167684175764,4.1703e-14,1.8188499999999999e-13,5.2157500000000004e-14,3.0233499999999996e-14,1.0667999999999999e-13,16.243,15.695,12.117,8.537,,,,18.753727,19.107843,18.221571
2CXO J203410.3+410905,0.551361,80.196838,0.99937539038101,0.42348532167395,0.99937539038101,0.47566554963837,0.41293802812324,0.0,0.41488504564716,4.26155e-15,3.3738750000000004e-15,1.7987e-16,5.0026e-16,3.4961999999999995e-15,10.104,9.336,8.389,5.13,14.17,12.585,11.554,19.392317,21.116665,17.510117
2CXO J031735.6-663059,-44.680949,283.440494,-0.99937539038101,-0.99937539038101,-0.6995627732667099,0.48440184923585,0.02991560825845996,0.0,0.18188207771892995,2.8121999999999996e-16,6.477049999999997e-16,1.3395333333333334e-15,3.5653750000000003e-16,,,,,,,,,,,
2CXO J174338.1-293839,-0.001327,359.170048,,,,,,,,2.04375e-15,2.1345e-15,7.412049999999998e-17,1.86605e-16,2.2712000000000003e-15,,,,,14.99,12.777000000000001,10.878,17.841835,19.028475,16.764774
2CXO J181837.4-134607,0.848909,16.967095,0.0062460961898814,-0.018738288569644,0.024984384759525,0.47606595838501,0.03699194115101001,0.0,0.007473152585219966,,6.1862999999999996e-15,9.795349999999999e-16,1.63695e-15,3.7801e-15,10.450999999999999,9.842,3.69,-0.503,14.081,12.58,11.492,17.144451999999998,18.517256,15.841433
2CXO J053557.2-064027,-19.809868,210.309805,-0.6558400999375401,-0.19737663960025,-0.48719550281074,0.4412510536681401,0.5748486758643001,0.0,0.7621394920436201,,2.140675e-15,8.376049999999999e-16,4.73285e-16,9.705875000000001e-16,11.505,10.937000000000001,8.866,6.513,12.859000000000002,12.139000000000001,11.814,15.695841,16.923251999999998,14.54289
2CXO J133344.2+375752,75.98934399999997,86.23165300000002,-0.45846346033729,-0.20986883198001,-0.2685821361649,0.15217305997189,0.8248758200082901,0.0,0.73938028564898,5.207450000000001e-15,1.3479499999999998e-14,4.900600000000001e-15,4.130600000000001e-15,4.70315e-15,15.952,15.100999999999999,11.914000000000001,9.144,,,,21.14741,21.413845,20.291634
2CXO J121538.2+361921,78.075715,160.279697,0.00999375390381,0.08244846970643299,-0.072454715802623,1.0,1.0,10.0,0.9999999962767993,7.2842e-15,1.7705999999999998e-13,3.2922750000000016e-14,3.8951249999999996e-14,1.1027149999999999e-13,,,,,,,,,,
2CXO J140242.5+542714,59.722387,102.271669,0.99937539038101,0.99937539038101,-0.99937539038101,0.50100991847741,0.59293660392542,1.0,0.55340872527854,3.05055e-16,3.19865e-15,6.1312e-17,5.635499999999998e-17,3.25385e-15,15.669,15.341,12.668,8.87,,,,,,
2CXO J091658.2-771147,-19.126432,292.047157,-0.99937539038101,0.23485321673954,-0.8457214241099301,,,,,1.909e-12,4.557950000000001e-15,6.4214e-15,1.0671400000000002e-15,7.2071e-15,8.081,8.131,8.092,8.052999999999999,8.515,8.256,8.142999999999999,9.377169,9.629977,8.953104
2CXO J174558.4+391921,28.878072,64.974797,,,,,,,,,,,,,3.411,2.8689999999999998,3.2769999999999997,3.285,4.252,3.617,3.312,6.103231,6.80167,5.296739
2CXO J171404.3-381137,0.364085,348.663373,0.99937539038101,0.6945658963148,0.99937539038101,0.11487931622228,0.74795585936612,0.0,0.7031422539666401,6.158299999999999e-15,4.35625e-14,3.1483499999999997e-16,3.5294000000000013e-15,4.2304500000000004e-14,9.99,9.388,8.03,3.787,13.259,11.824000000000002,10.902999999999999,19.504476,21.804947,17.7277
2CXO J172436.1-341521,0.8836149999999999,353.106635,,,,0.4538122685726501,0.67468894909889,0.0,0.7976870216124301,6.330125000000001e-15,6.505525e-15,1.4235e-15,3.2265000000000003e-16,9.465e-15,11.165,10.847999999999999,6.095,4.212,13.867,12.423,11.630999999999998,18.698481,20.816196,17.294346
2CXO J053504.9-044913,-19.168211,208.450389,-0.8057464084946899,-0.4597126795752701,-0.54840724547158,0.29494092194774,0.940556635446236,0.0,0.909131996852143,1.7974e-15,7.657099999999997e-14,4.4087e-14,1.6515e-14,1.62365e-14,10.684000000000001,10.509,7.522,3.178,12.020999999999999,11.33,11.112,14.668904,15.654193,13.531198000000002
2CXO J175348.2-284118,-1.410666,1.133537,-0.99937539038101,-0.99937539038101,-0.6633354153654,0.26411611267791,0.09342592537907002,0.0,0.024660961012340055,1.0444949999999999e-13,4.1545e-14,3.5307e-14,7.814099999999997e-15,1.5438000000000005e-14,5.2379999999999995,5.055,5.31,5.229,5.994,5.513,5.349,7.5879660000000015,8.128127000000001,6.891181
2CXO J091501.7+241812,41.548854,203.501578,0.91193004372267,0.4921923797626501,0.7595252966895699,0.15981302305820005,0.60523386383458,0.0,0.83784319764198,1.079e-14,3.8279000000000003e-13,3.3427e-15,4.19785e-14,3.4250999999999997e-13,11.392999999999999,9.985,7.1739999999999995,4.8389999999999995,16.559,15.238,13.815999999999999,20.32848,20.628601,19.205389
2CXO J115822.9+123520,70.874955,259.818652,-0.45471580262336,-0.12492192379763,-0.34853216739538,0.062731250906672,0.37939138152436,0.0,0.41912691516719,1.2038e-13,8.92065e-14,2.8919500000000006e-14,1.9208e-14,4.0101499999999996e-14,,,,,,,,20.488538,20.250166,19.636583
2CXO J163950.4+434003,41.645578,68.565465,0.0062460961898814,0.28232354778264,-0.27732667083073,0.3082387229932,0.7278763852404,0.0,0.902440529312475,8.73095e-15,8.824000000000004e-14,1.3572499999999999e-14,1.2883e-14,6.596950000000002e-14,14.370999999999999,13.888,10.944,8.408999999999999,16.285,15.963,14.93,18.143012,18.807055,17.371298
2CXO J084226.9-785748,-21.605445,292.432977,-0.8682073703935,-0.12492192379763,-0.8182386008744499,0.24053982716285,0.051991900859510005,0.0,0.18467502486340004,5.3812999999999985e-15,2.6128500000000003e-14,2.0836e-14,2.2965e-15,3.5084499999999996e-15,9.715,9.481,7.859,5.192,10.777000000000001,10.099,9.855,13.722014,15.352078,12.48805
2CXO J114052.8-262911,33.763103,283.891048,-0.3797626483447801,-0.10993129294191,-0.27732667083073,0.32044537994081,0.82572451509773,0.0,0.6470979056208199,3.97715e-16,7.98355e-15,2.5706000000000004e-15,2.41705e-15,3.1846e-15,,,,,,,,,,
2CXO J100141.3+021031,42.350213,237.093642,-0.24984384759525,-0.017489069331667998,-0.23360399750156,0.90408871950112,0.9971181970266652,6.0,0.966180458642385,5.8301499999999995e-15,3.49255e-14,1.036245e-14,7.131699999999997e-15,1.7586500000000003e-14,15.27,14.76,12.224,9.083,,,,,,
2CXO J100128.0+021819,42.380831,236.90679100000003,-0.30231105559026,0.08244846970643299,-0.3722673329169301,0.80840147670121,0.9316524161862032,2.0,0.9528215201104822,3.5048250000000003e-15,1.0749425e-14,3.146425e-15,1.767325e-15,5.8051749999999995e-15,17.632,16.246,12.565999999999999,8.391,,,,,,
2CXO J080507.7+523525,32.212614,165.871941,-0.55465334166146,-0.12866958151156,-0.4334790755777601,0.4364026169433301,0.25153871198829003,0.0,0.47523193567391997,4.0937e-12,2.0523499999999998e-13,8.9896e-14,3.2374000000000004e-14,7.818200000000003e-14,14.818,13.575,11.234000000000002,8.777999999999999,,,,19.054869,19.17284,18.808796
2CXO J063350.9+043131,-1.83634,206.897351,-0.89444097439101,-0.65833853841349,-0.57214241099313,0.07561508375424299,0.55069098046137,0.0,0.3090229573484,8.752200000000001e-14,1.2183499999999998e-13,8.0227e-14,3.16265e-14,9.919499999999999e-15,7.3870000000000005,7.4110000000000005,7.564,6.537000000000001,7.564,7.511,7.4460000000000015,8.165697999999999,8.324086999999999,7.845442999999999
2CXO J110759.8-771531,-15.552803,297.201146,-0.76202373516552,-0.31480324797002,-0.5733916302311101,0.5141944473314699,0.6486510157091,1.0,0.24435251585224005,,3.365875e-15,2.1580249999999998e-15,7.349825000000001e-16,1.2430999999999998e-15,10.947000000000001,10.593,10.415,9.052999999999999,12.522,11.645999999999999,11.167,16.995817000000002,20.188457,15.470447
2CXO J235756.3-323445,-77.196997,4.527181,0.67207995003123,0.41474078700812,0.3510306058713301,0.4416952463094001,0.4530321398204,0.0,0.6865155572564501,,3.9388500000000005e-15,1.5783499999999998e-16,5.326e-16,3.47575e-15,14.073,14.505999999999998,11.602,8.304,,,,,,
2CXO J135022.1+094011,67.681881,344.24445,0.58338538413492,0.34353529044347,0.22735790131168,0.15112468257975,0.02093972582378001,0.0,0.06820852004373001,3.4644728e-13,9.942216e-13,2.604894e-13,2.0326484e-13,5.332824000000001e-13,,,,,,,,21.506958,19.051924,17.40108
2CXO J133808.9+292413,79.471055,48.136581,-0.28607120549656,-0.07495315427857599,-0.21236727045597,0.35833642412466993,0.52702413243723,0.0,0.26814001219286,7.2986e-15,2.0477000000000002e-14,4.45715e-15,4.46155e-15,1.20971e-14,,,,,,,,20.16231,20.263172,19.736671
2CXO J054522.3+090412,-10.251266,197.109168,0.7595252966895699,0.86196127420362,-0.29731417863835,0.96554313728134,0.9999619331917596,6.0,0.9995919432387464,1.5735499999999995e-16,6.19405e-14,1.36025e-15,1.1737999999999999e-15,6.0883e-14,4.686,3.509,2.08,0.175,6.519,5.699,5.159,9.265527,10.029497,8.360286
2CXO J215322.4+471417,-5.51451,94.361987,-0.48719550281074,-0.20362273579013,-0.31230480949407,0.35130164645127,0.5550254300743,0.0,0.908492570152525,9.970700000000001e-15,8.07765e-14,2.6976e-14,2.10405e-14,3.3336e-14,,,,,12.933,12.183,11.854000000000001,15.640111,16.735975,14.580483
2CXO J005811.4-272635,-88.46700899999998,225.175756,-0.5571517801374101,-0.25234228607121,-0.34603372891943,0.28032509680506,0.27651156652972997,0.0,0.27390797030831004,6.82505e-15,2.0219999999999998e-14,7.28805e-15,4.99375e-15,8.4001e-15,17.014,15.991,12.270999999999999,8.584,,,,20.33096,20.541483,19.764774
2CXO J082020.1+364004,32.841389,185.032259,0.043722673329168994,0.31355402873204,-0.27232979387883,0.08927420191563601,0.27628757082957,0.0,0.09275226382103996,5.8792000000000006e-15,9.01915e-14,1.1694499999999998e-14,1.0099e-14,7.1012e-14,13.795,12.828,10.265999999999998,8.084,16.039,15.773,14.579,18.362337,18.69828,17.682195999999994
2CXO J132957.5+471048,68.568842,104.800217,-0.17489069331668,,,0.99999999899121,0.9999999968849852,8.0,0.999999999751362,1.5433499999999995e-14,4.5280000000000004e-14,1.075e-14,1.11765e-14,2.40915e-14,,,,,,,,,,
2CXO J181846.1-135437,0.750913,16.859048,-0.7632729544035,-0.40474703310431,-0.51093066833229,0.28981815197372,0.76756688592058,0.0,0.9177208031984152,2.6534500000000002e-14,1.2914500000000001e-14,5.5331499999999996e-15,2.7381e-15,4.695600000000001e-15,10.79,11.017000000000001,7.316,1.6269999999999998,11.907,11.569,11.339,13.540175,13.737662,12.661281
2CXO J180023.6-240109,-0.346185,5.913762,0.99937539038101,0.7682698313554001,0.99937539038101,0.75352840391766,0.69655742677552,2.0,0.8533381759160801,,3.1787500000000002e-15,,2.04575e-16,3.065e-15,,,,,,,,19.946821,21.245428,18.898579
2CXO J173953.9-282946,1.29814,359.714098,0.24984384759525,-0.38850718301062,0.59337913803873,0.70543271785302,0.76256262024913,2.0,0.9589881499346,1.39555e-14,1.785175e-14,7.319025e-16,7.797650000000001e-15,8.471475e-15,,,,,,,,,,
2CXO J054125.0-015227,-16.407830999999998,206.468946,0.38475952529669,0.10993129294191,0.28357276702061,0.16980559882088,0.85470023663338,0.0,0.81994999357348,,9.0938e-15,7.421750000000001e-16,2.49585e-15,5.9948e-15,10.532,9.875,5.268,5.098,13.665,12.242,11.571,18.936357,20.680020000000006,17.282574
