name,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_intra_prob_b,kp_intra_prob_b,var_intra_index_b,ks_intra_prob_b,h-csc,b-csc,m-csc,s-csc,u-csc,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,g_mag,bp_mag,rp_mag
2CXO J002405.0-720506,-44.88546,305.895129,-0.32354778263585,-0.16489693941287,-0.15990006246096,0.47136502129764,0.58705922168487,0.0,0.78586949436776,5.29005e-16,3.4762999999999997e-15,9.784449999999999e-16,8.246449999999999e-16,1.2157e-15,,,,,,,,12.772668,12.119293,11.083674
2CXO J002415.9-720436,-44.895729,305.877426,0.12492192379763,0.12242348532167,0.0024984384759525,1.0,0.999999999890556,10.0,0.9999998595068208,1.6681499999999999e-15,4.28045e-14,5.777500000000001e-15,8.463300000000002e-15,2.9037e-14,,,,,,,,16.596064000000002,14.26537,13.210335
2CXO J155140.9-513128,1.957066,329.078738,-0.99937539038101,-0.28607120549656,-0.52217364147408,0.58198457215571,0.7954020795251899,1.0,0.80659253014357,,2.7500499999999998e-15,1.05035e-15,4.713549999999997e-16,3.0984e-15,11.864,11.799000000000001,11.187000000000001,3.739,12.699000000000002,12.493,12.370999999999999,13.731075,13.99066,13.283546
2CXO J002407.9-720454,-44.889147,305.89057,-0.40974391005621,-0.23610243597751,-0.19237976264834,0.99299298293442,0.9997539450502976,7.0,0.9992417458057667,2.885475e-16,6.41875e-15,1.9659000000000006e-15,1.9885499999999995e-15,2.67685e-15,,,,,,,,,,
2CXO J004241.1+411544,-21.579214,121.163538,,,,,,,,1.3692e-14,7.702149999999998e-17,5.983649999999999e-17,1.96395e-17,5.2293500000000006e-17,,,,,,,,20.354675,15.097752,13.675737
2CXO J004233.9+411056,-21.658403,121.136004,,,,,,,,4.2668e-17,5.808200000000001e-17,2.2851999999999998e-17,1.602e-17,8.993750000000001e-17,,,,,,,,,,
2CXO J191051.5-595856,-25.626751,336.494939,-0.1736414740787,-0.0049968769519051,-0.16864459712679994,0.34385062560898,0.9151876242087892,0.0,0.964691896511043,2.1735e-15,4.679375e-14,8.645749999999998e-15,8.821075000000003e-15,2.9752e-14,,,,,,,,15.769627,14.02978,13.552957
2CXO J004237.0+411428,-21.600083,121.14889,,,,,,,,2.2119e-16,1.7791000000000002e-16,4.6501e-17,6.1898e-17,7.3513e-17,,,,,,,,,,
2CXO J192105.4+374457,10.857237,69.95644399999999,0.071205496564647,0.29856339787633,-0.22985633978763,0.62739194035559,0.87156184932512,1.0,0.8962690109042301,4.4345999999999996e-16,4.13895e-15,8.029450000000001e-16,6.9293e-16,3.7448000000000004e-15,,,,,,,,20.636433,21.105022,19.47056
2CXO J122758.7-485343,13.79563,298.965508,0.23860087445347,0.28107432854466,-0.046221111805122,0.99999999916094,0.9999999999999358,8.0,0.9999878395031828,2.607e-15,3.5314e-13,3.7723000000000005e-14,5.0006500000000005e-14,2.6976e-13,14.22,13.959000000000001,12.298,9.113999999999999,15.731,15.425,15.31,18.070656,18.456608,17.477304
2CXO J004242.7+411544,-21.579457,121.168874,,,,0.44537767755637,0.39906945550163,0.0,0.67060248312838,5.58735e-17,3.40265e-16,3.9488e-17,8.631299999999998e-17,3.2207e-16,,,,,,,,,,
2CXO J133620.0-295106,32.016853000000005,314.416514,-0.089943785134291,-0.048719550281074,-0.039975015615241,0.6559690033079599,0.84393350363425,3.0,0.84961201695389,3.859466666666667e-14,1.2408e-14,1.95145e-15,3.31415e-15,7.626600000000001e-15,10.859000000000002,10.925,11.049000000000001,9.449,11.54,10.991,10.927999999999999,13.020397,13.516692,12.365904
2CXO J194938.3+263149,0.207738,62.933878,0.7445346658338499,0.66458463460337,0.14990630855714998,0.13256094042487,0.47269952597219,0.0,0.53382507400322,,1.0561e-12,1.821175e-14,5.3336249999999997e-14,1.0156425e-12,,,,,,,,19.475046,20.1783,18.713667
2CXO J004253.7+411846,-21.530274,121.207864,,,,,,,,5.3996499999999985e-17,4.5256e-17,1.77645e-17,1.3049000000000002e-17,8.262299999999999e-17,,,,,,,,,,
2CXO J172558.5-353231,-0.07067899999999999,352.199831,-0.39225484072455,-0.17863835103061,-0.22361024359775,0.6380301719374599,0.9947427069192808,4.0,0.9820197589413828,2.0548666666666667e-15,4.7248e-14,1.9389e-14,2.7823750000000002e-14,2.0903749999999998e-14,,,,,14.258,13.706,13.585999999999999,15.941648,16.288695999999998,15.145193
2CXO J002406.4-720443,-44.892091,305.894054,-0.59337913803873,-0.011242973141786005,-0.58588382261087,1.0,1.0,10.0,1.0,4.9834e-14,4.4607e-14,1.9572999999999998e-14,6.7351e-15,1.8116e-14,,,,,,,,11.138279,11.630501,9.947763
2CXO J083642.7+532838,36.961075,164.814928,-0.44472204871955,-0.027482823235477995,-0.42223610243598,0.99332361911145,0.9999997961793492,7.0,0.9999810356867064,1.22775e-12,2.39995e-12,8.151949999999999e-13,4.7041e-13,1.1411999999999998e-12,14.025,13.630999999999998,12.595999999999998,9.044,15.620999999999999,15.327,14.81,16.608034,16.717754,16.293112
2CXO J161702.1-225821,19.466254,352.675169,0.071205496564647,-0.021236727045597,0.08744534665833799,0.54711178015729,0.72549361837905,1.0,0.929144516771833,6.69155e-16,7.695e-16,1.8962000000000001e-16,3.3575e-16,3.4027e-16,,,,,,,,,,
2CXO J174817.0-280749,-0.082319,0.992356,,,,,,,,,,,,2.65425e-13,,,,,15.649000000000001,12.744000000000002,10.523,18.956409,20.516039000000006,17.79725
2CXO J164955.6-330702,7.3438,349.696351,,,,,,,,,,,,,13.362,13.105,11.334000000000001,8.587,14.409,13.969000000000001,13.712,15.879244,16.284124,15.247124
2CXO J004243.8+411734,-21.54899,121.173786,,,,,,,,2.7155e-17,8.884049999999999e-17,1.1598e-17,1.5282000000000002e-17,1.2692499999999999e-16,,,,,,,,20.890493,18.4103,15.05046
2CXO J004251.8+411618,-21.571184,121.199714,,,,,,,,4.2981499999999987e-17,1.4092e-16,5.819449999999998e-17,3.6469e-17,6.5054e-17,,,,,,,,21.079638,15.876801,14.476075
2CXO J002408.4-720500,-44.887746,305.88929,0.7432854465958799,0.473454091193,0.4159900062461,0.99247145293252,0.9957148690359116,7.0,0.987468312247297,4.9665999999999994e-17,1.8597999999999998e-14,5.26695e-16,2.22845e-15,1.6867499999999994e-14,,,,,,,,,,
2CXO J190109.3-220005,-11.876682,14.123846,-0.55465334166146,-0.22485946283573,-0.37601499063086,0.051281766700675004,0.62930469289077,0.0,0.6244505969076299,3.8926e-13,1.4891000000000002e-12,5.6948e-13,3.61175e-13,5.7377e-13,15.394,15.020999999999999,12.220999999999998,7.8020000000000005,16.361,15.998,16.972,17.054445,17.195095000000002,16.705568
2CXO J004249.0+411918,-21.520787,121.19231299999998,,,,,,,,7.889399999999998e-17,5.84125e-17,1.62825e-17,1.4328e-17,7.024699999999998e-17,,,,,,,,21.229685,18.458735,17.42106
2CXO J004237.3+411709,-21.555205,121.151368,,,,,,,,4.5478500000000006e-17,2.1451999999999998e-16,1.5902e-17,4.1063999999999997e-17,1.2397499999999998e-16,,,,,,,,21.073175,16.379118,15.29638
2CXO J193840.1+303028,4.277113,65.18656700000001,0.3997501561524,0.61836352279825,-0.29106808244846993,1.0,1.0,10.0,1.0,4.4173250000000004e-14,2.8366e-12,1.6639500000000002e-13,1.59075e-13,2.59285e-12,11.107999999999999,11.097999999999999,11.142999999999999,9.152999999999999,11.735,11.333,11.15,13.130842,13.331069,12.489739
2CXO J004242.7+411614,-21.571151,121.169172,,,,,,,,8.55595e-15,5.945850000000001e-17,2.02715e-17,3.44845e-17,4.9537e-17,,,,,,,,,,
2CXO J162006.7-500159,0.066576,333.418432,0.99937539038101,0.89569019362898,0.64834478450968,0.71855095293004,0.83685944837314,2.0,0.9364346412525708,,7.2245e-13,3.6032e-15,1.1392e-14,7.28985e-13,,,,,,,,,,
2CXO J140505.5+534016,60.181428,100.825564,0.8382261086820699,0.46096189881324,0.60462211118051,0.27863996969629,0.031218010593599962,0.0,0.05762670333028996,,1.4905500000000002e-14,3.44305e-16,1.909375e-15,1.324975e-14,,,,,,,,,,
2CXO J110455.4-610305,-0.7980729999999999,290.401415,-0.94815740162398,-0.7382885696439699,-0.6958151155527801,0.087864640902327,0.3372103515352,0.0,0.24671286179278995,2.1948e-15,7.309400000000003e-14,5.4270000000000005e-14,1.3688249999999999e-14,4.045075e-15,7.774,7.8420000000000005,7.752999999999999,7.152,7.693,7.784,7.79,7.561853,7.511478,7.587573
2CXO J053422.3-053447,-19.670279,209.083018,-0.86196127420362,-0.50843222985634,-0.58588382261087,0.94679229021331,0.99326822616809,6.0,0.9952380277900124,4.6263474999999996e-15,8.15815e-15,3.95765e-15,1.4861749999999995e-15,2.963875e-15,12.78,12.427999999999999,10.484000000000002,6.95,13.935,13.306,12.981,17.757982000000005,19.47294,16.292566
2CXO J073731.1+653903,29.255637,150.51606,0.29731417863835,0.23360399750156,0.064959400374766,0.84458024938748,0.929754813843628,2.0,0.63611254076415,1.7902324999999998e-16,6.092449999999999e-15,6.541125e-16,1.152135e-15,4.380575e-15,15.767000000000001,15.545,12.404000000000002,9.407,,,,,,
2CXO J140500.1+534011,60.19015699999999,100.84616,0.18238600874453,0.21236727045596,-0.031230480949407,0.63562715719879,0.946799888471625,1.0,0.80497725255262,3.6186e-15,6.243049999999998e-14,7.10985e-15,9.523975e-15,4.683575e-14,,,,,,,,,,
2CXO J182039.6-161146,-0.731016,15.05965,0.99937539038101,0.8144909431605201,0.99937539038101,0.5788228322992299,0.8760840142610901,1.0,0.920889800237582,3.580025e-16,1.615075e-14,2.6003249999999998e-17,5.682624999999999e-16,1.624425e-14,,,,,15.068,13.249,12.357999999999999,,,
2CXO J132952.7+471244,68.544904,104.870094,0.6908182386008699,-0.10868207370394,0.7432854465958799,0.88148756887281,0.9014511814437672,2.0,0.967233340118834,1.18825e-16,1.9271499999999998e-15,5.5137000000000005e-17,7.14715e-16,1.1717500000000006e-15,,,,,,,,,,
2CXO J060105.1-234102,-21.148649,229.534956,0.36976889444097,0.14116177389132,0.23735165521549,0.19651877739575,0.11807623791222,0.0,0.16750412679420998,7.47505e-16,2.2926e-14,2.07915e-15,5.376849999999999e-15,1.6760000000000006e-14,,,,,,,,,,
2CXO J064041.3+095102,2.114579,202.943927,0.10493441599001,0.36602123672705,-0.2735790131168,0.99375149286017,0.983340525390518,7.0,0.9976854467684516,1.39955e-15,3.5431000000000003e-14,6.063999999999999e-15,4.93225e-15,2.4077500000000002e-14,11.805,11.567,9.202,5.971,12.806,12.024000000000001,11.713,15.24059,16.048197000000002,14.206306
2CXO J171701.2+431042,34.882032,68.38745,-0.2423485321674,0.092442223610244,-0.32729544034978003,0.072967300107601,0.28200978522721004,0.0,0.19587242120199,1.45325e-14,7.450349999999999e-14,1.7857e-14,1.28055e-14,4.4867e-14,15.333,14.776,12.099,9.097000000000001,,,,,,
2CXO J132943.3+471134,68.57355,104.91555,-0.97314178638351,-0.59837601499063,-0.89444097439101,1.0,1.0,10.0,1.0,5.4799e-13,3.90885e-14,3.6071e-14,1.9838999999999998e-15,1.0778199999999998e-15,,,,,,,,,,
2CXO J164706.4-455026,-0.40264,339.562153,0.59337913803873,0.53841349156777,0.077451592754528,0.56568430512403,0.73421425056201,1.0,0.9101239714235542,7.7887999999999975e-16,5.01095e-15,2.32005e-16,4.2766e-16,4.596250000000001e-15,,,,,9.051,8.189,7.63,14.026128,17.244167,12.506153
2CXO J172436.4-341236,0.90855,353.145129,,,,0.4850138703196,0.035238190820300004,0.0,0.23783237407029,7.3553e-15,9.366357500000001e-14,3.885186666666668e-15,1.4364364999999995e-14,7.691247500000001e-14,,,,,13.402999999999999,12.341,11.575,17.118639,18.500246,15.827884
2CXO J053840.2-023018,-17.308513,206.719146,,,,,,,,,,,,,9.883,9.307,7.087999999999999,4.958,11.512,10.763,10.395,14.008966,14.972169,13.010994
2CXO J104504.7-594053,-0.625735,287.597726,-0.38475952529669,-0.29856339787633,-0.09369144284822,0.30141761489149,0.63741726561566,0.0,0.85154366674383,4.42675e-16,2.3973000000000004e-14,6.44295e-15,8.428149999999999e-15,1.0876824999999999e-14,,,,,,,,10.58256,10.64016,10.341517
2CXO J213647.5+572954,3.939446,99.079217,0.99937539038101,-0.13741411617739,0.99937539038101,0.5541028547879,0.5855385225612799,1.0,0.90383119499896,,1.607e-15,,8.867749999999997e-16,7.63455e-16,,,,,13.568,12.342,11.655,17.100832,18.725206,15.854273
2CXO J064103.4+093005,2.035835,203.296315,-0.80699562773267,-0.43472829481574,-0.5708931917551501,0.99973953672637,0.9999180543384364,7.0,0.9999615482224816,,1.1855775e-14,6.988275e-15,2.457875e-15,2.564050000000001e-15,11.829,11.554,11.972999999999999,4.06,12.965,12.267999999999999,12.022,15.882763,17.107147,14.644099
2CXO J053514.5-052903,-19.434031,209.096274,-0.90693316677077,-0.61711430356027,-0.63085571517801,0.92203340094913,0.9927680162621584,6.0,0.79304976488736,6.27035e-17,2.6709499999999997e-15,1.6224999999999998e-15,4.91115e-16,6.578700000000002e-16,,,,,14.304,13.743,13.382,17.841079999999994,17.048192999999998,15.942854
2CXO J095753.4+024735,41.931287,235.67539,-0.34353529044347,-0.07495315427857599,-0.2685821361649,0.4594975368690901,0.63777346340486,0.0,0.54511198377932,2.07815e-14,8.1192e-15,2.2928e-15,1.5869000000000002e-15,4.7126e-15,,,,,,,,,,
2CXO J111815.1-324840,26.099457,281.208141,-0.34853216739538,-0.17239225484072,-0.18738288569644,0.098394316731589,0.6736257277476899,0.0,0.915745324104799,3.60385e-14,6.717100000000002e-13,1.8265e-13,1.8817999999999999e-13,2.9725500000000013e-13,,,,,,,,,,
2CXO J163618.1+410038,42.271998,64.983179,-0.14490943160525,0.1524047470331,-0.28856964397252,0.46672515767181,0.57084677640242,0.0,0.5500849585998999,3.4437e-16,4.7365e-15,1.34865e-15,8.276199999999999e-16,2.6656500000000002e-15,,,,,,,,,,
2CXO J003739.3-334323,-82.768248,326.326921,0.33728919425359005,0.12367270455965,0.22236102435978,0.14518486454218,0.77084915281765,0.0,0.42893252783392,1.9087750000000001e-16,3.08795e-14,3.06995e-15,7.005500000000001e-15,2.1657749999999997e-14,,,,,,,,,,
2CXO J203901.7+421840,0.527188,81.66832099999998,,,,0.78322281465855,0.973057269949957,2.0,0.971470151779116,2.365725e-15,5.134525e-15,1.044155e-16,6.333449999999999e-17,5.3997000000000006e-15,11.466,8.962,9.44,-0.027000000000000003,,,,,,
2CXO J112105.9+531057,59.034413,149.502496,-0.11242973141786,0.21236727045596,-0.316052467208,0.07670778815694901,0.39297146504855995,0.0,0.20459262743789008,7.272150000000001e-16,9.65705e-15,1.6442499999999998e-15,1.5038499999999998e-15,6.3934e-15,,,,,,,,,,
2CXO J203158.6+401915,0.391527,79.281748,0.23360399750156,0.11492816989382,0.10743285446596,0.4478228530508901,0.27053889438762,0.0,0.45472980303030996,,6.534399999999999e-15,8.318200000000001e-16,1.38865e-15,4.5126000000000016e-15,11.300999999999998,10.536,6.291,4.297,17.307000000000002,14.625,12.981,,,
2CXO J100509.7-074313,36.766906,247.769708,0.99937539038101,0.13491567770144,0.99937539038101,,,,,1.4241950000000002e-16,1.4957e-16,1.0583e-17,6.124850000000001e-17,1.9697049999999998e-16,,,,,,,,19.719181,20.440111,18.820131
2CXO J174948.2-370127,-4.920899,353.513476,-0.99937539038101,-0.99937539038101,-0.6058713304184901,0.31756184658384,0.23322137206774995,0.0,0.43019365792037,6.8504e-16,6.514199999999999e-15,6.363200000000001e-15,1.9554e-15,1.27175e-15,5.449,3.6039999999999996,,-0.887,11.770999999999999,9.873,7.625,14.544121,12.87622,12.601542
2CXO J190141.6-365952,-17.830567000000006,359.87346,-0.6995627732667099,-0.39225484072455,-0.42223610243598,1.0,0.9999999999985192,9.0,0.9999999999999538,,4.1292e-14,1.33695e-14,8.504350000000003e-15,1.5804525000000005e-14,7.688,6.932,5.0089999999999995,3.0980000000000003,10.47,9.038,8.091000000000001,14.58154,16.501387,13.258883
