,Max depth,Overall,STAR,AGN,ULX,LMXB,HMXB,YSO,CV
0,10,0.9094759131815775,0.9410707869205893,0.9446088794926004,0.6303317535545023,0.7972027972027972,0.8297587131367292,0.9220665499124343,0.6024096385542169
1,20,0.9089465325569084,0.9374775422206252,0.9437632135306554,0.6587677725118484,0.7972027972027972,0.8310991957104558,0.9211908931698775,0.6144578313253012
2,30,0.9134462678665961,0.9414301113905857,0.9492600422832981,0.6587677725118484,0.8181818181818182,0.8257372654155496,0.9299474605954466,0.6204819277108434
3,40,0.9123875066172578,0.9378368666906216,0.9513742071881607,0.6350710900473934,0.8111888111888111,0.8257372654155496,0.9316987740805605,0.6265060240963856
4,50,0.9107993647432504,0.9414301113905857,0.9446088794926004,0.6635071090047393,0.7832167832167832,0.8163538873994638,0.9308231173380035,0.6265060240963856
5,100,0.9100052938062467,0.9403521379805965,0.9454545454545454,0.6350710900473934,0.7972027972027972,0.8163538873994638,0.9378283712784589,0.572289156626506
6,120,0.905505558496559,0.9360402443406396,0.9446088794926004,0.6445497630331753,0.8251748251748252,0.8096514745308311,0.9168126094570929,0.5903614457831325
