class,Argmax,0.6,0.7,0.8,0.9,0.98
STAR,10414,4828.0,3469.0,2296.0,843.0,111.0
YSO,9426,3774.0,1963.0,692.0,66.0,
AGN,9423,4175.0,2796.0,1190.0,41.0,
HMXB,8575,1217.0,585.0,331.0,162.0,7.0
ULX,1048,4.0,1.0,,,
CV,625,12.0,7.0,6.0,5.0,
LMXB,240,32.0,22.0,12.0,1.0,
PULSAR,142,,,,,
