class,Argmax,0.6,0.7,0.8,0.9,0.98
STAR,10570,5427,4003.0,2620.0,960.0,82.0
YSO,9949,4637,2667.0,767.0,57.0,
HMXB,8835,1648,1004.0,599.0,319.0,68.0
AGN,7938,3646,1698.0,601.0,1.0,
ULX,1607,22,5.0,,,
CV,546,12,10.0,7.0,6.0,4.0
LMXB,245,53,38.0,23.0,5.0,
PULSAR,203,2,,,,
