class,recall_score,precision_score,f1_score
AGN,0.9323590814196242,0.9366610738255033,0.9345051265955221
STAR,0.9146953405017921,0.9193083573487032,0.9169960474308302
YSO,0.8503046127067014,0.825168918918919,0.8375482211744535
HMXB,0.7005347593582888,0.6717948717948717,0.6858638743455497
LMXB,0.4965034965034965,0.6068376068376068,0.5461538461538461
ULX,0.4881516587677725,0.46396396396396394,0.47575057736720555
CV,0.3253012048192771,0.4090909090909091,0.3624161073825503
PULSAR,0.3069306930693069,0.28703703703703703,0.2966507177033493
