name,significance,var_flag,streak_src_flag,pileup_flag,ra,dec,missing,sat_src_flag,extent_flag,conf_flag
2CXO J032919.6-021041,5.92592592592599,0,0,0,52.3317925253532,-2.178240941932056,0.4576271186440678,0,0,0
2CXO J032921.6-021138,3.5625000000001035,0,0,0,52.34002294869913,-2.1939126265355653,0.4406779661016949,0,0,0
2CXO J032923.2-021848,3.636363636363692,0,0,0,52.346945841977565,-2.313467069702789,0.4406779661016949,0,0,0
2CXO J032925.5-021322,5.4285714285711935,0,0,0,52.35665454265893,-2.222886884918738,0.4406779661016949,0,0,0
2CXO J032926.6-021658,2.842105263157928,0,0,0,52.36087170220151,-2.2827951298055287,0.5084745762711864,0,0,0
2CXO J032926.7-021240,4.057142857143254,0,0,0,52.36151179401304,-2.2111897729919097,0.4576271186440678,0,0,0
2CXO J032928.2-021827,1.8723404255319485,0,0,0,52.36773531163885,-2.307504409965984,0.4067796610169492,0,0,0
2CXO J032928.8-021612,2.36842105263151,0,0,0,52.370347322707865,-2.2701043546561954,0.4576271186440678,0,0,0
2CXO J032929.6-022007,2.7692307692307554,0,0,0,52.37361287273365,-2.335495400786921,0.4067796610169492,0,0,0
2CXO J032929.7-021454,2.75675675675666,0,0,0,52.37386016072895,-2.2483791024976245,0.42372881355932196,0,0,0
2CXO J032932.7-020647,4.333333333333228,0,0,0,52.3863720949741,-2.113136630860823,0.4576271186440678,0,0,0
2CXO J032932.9-020922,7.107512926701628,0,0,0,52.3874508985349,-2.1563547552420133,0.4406779661016949,0,0,0
2CXO J032933.6-020706,3.624999999999967,0,0,0,52.39028012645258,-2.1185799889853087,0.4576271186440678,0,0,0
2CXO J032934.0-021757,3.1052631578947985,0,0,0,52.39198016701249,-2.2991794145444784,0.4067796610169492,0,0,0
2CXO J032934.3-020911,2.2439024390242825,0,0,0,52.393261442632884,-2.1532517143865366,0.5423728813559322,0,0,0
2CXO J032934.9-021636,4.129032258064512,0,0,0,52.39568335217058,-2.2768229595673684,0.4406779661016949,0,0,0
2CXO J032935.7-021030,4.193548387096627,0,0,0,52.399147543493086,-2.1750893966352756,0.4406779661016949,0,0,0
2CXO J032935.9-021503,2.2727272727272547,0,0,0,52.399826023440475,-2.25083837035721,0.5254237288135594,0,0,0
2CXO J032936.0-021434,2.324324324324368,0,0,0,52.40028643997682,-2.2430107121981013,0.4576271186440678,0,0,0
2CXO J032937.0-021219,4.5405405405408175,0,0,0,52.40418757535167,-2.205354930935973,0.4576271186440678,0,0,0
2CXO J032937.2-020827,4.064516129032052,0,0,0,52.40500844076918,-2.1410016477626543,0.4406779661016949,0,0,0
2CXO J032937.2-021423,2.4117647058823555,0,0,0,52.40535322127437,-2.239731238723088,0.5932203389830508,0,0,0
2CXO J032938.0-021017,2.789473684210489,0,0,0,52.408723732443505,-2.1716192517307764,0.4576271186440678,0,0,0
2CXO J032939.2-021705,2.666666666666447,0,0,0,52.4134506064118,-2.284749017473265,0.4406779661016949,0,0,0
2CXO J032941.7-021057,6.960000000000008,0,0,0,52.423981145629064,-2.1825469374087145,0.4576271186440678,0,0,0
2CXO J032942.0-021842,7.923469836392165,0,0,0,52.42516583985907,-2.3118598777438013,0.4406779661016949,0,0,0
2CXO J032942.7-020816,8.990280550941712,0,0,0,52.42821532184036,-2.137961695806675,0.3728813559322034,0,0,0
2CXO J032943.5-021026,1.8918918918918604,0,0,0,52.43135666344239,-2.1740791890727134,0.5932203389830508,0,0,0
2CXO J032944.9-021219,4.514285714285506,0,0,0,52.4372772709612,-2.2053445616895364,0.3559322033898305,0,0,0
2CXO J032945.4-020514,3.2941176470590783,0,0,0,52.43926422538186,-2.087278028642946,0.4745762711864407,0,0,0
2CXO J032946.4-021048,2.111111111111088,0,0,0,52.443469395849505,-2.180248691945475,0.5254237288135594,0,0,0
