name,significance,var_flag,streak_src_flag,pileup_flag,ra,dec,missing,sat_src_flag,extent_flag,conf_flag
2CXO J120616.0+651343,2.611111111111089,0,0,0,181.56687290924629,65.22866835132162,0.6101694915254238,0,0,0
2CXO J120616.3-315502,2.5263157894736925,0,0,0,181.56818976406944,-31.917409980587557,0.5423728813559322,0,0,0
2CXO J120616.3+524458,2.411764705882361,0,0,0,181.56795599265274,52.749576360045864,0.5932203389830508,0,0,0
2CXO J120617.2-315926,6.5840751590660815,0,0,0,181.5718782792672,-31.99070657304343,0.5254237288135594,0,0,0
2CXO J120617.6-315756,8.499127268834076,0,0,0,181.5734790645365,-31.965680980184946,0.5254237288135594,0,0,0
2CXO J120622.5+472940,9.791340981860783,0,0,0,181.59382645096343,47.49456837483334,0.2711864406779661,0,0,0
2CXO J120622.8-315654,1.74358974358978,0,0,0,181.59512119587262,-31.94848412425269,0.6440677966101694,0,0,0
2CXO J120623.7+524246,2.21052631578954,0,0,0,181.59895029333848,52.71292457457552,0.559322033898305,0,0,0
2CXO J120624.3-144347,1.8421052631579096,0,0,0,181.6015689509453,-14.729946259620723,0.6440677966101694,0,0,0
2CXO J120625.4-315322,2.8888888888888187,0,0,0,181.6061078787993,-31.889648532255148,0.5932203389830508,0,0,0
2CXO J120627.3+524303,4.124999999999961,0,0,0,181.61395281806327,52.71760380036338,0.5084745762711864,0,0,0
2CXO J120629.2+282309,3.499999999999922,0,0,0,181.62196842724984,28.38601530707229,0.5254237288135594,0,0,0
2CXO J120630.7+523947,3.5882352941175863,0,0,0,181.62805051492438,52.66326383000888,0.576271186440678,0,0,0
2CXO J120631.8+650157,3.411764705882545,0,0,0,181.63284357228082,65.03256416276894,0.6610169491525424,0,0,0
2CXO J120633.2+524022,6.086870285917808,0,0,0,181.63840630056643,52.672977043908006,0.3220338983050847,0,0,0
2CXO J120634.6-315533,3.7575757575757103,0,0,0,181.6442362104648,-31.925833753434826,0.576271186440678,0,0,0
