name,significance,var_flag,streak_src_flag,pileup_flag,ra,dec,missing,sat_src_flag,extent_flag,conf_flag
2CXO J192703.9+012619,2.111111111111146,0,0,0,291.76652469358123,1.4386919323376162,0.6101694915254238,0,0,0
2CXO J192704.3+012601,1.7837837837838235,0,0,0,291.7682499043932,1.433664669380123,0.6271186440677966,0,0,0
2CXO J192706.4+012301,8.13787415802409,0,0,0,291.7770601793263,1.3837030928113887,0.4576271186440678,0,0,0
2CXO J192706.9+013536,2.8837209302323763,0,0,0,291.77892744198675,1.5933754931238469,0.5932203389830508,0,0,0
2CXO J192708.0+012429,2.342857142857147,0,0,0,291.7834897999446,1.4081088019618029,0.5254237288135594,0,0,0
2CXO J192708.5+011835,4.7222222222222765,0,0,0,291.78553894896595,1.3099194818393944,0.5932203389830508,0,0,0
2CXO J192712.9+011758,3.874999999999984,0,0,0,291.80381858748774,1.2995662749051065,0.5932203389830508,0,0,0
2CXO J192716.1+012401,5.785714285714238,0,0,0,291.8173185371278,1.4004464237622625,0.4576271186440678,0,0,0
2CXO J192724.2+012131,3.41176470588256,0,0,0,291.85121069067213,1.358868388356041,0.5932203389830508,0,0,0
2CXO J192726.3+740330,2.918918918918916,0,0,0,291.85987652926485,74.05847250303486,0.4576271186440678,0,0,0
2CXO J192728.6+011756,2.6666666666666896,0,0,0,291.8691754140297,1.2990410266982029,0.5932203389830508,0,0,0
2CXO J192735.2+012723,2.6666666666666665,0,0,0,291.89682251996436,1.456622201878337,0.6101694915254238,0,0,0
2CXO J192735.4+741112,3.8421052631575536,0,0,0,291.89750013945104,74.18680199724695,0.5254237288135594,0,0,0
2CXO J192742.9+740936,25.210553605339516,0,0,0,291.92882801859287,74.16019945079168,0.4406779661016949,0,0,0
2CXO J192745.2+012638,3.294117647058814,0,0,0,291.9386600494052,1.4440246693824377,0.5932203389830508,0,0,0
2CXO J192746.9+013248,6.450937746794027,0,0,0,291.9457470840289,1.5467319904054162,0.5932203389830508,0,0,0
2CXO J192754.5+734900,3.937499999999975,0,0,0,291.9772862323825,73.81681327225868,0.4915254237288136,0,0,0
2CXO J192807.4+734851,3.6969696969696937,0,0,0,292.0308727960015,73.81444076836385,0.576271186440678,0,0,0
2CXO J192812.0+174713,9.365862267603784,0,0,0,292.05014530202595,17.786968484176874,0.6101694915254238,0,0,0
2CXO J192818.6+174430,2.4736842105263013,0,0,0,292.07758334627584,17.741696244594465,0.6101694915254238,0,0,0
2CXO J192819.6+174626,2.4864864864864256,0,0,0,292.08172865787566,17.773974879440264,0.576271186440678,0,0,0
2CXO J192825.7+174610,2.324324324324313,0,0,0,292.10717041319344,17.769674002150506,0.6101694915254238,0,0,0
2CXO J192828.6+735106,4.777777777777506,0,0,0,292.11954801692525,73.85182824400535,0.5084745762711864,0,0,0
2CXO J192832.6+175450,2.6666666666666816,0,0,0,292.13584520159264,17.914159789257873,0.5423728813559322,0,0,0
2CXO J192833.8+175157,2.4736842105263324,0,0,0,292.14122422349516,17.86609782154975,0.4745762711864407,0,0,0
2CXO J192834.2+734805,2.3157894736841587,0,0,0,292.1426685277436,73.80147996111019,0.6101694915254238,0,0,0
2CXO J192834.5+175150,2.70270270270271,0,0,0,292.14392857229177,17.864081520527282,0.4067796610169492,0,0,0
2CXO J192834.6+175135,2.0512820512820347,0,0,0,292.14418990368324,17.859845792441845,0.42372881355932196,0,0,0
2CXO J192835.0+175024,4.5945945945942,0,0,0,292.1458411833952,17.840193159595554,0.3728813559322034,0,0,0
2CXO J192835.7+175122,2.6666666666667047,0,0,0,292.14898523092637,17.85619641727263,0.4745762711864407,0,0,0
2CXO J192836.2+175347,4.722222222221964,0,0,0,292.15102145990386,17.896473948189996,0.4576271186440678,0,0,0
2CXO J192836.5+175326,1.948717948717937,0,0,0,292.15241356357126,17.890656107139012,0.4915254237288136,0,0,0
