,name,significance,var_flag,streak_src_flag,pileup_flag,ra,dec,missing,sat_src_flag,extent_flag,conf_flag,class,prob,prob_margin,prob_AGN,prob_CV,prob_HMXB,prob_LMXB,prob_PULSAR,prob_STAR,prob_ULX,prob_YSO,gal_b2,gal_l2,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,ks_intra_prob_b,h-csc,b-csc,m-csc,s-csc,u-csc,FUV,NUV,u-sdss,g-sdss,r-sdss,i-sdss,z-sdss,W1,W2,W3,W4,24 microns (MIPS),J,H,K,G,Bp,Rp,B-R,G-J,G-W2,Bp-H,Bp-W3,Rp-K,J-H,J-W1,W1-W2,0p3_8_csc,24_microns_(MIPS)
11058,2CXO J053520.9-703214,2.368421052631549,0,0,0,83.83711201398012,-70.53732379971625,0.6271186440677966,0,0,0,LMXB,0.4583488849335061,0.10297324041491797,0.08294871500570704,0.04593872601609414,0.04323200988828526,0.4583488849335061,0.009154467703236684,0.35537564451858816,0.004405897971985345,0.0005956539625972505,3.224127609663121,7.8106559395174635,,,7.125627187176508,,8.831403691142242,5.0,7.806791707103863,,0.004345003852611725,0.000652674029984497,,0.005953680856916459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038,2CXO J063437.0+041227,1.6923076923077105,0,0,0,98.6544771493119,4.207697528447935,0.6440677966101694,0,0,0,LMXB,0.4211664621530387,0.0671468070296724,0.025461096442712272,0.03478148652124032,0.0069351887722309815,0.4211664621530387,0.0516080661752417,0.3540196551233663,0.013582738361550278,0.09244530645061934,4.895655706332648,5.757441708648457,,,6.095902135713124,,4.606597180041011,5.0,7.491292002899951,,0.002076731431307737,,,0.003021347727154864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12478,2CXO J081715.3-073103,2.1538461538461693,0,0,0,124.31408024233109,-7.517622099783892,0.6101694915254238,0,0,0,LMXB,0.34910028866273835,0.04338987180747056,0.1883977748994946,0.039613939606491136,0.030910132338420514,0.34910028866273835,0.05440441187144075,0.3057104168552678,0.03145465588857494,0.000408379877571981,5.847653074097184,6.386504121575473,,,7.26182468565459,,7.262730540029517,5.0,8.962899680161026,,0.0023772701239554005,0.0006310899619245406,0.0057121161397653475,0.0020324000245711387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13465,2CXO J083432.6-454727,1.888888888888872,0,0,0,128.63589376954548,-45.79100247782507,0.6101694915254238,0,0,0,LMXB,0.33392554732652485,0.056095993885346467,0.06184624750894203,0.01294447086914565,0.0047095064944094045,0.33392554732652485,0.07098044744661246,0.2336711952057177,0.004093031707469593,0.2778295534411784,4.81450483848551,7.332264839897817,,,5.311101159132594,,3.0600635850635247,0.0,7.846353299070419,,0.002518323272686477,0.0014506287422970134,0.003738066775481868,0.002589042586211875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400,2CXO J090804.1-091858,1.8378378378377933,0,0,0,137.0172878429847,-9.316330322661676,0.6440677966101694,0,0,0,LMXB,0.5262183518364444,0.12259643650831847,0.016284342343205197,0.02880647625819848,0.0015450321179841734,0.5262183518364444,0.013456300962536196,0.4036219153281259,0.00992308093493407,0.00014450021857160747,6.379747820269962,6.634555317260305,,,7.5570781529400834,,4.708660497375433,10.0,8.384160712230385,,0.0016098177093298884,,0.013807283750267284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14440,2CXO J090851.7-092322,1.8918918918918688,0,0,0,137.21558403271715,-9.389630894929882,0.6101694915254238,0,0,0,LMXB,0.6525596854059837,0.4433617674967225,0.039768449880283836,0.018830400300798817,0.0015304612282761388,0.6525596854059837,0.041958679827877515,0.20919791790926126,0.03597256591437422,0.00018183953314455324,6.38620177117572,6.63988137701753,,,8.493746013770535,,5.541985049739529,10.0,8.904967323704824,,0.006337636423289133,0.00236109443625042,0.007359653970355552,0.006047399130476392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24513,2CXO J132326.9-314019,2.421052631578936,0,0,0,200.8624953314428,-31.6721127932208,0.6101694915254238,0,0,0,LMXB,0.5033469119332583,0.35800826683741205,0.05438828916002589,0.11986239639729875,0.02943520151958923,0.5033469119332583,0.023417870764239204,0.14533864509584632,0.12365808457442112,0.0005526005553212269,6.7098186396169615,8.634813173019284,,,6.531236386695715,,7.654837686603085,5.0,3.0997695897995223,,0.006219306489606421,0.0021837967343293486,0.00522365085331657,0.005190063010617635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24520,2CXO J132331.5-314449,2.555555555555604,0,0,0,200.8813284269873,-31.74696372222001,0.5932203389830508,0,0,0,LMXB,0.32547366653881044,0.046751599053237336,0.06395710406412647,0.2787220674855731,0.0397753973772885,0.32547366653881044,0.04306170196216367,0.19278216286678565,0.055379659266127784,0.0008482404391245395,6.705557641793237,8.634976534259266,,,7.007096658336897,,8.700013548509178,5.0,7.647769310459687,,0.0048901797115247685,0.001122300090790095,0.0054496132988105,0.005533471124925701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24523,2CXO J132332.2-314026,3.166666666666658,0,0,0,200.8845536819158,-31.67410695317916,0.5932203389830508,0,0,0,LMXB,0.496890335154753,0.3290246400866407,0.05227741926650697,0.16786569506811236,0.0310596163195584,0.496890335154753,0.055665942861462106,0.11368096417442293,0.08193710447129468,0.0006229226838895763,6.709557442274621,8.635404006818716,,,6.5612614359228285,,6.441076913601678,5.0,8.572082723618303,,0.006331109542370983,0.0032544286390837444,0.012770152525844082,0.0031428938996328664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24589,2CXO J132429.0-392324,2.0512820512821484,0,0,0,201.12089532298043,-39.39023313629831,0.6101694915254238,0,0,0,LMXB,0.43837544799278666,0.13358004307435578,0.006109780766332621,0.10369131150255102,0.005437484060384381,0.43837544799278666,0.0954031276393426,0.3047954049184309,0.045442128050952366,0.0007453150692195832,6.281905761639037,8.607302790205535,,,7.555519057646346,,9.443606046995647,10.0,7.790837217197348,,0.0058823864792483405,0.0016533417994123495,0.0022749949412874514,0.007082613886884384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24691,2CXO J132538.3-390036,1.888888888888808,0,0,0,201.4098387729512,-39.0101094043174,0.6101694915254238,0,0,0,LMXB,0.3169929599200392,0.05016350258449859,0.011492598399164349,0.13064470490924998,0.006380113292374385,0.3169929599200392,0.21797292216008546,0.2668294573355406,0.04919088495015323,0.0004963590333928866,6.301129986452942,8.61562849121803,,,6.3878223242460095,,5.7860370370322585,5.0,7.630690980729276,,0.0020834396144736107,0.0013316632498983187,0.007418454606729435,0.0030715901951102807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24693,2CXO J132539.2-392214,2.166666666666672,0,0,0,201.41365423850792,-39.37055785443869,0.6101694915254238,0,0,0,LMXB,0.3333395244038403,0.016891861674805386,0.009782865783510815,0.22000367578993546,0.003560717519647653,0.3333395244038403,0.1071148984747176,0.3164476627290349,0.009274200924942577,0.0004764543743707922,6.281207301424147,8.614148267828076,,,7.702511053398488,,8.560063850390012,10.0,4.897382346176384,,0.005828418843508475,0.002557778681178435,0.025644131855360804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24751,2CXO J132605.7-385421,2.545454545454417,0,0,0,201.52378014718283,-38.905994427390496,0.5932203389830508,0,0,0,LMXB,0.3877542257736185,0.13472794813008634,0.007465973550398752,0.06308394050397585,0.003900066751914125,0.3877542257736185,0.2530262776435321,0.21630259460986784,0.06803292542186916,0.0004339957448236493,6.30615929051304,8.618739854783664,,,7.7542456538552775,,7.1619836584641465,10.0,9.265025040624336,,0.004784420067017749,0.0010687080923768343,0.0037097864694163305,0.005997664162197295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24825,2CXO J132639.0-315431,2.3157894736842417,0,0,0,201.66263386040302,-31.90883178642266,0.6101694915254238,0,0,0,LMXB,0.49002234684026,0.33616290713449165,0.08470805217212604,0.10801669711913918,0.05555245498135816,0.49002234684026,0.039257111223274126,0.15385943970576835,0.06770776235340298,0.0008761356046711085,6.691035136504147,8.655343161437385,,,6.90928260482939,,7.790602278575938,5.0,4.5630700007021785,,0.0040881590016661066,0.003307008165221273,0.0035890211624255842,0.002439499348257032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24855,2CXO J132657.0-271104,2.4324324324324516,0,0,0,201.73783908410562,-27.18447329422139,0.6271186440677966,0,0,0,LMXB,0.34176236927653697,0.07479351449183375,0.058151889630742776,0.2669688547847032,0.004136413360029214,0.34176236927653697,0.08671899896111608,0.1772188566828216,0.06344741768855319,0.0015951996154969553,6.950492464939235,8.682853960918125,,,7.931586741530408,,7.715817380301439,10.0,9.17763303724734,,0.008680786672904091,,0.0070676108096985844,0.01069195158485331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24919,2CXO J132732.8-423901,4.594594594594456,0,0,0,201.88683091092662,-42.650302370406436,0.5932203389830508,0,0,0,LMXB,0.33326731567482504,0.08389296229317703,0.012264466246246568,0.249374353381648,0.006577159068206999,0.33326731567482504,0.08269925166899678,0.2036903373069564,0.11140844420682644,0.000718672446293949,6.097292182995616,8.610393820421791,,,6.207662672629228,,8.609709845356637,5.0,8.940435728443555,,0.003729724457911172,0.0015618051013926194,0.0035343645709009046,0.003250230081173984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24948,2CXO J132747.7-423953,4.000000000000295,0,0,0,201.94884858512864,-42.664882488947384,0.5932203389830508,0,0,0,LMXB,0.39798538920382254,0.1550174185541806,0.00837508391421833,0.07728902515592559,0.0052599415696297155,0.39798538920382254,0.24296797064964196,0.20272363030302493,0.06496308069162474,0.00043587851211221467,6.096109096272203,8.61166059919892,,,7.028887845228888,,3.0150144571055497,5.0,1.9273243729843963,,0.0041580208011233145,0.0020890040175137944,0.004084150520996735,0.003239910921088865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24976,2CXO J132800.8-310206,1.8378378378378968,0,0,0,202.00354244123886,-31.035242085482,0.6271186440677966,0,0,0,LMXB,0.41339723746053453,0.04006018672527367,0.019562954925050845,0.13749500301960096,0.009630541117702571,0.41339723746053453,0.014094245962661553,0.37333705073526097,0.031898439277142844,0.0005845275020458872,6.7365089689850794,8.669184422356599,,,8.493798282046518,,9.069265199633561,10.0,9.464089357430623,,0.004077945641710857,,0.002906877779882441,0.005285980449441611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25098,2CXO J132958.7-313704,2.2631578947367785,0,0,0,202.4949070599937,-31.6179955983021,0.5932203389830508,0,0,0,LMXB,0.5228059009995831,0.3156092499564011,0.05107887197719867,0.207196651043182,0.03338749729341374,0.5228059009995831,0.033253455118161114,0.10216467259946194,0.049351447408887215,0.0007615035601120765,6.7005064132232,8.679381569289902,,,8.090998630811589,,9.275864397151915,10.0,9.801686114676004,,0.004330257936463318,0.0022376533561783134,0.0046073921838152105,0.0033015721317614212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25174,2CXO J133027.7-313414,2.30769230769224,0,0,0,202.6155619272713,-31.570757022425195,0.5932203389830508,0,0,0,LMXB,0.5624199349832801,0.41846058279161613,0.051294171501114386,0.14395935219166392,0.03720759491793732,0.5624199349832801,0.023023053532124117,0.10780330062056694,0.07355724851299253,0.0007353437403206239,6.702103610982965,8.682911266518888,,,7.084397355019058,,9.134886357863564,5.0,9.311017420019851,,0.0032920003978172594,0.0016709335052032199,0.002722019779244159,0.0029348190323427565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25256,2CXO J133111.1-314113,2.594594594594648,0,0,0,202.79635639170243,-31.687081431623298,0.5932203389830508,0,0,0,LMXB,0.545183589668517,0.3541742459610433,0.05128429612093301,0.19100934370747366,0.03809496945517158,0.545183589668517,0.008610006965186467,0.11656938667403095,0.048379535608937416,0.0008688717997499206,6.694199295167731,8.687133547627575,,,7.308618672643576,,9.355737556427409,5.0,8.762840002205696,,0.0047129869814135795,0.0033079285945628485,0.0027209277674257863,0.004048949988418093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25281,2CXO J133125.6-314807,2.0000000000000733,0,0,0,202.8570134121561,-31.802050389899673,0.6101694915254238,0,0,0,LMXB,0.5783837722419976,0.4269896468164222,0.043322574644161976,0.04721569902954807,0.032299859685622136,0.5783837722419976,0.012471817529983643,0.15139412542557534,0.1344921940654707,0.00041995737764062444,6.687374747520161,8.688106715061965,,,7.21820196658017,,2.1033841664586057,5.0,1.2319892017537124,,0.003507145731785825,0.0014460841224229815,0.0032434134220623123,0.004459348060000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25297,2CXO J133130.7-315137,2.4210526315788923,0,0,0,202.8781632541095,-31.860529990364128,0.6101694915254238,0,0,0,LMXB,0.4129420161340701,0.235199400112204,0.10504009822240316,0.10083522993637188,0.03794239803735232,0.4129420161340701,0.015617351498044375,0.14937309205515098,0.17774261602186608,0.0005071980947409866,6.68398548606368,8.688338465244787,,,6.24064846913886,,0.6568525923284249,5.0,0.2182057157382608,,0.00511995009347659,0.001296502849050116,0.008902750670624517,0.004253641524532753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25314,2CXO J133143.4-313922,2.050000000000078,0,0,0,202.93114264636208,-31.65620558140252,0.6101694915254238,0,0,0,LMXB,0.461334698941527,0.27609717813230505,0.07528255213548404,0.1498770408841887,0.04340277181454485,0.461334698941527,0.014757504598100596,0.18523752080922196,0.06919506961661676,0.0009128412003160528,6.694746347952651,8.690947606192,,,6.543186928826352,,4.179726708883557,5.0,3.8097124211509743,,0.0022750760903203315,0.002489551856234116,0.0048485587938572475,0.0031209868302718357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25320,2CXO J133147.6-314849,2.1111111111110104,0,0,0,202.94865943201526,-31.8137110288185,0.6101694915254238,0,0,0,LMXB,0.5762351086638993,0.4251539967634877,0.057336765425872974,0.15108111190041165,0.03676284438263423,0.5762351086638993,0.010072538740468377,0.1072133747034493,0.060448936483110526,0.0008493197001537403,6.685953782653272,8.690503966953129,,,8.921566893882579,,9.625780117408453,10.0,9.926524998844712,,0.005089249579528269,0.006208776718207207,0.002399512288884913,0.0029546961029985183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25400,2CXO J133340.2-313612,2.61111111111106,0,0,0,203.4178591501843,-31.603598202751762,0.6101694915254238,0,0,0,LMXB,0.4626587078228501,0.2285955043309375,0.045975312065675296,0.23406320349191256,0.024836470262179677,0.4626587078228501,0.016364135052899416,0.1347090622444125,0.08075959150586028,0.0006335175542101593,6.693357907231553,8.704380672344751,,,9.448495879219967,,8.558695587359374,10.0,9.381559494972363,,0.005474879460442151,0.0015575135995875215,0.007051090630907824,0.0048177274147594784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25902,2CXO J134552.2-624548,3.5757575757575766,0,0,0,206.46759820400555,-62.763457176374615,0.6101694915254238,0,0,0,LMXB,0.6076003580824388,0.35317264462988723,0.004291013446249738,0.07063207860791887,0.005083221704711626,0.6076003580824388,0.030417811153546043,0.027279893847700427,0.0002679097048828392,0.2544277134525516,4.966254636692153,8.586495468235313,,,7.255455388049238,,7.756198008107837,5.0,8.922458032737083,,0.005790889278229126,0.013174816082589523,0.032781129095998764,0.013939442013607977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29133,2CXO J150416.5-421111,2.857142857142829,0,0,0,226.0690416895636,-42.186393051723726,0.6101694915254238,0,0,0,LMXB,0.6610977147718569,0.44880890331070095,0.00430718236155281,0.21228881146115589,0.0019201447102567112,0.6610977147718569,0.057296508423706524,0.051618682834903284,0.011291320311608607,0.00017963512495938562,5.78967909105958,9.102249125107642,,,7.410435395783455,,8.903010012044783,10.0,9.640774311488627,,0.003319135300893632,0.002717967902712962,0.01903690034814853,0.003712562286299081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29139,2CXO J150420.1-415017,2.6111111111113203,0,0,0,226.0840087474026,-41.83816457567882,0.5932203389830508,0,0,0,LMXB,0.5616354977550658,0.3055209133441017,0.003565035038439549,0.2561145844109641,0.0029082910294277176,0.5616354977550658,0.07957810667005763,0.07913805920622206,0.016693556374629312,0.0003668695151937666,5.806154160847164,9.107549851511552,,,8.215987762078699,,9.663041314411526,10.0,9.88337925141243,,0.002694851227889337,0.0020783845639853614,0.005599022915806239,0.0021827045120404575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29160,2CXO J150433.0-414439,2.8108108108108456,0,0,0,226.1376988979911,-41.74422765375429,0.6271186440677966,0,0,0,LMXB,0.5076217048094273,0.26203889260786284,0.00533719854557344,0.2455828122015644,0.0032289107081907393,0.5076217048094273,0.11701251594179485,0.04028578063726836,0.08069167723984583,0.00023939991633518024,5.809554133514609,9.109900936699626,,,9.676609957026391,,7.954510671324883,10.0,9.152271592347027,,0.003887034374855042,0.01263532943475831,,0.00323889592173623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30266,2CXO J154224.5-523043,2.9714285714284627,0,0,0,235.60212277087268,-52.51202967059058,0.5932203389830508,0,0,0,LMXB,0.4000368530847656,0.07325449745871687,0.002872564447958241,0.08649308462214987,0.004386321903139975,0.4000368530847656,0.1378505121311116,0.32678235562604874,0.0010166344965984717,0.04056167368822732,5.111770008030229,9.09294092332006,,,7.39136708945413,,7.469801586206536,5.0,8.289492055147427,,0.009522270838684514,0.0011118532177632075,0.004830190595066167,0.011237429153615069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30286,2CXO J154247.6-522048,1.8888888888889124,0,0,0,235.69867582038728,-52.346677241833106,0.6101694915254238,0,0,0,LMXB,0.5195090002561089,0.19048441332934854,0.003113765476288909,0.08330130502926071,0.0056326736962786575,0.5195090002561089,0.032830839175966985,0.32902458692676034,0.0029409964223857787,0.023646833016949486,5.117127845014088,9.097024620986087,,,9.6133060805588,,9.379333087879543,10.0,9.441337074494513,,0.002344696153447239,0.0016628912538312,0.0018928188051602305,0.0018502922240525989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30811,2CXO J161228.8-604632,2.3157894736841422,0,0,0,243.12030825644115,-60.77561603256631,0.6101694915254238,0,0,0,LMXB,0.6513335733997226,0.4984086631945078,0.0031041590341067088,0.15182624542129414,0.007427459986809702,0.6513335733997226,0.02777877773570464,0.1529249102052148,0.005099037181857702,0.0005058370352895458,4.611760694297571,9.032013069699195,,,8.721139946800381,,9.60976940303444,10.0,9.889245831026765,,0.005076981460765457,0.00179159028651706,0.004141887145855285,0.004974967731138467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30942,2CXO J161505.0-504318,2.05263157894736,0,0,0,243.77110304620757,-50.72187084377718,0.6440677966101694,0,0,0,LMXB,0.41634551913882895,0.16053374354033045,0.002402992354471673,0.14567969981609172,0.007591217561996119,0.41634551913882895,0.07541225858683659,0.09541825532469582,0.0013382816185805507,0.2558117755984985,5.004080497182724,9.232325866612628,,,6.719844645520217,,9.23209172287603,5.0,6.43575877829282,,0.004795298201881329,,,0.006271206487732339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30943,2CXO J161505.1-504712,2.4736842105262307,0,0,0,243.77133195024945,-50.78693766575383,0.6101694915254238,0,0,0,LMXB,0.689327041098769,0.4362897900027791,0.0006386951593518826,0.007543469322811548,0.0020477291590032354,0.689327041098769,0.0145442828395364,0.03263123290030242,0.00023029842423575342,0.25303725109598985,5.001450281228143,9.231080226741069,,,7.275928324948271,,7.6223489233167125,5.0,8.899374970381574,,0.006553204795835725,0.0035090424056971976,0.0015664752732851654,0.006816430306655939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30964,2CXO J161521.2-604229,2.3684210526315748,0,0,0,243.8385148472917,-60.708158780310214,0.6271186440677966,0,0,0,LMXB,0.5544302635824417,0.2724351270580549,0.0027718291088604037,0.28199513652438685,0.003388027660344245,0.5544302635824417,0.033654492979649224,0.12179628843759692,0.0016160121870297053,0.00034794951969090913,4.600901200007646,9.040403020762383,,,7.1955886634218444,,8.41416335900595,5.0,9.461398147504195,,0.006101339160419161,,0.01188534294993228,0.005781723049924267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31284,2CXO J161953.6-510101,2.7999999999999545,0,0,0,244.9735022671381,-51.01704794732178,0.6271186440677966,0,0,0,LMXB,0.765413146850055,0.6495234331757999,0.000844510920056084,0.0358849447753074,0.0024796572767551163,0.765413146850055,0.019590170862923063,0.058736060748136164,0.0011617948925120875,0.11588971367425514,4.96277656144477,9.241736012925076,,,7.9251016192051935,,8.749531129315054,10.0,8.647712589196765,,0.0035172382235759236,,,0.005083826411708537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
